기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,,,,,,,총_생활인구_수
2020,2,A,골목상권,1000773,여의대방로24길,,,,,,,3820375
2020,2,A,골목상권,1000772,여의대방로22카길,,,,,,,4906934
2020,2,A,골목상권,1000771,여의대방로22나길,,,,,,,2617943
2020,2,A,골목상권,1000770,여의대방로22길,,,,,,,3514205
2020,2,A,골목상권,1000769,양녕로26길,,,,,,,3628515
2020,2,A,골목상권,1000768,신대방길,,,,,,,3992038
2020,2,A,골목상권,1000767,성대로29길,,,,,,,5600693
2020,2,A,골목상권,1000766,성대로1길,,,,,,,4716013
2020,2,A,골목상권,1000765,서달로8가길,,,,,,,3824489
2020,2,A,골목상권,1000764,서달로15길,,,,,,,2139659
2020,2,A,골목상권,1000763,서달로14길,,,,,,,2814013
2020,2,A,골목상권,1000762,서달로10길,,,,,,,4090703
2020,2,A,골목상권,1000761,상도로62길,,,,,,,5246532
2020,2,A,골목상권,1000760,상도로61길,,,,,,,3984797
2020,2,A,골목상권,1000759,상도로47길,,,,,,,4506699
2020,2,A,골목상권,1000758,상도로37길,,,,,,,4346005
2020,2,A,골목상권,1000757,상도로15길,,,,,,,5813074
2020,2,A,골목상권,1000756,사당로8길,,,,,,,6087915
2020,2,A,골목상권,1000755,사당로30길,,,,,,,3941315
2020,2,A,골목상권,1000754,사당로2차길,,,,,,,3139417
2020,2,A,골목상권,1000753,사당로29길,,,,,,,4954897
2020,2,A,골목상권,1000752,사당로26길,,,,,,,5059110
2020,2,A,골목상권,1000751,사당로23나길,,,,,,,2693926
2020,2,A,골목상권,1000750,사당로23길,,,,,,,3152485
2020,2,A,골목상권,1000749,사당로20길,,,,,,,5291395
2020,2,A,골목상권,1000748,사당로16길,,,,,,,6868672
2020,2,A,골목상권,1000747,사당로16가길,,,,,,,5821582
2020,2,A,골목상권,1000746,만양로8길,,,,,,,6272731
2020,2,A,골목상권,1000745,만양로14길,,,,,,,4426346
2020,2,A,골목상권,1000744,등용로14길,,,,,,,3065315
2020,2,A,골목상권,1000743,동작대로7길,,,,,,,7511680
2020,2,A,골목상권,1000742,동작대로35길,,,,,,,5075091
2020,2,A,골목상권,1000741,동작대로33길,,,,,,,6395214
2020,2,A,골목상권,1000740,동작대로29길,,,,,,,4401367
2020,2,A,골목상권,1000739,동작대로17길,,,,,,,4794449
2020,2,A,골목상권,1000738,대방동2길,,,,,,,3253877
2020,2,A,골목상권,1000737,대방동27길,,,,,,,2817834
2020,2,A,골목상권,1000736,노량진로6길,,,,,,,4591430
2020,2,A,골목상권,1000735,국사봉길,,,,,,,7049388
2020,2,A,골목상권,1000734,국사봉2길,,,,,,,4999448
2020,2,A,골목상권,1000733,국사봉1길,,,,,,,6181961
2020,2,A,골목상권,1000732,영신로9길,,,,,,,5305284
2020,2,A,골목상권,1000731,영등포로84길,,,,,,,5129182
2020,2,A,골목상권,1000730,영등포로80길,,,,,,,4907464
2020,2,A,골목상권,1000729,영등포로62길,,,,,,,3691016
2020,2,A,골목상권,1000728,영등포로35길,,,,,,,3540839
2020,2,A,골목상권,1000727,영등포로27길,,,,,,,4147578
2020,2,A,골목상권,1000726,영등포로25길,,,,,,,3482996
2020,2,A,골목상권,1000725,여의대방로61길,,,,,,,2562639
2020,2,A,골목상권,1000724,여의대방로43나길,,,,,,,4775421
2020,2,A,골목상권,1000723,여의대방로39길,,,,,,,2465194
2020,2,A,골목상권,1000722,여의대방로35길,,,,,,,4146472
2020,2,A,골목상권,1000721,양평로28길,,,,,,,1385987
2020,2,A,골목상권,1000720,양평로22라길,,,,,,,1876604
2020,2,A,골목상권,1000719,양평로19길,,,,,,,3095397
2020,2,A,골목상권,1000718,신길로60길,,,,,,,5406681
2020,2,A,골목상권,1000717,신길로42길,,,,,,,4596780
2020,2,A,골목상권,1000716,신길로42가길,,,,,,,6837780
2020,2,A,골목상권,1000715,신길로39길,,,,,,,5006977
2020,2,A,골목상권,1000714,신길로17길,,,,,,,4584671
2020,2,A,골목상권,1000713,선유서로28길,,,,,,,3040017
2020,2,A,골목상권,1000712,선유서로25길,,,,,,,2417722
2020,2,A,골목상권,1000711,선유서로24길,,,,,,,3167713
2020,2,A,골목상권,1000710,선유로55길,,,,,,,2333081
2020,2,A,골목상권,1000709,디지털로74길,,,,,,,5102533
2020,2,A,골목상권,1000708,디지털로57길,,,,,,,5735113
2020,2,A,골목상권,1000707,디지털로37길,,,,,,,5691202
2020,2,A,골목상권,1000706,도신로62길,,,,,,,5241209
2020,2,A,골목상권,1000705,도신로60길,,,,,,,4821701
2020,2,A,골목상권,1000704,도신로29길,,,,,,,4873534
2020,2,A,골목상권,1000703,도신로15길,,,,,,,5024783
2020,2,A,골목상권,1000702,도림천로21길,,,,,,,5378283
2020,2,A,골목상권,1000701,도림로63길,,,,,,,3987267
2020,2,A,골목상권,1000700,도림로147길,,,,,,,2400827
2020,2,A,골목상권,1000699,도림로112길,,,,,,,5138152
2020,2,A,골목상권,1000698,대림로8길,,,,,,,5665783
2020,2,A,골목상권,1000697,대림로7길,,,,,,,3664118
2020,2,A,골목상권,1000696,대림로44길,,,,,,,3234241
2020,2,A,골목상권,1000695,대림로34길,,,,,,,3632040
2020,2,A,골목상권,1000694,대림로31길,,,,,,,3972930
2020,2,A,골목상권,1000693,대림로29길,,,,,,,5475770
2020,2,A,골목상권,1000692,대림로22길,,,,,,,6050857
2020,2,A,골목상권,1000691,당산로46길,,,,,,,2812335
2020,2,A,골목상권,1000690,당산로38길,,,,,,,3986293
2020,2,A,골목상권,1000689,당산로37길,,,,,,,4544781
2020,2,A,골목상권,1000688,당산로31길,,,,,,,3625494
2020,2,A,골목상권,1000687,국회대로56길,,,,,,,3014104
2020,2,A,골목상권,1000686,경인로90길,,,,,,,2195889
2020,2,A,골목상권,1000685,경인로80길,,,,,,,2634271
2020,2,A,골목상권,1000684,경인로77길,,,,,,,2566811
2020,2,A,골목상권,1000683,가마산로61길,,,,,,,4656143
2020,2,A,골목상권,1000682,시흥대로94길,,,,,,,3561292
2020,2,A,골목상권,1000681,시흥대로84길,,,,,,,4253527
2020,2,A,골목상권,1000680,시흥대로68길,,,,,,,4734693
2020,2,A,골목상권,1000679,시흥대로63길,,,,,,,1910357
2020,2,A,골목상권,1000678,시흥대로62가길,,,,,,,3991594
2020,2,A,골목상권,1000677,시흥대로36길,,,,,,,1298389
2020,2,A,골목상권,1000676,시흥대로22길,,,,,,,1519890
2020,2,A,골목상권,1000675,시흥대로153길,,,,,,,3106944
2020,2,A,골목상권,1000674,시흥대로150길,,,,,,,4621030
2020,2,A,골목상권,1000673,시흥대로141길,,,,,,,3362789
2020,2,A,골목상권,1000672,시흥대로138길,,,,,,,2461740
2020,2,A,골목상권,1000671,시흥대로120길,,,,,,,4220204
2020,2,A,골목상권,1000670,벚꽃로56길,,,,,,,2130004
2020,2,A,골목상권,1000669,범안로17길,,,,,,,1676810
2020,2,A,골목상권,1000668,범안로11길,,,,,,,2009048
2020,2,A,골목상권,1000667,문성로5길,,,,,,,4765829
2020,2,A,골목상권,1000666,독산로85길,,,,,,,3191522
2020,2,A,골목상권,1000665,독산로78다길,,,,,,,5404713
2020,2,A,골목상권,1000664,독산로70길,,,,,,,5029454
2020,2,A,골목상권,1000663,독산로64길,,,,,,,3710213
2020,2,A,골목상권,1000662,독산로50길,,,,,,,2174804
2020,2,A,골목상권,1000661,독산로40길,,,,,,,3670941
2020,2,A,골목상권,1000660,독산로108길,,,,,,,4672800
2020,2,A,골목상권,1000659,남부순환로112길,,,,,,,3475972
2020,2,A,골목상권,1000658,금하로24길,,,,,,,2778311
2020,2,A,골목상권,1000657,금하로1길,,,,,,,558922
2020,2,A,골목상권,1000656,금하로14길,,,,,,,3188911
2020,2,A,골목상권,1000655,가산로5길,,,,,,,2918060
2020,2,A,골목상권,1000654,가산로3길,,,,,,,2098681
2020,2,A,골목상권,1000653,중앙로1길,,,,,,,2206191
2020,2,A,골목상권,1000652,중앙로15길,,,,,,,3178975
2020,2,A,골목상권,1000651,우마길,,,,,,,3936275
2020,2,A,골목상권,1000650,오류로8길,,,,,,,3626598
2020,2,A,골목상권,1000649,신도림로13길,,,,,,,2178623
2020,2,A,골목상권,1000648,새말로18길,,,,,,,2857383
2020,2,A,골목상권,1000647,부일로1길,,,,,,,875099
2020,2,A,골목상권,1000646,부일로15길,,,,,,,1905150
2020,2,A,골목상권,1000645,부일로11길,,,,,,,2038536
2020,2,A,골목상권,1000644,디지털로32길,,,,,,,3923368
2020,2,A,골목상권,1000643,디지털로32가길,,,,,,,3820076
2020,2,A,골목상권,1000642,디지털로27길,,,,,,,4327507
2020,2,A,골목상권,1000641,도림로6길,,,,,,,5282802
2020,2,A,골목상권,1000640,도림로12길,,,,,,,5694631
2020,2,A,골목상권,1000639,남부순환로97길,,,,,,,2261478
2020,2,A,골목상권,1000638,구로중앙로8길,,,,,,,4898593
2020,2,A,골목상권,1000637,구로중앙로7길,,,,,,,4933350
2020,2,A,골목상권,1000636,구로중앙로42길,,,,,,,2197052
2020,2,A,골목상권,1000635,구로중앙로34길,,,,,,,3449383
2020,2,A,골목상권,1000634,구로중앙로28길,,,,,,,5116079
2020,2,A,골목상권,1000633,구로중앙로19길,,,,,,,3577713
2020,2,A,골목상권,1000632,구로동로8길,,,,,,,8300588
2020,2,A,골목상권,1000631,구로동로7길,,,,,,,4987497
2020,2,A,골목상권,1000630,구로동로42길,,,,,,,4554380
2020,2,A,골목상권,1000629,구로동로41길,,,,,,,4092826
2020,2,A,골목상권,1000628,구로동로38길,,,,,,,4661981
2020,2,A,골목상권,1000627,구로동로28길,,,,,,,4452367
2020,2,A,골목상권,1000626,구로동로15길,,,,,,,3295946
2020,2,A,골목상권,1000625,공원로6가길,,,,,,,3686333
2020,2,A,골목상권,1000624,고척로52길,,,,,,,3146500
2020,2,A,골목상권,1000623,고척로27다길,,,,,,,4117452
2020,2,A,골목상권,1000622,고척로27길,,,,,,,4590459
2020,2,A,골목상권,1000621,고척로21나길,,,,,,,4021124
2020,2,A,골목상권,1000620,경인로47길,,,,,,,3242243
2020,2,A,골목상권,1000619,경인로35길,,,,,,,3409318
2020,2,A,골목상권,1000618,경인로31길,,,,,,,2984815
2020,2,A,골목상권,1000617,경인로15길,,,,,,,3185419
2020,2,A,골목상권,1000616,개봉로3길,,,,,,,2641860
2020,2,A,골목상권,1000615,개봉로2길,,,,,,,3002368
2020,2,A,골목상권,1000614,개봉로23가길,,,,,,,2616559
2020,2,A,골목상권,1000613,개봉로20길,,,,,,,2797067
2020,2,A,골목상권,1000612,개봉로1길,,,,,,,1729160
2020,2,A,골목상권,1000611,개봉로17다길,,,,,,,4085436
2020,2,A,골목상권,1000610,개봉로17길,,,,,,,3520534
2020,2,A,골목상권,1000609,개봉로11길,,,,,,,3943613
2020,2,A,골목상권,1000608,화곡로64길,,,,,,,3995231
2020,2,A,골목상권,1000607,화곡로59길,,,,,,,2575318
2020,2,A,골목상권,1000606,화곡로44나길,,,,,,,4317503
2020,2,A,골목상권,1000605,화곡로31길,,,,,,,6005719
2020,2,A,골목상권,1000604,화곡로20길,,,,,,,5960951
2020,2,A,골목상권,1000603,화곡로13길,,,,,,,4545426
2020,2,A,골목상권,1000602,초원로16길,,,,,,,4146322
2020,2,A,골목상권,1000601,초록마을로8길,,,,,,,6548671
2020,2,A,골목상권,1000600,초록마을로3길,,,,,,,5085074
2020,2,A,골목상권,1000599,월정로20길,,,,,,,8273914
2020,2,A,골목상권,1000598,우장산로6길,,,,,,,4273024
2020,2,A,골목상권,1000597,양천로73가길,,,,,,,4887481
2020,2,A,골목상권,1000596,양천로71길,,,,,,,4556057
2020,2,A,골목상권,1000595,양천로49길,,,,,,,1062110
2020,2,A,골목상권,1000594,양천로26길,,,,,,,1794048
2020,2,A,골목상권,1000593,양천로24길,,,,,,,4651345
2020,2,A,골목상권,1000592,양천로24가길,,,,,,,4478766
2020,2,A,골목상권,1000591,양천로14길,,,,,,,4577462
2020,2,A,골목상권,1000590,방화대로6라길,,,,,,,1636250
2020,2,A,골목상권,1000589,방화대로21길,,,,,,,2775400
2020,2,A,골목상권,1000588,등촌로5길,,,,,,,5194696
2020,2,A,골목상권,1000587,등촌로55길,,,,,,,3345990
2020,2,A,골목상권,1000586,등촌로51길,,,,,,,3748274
2020,2,A,골목상권,1000585,등촌로39길,,,,,,,3301640
2020,2,A,골목상권,1000584,등촌로13길,,,,,,,5470979
2020,2,A,골목상권,1000583,남부순환로11길,,,,,,,2976147
2020,2,A,골목상권,1000582,까치산로4길,,,,,,,7803455
2020,2,A,골목상권,1000581,국회대로7길,,,,,,,4912674
2020,2,A,골목상권,1000580,공항대로8길,,,,,,,3104833
2020,2,A,골목상권,1000579,공항대로61길,,,,,,,4753377
2020,2,A,골목상권,1000578,공항대로59다길,,,,,,,5977988
2020,2,A,골목상권,1000577,공항대로59길,,,,,,,4843993
2020,2,A,골목상권,1000576,공항대로55길,,,,,,,3495552
2020,2,A,골목상권,1000575,공항대로42길,,,,,,,2868932
2020,2,A,골목상권,1000574,공항대로38길,,,,,,,2179223
2020,2,A,골목상권,1000573,곰달래로60길,,,,,,,4416710
2020,2,A,골목상권,1000572,곰달래로53길,,,,,,,4698114
2020,2,A,골목상권,1000571,곰달래로47길,,,,,,,5109434
2020,2,A,골목상권,1000570,곰달래로31길,,,,,,,5807103
2020,2,A,골목상권,1000569,곰달래로25길,,,,,,,7607429
2020,2,A,골목상권,1000568,개화동로25길,,,,,,,3267085
2020,2,A,골목상권,1000567,개화동로23길,,,,,,,4261075
2020,2,A,골목상권,1000566,강서로8길,,,,,,,8094287
2020,2,A,골목상권,1000565,강서로5라길,,,,,,,4721953
2020,2,A,골목상권,1000564,강서로5나길,,,,,,,9143874
2020,2,A,골목상권,1000563,강서로5가길,,,,,,,10271200
2020,2,A,골목상권,1000562,강서로47라길,,,,,,,4518041
2020,2,A,골목상권,1000561,강서로47길,,,,,,,5105133
2020,2,A,골목상권,1000560,강서로45다길,,,,,,,4874277
2020,2,A,골목상권,1000559,강서로45길,,,,,,,3527062
2020,2,A,골목상권,1000558,강서로35길,,,,,,,5120210
2020,2,A,골목상권,1000557,강서로29길,,,,,,,7408196
2020,2,A,골목상권,1000556,강서로18길,,,,,,,9035361
2020,2,A,골목상권,1000555,강서로17가길,,,,,,,7097054
2020,2,A,골목상권,1000554,강서로15길,,,,,,,13792503
2020,2,A,골목상권,1000553,가로공원로80길,,,,,,,6162371
2020,2,A,골목상권,1000552,가로공원로76가길,,,,,,,7390493
2020,2,A,골목상권,1000551,화곡로4길,,,,,,,2300530
2020,2,A,골목상권,1000550,화곡로3길,,,,,,,1598756
2020,2,A,골목상권,1000549,지양로7길,,,,,,,2100607
2020,2,A,골목상권,1000548,중앙로55길,,,,,,,4995075
2020,2,A,골목상권,1000547,중앙로51길,,,,,,,5606558
2020,2,A,골목상권,1000546,중앙로47길,,,,,,,4593346
2020,2,A,골목상권,1000545,중앙로45길,,,,,,,5120711
2020,2,A,골목상권,1000544,중앙로36길,,,,,,,2901546
2020,2,A,골목상권,1000543,중앙로32길,,,,,,,2795628
2020,2,A,골목상권,1000542,중앙로25길,,,,,,,3377505
2020,2,A,골목상권,1000541,은행정로7길,,,,,,,5390198
2020,2,A,골목상권,1000540,은행정로5길,,,,,,,3249762
2020,2,A,골목상권,1000539,오목로5길,,,,,,,5392263
2020,2,A,골목상권,1000538,오목로3길,,,,,,,5046835
2020,2,A,골목상권,1000537,오목로30길,,,,,,,6771253
2020,2,A,골목상권,1000536,오목로23길,,,,,,,6132573
2020,2,A,골목상권,1000535,신월로20길,,,,,,,4135232
2020,2,A,골목상권,1000534,신월로15길,,,,,,,5219245
2020,2,A,골목상권,1000533,신목로6길,,,,,,,5270762
2020,2,A,골목상권,1000532,신목로5길,,,,,,,3228562
2020,2,A,골목상권,1000531,신목로2길,,,,,,,4063677
2020,2,A,골목상권,1000530,목동중앙서로8가길,,,,,,,3408843
2020,2,A,골목상권,1000529,목동중앙서로7길,,,,,,,6341508
2020,2,A,골목상권,1000528,목동중앙북로8길,,,,,,,4568502
2020,2,A,골목상권,1000527,목동중앙북로16길,,,,,,,4101321
2020,2,A,골목상권,1000526,목동중앙본로7길,,,,,,,7459128
2020,2,A,골목상권,1000525,목동중앙로3길,,,,,,,5696597
2020,2,A,골목상권,1000524,목동중앙로13나길,,,,,,,701111
2020,2,A,골목상권,1000523,목동중앙남로3가길,,,,,,,6446474
2020,2,A,골목상권,1000522,목동로9길,,,,,,,4532668
2020,2,A,골목상권,1000521,목동로19길,,,,,,,5159135
2020,2,A,골목상권,1000520,목동동로8길,,,,,,,1930299
2020,2,A,골목상권,1000519,목동동로12길,,,,,,,4848863
2020,2,A,골목상권,1000518,목동남로4길,,,,,,,1980470
2020,2,A,골목상권,1000517,남부순환로88길,,,,,,,1566014
2020,2,A,골목상권,1000516,남부순환로79길,,,,,,,3025592
2020,2,A,골목상권,1000515,남부순환로70길,,,,,,,3303884
2020,2,A,골목상권,1000514,남부순환로58길,,,,,,,2897375
2020,2,A,골목상권,1000513,남부순환로40길,,,,,,,3028643
2020,2,A,골목상권,1000512,남부순환로33길,,,,,,,3971197
2020,2,A,골목상권,1000511,곰달래로5길,,,,,,,4487116
2020,2,A,골목상권,1000510,곰달래로3길,,,,,,,4460372
2020,2,A,골목상권,1000509,곰달래로2길,,,,,,,3190392
2020,2,A,골목상권,1000508,곰달래로10길,,,,,,,5730460
2020,2,A,골목상권,1000507,가로공원로58길,,,,,,,2267864
2020,2,A,골목상권,1000506,효창원로93길,,,,,,,6749449
2020,2,A,골목상권,1000505,토정로37길,,,,,,,6122447
2020,2,A,골목상권,1000504,월드컵로8길,,,,,,,5052274
2020,2,A,골목상권,1000503,월드컵로7길,,,,,,,5146864
2020,2,A,골목상권,1000502,월드컵로36길,,,,,,,5017787
2020,2,A,골목상권,1000501,월드컵로25길,,,,,,,7068332
2020,2,A,골목상권,1000500,월드컵로19길,,,,,,,6117878
2020,2,A,골목상권,1000499,월드컵로16길,,,,,,,6317180
2020,2,A,골목상권,1000498,월드컵로11길,,,,,,,6128812
2020,2,A,골목상권,1000497,월드컵로10길,,,,,,,5904480
2020,2,A,골목상권,1000496,와우산로3길,,,,,,,3091045
2020,2,A,골목상권,1000495,와우산로29길,,,,,,,3653429
2020,2,A,골목상권,1000494,와우산로29가길,,,,,,,3165555
2020,2,A,골목상권,1000493,양화진길,,,,,,,2685073
2020,2,A,골목상권,1000492,양화로1길,,,,,,,4012751
2020,2,A,골목상권,1000491,양화로11길,,,,,,,4410585
2020,2,A,골목상권,1000490,신촌로30길,,,,,,,4432319
2020,2,A,골목상권,1000489,신촌로28가길,,,,,,,4312028
2020,2,A,골목상권,1000488,신촌로12길,,,,,,,5410444
2020,2,A,골목상권,1000487,숭문길,,,,,,,3963746
2020,2,A,골목상권,1000486,숭문8길,,,,,,,3811122
2020,2,A,골목상권,1000485,성지3길,,,,,,,2530162
2020,2,A,골목상권,1000484,성산로4길,,,,,,,5172960
2020,2,A,골목상권,1000483,성미산로32길,,,,,,,4671234
2020,2,A,골목상권,1000482,성미산로1길,,,,,,,6571632
2020,2,A,골목상권,1000481,성미산로11길,,,,,,,4294136
2020,2,A,골목상권,1000480,백범로16길,,,,,,,6068828
2020,2,A,골목상권,1000479,방울내로9안길,,,,,,,5880317
2020,2,A,골목상권,1000478,모래내로7길,,,,,,,3916567
2020,2,A,골목상권,1000477,매봉산로2길,,,,,,,2295491
2020,2,A,골목상권,1000476,망원로2길,,,,,,,6579972
2020,2,A,골목상권,1000475,망원로11길,,,,,,,6500357
2020,2,A,골목상권,1000474,만리재옛길,,,,,,,7177271
2020,2,A,골목상권,1000473,마포대로4길,,,,,,,4610975
2020,2,A,골목상권,1000472,마포대로20길,,,,,,,4978077
2020,2,A,골목상권,1000471,마포대로12길,,,,,,,5397437
2020,2,A,골목상권,1000470,동교로38길,,,,,,,5459210
2020,2,A,골목상권,1000469,동교로27길,,,,,,,6294955
2020,2,A,골목상권,1000468,동교로25길,,,,,,,4554879
2020,2,A,골목상권,1000467,동교로19길,,,,,,,4566942
2020,2,A,골목상권,1000466,동교로17길,,,,,,,5318681
2020,2,A,골목상권,1000465,독막로8길,,,,,,,2887220
2020,2,A,골목상권,1000464,독막로32길,,,,,,,5924952
2020,2,A,골목상권,1000463,독막로22길,,,,,,,2798160
2020,2,A,골목상권,1000462,도화길,,,,,,,5282455
2020,2,A,골목상권,1000461,도화4길,,,,,,,5540301
2020,2,A,골목상권,1000460,대흥로28길,,,,,,,4481220
2020,2,A,골목상권,1000459,대흥로21길,,,,,,,6788528
2020,2,A,골목상권,1000458,광성로6길,,,,,,,4315113
2020,2,A,골목상권,1000457,홍제내길,,,,,,,2216882
2020,2,A,골목상권,1000456,홍연길,,,,,,,3753051
2020,2,A,골목상권,1000455,통일로39길,,,,,,,4148926
2020,2,A,골목상권,1000454,통일로37길,,,,,,,5228984
2020,2,A,골목상권,1000453,통일로11길,,,,,,,2581602
2020,2,A,골목상권,1000452,충정로6길,,,,,,,3127425
2020,2,A,골목상권,1000451,충정로4길,,,,,,,9427575
2020,2,A,골목상권,1000450,증가로6길,,,,,,,5989702
2020,2,A,골목상권,1000449,증가로23나길,,,,,,,9592419
2020,2,A,골목상권,1000448,증가로20가길,,,,,,,7747632
2020,2,A,골목상권,1000447,증가로10길,,,,,,,5843469
2020,2,A,골목상권,1000446,응암로1길,,,,,,,6195915
2020,2,A,골목상권,1000445,연희로10길,,,,,,,2554790
2020,2,A,골목상권,1000444,신촌로37길,,,,,,,15147726
2020,2,A,골목상권,1000443,수색로8길,,,,,,,3324664
2020,2,A,골목상권,1000442,세무서길,,,,,,,5499372
2020,2,A,골목상권,1000441,세무서2길,,,,,,,5044959
2020,2,A,골목상권,1000440,세검정로1길,,,,,,,4598893
2020,2,A,골목상권,1000439,북아현로4길,,,,,,,16568887
2020,2,A,골목상권,1000438,모래내로15길,,,,,,,4602794
2020,2,A,골목상권,1000437,명지대길,,,,,,,5825844
2020,2,A,골목상권,1000436,독립문로8길,,,,,,,6107563
2020,2,A,골목상권,1000435,가재울로6길,,,,,,,4746260
2020,2,A,골목상권,1000434,통일로92길,,,,,,,6295745
2020,2,A,골목상권,1000433,통일로87길,,,,,,,7543087
2020,2,A,골목상권,1000432,통일로78길,,,,,,,4835567
2020,2,A,골목상권,1000431,통일로69길,,,,,,,6396171
2020,2,A,골목상권,1000430,진흥로1길,,,,,,,9315439
2020,2,A,골목상권,1000429,진흥로12길,,,,,,,7350991
2020,2,A,골목상권,1000428,증산서길,,,,,,,2881638
2020,2,A,골목상권,1000427,증산로9길,,,,,,,3467818
2020,2,A,골목상권,1000426,증산로5길,,,,,,,2920323
2020,2,A,골목상권,1000425,증산로21길,,,,,,,8209994
2020,2,A,골목상권,1000424,증산로17길,,,,,,,4785384
2020,2,A,골목상권,1000423,증산로15길,,,,,,,3924529
2020,2,A,골목상권,1000422,증산로13길,,,,,,,5928892
2020,2,A,골목상권,1000421,응암로34길,,,,,,,8113301
2020,2,A,골목상권,1000420,응암로22길,,,,,,,6129753
2020,2,A,골목상권,1000419,응암로14길,,,,,,,5641331
2020,2,A,골목상권,1000418,응암로13길,,,,,,,5614427
2020,2,A,골목상권,1000417,응암로12길,,,,,,,5424205
2020,2,A,골목상권,1000416,은평로8길,,,,,,,9806870
2020,2,A,골목상권,1000415,은평로3길,,,,,,,8114961
2020,2,A,골목상권,1000414,은평로20길,,,,,,,2539666
2020,2,A,골목상권,1000413,은평로13길,,,,,,,5844659
2020,2,A,골목상권,1000412,은평로10길,,,,,,,5384012
2020,2,A,골목상권,1000411,연서로5길,,,,,,,7422090
2020,2,A,골목상권,1000410,연서로41길,,,,,,,4626124
2020,2,A,골목상권,1000409,연서로3길,,,,,,,6246025
2020,2,A,골목상권,1000408,연서로34길,,,,,,,5017508
2020,2,A,골목상권,1000407,연서로33길,,,,,,,4468177
2020,2,A,골목상권,1000406,연서로29길,,,,,,,6673374
2020,2,A,골목상권,1000405,연서로28길,,,,,,,6750183
2020,2,A,골목상권,1000404,연서로27길,,,,,,,8945236
2020,2,A,골목상권,1000403,연서로21길,,,,,,,6413972
2020,2,A,골목상권,1000402,연서로17길,,,,,,,5994853
2020,2,A,골목상권,1000401,연서로16길,,,,,,,7554819
2020,2,A,골목상권,1000400,연서로13길,,,,,,,6454821
2020,2,A,골목상권,1000399,연서로11길,,,,,,,6677255
2020,2,A,골목상권,1000398,역말로9길,,,,,,,7191753
2020,2,A,골목상권,1000397,수색로18길,,,,,,,1264218
2020,2,A,골목상권,1000396,서오릉로8길,,,,,,,6349806
2020,2,A,골목상권,1000395,서오릉로21길,,,,,,,4165672
2020,2,A,골목상권,1000394,불광천길,,,,,,,8125600
2020,2,A,골목상권,1000393,갈현로7길,,,,,,,6363611
2020,2,A,골목상권,1000392,갈현로41길,,,,,,,6040070
2020,2,A,골목상권,1000391,갈현로33길,,,,,,,6466128
2020,2,A,골목상권,1000390,갈현로1길,,,,,,,6197827
2020,2,A,골목상권,1000389,가좌로7길,,,,,,,9188579
2020,2,A,골목상권,1000388,한글비석로44길,,,,,,,6167590
2020,2,A,골목상권,1000387,한글비석로24길,,,,,,,6849177
2020,2,A,골목상권,1000386,한글비석로22길,,,,,,,4231774
2020,2,A,골목상권,1000385,석계로1길,,,,,,,3502366
2020,2,A,골목상권,1000384,상계로9가길,,,,,,,8802402
2020,2,A,골목상권,1000383,상계로1길,,,,,,,6079185
2020,2,A,골목상권,1000382,상계로12길,,,,,,,10229718
2020,2,A,골목상권,1000381,동일로242길,,,,,,,2828302
2020,2,A,골목상권,1000380,동일로192길,,,,,,,9250552
2020,2,A,골목상권,1000379,동일로173가길,,,,,,,6801251
2020,2,A,골목상권,1000378,공릉로58길,,,,,,,1564997
2020,2,A,골목상권,1000377,해등로16길,,,,,,,4600571
2020,2,A,골목상권,1000376,우이천로4다길,,,,,,,5116191
2020,2,A,골목상권,1000375,우이천로32길,,,,,,,3767688
2020,2,A,골목상권,1000374,시루봉로23길,,,,,,,2103140
2020,2,A,골목상권,1000373,삼양로144길,,,,,,,2114459
2020,2,A,골목상권,1000372,방학로6가길,,,,,,,4798387
2020,2,A,골목상권,1000371,방학로5길,,,,,,,5711271
2020,2,A,골목상권,1000370,방학로15길,,,,,,,2338029
2020,2,A,골목상권,1000369,방학로10길,,,,,,,3599220
2020,2,A,골목상권,1000368,도봉산길,,,,,,,1361700
2020,2,A,골목상권,1000367,도봉산4길,,,,,,,368245
2020,2,A,골목상권,1000366,도봉로181길,,,,,,,2038215
2020,2,A,골목상권,1000365,도봉로169나길,,,,,,,1546229
2020,2,A,골목상권,1000364,도봉로156길,,,,,,,1660876
2020,2,A,골목상권,1000363,도봉로152가길,,,,,,,1773638
2020,2,A,골목상권,1000362,도봉로147길,,,,,,,4782046
2020,2,A,골목상권,1000361,도봉로143길,,,,,,,3487733
2020,2,A,골목상권,1000360,도봉로114길,,,,,,,9005314
2020,2,A,골목상권,1000359,도봉로109길,,,,,,,7328221
2020,2,A,골목상권,1000358,도당로29길,,,,,,,4519813
2020,2,A,골목상권,1000357,도당로19길,,,,,,,4386080
2020,2,A,골목상권,1000356,도당로13바길,,,,,,,4045645
2020,2,A,골목상권,1000355,도당로13가길,,,,,,,4139938
2020,2,A,골목상권,1000354,덕릉로60길,,,,,,,5208075
2020,2,A,골목상권,1000353,노해로63다길,,,,,,,2818258
2020,2,A,골목상권,1000352,노해로60길,,,,,,,8053714
2020,2,A,골목상권,1000351,한천로140길,,,,,,,5581004
2020,2,A,골목상권,1000350,한천로139가길,,,,,,,5665265
2020,2,A,골목상권,1000349,한천로132길,,,,,,,7279756
