No,구,동,전용면적,년,월,거래금액(,면적금액,층,건축년도,도로명,경도,위도,상태
89,강남구,대치동,107.91,2018,7,145000,1344,1,2002,강남구 삼성로85길 11,127.0563005564,37.5049786892454,정좌표
90,강남구,대치동,121.0894,2018,1,188000,1553,8,2008,강남구 도곡로 404,127.054412917516,37.4964605874979,정좌표
91,강남구,대치동,162.51,2018,1,165000,1015,2,1999,강남구 삼성로57길 45,127.057541045838,37.4970402018614,정좌표
92,강남구,대치동,144.09,2018,2,133500,927,1,2000,강남구 도곡로78길 13,127.059610005515,37.4973847711264,정좌표
93,강남구,대치동,136.68,2018,1,280000,2049,14,1983,강남구 삼성로 151,127.063832936668,37.4914886839937,정좌표
94,강남구,대치동,76.6,2018,7,144800,1890,9,1990,강남구 남부순환로395길 10,127.060911352297,37.4941830256622,정좌표
95,강남구,대치동,69.81,2018,11,65000,931,9,2006,강남구 테헤란로64길 13,127.0514989444,37.5041787173197,정좌표
96,강남구,대치동,28.34,2018,1,23900,843,10,2004,강남구 테헤란로64길 9,127.051586151898,37.5044966872371,정좌표
97,강남구,대치동,80.78,2018,5,98500,1219,4,2002,강남구 삼성로63길 16-5,127.05842064961,37.5000393429448,정좌표
98,강남구,대치동,174.77,2018,1,120000,687,5,2006,강남구 역삼로 451,127.056408833893,37.5025748108172,정좌표
99,강남구,대치동,120.76,2018,2,205000,1698,7,1983,강남구 영동대로 220,127.071102832202,37.4994461033376,정좌표
100,강남구,대치동,83.56,2018,1,180000,2154,5,1983,강남구 영동대로 210,127.071823708634,37.4976505045913,정좌표
101,강남구,대치동,30.46,2018,1,28800,946,8,2003,강남구 선릉로86길 11,127.050587148513,37.503404590073,정좌표
102,강남구,대치동,97.85,2018,1,105000,1073,2,2004,강남구 영동대로85길 17,127.06226337785,37.5068712559098,정좌표
103,강남구,대치동,76.79,2018,1,145000,1888,1,1979,강남구 삼성로 212,127.065876498087,37.4980310761609,정좌표
104,강남구,대치동,163.8,2018,7,150000,916,2,1991,강남구 남부순환로391길 7,127.057173512121,37.4924665838023,정좌표
105,강남구,대치동,59.83,2018,1,60000,1003,20,2004,강남구 테헤란로 428,127.05418339835,37.5056918048143,정좌표
106,강남구,대치동,139.54,2018,2,189000,1354,14,2004,강남구 삼성로 417,127.05757065756,37.5037655368986,정좌표
107,강남구,대치동,84.54,2018,1,104000,1230,5,2003,강남구 역삼로 438,127.055039347753,37.5017088621291,정좌표
108,강남구,대치동,134.61,2018,1,120000,891,2,2003,강남구 역삼로74길 8,127.054997523351,37.5013672696654,정좌표
109,강남구,대치동,111.54,2018,10,169000,1515,5,2004,강남구 영동대로 330-7,127.066786575036,37.5042571344638,정좌표
110,강남구,대치동,84.06,2018,1,96700,1150,4,2008,강남구 삼성로64길 40,127.063854415803,37.5005597844394,정좌표
111,강남구,대치동,128.01,2018,1,250000,1953,10,1983,강남구 삼성로 150,127.070423531112,37.4942270109909,정좌표
112,강남구,대치동,102.43,2018,6,96700,944,4,2004,강남구 도곡로73길 18,127.057108762605,37.4990023748771,정좌표
113,강남구,대치동,110.66,2018,1,97500,881,5,2004,강남구 삼성로63길 37,127.057285943852,37.4990514420414,정좌표
114,강남구,대치동,204.38,2018,1,140000,685,4,1996,강남구 영동대로 325,127.065495317768,37.5032901907892,정좌표
115,강남구,대치동,84.27,2018,3,117500,1394,4,1990,강남구 영동대로57길 28,127.065316826001,37.4999263810022,정좌표
116,강남구,대치동,49.24,2018,2,65000,1320,7,2016,강남구 삼성로85길 33,127.054833097548,37.5042893071187,정좌표
117,강남구,도곡동,63.09,2018,2,61700,978,19,2006,강남구 강남대로 240,127.034429699919,37.4852595655063,정좌표
118,강남구,도곡동,114.96,2018,1,135000,1174,4,2005,강남구 논현로 209,127.040755238238,37.4888784999926,정좌표
119,강남구,도곡동,84.93,2018,8,119800,1411,2,1992,강남구 논현로41길 10,127.039373534823,37.4866162934686,정좌표
120,강남구,도곡동,130.545,2018,1,130000,996,10,1999,강남구 언주로30길 13,127.051415749515,37.4885363801984,정좌표
121,강남구,도곡동,25.89,2018,1,24000,927,4,2004,강남구 강남대로 256,127.033537674499,37.4864864047773,정좌표
122,강남구,도곡동,84.122,2018,1,100000,1189,9,2007,강남구 도곡로28길 8,127.043520546721,37.4919639384147,정좌표
123,강남구,도곡동,148.98,2018,1,148000,993,11,2006,강남구 도곡로14길 28,127.037169468414,37.4889851089786,정좌표
124,강남구,도곡동,187.215,2018,1,159500,852,2,2007,강남구 도곡로14길 21,127.037890706705,37.4896549391446,정좌표
125,강남구,도곡동,194.605,2018,2,164000,843,3,2007,강남구 도곡로14길 27,127.037801376092,37.4892365386451,정좌표
126,강남구,도곡동,48.48,2018,7,38000,784,2,1995,강남구 강남대로44길 24,127.035782941225,37.4861504776627,정좌표
127,강남구,도곡동,134.9023,2018,1,217000,1609,1,2006,강남구 선릉로 221,127.053663930932,37.4936465976225,정좌표
128,강남구,도곡동,112.05,2018,1,93000,830,14,2007,강남구 남부순환로 2615,127.035883644064,37.4851853352722,정좌표
129,강남구,도곡동,107.53,2018,1,120000,1116,1,1978,강남구 남부순환로363길 30,127.038199442234,37.487622406111,정좌표
130,강남구,도곡동,107.11,2018,2,144000,1344,6,2010,강남구 남부순환로373길 3,127.043579450654,37.4863510314897,정좌표
131,강남구,도곡동,125.49,2018,2,150000,1195,2,2010,강남구 남부순환로373길 9,127.043542851082,37.4867891319241,정좌표
132,강남구,도곡동,173.42,2018,2,115000,663,4,2005,강남구 강남대로54길 6,127.033181605026,37.4879260039011,정좌표
133,강남구,도곡동,147.21,2018,1,109000,740,14,2006,강남구 강남대로 272,127.032895507079,37.4877761485861,정좌표
134,강남구,도곡동,171.58,2018,10,180000,1049,4,1996,강남구 남부순환로379길 15,127.045983354448,37.4877123357004,정좌표
135,강남구,도곡동,164.74,2018,1,157000,953,6,1996,강남구 남부순환로377길 18,127.045619957879,37.4874810915461,정좌표
136,강남구,도곡동,106.78,2018,1,177000,1658,2,2016,강남구 도곡로 320,127.050851923206,37.495327072213,정좌표
137,강남구,도곡동,79.89,2018,7,124750,1562,3,1986,강남구 남부순환로 2740,127.046145299005,37.486301155798,정좌표
138,강남구,도곡동,124.66,2018,1,150000,1203,11,1995,강남구 논현로 213,127.040843300549,37.4898523118553,정좌표
139,강남구,도곡동,84.51,2018,1,95000,1124,3,2003,강남구 도곡로14길 12,127.036638941857,37.4902900021957,정좌표
140,강남구,도곡동,59.82,2018,1,85000,1421,22,1999,강남구 언주로 203,127.048825818576,37.4891664842895,정좌표
141,강남구,도곡동,244.55,2018,2,157000,642,2,2000,강남구 남부순환로375길 6,127.044635135109,37.4866682380197,정좌표
142,강남구,도곡동,54.81,2018,3,108000,1970,5,1994,강남구 남부순환로379길 14,127.046406179188,37.4878209513925,정좌표
143,강남구,도곡동,59.96,2018,1,122000,2035,21,2001,강남구 남부순환로 2803,127.051074192564,37.4902036824088,정좌표
144,강남구,도곡동,153.71,2018,1,144000,937,13,1983,강남구 논현로 218,127.041893304413,37.4905279017017,정좌표
145,강남구,도곡동,83,2018,1,97000,1169,20,2004,강남구 언주로30길 21,127.052014011387,37.4888642219224,정좌표
146,강남구,도곡동,84.83,2018,1,110000,1297,1,1986,강남구 남부순환로363길 49,127.037367735265,37.4882467697465,정좌표
147,강남구,도곡동,126.46,2018,1,210000,1661,8,1985,강남구 언주로 117,127.048599324355,37.4850982261815,정좌표
148,강남구,도곡동,119.25,2018,1,90000,755,11,1996,강남구 언주로30길 27,127.052588595575,37.4884213972662,정좌표
149,강남구,도곡동,70.89,2018,1,136000,1918,8,1986,강남구 언주로29길 34,127.047847082042,37.4859268557251,정좌표
150,강남구,도곡동,164.97,2018,1,150000,909,19,1998,강남구 언주로 118,127.051508198958,37.4863171288319,정좌표
151,강남구,도곡동,161.85,2018,3,104000,643,17,1998,강남구 언주로 122,127.051016524931,37.4870814186032,정좌표
152,강남구,도곡동,145.97,2018,9,135000,925,6,2003,강남구 남부순환로381길 25,127.046785692968,37.4877255115418,정좌표
153,강남구,도곡동,88.8,2018,5,47000,529,4,2003,강남구 남부순환로351길 23,127.034022762489,37.4862404447548,정좌표
154,강남구,도곡동,159.61,2018,8,124000,777,4,2005,강남구 남부순환로373길 14,127.043921626072,37.4869303057167,정좌표
155,강남구,도곡동,84.98,2018,2,110000,1294,3,2008,강남구 강남대로48길 24,127.035108954477,37.4869906000022,정좌표
156,강남구,도곡동,34.1,2018,1,30500,894,3,1997,강남구 남부순환로365길 5,127.038984155071,37.4859016177751,정좌표
157,강남구,도곡동,84.16,2018,1,145000,1723,38,2002,강남구 언주로30길 56,127.054037455652,37.4886161611293,정좌표
158,강남구,도곡동,195.83,2018,1,283000,1445,38,2003,강남구 언주로30길 57,127.055006693619,37.4899324681158,정좌표
159,강남구,도곡동,141.648,2018,1,200000,1412,48,2004,강남구 언주로30길 26,127.052822970582,37.4871750709203,정좌표
160,강남구,도곡동,58.05,2018,12,63000,1085,3,2005,강남구 도곡로14길 14-1,127.037026396368,37.4898284021797,정좌표
161,강남구,도곡동,209.03,2018,2,215000,1029,7,2002,강남구 남부순환로381길 15,127.047664610044,37.4879339395775,정좌표
162,강남구,도곡동,179.39,2018,1,154000,858,11,2004,강남구 도곡로4길 31,127.035166548781,37.4888769239872,정좌표
163,강남구,도곡동,84.8861,2018,1,120000,1414,6,2016,강남구 남부순환로365길 33,127.03921000302,37.4874584283274,정좌표
164,강남구,도곡동,84.74,2018,1,110000,1298,7,1988,강남구 논현로 205,127.041027559366,37.4875838519566,정좌표
165,강남구,도곡동,84.72,2018,2,99500,1174,7,2006,강남구 논현로51길 25,127.039531132415,37.4890439121975,정좌표
166,강남구,도곡동,35.48,2018,1,31500,888,14,1999,강남구 언주로30길 10,127.051554393149,37.4873391776634,정좌표
167,강남구,도곡동,84.96,2018,1,105000,1236,6,1994,강남구 도곡로18길 35,127.038778980641,37.4892628932311,정좌표
168,강남구,도곡동,84.96,2018,8,112000,1318,1,1994,강남구 도곡로18길 34,127.037993932001,37.4888497067208,정좌표
169,강남구,도곡동,228.84,2018,3,210000,918,6,1998,강남구 남부순환로377길 25,127.044565565941,37.4876471185077,정좌표
170,강남구,도곡동,244.55,2018,3,330000,1349,5,1998,강남구 남부순환로377길 26,127.044977551999,37.4880261058491,정좌표
171,강남구,삼성동,36.16,2018,2,36000,996,4,2003,강남구 선릉로100길 42,127.050847655641,37.5065444723329,정좌표
172,강남구,삼성동,36.35,2018,1,35000,963,10,2004,강남구 테헤란로63길 12,127.050947817469,37.5061145446119,정좌표
173,강남구,삼성동,81.943,2018,1,120000,1464,3,2000,강남구 봉은사로113길 25,127.065559678817,37.517075621821,정좌표
174,강남구,삼성동,209.86,2018,9,165000,786,3,2003,강남구 봉은사로57길 17,127.044741755622,37.5118470405979,정좌표
175,강남구,삼성동,80.4,2018,9,88000,1095,5,2006,강남구 영동대로128길 55,127.06168285825,37.5189541482148,정좌표
176,강남구,삼성동,135.57,2018,5,158000,1165,6,2004,강남구 영동대로118길 76,127.064293701961,37.5182922974715,정좌표
177,강남구,삼성동,119.41,2018,1,120000,1005,2,2005,강남구 봉은사로55길 36,127.044014962283,37.5128582640895,정좌표
178,강남구,삼성동,71.28,2018,4,52000,730,5,2004,강남구 영동대로112길 24,127.062268029176,37.5151559260285,정좌표
179,강남구,삼성동,174.15,2018,1,218000,1252,5,2007,강남구 영동대로112길 67,127.065832675632,37.51622033614,정좌표
180,강남구,삼성동,141.53,2018,8,239000,1689,3,2006,강남구 영동대로114길 56,127.06309425545,37.5164602748457,정좌표
181,강남구,삼성동,101.38,2018,1,175000,1726,17,2007,강남구 선릉로130길 20,127.044012478637,37.5158237191258,정좌표
182,강남구,삼성동,213.435,2018,1,245000,1148,7,2007,강남구 선릉로126길 22,127.044137191898,37.5147369838477,정좌표
183,강남구,삼성동,83,2018,1,130000,1566,11,2003,강남구 영동대로 602,127.060580524876,37.5146842891961,정좌표
184,강남구,삼성동,84.86,2018,2,125000,1473,13,2004,강남구 봉은사로 516,127.055997066101,37.5132384968923,정좌표
185,강남구,삼성동,84.755,2018,1,117000,1380,4,2003,강남구 영동대로114길 63,127.064046176165,37.5179239909447,정좌표
186,강남구,삼성동,59.61,2018,1,99500,1669,4,1998,강남구 봉은사로111길 34,127.06487589067,37.517420127268,정좌표
187,강남구,삼성동,65.43,2018,1,115000,1758,6,1998,강남구 봉은사로111길 26,127.065160511359,37.517000872577,정좌표
188,강남구,삼성동,170.8,2018,1,190900,1118,10,2005,강남구 선릉로112길 53,127.048036966817,37.5127227450998,정좌표
189,강남구,삼성동,83.93,2018,1,88000,1048,1,2004,강남구 테헤란로77길 26,127.054047072394,37.5085182207401,정좌표
190,강남구,삼성동,115.89,2018,2,60000,518,2,2003,강남구 봉은사로71길 19,127.049551645342,37.5134552956524,정좌표
191,강남구,삼성동,113.31,2018,1,198000,1747,3,2013,강남구 봉은사로 645,127.065798363505,37.5155508619371,정좌표
192,강남구,삼성동,59.4,2018,2,120000,2020,13,2000,강남구 학동로 432,127.048683314178,37.5174269654046,정좌표
193,강남구,삼성동,238.42,2018,1,255000,1070,18,2009,강남구 선릉로 660,127.042332340675,37.5155502389552,정좌표
194,강남구,삼성동,103.32,2018,8,270000,2613,5,2018,강남구 삼성로 629,127.051491222428,37.5152799930583,정좌표
195,강남구,삼성동,122.311,2018,1,94000,769,5,2010,강남구 삼성로103길 12,127.053409518994,37.5103669310924,정좌표
196,강남구,삼성동,152.98,2018,1,218000,1425,13,2004,강남구 학동로68길 30,127.046536452934,37.5161995673746,정좌표
197,강남구,삼성동,58.57,2018,1,90000,1537,15,1998,강남구 학동로64길 7,127.045538928708,37.5175354198766,정좌표
198,강남구,삼성동,244.62,2018,2,316500,1294,3,2010,강남구 영동대로128길 45,127.06111883108,37.5193756914243,정좌표
199,강남구,삼성동,84.349,2018,1,178000,2110,11,2008,강남구 학동로68길 29,127.047745735472,37.5156307606507,정좌표
200,강남구,삼성동,147.26,2018,2,131000,890,2,2002,강남구 봉은사로63길 47,127.045813580446,37.514344501353,정좌표
201,강남구,삼성동,107.38,2018,1,119500,1113,5,2001,강남구 삼성로99길 14,127.053823735687,37.5092114231439,정좌표
202,강남구,삼성동,157.88,2018,2,134000,849,7,2005,강남구 테헤란로79길 31,127.05440678014,37.5086795693156,정좌표
203,강남구,삼성동,93.78,2018,1,140000,1493,2,1998,강남구 봉은사로105길 12-7,127.062448272096,37.5160230687701,정좌표
204,강남구,삼성동,91.54,2018,1,155000,1693,1,1981,강남구 삼성로 649,127.051024383463,37.5180070774586,인근좌표
205,강남구,삼성동,59.67,2018,1,108000,1810,9,1998,강남구 선릉로130길 19,127.042761508177,37.51707735718,정좌표
206,강남구,삼성동,59.82,2018,8,111800,1869,14,1996,강남구 학동로 412,127.044876551074,37.5174821229875,정좌표
207,강남구,삼성동,134.4,2018,2,130000,967,3,1998,강남구 삼성로120길 21,127.052944148471,37.5174858939883,정좌표
208,강남구,삼성동,157.63,2018,8,205000,1301,5,1992,강남구 봉은사로109길 66-1,127.063947776654,37.5190334686249,정좌표
209,강남구,삼성동,243.81,2018,9,315000,1292,15,2000,강남구 봉은사로113길 33,127.065426750942,37.5174345039527,정좌표
210,강남구,삼성동,152.25,2018,2,155000,1018,6,2003,강남구 봉은사로 474,127.05149873212,37.5122514608489,정좌표
211,강남구,삼성동,145.046,2018,1,328000,2261,26,2004,강남구 영동대로 640,127.058312021482,37.5187150796405,정좌표
212,강남구,삼성동,241.83,2018,3,486500,2012,14,2008,강남구 영동대로114길 72,127.065011535693,37.5180537401927,정좌표
213,강남구,삼성동,84.84,2018,1,105000,1238,2,2006,강남구 봉은사로72길 33,127.052451209525,37.5102608195862,정좌표
214,강남구,삼성동,100.64,2018,9,110000,1093,8,2005,강남구 봉은사로81길 8,127.054263772316,37.5138190227796,정좌표
215,강남구,삼성동,118.95,2018,9,105500,887,1,2004,강남구 테헤란로77길 27,127.053850574805,37.5081467500697,정좌표
216,강남구,삼성동,200.95,2018,7,157500,784,4,1997,강남구 선릉로108길 33,127.046944486451,37.5104741794818,정좌표
217,강남구,삼성동,207.82,2018,1,240000,1155,4,1984,강남구 학동로88길 5,127.052194141582,37.5187247618219,정좌표
218,강남구,삼성동,84.97,2018,2,125000,1471,20,2007,강남구 삼성로 517,127.055224826043,37.5079886065424,정좌표
219,강남구,삼성동,84.99,2018,1,149000,1753,12,1990,강남구 영동대로128길 5,127.058375749871,37.5197834256857,정좌표
220,강남구,삼성동,59.4,2018,1,90000,1515,13,1996,강남구 학동로 420,127.046054953139,37.5178134897998,정좌표
221,강남구,삼성동,53.75,2018,2,49500,921,7,1997,강남구 테헤란로77길 22,127.054316635081,37.5080212376838,정좌표
222,강남구,삼성동,59.7,2018,2,79000,1323,13,1998,강남구 영동대로112길 15,127.061728377622,37.5155246531564,정좌표
