,cafe,gu_cd,gu,emd_cd,emd,gibun,road,lng,lat,year
49,빽다방,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 183-3,서울특별시 송파구 백제고분로7길 45,127.083922,37.51092485,2019
50,빽다방,11560,영등포구,1156011000,여의도동,서울특별시 영등포구 여의도동 50,서울특별시 영등포구 63로 45,126.9373054,37.52134727,2019
51,빽다방중앙대병원점,11590,동작구,1159010500,흑석동,서울특별시 동작구 흑석동 190-45,서울특별시 동작구 흑석로 93,126.9597961,37.50741907,2019
52,빽다방,11470,양천구,1147010100,신정동,서울특별시 양천구 신정동 902-11,서울특별시 양천구 오목로 231,126.8630223,37.52608877,2019
53,빽다방,11440,마포구,1144010500,용강동,서울특별시 마포구 용강동 50-13,서울특별시 마포구 토정로 312,126.9433341,37.53986376,2019
54,역전우동&빽다방,11110,종로구,1111017400,창신동,서울특별시 종로구 창신동 497-2,서울특별시 종로구 종로 300-1,127.011227,37.5715829,2019
55,빽다방,11110,종로구,1111017500,숭인동,서울특별시 종로구 숭인동 183-12,서울특별시 종로구 종로 387,127.0201867,37.57464005,2019
56,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 705,서울특별시 강남구 테헤란로51길 10,127.0469559,37.50476651,2019
57,빽다방중계은행사거리점,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 360-11,서울특별시 노원구 한글비석로 235,127.0763272,37.64878886,2019
58,빽다방,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7,서울특별시 송파구 올림픽로35길 104,127.0984584,37.51645205,2019
59,빽다방,11200,성동구,1120011500,성수동2가,서울특별시 성동구 성수동2가 289-10,서울특별시 성동구 성수이로 113,127.0571136,37.54513411,2019
60,빽다방논현본점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 165-15,서울특별시 강남구 봉은사로1길 35,127.0240347,37.5070122,2019
61,빽다방,11440,마포구,1144012000,서교동,서울특별시 마포구 서교동 346-47,서울특별시 마포구 와우산로23길 44,126.9236796,37.55477867,2019
62,빽다방,11560,영등포구,1156011000,여의도동,서울특별시 영등포구 여의도동 14-24,서울특별시 영등포구 국회대로68길 11,126.9196571,37.52922446,2019
63,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 858,서울특별시 강남구 강남대로 396,127.0282892,37.49815386,2019
64,홍콩반점&빽다방,11215,광진구,1121510900,군자동,서울특별시 광진구 군자동 361-25,서울특별시 광진구 광나루로 381-1,127.0723089,37.54809278,2019
65,빽다방,11530,구로구,1153010200,구로동,서울특별시 구로구 구로동 197-5,서울특별시 구로구 디지털로33길 27,126.8946567,37.48604936,2019
66,빽다방,11110,종로구,1111016900,혜화동,서울특별시 종로구 혜화동 167-3,서울특별시 종로구 대학로 143,127.0012914,37.58402373,2019
67,빽다방공덕새창로점,11440,마포구,1144010400,도화동,서울특별시 마포구 도화동 25-5,서울특별시 마포구 새창로 15-1,126.9518216,37.54222806,2019
68,빽다방구로시장점,11530,구로구,1153010200,구로동,서울특별시 구로구 구로동 313-5,서울특별시 구로구 구로동로26길 125,126.8910384,37.48987193,2019
69,빽다방,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 100-5,서울특별시 성북구 인촌로 99-7,127.0301397,37.58670612,2019
70,빽다방,11710,송파구,1171011300,거여동,서울특별시 송파구 거여동 36-6,서울특별시 송파구 오금로 515,127.1461442,37.49315353,2019
71,빽다방강남스시마이우점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1316-28,서울특별시 서초구 서초대로73길 7,127.0252587,37.49811989,2019
72,빽다방,11545,금천구,1154510100,가산동,서울특별시 금천구 가산동 50-3,서울특별시 금천구 벚꽃로 298,126.883859,37.48143359,2019
73,빽다방,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7,서울특별시 송파구 올림픽로35길 104,127.099289,37.51981032,2019
74,빽다방이대정문점,11410,서대문구,1141011200,대현동,서울특별시 서대문구 대현동 56-122,서울특별시 서대문구 이화여대길 55,126.9453944,37.55907437,2019
75,빽다방청담영동고점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 40-2,서울특별시 강남구 선릉로 720,127.0408464,37.51906184,2019
76,빽다방역삼테헤란로점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 828-21,서울특별시 강남구 테헤란로10길 25,127.0330013,37.4975708,2019
77,빽다방동대문역점,11110,종로구,1111017400,창신동,서울특별시 종로구 창신동 497-2,서울특별시 종로구 종로 300-1,127.011227,37.5715829,2019
78,빽다방,11290,성북구,1129013300,정릉동,서울특별시 성북구 정릉동 401-46,서울특별시 성북구 보국문로 50,127.0100655,37.60885821,2019
79,빽다방노량진학원점,11590,동작구,1159010100,노량진동,서울특별시 동작구 노량진동 119-155,서울특별시 동작구 만양로 94-2,126.9444192,37.51184196,2019
80,빽다방,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 16-7,서울특별시 성북구 화랑로 91,127.0420917,37.60297742,2019
81,명지대빽다방,11410,서대문구,1141011800,홍은동,서울특별시 서대문구 홍은동 409-37,서울특별시 서대문구 거북골로 19,126.925248,37.58031935,2019
82,빽다방고속터미널지하점,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-11,서울특별시 서초구 신반포로 188,127.0048767,37.50343736,2019
83,빽다방장한평역점,11230,동대문구,1123010600,장안동,서울특별시 동대문구 장안동 433-22,서울특별시 동대문구 천호대로85길 7,127.066018,37.56249602,2019
84,빽다방종암사거리점,11290,성북구,1129013500,종암동,서울특별시 성북구 종암동 132,서울특별시 성북구 종암로 132,127.0334984,37.6019072,2019
85,빽다방천호역로데오점,11740,강동구,1174010900,천호동,서울특별시 강동구 천호동 415-29,서울특별시 강동구 올림픽로70길 57,127.1267566,37.53918208,2019
86,빽다방,11140,중구,1114011200,남창동,서울특별시 중구 남창동 281-17,서울특별시 중구 퇴계로 37,126.9763138,37.55843645,2019
87,빽다방종로관철점,11110,종로구,1111013500,관철동,서울특별시 종로구 관철동 42-4,서울특별시 종로구 종로10길 21,126.9845236,37.56898647,2019
88,빽다방월계광운대점,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 393-14,서울특별시 노원구 광운로 43,127.0589953,37.62134145,2019
89,빽다방서울과기대점,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 441-1,서울특별시 노원구 공릉로 217,127.0770973,37.62868373,2019
90,빽다방,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로 176,127.0023932,37.50393001,2019
91,빽다방한양대점,11200,성동구,1120010700,행당동,서울특별시 성동구 행당동 19-9,서울특별시 성동구 마조로 21,127.0408099,37.55989712,2019
92,빽다방,11110,종로구,1111017400,창신동,서울특별시 종로구 창신동 496,서울특별시 종로구 종로 300,127.0110914,37.57156374,2019
93,빽다방,11620,관악구,1162010100,봉천동,서울특별시 관악구 봉천동 864-1,서울특별시 관악구 관악로 155,126.95207,37.47915691,2019
94,빽다방중랑역동부시장점,11260,중랑구,1126010200,상봉동,서울특별시 중랑구 상봉동 130-130,서울특별시 중랑구 망우로32길 14,127.0764142,37.59323141,2019
95,빽다방삼성동공항타워점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 153-23,서울특별시 강남구 삼성로100길 23,127.0571819,37.51004766,2019
96,빽다방을지로입구역점,11140,중구,1114010200,다동,서울특별시 중구 다동 116,서울특별시 중구 남대문로9길 10,126.9818706,37.56679211,2019
97,빽다방반포고투몰2호점,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 128-4,서울특별시 서초구 신반포로 200,127.0050321,37.50621391,2019
98,빽다방,11290,성북구,1129013400,길음동,서울특별시 성북구 길음동 1276,서울특별시 성북구 동소문로 248,127.0235872,37.60291588,2019
99,빽다방,11500,강서구,1150010200,등촌동,서울특별시 강서구 등촌동 696,서울특별시 강서구 공항대로41길 51,126.8457637,37.56022374,2019
100,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 669-9,서울특별시 강남구 봉은사로30길 73,127.0371055,37.50293858,2019
101,빽다방-목동사거리점,11500,강서구,1150010300,화곡동,서울특별시 강서구 화곡동 781-13,서울특별시 강서구 곰달래로 272,126.8631562,37.53217207,2019
102,빽다방,11200,성동구,1120011400,성수동1가,서울특별시 성동구 성수동1가 656-565,서울특별시 성동구 왕십리로 100,127.0448637,37.54645932,2019
103,빽다방신림역2호점,11620,관악구,1162010200,신림동,서울특별시 관악구 신림동 1641-12,서울특별시 관악구 신림로 322,126.9300815,37.4829605,2019
104,빽다방,11560,영등포구,1156011300,당산동3가,서울특별시 영등포구 당산동3가 378,서울특별시 영등포구 당산로 113,126.8961092,37.52487091,2019
105,빽다방,11560,영등포구,1156011600,당산동6가,서울특별시 영등포구 당산동6가 220,서울특별시 영등포구 양평로 28-1,126.9032122,37.53348798,2019
106,빽다방,11530,구로구,1153010800,오류동,서울특별시 구로구 오류동 306-4,서울특별시 구로구 오리로 1149,126.8382361,37.48658925,2019
107,빽다방,11590,동작구,1159010200,상도동,서울특별시 동작구 상도동 322-17,서울특별시 동작구 국사봉1길 28,126.9300694,37.49887292,2019
108,빽다방청량리역점,11230,동대문구,1123010700,청량리동,서울특별시 동대문구 청량리동 261,서울특별시 동대문구 왕산로 209,127.0458496,37.58096836,2019
109,빽다방,11500,강서구,1150010300,화곡동,서울특별시 강서구 화곡동 341-96,서울특별시 강서구 강서로 48,126.8467163,37.53219287,2019
110,빽다방망원시장점,11440,마포구,1144012300,망원동,서울특별시 마포구 망원동 375-8,서울특별시 마포구 월드컵로13길 34,126.9082408,37.55564608,2019
111,빽다방구로디지털역점,11530,구로구,1153010200,구로동,서울특별시 구로구 구로동 1124-72,서울특별시 구로구 디지털로32길 79,126.8997365,37.48354681,2019
112,빽다방,11470,양천구,1147010200,목동,서울특별시 양천구 목동 602-1,서울특별시 양천구 공항대로 564,126.8678561,37.54908463,2019
113,빽다방태평로점,11140,중구,1114011400,태평로2가,서울특별시 중구 태평로2가 68-1,서울특별시 중구 세종대로 82,126.977061,37.56338965,2019
114,빽다방,11470,양천구,1147010200,목동,서울특별시 양천구 목동 917-9,서울특별시 양천구 목동동로 293,126.8757526,37.5281659,2019
115,빽다방,11710,송파구,1171010900,장지동,서울특별시 송파구 장지동 894,서울특별시 송파구 위례광장로 136,127.1422226,37.47711321,2019
116,빽다방총신대입구역점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 1778,서울특별시 서초구 동작대로 128,126.982592,37.48788458,2019
117,빽다방,11230,동대문구,1123010100,신설동,서울특별시 동대문구 신설동 98-27,서울특별시 동대문구 왕산로 20,127.025782,37.57616407,2019
118,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-14,서울특별시 강남구 강남대로 358,127.0297769,37.49504844,2019
119,빽다방,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 208-1,서울특별시 송파구 마천로 25,127.123888,37.50967823,2019
120,빽다방이태원점,11170,용산구,1117013000,이태원동,서울특별시 용산구 이태원동 66-8,서울특별시 용산구 보광로59길 37,126.9918575,37.53380046,2019
121,빽다방신사역점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 535-7,서울특별시 강남구 도산대로11길 34,127.0225229,37.51972256,2019
122,빽다방노원역북부점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 593-1,서울특별시 노원구 상계로3길 21,127.0622603,37.65720166,2019
123,빽다방,11380,은평구,1138011400,진관동,서울특별시 은평구 진관동 73,서울특별시 은평구 진관2로 15-8,126.9195381,37.63538328,2019
124,빽다방사가정역점,11260,중랑구,1126010100,면목동,서울특별시 중랑구 면목동 459-9,서울특별시 중랑구 면목로 330-1,127.0886963,37.58149614,2019
125,빽다방,11500,강서구,1150010500,마곡동,서울특별시 강서구 마곡동 757-3,서울특별시 강서구 마곡중앙5로1길 20,126.826526,37.56863893,2019
126,빽다방,11140,중구,1114016200,신당동,서울특별시 중구 신당동 374-10,서울특별시 중구 다산로 131,127.0108145,37.55569403,2019
127,더본코리아_빽다방성수역,11200,성동구,1120011500,성수동2가,서울특별시 성동구 성수동2가 289-10,서울특별시 성동구 성수이로 113,127.0571136,37.54513411,2019
128,빽다방명동중앙우체,11140,중구,1114012700,명동2가,서울특별시 중구 명동2가 101-3,서울특별시 중구 남대문로 58-1,126.9818508,37.56242189,2019
129,빽다방,11500,강서구,1150010500,마곡동,서울특별시 강서구 마곡동 793-9,서울특별시 강서구 강서로 395,126.8385976,37.56104549,2019
130,더본코리아_빽다방등촌,11500,강서구,1150010200,등촌동,서울특별시 강서구 등촌동 696,서울특별시 강서구 공항대로41길 51,126.8457637,37.56022374,2019
131,역전우동앤빽다방대학로,11110,종로구,1111016900,혜화동,서울특별시 종로구 혜화동 167-3,서울특별시 종로구 대학로 143,127.0012914,37.58402373,2019
132,빽다방잠실장미상가,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7,서울특별시 송파구 올림픽로35길 104,127.099289,37.51981032,2019
133,빽다방,11410,서대문구,1141011800,홍은동,서울특별시 서대문구 홍은동 409-37,서울특별시 서대문구 거북골로 19,126.925248,37.58031935,2019
134,빽다방,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 644,서울특별시 송파구 법원로11길 11,127.1184237,37.48475927,2019
135,빽다방,11620,관악구,1162010200,신림동,서울특별시 관악구 신림동 518-36,서울특별시 관악구 난곡로 363,126.9134456,37.48632277,2019
0,더본코리아_빽다방등촌,11500,강서구,1150010200,등촌동,서울특별시 강서구 등촌동 696,서울특별시 강서구 공항대로41길 51,126.8457637,37.56022374,2020
1,스시마이우강남역빽다방,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1316-28,서울특별시 서초구 서초대로73길 7,127.0252587,37.49811989,2020
2,빽다방공덕새창로점,11440,마포구,1144010400,도화동,서울특별시 마포구 도화동 25-5,서울특별시 마포구 새창로 15-1,126.9518216,37.54222806,2020
3,빽다방서초우성점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1329-9,서울특별시 서초구 사임당로 181,127.0293055,37.4930262,2020
4,빽다방잠실장미상가,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7,서울특별시 송파구 올림픽로35길 104,127.099289,37.51981032,2020
5,빽다방중계은행사거리점,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 360-11,서울특별시 노원구 한글비석로 235,127.0763272,37.64878886,2020
6,빽다방신림역1호점,11620,관악구,1162010200,신림동,서울특별시 관악구 신림동 1639-8,서울특별시 관악구 남부순환로 1592,126.9275723,37.48368563,2020
7,빽다방성신여대점,11290,성북구,1129011600,동선동1가,서울특별시 성북구 동선동1가 2-12,서울특별시 성북구 동소문로20나길 3,127.0167663,37.59196568,2020
8,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-14,서울특별시 강남구 강남대로 358,127.0297769,37.49504844,2020
9,빽다방,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 208-1,서울특별시 송파구 마천로 25,127.123888,37.50967823,2020
10,빽다방이태원점,11170,용산구,1117013000,이태원동,서울특별시 용산구 이태원동 66-8,서울특별시 용산구 보광로59길 37,126.9918575,37.53380046,2020
11,빽다방방화사거리점,11500,강서구,1150010900,방화동,서울특별시 강서구 방화동 483-5,서울특별시 강서구 금낭화로 91-2,126.811063,37.57363808,2020
12,빽다방한양대점,11200,성동구,1120010700,행당동,서울특별시 성동구 행당동 19-9,서울특별시 성동구 마조로 21,127.0408099,37.55989712,2020
13,빽다방,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로 176,127.0023932,37.50393001,2020
14,빽다방중랑역동부시장점,11260,중랑구,1126010200,상봉동,서울특별시 중랑구 상봉동 130-130,서울특별시 중랑구 망우로32길 14,127.0764142,37.59323141,2020
15,빽다방종로관철점,11110,종로구,1111013500,관철동,서울특별시 종로구 관철동 42-4,서울특별시 종로구 종로10길 21,126.9845236,37.56898647,2020
16,빽다방종암사거리점,11290,성북구,1129013500,종암동,서울특별시 성북구 종암동 132,서울특별시 성북구 종암로 132,127.0334984,37.6019072,2020
17,빽다방천호역로데오점,11740,강동구,1174010900,천호동,서울특별시 강동구 천호동 415-29,서울특별시 강동구 올림픽로70길 57,127.1267566,37.53918208,2020
18,빽다방,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 16-7,서울특별시 성북구 화랑로 91,127.0420917,37.60297742,2020
19,빽다방월계광운대점,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 393-14,서울특별시 노원구 광운로 43,127.0589953,37.62134145,2020
20,빽다방,11290,성북구,1129013400,길음동,서울특별시 성북구 길음동 1276,서울특별시 성북구 동소문로 248,127.0235872,37.60291588,2020
21,빽다방,11380,은평구,1138010500,구산동,서울특별시 은평구 구산동 1-15,서울특별시 은평구 연서로 129,126.9166707,37.61047058,2020
22,빽다방을지로입구역점,11140,중구,1114010200,다동,서울특별시 중구 다동 116,서울특별시 중구 남대문로9길 10,126.9818706,37.56679211,2020
23,빽다방반포고투몰2호점,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 128-4,서울특별시 서초구 신반포로 200,127.0050321,37.50621391,2020
24,빽다방서울과기대점,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 441-1,서울특별시 노원구 공릉로 217,127.0770973,37.62868373,2020
25,빽다방,11215,광진구,1121510500,자양동,서울특별시 광진구 자양동 8-1,서울특별시 광진구 아차산로 220,127.0676375,37.54062232,2020
26,빽다방,11215,광진구,1121510300,구의동,서울특별시 광진구 구의동 546-11,서울특별시 광진구 강변역로4길 10,127.0933882,37.53534442,2020
27,빽다방,11680,강남구,1168011500,수서동,서울특별시 강남구 수서동 713,서울특별시 강남구 밤고개로1길 10,127.1018421,37.48801336,2020
28,빽다방,11590,동작구,1159010900,신대방동,서울특별시 동작구 신대방동 395-73,서울특별시 동작구 보라매로5가길 7,126.9250465,37.49188024,2020
29,빽다방,11740,강동구,1174010900,천호동,서울특별시 강동구 천호동 287,서울특별시 강동구 올림픽로 770,127.1276402,37.54977601,2020
30,빽다방,11440,마포구,1144010100,아현동,서울특별시 마포구 아현동 618-9,서울특별시 마포구 마포대로 179,126.9547977,37.55032778,2020
31,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 683-10,서울특별시 강남구 선릉로 567,127.0440621,37.5090772,2020
32,빽다방,11530,구로구,1153010700,개봉동,서울특별시 구로구 개봉동 203-7,서울특별시 구로구 남부순환로97길 3,126.8582394,37.49398361,2020
33,빽다방,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 100-5,서울특별시 성북구 인촌로 99-7,127.0301397,37.58670612,2020
34,빽다방,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7,서울특별시 송파구 올림픽로35길 104,127.099289,37.51981032,2020
35,빽다방강남스시마이우점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1316-28,서울특별시 서초구 서초대로73길 7,127.0252587,37.49811989,2020
36,빽다방동대문역점,11110,종로구,1111017400,창신동,서울특별시 종로구 창신동 497-2,서울특별시 종로구 종로 300-1,127.011227,37.5715829,2020
37,빽다방,11710,송파구,1171011300,거여동,서울특별시 송파구 거여동 36-6,서울특별시 송파구 오금로 515,127.1461442,37.49315353,2020
38,빽다방노량진학원점,11590,동작구,1159010100,노량진동,서울특별시 동작구 노량진동 119-155,서울특별시 동작구 만양로 94-2,126.9444192,37.51184196,2020
39,빽다방,11215,광진구,1121510100,중곡동,서울특별시 광진구 중곡동 114-32,서울특별시 광진구 천호대로129길 17,127.0905957,37.55285743,2020
40,빽다방,11380,은평구,1138010300,불광동,서울특별시 은평구 불광동 308-14,서울특별시 은평구 통일로 840,126.9220836,37.61838614,2020
41,빽다방청담영동고점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 40-2,서울특별시 강남구 선릉로 720,127.0408464,37.51906184,2020
42,역전우동&빽다방,11110,종로구,1111017400,창신동,서울특별시 종로구 창신동 497-2,서울특별시 종로구 종로 300-1,127.011227,37.5715829,2020
43,빽다방강동역헤르셔점,11740,강동구,1174010900,천호동,서울특별시 강동구 천호동 447-17,서울특별시 강동구 천호대로 1089,127.1330784,37.53656154,2020
44,빽다방-목동사거리점,11500,강서구,1150010300,화곡동,서울특별시 강서구 화곡동 781-13,서울특별시 강서구 곰달래로 272,126.8631562,37.53217207,2020
45,빽다방,11500,강서구,1150010200,등촌동,서울특별시 강서구 등촌동 696,서울특별시 강서구 공항대로41길 51,126.8457637,37.56022374,2020
46,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 669-9,서울특별시 강남구 봉은사로30길 73,127.0371055,37.50293858,2020
47,빽다방,11740,강동구,1174010800,성내동,서울특별시 강동구 성내동 48-4,서울특별시 강동구 천호옛길 94,127.1260359,37.53694213,2020
48,빽다방,11140,중구,1114016200,신당동,서울특별시 중구 신당동 374-10,서울특별시 중구 다산로 131,127.0108145,37.55569403,2020
49,빽다방,11410,서대문구,1141011800,홍은동,서울특별시 서대문구 홍은동 409-37,서울특별시 서대문구 거북골로 19,126.925248,37.58031935,2020
50,명지대빽다방,11410,서대문구,1141011800,홍은동,서울특별시 서대문구 홍은동 409-37,서울특별시 서대문구 거북골로 19,126.925248,37.58031935,2020
51,빽다방,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-4,서울특별시 서초구 신반포로 194,127.0068163,37.50642716,2020
52,빽다방,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 183-3,서울특별시 송파구 백제고분로7길 45,127.083922,37.51092485,2020
53,빽다방사가정역점,11260,중랑구,1126010100,면목동,서울특별시 중랑구 면목동 459-9,서울특별시 중랑구 면목로 330-1,127.0886963,37.58149614,2020
54,빽다방,11200,성동구,1120011500,성수동2가,서울특별시 성동구 성수동2가 289-10,서울특별시 성동구 성수이로 113,127.0571136,37.54513411,2020
55,빽다방구로시장점,11530,구로구,1153010200,구로동,서울특별시 구로구 구로동 313-5,서울특별시 구로구 구로동로26길 125,126.8910384,37.48987193,2020
56,빽다방,11500,강서구,1150010500,마곡동,서울특별시 강서구 마곡동 757-3,서울특별시 강서구 마곡중앙5로1길 20,126.826526,37.56863893,2020
57,빽다방,11215,광진구,1121510900,군자동,서울특별시 광진구 군자동 103,서울특별시 광진구 군자로 108,127.0721505,37.55265085,2020
58,빽다방태평로점,11140,중구,1114011400,태평로2가,서울특별시 중구 태평로2가 68-1,서울특별시 중구 세종대로 82,126.977061,37.56338965,2020
59,빽다방명일역점,11740,강동구,1174010100,명일동,서울특별시 강동구 명일동 325-2,서울특별시 강동구 구천면로 418,127.1450151,37.5505068,2020
60,빽다방신림역2호점,11620,관악구,1162010200,신림동,서울특별시 관악구 신림동 1641-12,서울특별시 관악구 신림로 322,126.9300815,37.4829605,2020
61,빽다방,11230,동대문구,1123010600,장안동,서울특별시 동대문구 장안동 308-1,서울특별시 동대문구 장한로 140,127.0721378,37.57284325,2020
62,빽다방,11380,은평구,1138010900,신사동,서울특별시 은평구 신사동 22-37,서울특별시 은평구 은평로 56,126.9140808,37.59852614,2020
63,빽다방,11290,성북구,1129010300,돈암동,서울특별시 성북구 돈암동 644,서울특별시 성북구 아리랑로 75,127.0136072,37.59882326,2020
64,빽다방,11590,동작구,1159010200,상도동,서울특별시 동작구 상도동 322-17,서울특별시 동작구 국사봉1길 28,126.9300694,37.49887292,2020
65,빽다방,11620,관악구,1162010100,봉천동,서울특별시 관악구 봉천동 926-36,서울특별시 관악구 남부순환로 1729,126.9422193,37.48257422,2020
66,빽다방둔촌동역점,11740,강동구,1174010800,성내동,서울특별시 강동구 성내동 429-2,서울특별시 강동구 양재대로 1339,127.1349888,37.52594307,2020
67,빽다방,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 747-13,서울특별시 서초구 사평대로 367,127.023085,37.50437327,2020
68,빽다방,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 20-9,서울특별시 서초구 강남대로 605,127.0191474,37.51573896,2020
69,빽다방,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 617,서울특별시 노원구 노해로79길 6-19,127.0624067,37.65547284,2020
70,빽다방,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 8,서울특별시 송파구 올림픽로 265,127.1005744,37.51356678,2020
71,빽다방,11215,광진구,1121510500,자양동,서울특별시 광진구 자양동 216-9,서울특별시 광진구 아차산로 380,127.0849883,37.53661319,2020
72,빽다방,11560,영등포구,1156011300,당산동3가,서울특별시 영등포구 당산동3가 378,서울특별시 영등포구 당산로 113,126.8961092,37.52487091,2020
73,역전우동0410&빽다방,11590,동작구,1159010700,사당동,서울특별시 동작구 사당동 708-401,서울특별시 동작구 사당로17길 3,126.9742843,37.4834967,2020
74,빽다방,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 316-9,서울특별시 서초구 마방로2길 94,127.039796,37.46946816,2020
75,빽다방,11530,구로구,1153010800,오류동,서울특별시 구로구 오류동 306-4,서울특별시 구로구 오리로 1149,126.8382361,37.48658925,2020
76,빽다방,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 77-221,서울특별시 성북구 오패산로 98,127.0356367,37.61084499,2020
77,빽다방,11560,영등포구,1156010500,영등포동4가,서울특별시 영등포구 영등포동4가 432-14,서울특별시 영등포구 영중로 5,126.9061598,37.516819,2020
78,빽다방,11560,영등포구,1156011600,당산동6가,서울특별시 영등포구 당산동6가 220,서울특별시 영등포구 양평로 28-1,126.9032122,37.53348798,2020
79,빽다방,11545,금천구,1154510100,가산동,서울특별시 금천구 가산동 769,서울특별시 금천구 가산로 99,126.8912751,37.4761512,2020
80,빽다방,11620,관악구,1162010200,신림동,서울특별시 관악구 신림동 635-22,서울특별시 관악구 난곡로 178,126.9200324,37.47098422,2020
81,빽다방,11230,동대문구,1123010500,답십리동,서울특별시 동대문구 답십리동 243-2,서울특별시 동대문구 전농로 97-1,127.0572634,37.5736715,2020
82,빽다방,11740,강동구,1174010100,명일동,서울특별시 강동구 명일동 346-1,서울특별시 강동구 양재대로 1576,127.1434352,37.54615227,2020
83,빽다방,11530,구로구,1153010800,오류동,서울특별시 구로구 오류동 148-2,서울특별시 구로구 오류로8길 64,126.8438459,37.49237492,2020
84,빽다방,11380,은평구,1138010700,응암동,서울특별시 은평구 응암동 595-1,서울특별시 은평구 응암로 169,126.9162041,37.58720165,2020
85,빽다방구로디지털역점,11530,구로구,1153010200,구로동,서울특별시 구로구 구로동 1124-72,서울특별시 구로구 디지털로32길 79,126.8997365,37.48354681,2020
86,빽다방,11380,은평구,1138010300,불광동,서울특별시 은평구 불광동 274-11,서울특별시 은평구 통일로 738,126.9293879,37.61140658,2020
87,빽다방,11500,강서구,1150010300,화곡동,서울특별시 강서구 화곡동 341-96,서울특별시 강서구 강서로 48,126.8467163,37.53219287,2020
88,빽다방,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 봉은사로 524,127.0571003,37.5129394,2020
89,빽다방,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7,서울특별시 송파구 올림픽로35길 104,127.0984584,37.51645205,2020
90,빽다방,11305,강북구,1130510200,번동,서울특별시 강북구 번동 418-3,서울특별시 강북구 도봉로 352,127.0270285,37.63867041,2020
91,빽다방노원역북부점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 593-1,서울특별시 노원구 상계로3길 21,127.0622603,37.65720166,2020
92,빽다방망원시장점,11440,마포구,1144012300,망원동,서울특별시 마포구 망원동 375-8,서울특별시 마포구 월드컵로13길 34,126.9082408,37.55564608,2020
93,빽다방,11380,은평구,1138011400,진관동,서울특별시 은평구 진관동 73,서울특별시 은평구 진관2로 15-8,126.9195381,37.63538328,2020
