year,road_nm,pop_total,gu,emd
2020,오금로36길,4184722,송파구,가락동
2020,오금로11길,6788009,송파구,방이동
2020,양재대로72길,3557969,송파구,오금동
2020,양재대로71길,3904663,송파구,방이동
2020,양재대로64길,5387333,송파구,가락동
2020,양재대로62길,3578289,송파구,가락동
2020,송파대로30길,4576473,송파구,가락동
2020,송이로36길,4717755,송파구,문정동
2020,송이로32길,5809763,송파구,문정동
2020,송이로23길,4877981,송파구,가락동
2020,삼전로13길,8317408,송파구,잠실동
2020,백제고분로50길,5756131,송파구,방이동
2020,백제고분로46길,5280115,송파구,송파동
2020,백제고분로45길,6107313,송파구,송파동
2020,백제고분로42길,4690377,송파구,송파동
2020,백제고분로39길,4175114,송파구,석촌동
2020,백제고분로34길,5600681,송파구,석촌동
2020,백제고분로33길,5991631,송파구,석촌동
2020,백제고분로32길,4474669,송파구,삼전동
2020,백제고분로31길,7626650,송파구,삼전동
2020,백제고분로22길,4450796,송파구,삼전동
2020,백제고분로21길,6078370,송파구,삼전동
2020,마천로51길,4983852,송파구,마천동
2020,동남로20길,5418450,송파구,가락동
2020,거마로20길,5654666,송파구,마천동
2020,학동로77길,4029150,강남구,청담동
2020,학동로6길,4780512,강남구,논현동
2020,학동로56길,6484706,강남구,삼성동
2020,학동로38길,3471466,강남구,논현동
2020,테헤란로81길,2611115,강남구,삼성동
2020,일원로9길,3640229,강남구,일원동
2020,일원로3길,3921371,강남구,일원동
2020,영동대로65길,4424087,강남구,대치동
2020,영동대로112길,1946001,강남구,삼성동
2020,언주로81길,6906984,강남구,역삼동
2020,압구정로2길,3564963,강남구,신사동
2020,선릉로18길,899197,강남구,개포동
2020,선릉로146길,4086951,강남구,청담동
2020,선릉로133길,5197462,강남구,논현동
2020,선릉로132길,7026087,강남구,청담동
2020,선릉로121길,5241249,강남구,논현동
2020,삼성로75길,7316423,강남구,대치동
2020,삼성로69길,6711279,강남구,대치동
2020,삼성로64길,3876310,강남구,대치동
2020,삼성로63길,6167564,강남구,대치동
2020,삼성로57길,5093248,강남구,대치동
2020,삼성로147길,3908012,강남구,청담동
2020,삼성로115길,4275558,강남구,삼성동
2020,봉은사로68길,3958634,강남구,삼성동
2020,봉은사로57길,3950420,강남구,삼성동
2020,봉은사로43길,5961769,강남구,논현동
2020,봉은사로29길,5808258,강남구,논현동
2020,봉은사로109길,2259479,강남구,삼성동
2020,도산대로89길,2788989,강남구,청담동
2020,도산대로81길,2780885,강남구,청담동
2020,도산대로50길,4764229,강남구,논현동
2020,도산대로38길,2614992,강남구,논현동
2020,도산대로30길,2898408,강남구,논현동
2020,도산대로23길,3676382,강남구,신사동
2020,도산대로15길,3779891,강남구,신사동
2020,도곡로37길,6157677,강남구,역삼동
2020,논현로8길,2090986,강남구,개포동
2020,논현로63길,4739364,강남구,역삼동
2020,논현로28길,2906597,강남구,도곡동
2020,논현로26길,2872199,강남구,도곡동
2020,논현로159길,3633453,강남구,신사동
2020,논현로139길,3947109,강남구,논현동
2020,논현로123길,4203793,강남구,논현동
2020,논현로115길,6502269,강남구,논현동
2020,논현로10길,3390450,강남구,개포동
2020,논현로106길,4149939,강남구,역삼동
2020,남부순환로365길,4287709,강남구,도곡동
2020,개포로82길,686904,강남구,개포동
2020,개포로28길,2577260,강남구,개포동
2020,개포로20길,3677867,강남구,개포동
2020,개포로17길,2789566,강남구,개포동
2020,강남대로140길,3468252,강남구,논현동
2020,강남대로136길,4670476,강남구,논현동
2020,강남대로118길,5225168,강남구,논현동
2020,서초중앙로8길,4575423,서초구,서초동
2020,방배중앙로21길,4837216,서초구,방배동
2020,효령로72길,3335737,서초구,서초동
2020,효령로34길,2050743,서초구,방배동
2020,효령로31길,3958403,서초구,방배동
2020,효령로23길,3712489,서초구,방배동
2020,청두곶길,5227521,서초구,방배동
2020,주흥길,5773427,서초구,반포동
2020,주흥15길,5230859,서초구,반포동
2020,언남길,2633372,서초구,양재동
2020,신반포로45길,4446211,서초구,잠원동
2020,서초대로8길,3419463,서초구,방배동
2020,서초대로64길,3530305,서초구,서초동
2020,서초대로4길,5217997,서초구,방배동
2020,서초대로25길,4808028,서초구,방배동
2020,서초대로23길,4135938,서초구,방배동
2020,서초대로15길,4055447,서초구,방배동
2020,사평대로57길,5516020,서초구,반포동
2020,사평대로26길,2139538,서초구,반포동
2020,사평대로22길,3215828,서초구,반포동
2020,사임당로17길,4422869,서초구,서초동
2020,방배로42길,3218226,서초구,방배동
2020,방배로35길,4686393,서초구,방배동
2020,방배로18길,3482556,서초구,방배동
2020,반포대로9길,2785802,서초구,서초동
2020,바우뫼로39길,3495332,서초구,양재동
2020,마방로2길,2376194,서초구,양재동
2020,방배천로4안길,4327996,서초구,방배동
2020,동산로19길,3492298,서초구,양재동
2020,동산로10길,2833283,서초구,양재동
2020,동광로39길,3294855,서초구,반포동
2020,동광로1길,4880499,서초구,방배동
2020,동광로12길,6215737,서초구,방배동
2020,논현로27길,2871130,서초구,양재동
2020,논현로1길,3250752,서초구,양재동
2020,남부순환로339길,2774311,서초구,서초동
2020,남부순환로325길,3287586,서초구,서초동
2020,남부순환로317길,3443719,서초구,서초동
2020,고무래로8길,2846663,서초구,반포동
2020,강남대로8길,2995023,서초구,양재동
2020,강남대로34길,3624857,서초구,양재동
2020,강남대로23길,1378294,서초구,양재동
2020,봉천동,7328270,관안구,
2020,원신길,3204548,관악구,신림동
2020,신림동,3883280,관악구,
2020,양산길,3531433,관악구,신림동
2020,호암로24길,8322213,관악구,신림동
2020,호암로20길,8289267,관악구,신림동
2020,행운길,8169918,관악구,봉천동
2020,행운1길,8414633,관악구,봉천동
2020,청림3길,6051268,관악구,봉천동
2020,구,7803634,동대문,
2020,청룡8길,7550766,관악구,봉천동
2020,중앙길,10030549,관악구,봉천동
2020,조원중앙로2길,5447823,관악구,신림동
2020,조원로18길,4738043,관악구,신림동
2020,조원로10길,6144148,관악구,신림동
2020,장군봉2길,5719109,관악구,봉천동
2020,장군봉1길,6744608,관악구,봉천동
2020,인헌길,5091420,관악구,봉천동
2020,은천로25길,4196770,관악구,봉천동
2020,양녕로6길,9128332,관악구,봉천동
2020,신원로3길,8375795,관악구,신림동
2020,신사로20길,4416691,관악구,신림동
2020,신림로65길,9098336,관악구,신림동
2020,신림로64길,6354892,관악구,신림동
2020,신림로48길,3921103,관악구,신림동
2020,신림로38길,4865536,관악구,신림동
2020,신림로28길,6469578,관악구,신림동
2020,신림로11길,5670495,관악구,신림동
2020,신림동길,8880433,관악구,신림동
2020,승방길,5014441,관악구,남현동
2020,서림7길,4505098,관악구,신림동
2020,봉천로33길,7602597,관악구,봉천동
2020,봉천로13길,5199175,관악구,봉천동
2020,복은길,5591122,관악구,신림동
2020,법원단지길,5063474,관악구,신림동
2020,법원단지9길,5578369,관악구,신림동
2020,미성5길,4808930,관악구,신림동
2020,대학길,6323762,관악구,신림동
2020,대학로14길,4641443,종로구,혜화동
2020,당곡길,4343361,관악구,봉천동
2020,남현길,6496538,관악구,남현동
2020,남현3길,6688331,관악구,남현동
2020,남현2길,7814910,관악구,남현동
2020,남부순환로248길,4880121,관악구,봉천동
2020,남부순환로234길,4366958,관악구,봉천동
2020,남부순환로172길,6451363,관악구,신림동
2020,남부순환로161길,5651896,관악구,신림동
2020,남부순환로151길,5222479,관악구,신림동
2020,남부순환로142길,4178593,관악구,신림동
2020,난향길,1378568,관악구,신림동
2020,난우길,5811239,관악구,신림동
2020,난곡로74길,5214574,관악구,신림동
2020,난곡로34길,4793449,관악구,신림동
2020,난곡로26길,3734475,관악구,신림동
2020,난곡로24길,2858097,관악구,신림동
2020,낙성대역길,6089425,관악구,봉천동
2020,국회단지길,5700656,관악구,봉천동
2020,구암길,3571582,관악구,봉천동
2020,관천로22길,7023882,관악구,신림동
2020,관천로15길,6815273,관악구,신림동
2020,관악로30길,5170046,관악구,봉천동
2020,관악로28길,5056638,관악구,봉천동
2020,관악로14길,6668180,관악구,봉천동
2020,관악로10길,5063134,관악구,봉천동
2020,흑석로9길,2478553,동작구,흑석동
2020,흑석로13길,2490388,동작구,흑석동
2020,장승배기로27길,5612687,동작구,노량진동
2020,장승배기로19길,5877667,동작구,노량진동
2020,장승배기로10길,5004968,동작구,상도동
2020,여의대방로46길,2827764,동작구,대방동
2020,여의대방로24길,3763262,동작구,대방동
