year,seoul,gu,emd,pop_total,도로명,도로명_합
2020,서울특별시,강남구,논현2동,5949088,봉은사로29길,서울특별시강남구봉은사로29길
2020,서울특별시,강남구,삼성1동,1849785,봉은사로109길,서울특별시강남구봉은사로109길
2020,서울특별시,강남구,청담동,2788286,도산대로89길,서울특별시강남구도산대로89길
2020,서울특별시,강남구,청담동,2842170,도산대로81길,서울특별시강남구도산대로81길
2020,서울특별시,강남구,논현2동,4320219,도산대로50길,서울특별시강남구도산대로50길
2020,서울특별시,강남구,논현2동,2293309,도산대로38길,서울특별시강남구도산대로38길
2020,서울특별시,강남구,논현2동,2546282,도산대로30길,서울특별시강남구도산대로30길
2020,서울특별시,강남구,신사동,3579517,도산대로23길,서울특별시강남구도산대로23길
2020,서울특별시,강남구,신사동,3700107,도산대로15길,서울특별시강남구도산대로15길
2020,서울특별시,강남구,역삼2동,5783167,도곡로37길,서울특별시강남구도곡로37길
2020,서울특별시,강남구,개포4동,2097261,논현로8길,서울특별시강남구논현로8길
2020,서울특별시,강남구,역삼1동,4388544,논현로63길,서울특별시강남구논현로63길
2020,서울특별시,강남구,도곡2동,2753984,논현로28길,서울특별시강남구논현로28길
2020,서울특별시,강남구,도곡2동,2813838,논현로26길,서울특별시강남구논현로26길
2020,서울특별시,강남구,신사동,3537164,논현로159길,서울특별시강남구논현로159길
2020,서울특별시,강남구,논현1동,3593599,논현로139길,서울특별시강남구논현로139길
2020,서울특별시,강남구,논현1동,3847955,논현로123길,서울특별시강남구논현로123길
2020,서울특별시,강남구,논현1동,6142013,논현로115길,서울특별시강남구논현로115길
2020,서울특별시,강남구,개포4동,3248849,논현로10길,서울특별시강남구논현로10길
2020,서울특별시,강남구,역삼1동,4041107,논현로106길,서울특별시강남구논현로106길
2020,서울특별시,강남구,도곡1동,4083361,남부순환로365길,서울특별시강남구남부순환로365길
2020,서울특별시,강남구,개포2동,626361,개포로82길,서울특별시강남구개포로82길
2020,서울특별시,강남구,개포4동,2343374,개포로28길,서울특별시강남구개포로28길
2020,서울특별시,강남구,개포4동,3548927,개포로20길,서울특별시강남구개포로20길
2020,서울특별시,강남구,개포4동,2642545,개포로17길,서울특별시강남구개포로17길
2020,서울특별시,강남구,논현1동,3329588,강남대로140길,서울특별시강남구강남대로140길
2020,서울특별시,강남구,논현1동,4189847,강남대로136길,서울특별시강남구강남대로136길
2020,서울특별시,강남구,논현1동,4788690,강남대로118길,서울특별시강남구강남대로118길
2020,서울특별시,서초구,서초1동,4100128,서초중앙로8길,서울특별시서초구서초중앙로8길
2020,서울특별시,서초구,방배본동,4417652,방배중앙로21길,서울특별시서초구방배중앙로21길
2020,서울특별시,서초구,서초2동,3196575,효령로72길,서울특별시서초구효령로72길
2020,서울특별시,서초구,방배3동,2135225,효령로34길,서울특별시서초구효령로34길
2020,서울특별시,서초구,방배1동,4018473,효령로31길,서울특별시서초구효령로31길
2020,서울특별시,서초구,방배1동,3897951,효령로23길,서울특별시서초구효령로23길
2020,서울특별시,서초구,방배2동,4606379,청두곶길,서울특별시서초구청두곶길
2020,서울특별시,서초구,반포1동,5198665,주흥길,서울특별시서초구주흥길
2020,서울특별시,서초구,반포1동,4711183,주흥15길,서울특별시서초구주흥15길
2020,서울특별시,서초구,양재2동,2741714,언남길,서울특별시서초구언남길
2020,서울특별시,서초구,잠원동,4282863,신반포로45길,서울특별시서초구신반포로45길
2020,서울특별시,서초구,방배2동,3424204,서초대로8길,서울특별시서초구서초대로8길
2020,서울특별시,서초구,서초1동,3267524,서초대로64길,서울특별시서초구서초대로64길
2020,서울특별시,서초구,방배2동,4513409,서초대로4길,서울특별시서초구서초대로4길
2020,서울특별시,서초구,방배4동,4774707,서초대로25길,서울특별시서초구서초대로25길
2020,서울특별시,서초구,방배4동,4172175,서초대로23길,서울특별시서초구서초대로23길
2020,서울특별시,서초구,방배4동,3916261,서초대로15길,서울특별시서초구서초대로15길
2020,서울특별시,서초구,반포1동,5013914,사평대로57길,서울특별시서초구사평대로57길
2020,서울특별시,서초구,반포4동,2163278,사평대로26길,서울특별시서초구사평대로26길
2020,서울특별시,서초구,반포4동,3242512,사평대로22길,서울특별시서초구사평대로22길
2020,서울특별시,서초구,서초1동,4036394,사임당로17길,서울특별시서초구사임당로17길
2020,서울특별시,서초구,방배본동,3245872,방배로42길,서울특별시서초구방배로42길
2020,서울특별시,서초구,방배본동,4539815,방배로35길,서울특별시서초구방배로35길
2020,서울특별시,서초구,방배1동,3210967,방배로18길,서울특별시서초구방배로18길
2020,서울특별시,서초구,서초3동,3127303,반포대로9길,서울특별시서초구반포대로9길
2020,서울특별시,서초구,양재1동,3300288,바우뫼로39길,서울특별시서초구바우뫼로39길
2020,서울특별시,서초구,양재2동,2182938,마방로2길,서울특별시서초구마방로2길
2020,서울특별시,서초구,방배2동,3744413,방배천로4안길,서울특별시서초구방배천로4안길
2020,서울특별시,서초구,양재2동,3587787,동산로19길,서울특별시서초구동산로19길
2020,서울특별시,서초구,양재2동,2725883,동산로10길,서울특별시서초구동산로10길
2020,서울특별시,서초구,반포4동,3231051,동광로39길,서울특별시서초구동광로39길
2020,서울특별시,서초구,방배본동,4548182,동광로1길,서울특별시서초구동광로1길
2020,서울특별시,서초구,방배4동,5647876,동광로12길,서울특별시서초구동광로12길
2020,서울특별시,서초구,양재1동,2716694,논현로27길,서울특별시서초구논현로27길
2020,서울특별시,서초구,양재2동,3229829,논현로1길,서울특별시서초구논현로1길
2020,서울특별시,서초구,서초1동,2536541,남부순환로339길,서울특별시서초구남부순환로339길
2020,서울특별시,서초구,서초3동,3223490,남부순환로325길,서울특별시서초구남부순환로325길
2020,서울특별시,서초구,서초3동,3569133,남부순환로317길,서울특별시서초구남부순환로317길
2020,서울특별시,서초구,반포4동,2887091,고무래로8길,서울특별시서초구고무래로8길
2020,서울특별시,서초구,양재2동,2797605,강남대로8길,서울특별시서초구강남대로8길
2020,서울특별시,서초구,양재1동,3477455,강남대로34길,서울특별시서초구강남대로34길
2020,서울특별시,서초구,양재1동,1264607,강남대로23길,서울특별시서초구강남대로23길
2020,서울특별시,관안구,봉천동,6960055,소담길,서울특별시관안구소담길
2020,서울특별시,관악구,삼성동,3005214,원신길,서울특별시관악구원신길
2020,서울특별시,관악구,신림동,3522214,양지길,서울특별시관악구양지길
2020,서울특별시,관악구,삼성동,3073823,양산길,서울특별시관악구양산길
2020,서울특별시,관악구,대학동,7392121,호암로24길,서울특별시관악구호암로24길
2020,서울특별시,관악구,대학동,7397982,호암로20길,서울특별시관악구호암로20길
2020,서울특별시,관악구,행운동,7597821,행운길,서울특별시관악구행운길
2020,서울특별시,관악구,행운동,7262517,행운1길,서울특별시관악구행운1길
2020,서울특별시,관악구,청림동,6092471,청림3길,서울특별시관악구청림3길
2020,서울특별시,동대문,구 답십리동,8027497,청룡길,서울특별시동대문청룡길
2020,서울특별시,관악구,청룡동,6723525,청룡8길,서울특별시관악구청룡8길
2020,서울특별시,관악구,중앙동,9284950,중앙길,서울특별시관악구중앙길
2020,서울특별시,관악구,조원동,5331803,조원중앙로2길,서울특별시관악구조원중앙로2길
2020,서울특별시,관악구,조원동,4577563,조원로18길,서울특별시관악구조원로18길
2020,서울특별시,관악구,조원동,6092344,조원로10길,서울특별시관악구조원로10길
2020,서울특별시,관악구,청룡동,4881286,장군봉2길,서울특별시관악구장군봉2길
2020,서울특별시,관악구,청룡동,5938894,장군봉1길,서울특별시관악구장군봉1길
2020,서울특별시,관악구,인헌동,4808860,인헌길,서울특별시관악구인헌길
2020,서울특별시,관악구,성현동,4575206,은천로25길,서울특별시관악구은천로25길
2020,서울특별시,관악구,중앙동,8366240,양녕로6길,서울특별시관악구양녕로6길
2020,서울특별시,관악구,신원동,7451742,신원로3길,서울특별시관악구신원로3길
2020,서울특별시,관악구,신사동,4276875,신사로20길,서울특별시관악구신사로20길
2020,서울특별시,관악구,신림동,8183079,신림로65길,서울특별시관악구신림로65길
2020,서울특별시,관악구,신림동,6112939,신림로64길,서울특별시관악구신림로64길
2020,서울특별시,관악구,서원동,3828049,신림로48길,서울특별시관악구신림로48길
2020,서울특별시,관악구,서림동,4998260,신림로38길,서울특별시관악구신림로38길
2020,서울특별시,관악구,서림동,5766857,신림로28길,서울특별시관악구신림로28길
2020,서울특별시,관악구,대학동,5284767,신림로11길,서울특별시관악구신림로11길
2020,서울특별시,관악구,신림동,8219067,신림동길,서울특별시관악구신림동길
2020,서울특별시,관악구,남현동,4810476,승방길,서울특별시관악구승방길
2020,서울특별시,관악구,서림동,4252672,서림7길,서울특별시관악구서림7길
2020,서울특별시,관악구,은천동,7728186,봉천로33길,서울특별시관악구봉천로33길
2020,서울특별시,관악구,보라매동,5030943,봉천로13길,서울특별시관악구봉천로13길
2020,서울특별시,관악구,서림동,5497059,복은길,서울특별시관악구복은길
2020,서울특별시,관악구,난곡동,4869522,법원단지길,서울특별시관악구법원단지길
2020,서울특별시,관악구,난곡동,5316286,법원단지9길,서울특별시관악구법원단지9길
2020,서울특별시,관악구,미성동,4578603,미성5길,서울특별시관악구미성5길
2020,서울특별시,관악구,대학동,5845732,대학길,서울특별시관악구대학길
2020,서울특별시,종로구,혜화동,4382152,대학14길,서울특별시종로구대학14길
2020,서울특별시,관악구,보라매동,4135775,당곡길,서울특별시관악구당곡길
2020,서울특별시,관악구,남현동,6284916,남현길,서울특별시관악구남현길
2020,서울특별시,관악구,남현동,6471707,남현3길,서울특별시관악구남현3길
2020,서울특별시,관악구,남현동,7892653,남현2길,서울특별시관악구남현2길
2020,서울특별시,관악구,인헌동,4581013,남부순환로248길,서울특별시관악구남부순환로248길
2020,서울특별시,관악구,낙성대동,4117127,남부순환로234길,서울특별시관악구남부순환로234길
2020,서울특별시,관악구,신원동,5929340,남부순환로172길,서울특별시관악구남부순환로172길
2020,서울특별시,관악구,신사동,5592299,남부순환로161길,서울특별시관악구남부순환로161길
2020,서울특별시,관악구,신사동,5068009,남부순환로151길,서울특별시관악구남부순환로151길
2020,서울특별시,관악구,미성동,3828944,남부순환로142길,서울특별시관악구남부순환로142길
2020,서울특별시,관악구,난향동,1356338,난향길,서울특별시관악구난향길
2020,서울특별시,관악구,난곡동,5448224,난우길,서울특별시관악구난우길
2020,서울특별시,관악구,신사동,4940549,난곡로74길,서울특별시관악구난곡로74길
2020,서울특별시,관악구,난곡동,4653309,난곡로34길,서울특별시관악구난곡로34길
2020,서울특별시,관악구,난곡동,3704027,난곡로26길,서울특별시관악구난곡로26길
2020,서울특별시,관악구,난곡동,2822558,난곡로24길,서울특별시관악구난곡로24길
2020,서울특별시,관악구,낙성대동,5699120,낙성대역길,서울특별시관악구낙성대역길
2020,서울특별시,관악구,은천동,5902205,국회단지길,서울특별시관악구국회단지길
2020,서울특별시,관악구,성현동,3542114,구암길,서울특별시관악구구암길
2020,서울특별시,관악구,신림동,6613517,관천로22길,서울특별시관악구관천로22길
2020,서울특별시,관악구,신사동,6482728,관천로15길,서울특별시관악구관천로15길
2020,서울특별시,관악구,행운동,5251972,관악로30길,서울특별시관악구관악로30길
2020,서울특별시,관악구,행운동,5042344,관악로28길,서울특별시관악구관악로28길
2020,서울특별시,관악구,낙성대동,6663415,관악로14길,서울특별시관악구관악로14길
2020,서울특별시,관악구,낙성대동,5121200,관악로10길,서울특별시관악구관악로10길
2020,서울특별시,동작구,흑석동,2322340,흑석로9길,서울특별시동작구흑석로9길
2020,서울특별시,동작구,흑석동,2270157,흑석로13길,서울특별시동작구흑석로13길
2020,서울특별시,동작구,노량진제2동,4587594,장승배기로27길,서울특별시동작구장승배기로27길
2020,서울특별시,동작구,노량진제2동,4576715,장승배기로19길,서울특별시동작구장승배기로19길
2020,서울특별시,동작구,상도제2동,4457189,장승배기로10길,서울특별시동작구장승배기로10길
2020,서울특별시,동작구,대방동,2883138,여의대방로46길,서울특별시동작구여의대방로46길
2020,서울특별시,동작구,대방동,3608250,여의대방로24길,서울특별시동작구여의대방로24길
2020,서울특별시,동작구,신대방제2동,4349060,여의대방로22카길,서울특별시동작구여의대방로22카길
2020,서울특별시,동작구,신대방제2동,2522283,여의대방로22나길,서울특별시동작구여의대방로22나길
2020,서울특별시,동작구,신대방제2동,3283028,여의대방로22길,서울특별시동작구여의대방로22길
2020,서울특별시,동작구,상도제4동,3553435,양녕로26길,서울특별시동작구양녕로26길
2020,서울특별시,동작구,신대방제1동,3526296,신대방길,서울특별시동작구신대방길
2020,서울특별시,동작구,상도제4동,5359669,성대로29길,서울특별시동작구성대로29길
2020,서울특별시,동작구,상도제4동,4778064,성대로1길,서울특별시동작구성대로1길
2020,서울특별시,동작구,흑석동,3517018,서달로8가길,서울특별시동작구서달로8가길
2020,서울특별시,동작구,흑석동,1916837,서달로15길,서울특별시동작구서달로15길
2020,서울특별시,동작구,흑석동,2437317,서달로14길,서울특별시동작구서달로14길
2020,서울특별시,동작구,흑석동,4028611,서달로10길,서울특별시동작구서달로10길
2020,서울특별시,동작구,상도제1동,5094385,상도로62길,서울특별시동작구상도로62길
2020,서울특별시,동작구,상도제1동,3794154,상도로61길,서울특별시동작구상도로61길
2020,서울특별시,동작구,상도제1동,4441714,상도로47길,서울특별시동작구상도로47길
2020,서울특별시,동작구,상도제1동,4278062,상도로37길,서울특별시동작구상도로37길
2020,서울특별시,동작구,상도제3동,5842651,상도로15길,서울특별시동작구상도로15길
2020,서울특별시,동작구,사당제5동,5636800,사당로8길,서울특별시동작구사당로8길
2020,서울특별시,동작구,사당제1동,3806771,사당로30길,서울특별시동작구사당로30길
2020,서울특별시,동작구,사당제5동,2784335,사당로2차길,서울특별시동작구사당로2차길
2020,서울특별시,동작구,사당제3동,4769628,사당로29길,서울특별시동작구사당로29길
2020,서울특별시,동작구,사당제1동,5088744,사당로26길,서울특별시동작구사당로26길
2020,서울특별시,동작구,사당제3동,2616586,사당로23나길,서울특별시동작구사당로23나길
2020,서울특별시,동작구,사당제3동,3041006,사당로23길,서울특별시동작구사당로23길
2020,서울특별시,동작구,사당제1동,5392393,사당로20길,서울특별시동작구사당로20길
2020,서울특별시,동작구,사당제4동,6850455,사당로16길,서울특별시동작구사당로16길
2020,서울특별시,동작구,사당제4동,5407991,사당로16가길,서울특별시동작구사당로16가길
2020,서울특별시,동작구,노량진제1동,5741923,만양로8길,서울특별시동작구만양로8길
2020,서울특별시,동작구,노량진제1동,3813778,만양로14길,서울특별시동작구만양로14길
2020,서울특별시,동작구,대방동,3049866,등용로14길,서울특별시동작구등용로14길
2020,서울특별시,동작구,사당제1동,7327314,동작대로7길,서울특별시동작구동작대로7길
2020,서울특별시,동작구,사당제2동,4798436,동작대로35길,서울특별시동작구동작대로35길
2020,서울특별시,동작구,사당제2동,6119143,동작대로33길,서울특별시동작구동작대로33길
2020,서울특별시,동작구,사당제2동,4371625,동작대로29길,서울특별시동작구동작대로29길
2020,서울특별시,동작구,사당제1동,4613528,동작대로17길,서울특별시동작구동작대로17길
2020,서울특별시,동작구,대방동,3228251,대방동2길,서울특별시동작구대방동2길
2020,서울특별시,동작구,대방동,2892109,대방동27길,서울특별시동작구대방동27길
2020,서울특별시,동작구,노량진제2동,4551758,노량진로6길,서울특별시동작구노량진로6길
2020,서울특별시,동작구,대방동,6445641,국사봉길,서울특별시동작구국사봉길
2020,서울특별시,동작구,신대방제2동,4547394,국사봉2길,서울특별시동작구국사봉2길
2020,서울특별시,동작구,대방동,5862269,국사봉1길,서울특별시동작구국사봉1길
2020,서울특별시,영등포,구 영등포본동,5258067,영신로9길,서울특별시영등포영신로9길
2020,서울특별시,영등포,구 신길제1동,5133579,영등포로84길,서울특별시영등포영등포로84길
2020,서울특별시,영등포,구 신길제1동,4973179,영등포로80길,서울특별시영등포영등포로80길
2020,서울특별시,영등포,구 영등포본동,3642229,영등포로62길,서울특별시영등포영등포로62길
2020,서울특별시,영등포,구 영등포동,3472260,영등포로35길,서울특별시영등포영등포로35길
2020,서울특별시,영등포,구 당산제1동,4098929,영등포로27길,서울특별시영등포영등포로27길
2020,서울특별시,영등포,구 당산제1동,3374882,영등포로25길,서울특별시영등포영등포로25길
2020,서울특별시,영등포,구 신길제1동,2451405,여의대방로61길,서울특별시영등포여의대방로61길
2020,서울특별시,영등포,구 신길제7동,4862617,여의대방로43나길,서울특별시영등포여의대방로43나길
2020,서울특별시,영등포,구 신길제7동,2506338,여의대방로39길,서울특별시영등포여의대방로39길
2020,서울특별시,영등포,구 신길제6동,4149634,여의대방로35길,서울특별시영등포여의대방로35길
2020,서울특별시,영등포,구 양평제2동,1329506,양평로28길,서울특별시영등포양평로28길
2020,서울특별시,영등포,구 양평제2동,1762650,양평로22라길,서울특별시영등포양평로22라길
2020,서울특별시,영등포,구 양평제2동,2977363,양평로19길,서울특별시영등포양평로19길
2020,서울특별시,영등포,구 영등포본동,5344366,신길로60길,서울특별시영등포신길로60길
2020,서울특별시,영등포,구 신길제4동,4844712,신길로42길,서울특별시영등포신길로42길
2020,서울특별시,영등포,구 신길제4동,7015524,신길로42가길,서울특별시영등포신길로42가길
2020,서울특별시,영등포,구 신길제3동,5184226,신길로39길,서울특별시영등포신길로39길
2020,서울특별시,영등포,구 신길제5동,5610155,신길로17길,서울특별시영등포신길로17길
2020,서울특별시,영등포,구 양평제1동,2860034,선유서로28길,서울특별시영등포선유서로28길
2020,서울특별시,영등포,구 양평제1동,2242148,선유서로25길,서울특별시영등포선유서로25길
2020,서울특별시,영등포,구 양평제1동,3065540,선유서로24길,서울특별시영등포선유서로24길
2020,서울특별시,영등포,구 양평제2동,2226680,선유로55길,서울특별시영등포선유로55길
2020,서울특별시,영등포,구 대림동,6897585,디지털로74길,서울특별시영등포디지털로74길
2020,서울특별시,영등포,구 대림제2동,5982683,디지털로57길,서울특별시영등포디지털로57길
2020,서울특별시,영등포,구 대림제2동,5775207,디지털로37길,서울특별시영등포디지털로37길
2020,서울특별시,영등포,구 신길제1동,5329958,도신로62길,서울특별시영등포도신로62길
2020,서울특별시,영등포,구 신길제1동,4908323,도신로60길,서울특별시영등포도신로60길
2020,서울특별시,영등포,구 도림동,4859495,도신로29길,서울특별시영등포도신로29길
2020,서울특별시,영등포,구 도림동,4676391,도신로15길,서울특별시영등포도신로15길
2020,서울특별시,영등포,구 대림제2동,5160363,도림천로21길,서울특별시영등포도림천로21길
2020,서울특별시,영등포,구 신길제5동,4092549,도림로63길,서울특별시영등포도림로63길
2020,서울특별시,영등포,구 문래동,2301194,도림로147길,서울특별시영등포도림로147길
2020,서울특별시,영등포,구 도림동,4986782,도림로112길,서울특별시영등포도림로112길
2020,서울특별시,영등포,구 대림제1동,5963583,대림로8길,서울특별시영등포대림로8길
2020,서울특별시,영등포,구 대림제2동,3023099,대림로7길,서울특별시영등포대림로7길
2020,서울특별시,영등포,구 대림제3동,2976584,대림로44길,서울특별시영등포대림로44길
2020,서울특별시,영등포,구 대림제3동,3527298,대림로34길,서울특별시영등포대림로34길
2020,서울특별시,영등포,구 대림제3동,4034327,대림로31길,서울특별시영등포대림로31길
2020,서울특별시,영등포,구 대림제3동,5578410,대림로29길,서울특별시영등포대림로29길
2020,서울특별시,영등포,구 대림제1동,7304677,대림로22길,서울특별시영등포대림로22길
