상가업소번호,상호명,시군구코드,시군구명,법정동코드,법정동명,지번주소,도로명,경도,위도,year,bus_cnt,HubName,HubDist,star,coffee,paul,mega,com,paik,high,low,total
12657109,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 3001-2,서울특별시 서초구 서초대로,126.9830474,37.48598728,2020,5,이수역,189.1648741,45,34,9,5,1,9,88,15,103
12637945,스타벅스,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 379-27,서울특별시 노원구 동일로,127.0722546,37.62636612,2020,9,공릉역,80.07628335,11,3,0,12,2,6,14,20,34
12431198,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 132-1,서울특별시 강남구 영동대로,127.056441,37.52217895,2020,5,청담역,271.9543456,87,79,15,7,5,11,181,23,204
12104846,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 832-3,서울특별시 강남구 강남대로,127.0306939,37.4923528,2020,5,강남역,2.366076004,87,79,15,7,5,11,181,23,204
20014851,스타벅스,11680,강남구,1168011500,수서동,서울특별시 강남구 수서동 713,서울특별시 강남구 밤고개로1길,127.1018421,37.48801336,2020,7,수서역,114.539594,87,79,15,7,5,11,181,23,204
20026883,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 51,서울특별시 강남구 삼성로,127.0527047,37.51347189,2020,2,중앙역,421.7534022,87,79,15,7,5,11,181,23,204
12514290,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 736-2,서울특별시 서초구 강남대로85길,127.0225824,37.50736061,2020,2,사평역,840.7106178,45,34,9,5,1,9,88,15,103
23514101,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 3000-1,서울특별시 서초구 동작대로,126.9826899,37.4864978,2020,5,이수역,199.3060185,45,34,9,5,1,9,88,15,103
20014593,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,2020,2,구반포역,491.7656392,45,34,9,5,1,9,88,15,103
20803626,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 154-10,서울특별시 강남구 테헤란로87길,127.0579087,37.50981919,2020,0,봉은사역,725.2422852,87,79,15,7,5,11,181,23,204
16279533,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 944-31,서울특별시 강남구 테헤란로,127.0605609,37.50757866,2020,1,봉은사역,833.5113204,87,79,15,7,5,11,181,23,204
20681728,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 889-70,서울특별시 강남구 테헤란로64길,127.0511761,37.50376427,2020,3,선릉역,258.8975039,87,79,15,7,5,11,181,23,204
20680373,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 28-1,서울특별시 서초구 강남대로,127.0197628,37.51366263,2020,4,신사역,668.2040768,45,34,9,5,1,9,88,15,103
25292064,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 37-17,서울특별시 강남구 봉은사로,127.0445494,37.51077512,2020,2,선정릉역,26.94691324,87,79,15,7,5,11,181,23,204
25240856,스타벅스,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 174-13,서울특별시 강북구 도봉로,127.027328,37.64003344,2020,7,수유역,623.3057467,5,2,0,9,0,2,7,11,18
20014581,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0591391,37.51182033,2020,0,봉은사역,489.8535662,87,79,15,7,5,11,181,23,204
8732182,스타벅스,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 946-14,서울특별시 강남구 강남대로,127.032473,37.48855591,2020,5,양재역,426.2629013,87,79,15,7,5,11,181,23,204
25901259,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,2020,2,구반포역,491.7656392,45,34,9,5,1,9,88,15,103
22534106,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 168-21,서울특별시 강남구 영동대로96길,127.063193,37.51056404,2020,6,봉은사역,467.4610894,87,79,15,7,5,11,181,23,204
20484259,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 994-10,서울특별시 강남구 영동대로,127.0685071,37.49799127,2020,2,학여울역,324.7328806,87,79,15,7,5,11,181,23,204
25313530,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 444-7,서울특별시 서초구 방배천로,126.9821471,37.47733842,2020,8,사당역,262.1043177,45,34,9,5,1,9,88,15,103
16209256,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 621-1,서울특별시 강남구 언주로,127.0330918,37.5273874,2020,1,압구정역,599.8520638,87,79,15,7,5,11,181,23,204
16206207,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 642,서울특별시 송파구 송파대로,127.1205807,37.48788401,2020,2,문정역,84.42069178,33,17,1,8,6,10,51,24,75
16557048,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 108-6,서울특별시 강남구 봉은사로,127.0631033,37.51502355,2020,2,봉은사역,30.59019121,87,79,15,7,5,11,181,23,204
16252691,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1303-22,서울특별시 서초구 강남대로,127.0240884,37.50375083,2020,4,신논현역,773.0276331,45,34,9,5,1,9,88,15,103
14057308,스타벅스,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 694,서울특별시 노원구 노원로,127.0570787,37.66096272,2020,2,마들역,739.0032885,11,3,0,12,2,6,14,20,34
25576902,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 180-8,서울특별시 송파구 위례성대로,127.1163168,37.51578507,2020,1,한성백제역,128.2706625,33,17,1,8,6,10,51,24,75
11757465,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 812-2,서울특별시 서초구 방배로,126.9905093,37.49194417,2020,5,내방역,486.5214322,45,34,9,5,1,9,88,15,103
23271125,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1024,서울특별시 강남구 도곡로,127.0552134,37.4966152,2020,2,한티역,430.3577046,87,79,15,7,5,11,181,23,204
12521573,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2020,4,신사역,534.7680189,45,34,9,5,1,9,88,15,103
20028664,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 87,서울특별시 강남구 논현로,127.0307455,37.51460026,2020,5,학동역,96.47906595,87,79,15,7,5,11,181,23,204
20009393,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1318-8,서울특별시 서초구 강남대로,127.0268289,37.49825898,2020,6,강남역,739.5168793,45,34,9,5,1,9,88,15,103
20706065,스타벅스,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 46-73,서울특별시 성북구 화랑로,127.0404418,37.60181969,2020,2,월곡역,87.6379335,15,3,0,10,0,7,18,17,35
20010719,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 92-1,서울특별시 서초구 서래로,126.9985423,37.49925701,2020,5,신반포역,493.8283553,45,34,9,5,1,9,88,15,103
20003237,스타벅스,11710,송파구,1171010500,석촌동,서울특별시 송파구 석촌동 286-9,서울특별시 송파구 백제고분로,127.1060134,37.50424607,2020,2,석촌역,410.1456636,33,17,1,8,6,10,51,24,75
20248022,스타벅스,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 121-19,서울특별시 강북구 도봉로,127.0265575,37.62613312,2020,5,미아역,401.6429862,5,2,0,9,0,2,7,11,18
23784909,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 59-8,서울특별시 강남구 논현로,127.0286278,37.5191512,2020,2,압구정역,488.0780698,87,79,15,7,5,11,181,23,204
20028995,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 942-5,서울특별시 강남구 삼성로86길,127.0579257,37.50576457,2020,0,한티역,918.6579844,87,79,15,7,5,11,181,23,204
23482258,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 238-5,서울특별시 강남구 언주로,127.0357413,37.51491147,2020,5,학동역,357.7623964,87,79,15,7,5,11,181,23,204
20286267,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 697-45,서울특별시 강남구 선릉로93길,127.046716,37.50495379,2020,0,선릉역,249.6665764,87,79,15,7,5,11,181,23,204
20291002,스타벅스,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 763-3,서울특별시 노원구 동일로,127.0621587,37.64815447,2020,4,노원역,607.0047261,11,3,0,12,2,6,14,20,34
6660863,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 93-2,서울특별시 강남구 도산대로,127.0379529,37.52239022,2020,2,압구정로데오역,835.8195348,87,79,15,7,5,11,181,23,204
23220273,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 748-1,서울특별시 서초구 강남대로,127.023627,37.50531485,2020,5,신논현역,757.8237384,45,34,9,5,1,9,88,15,103
20016436,스타벅스,11305,강북구,1130510200,번동,서울특별시 강북구 번동 418-17,서울특별시 강북구 도봉로,127.0261078,37.63802308,2020,8,수유역,575.7695808,5,2,0,9,0,2,7,11,18
20388439,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 708-6,서울특별시 강남구 테헤란로,127.0485159,37.5039411,2020,0,선릉역,91.61687365,87,79,15,7,5,11,181,23,204
16580662,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 479,서울특별시 송파구 송파대로,127.1025188,37.49760579,2020,0,석촌고분역,791.9957813,33,17,1,8,6,10,51,24,75
20307826,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.0393917,37.49222561,2020,2,동오역,856.7836136,87,79,15,7,5,11,181,23,204
8732314,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 678-39,서울특별시 강남구 테헤란로,127.0392228,37.50187455,2020,2,역삼역,165.4684481,87,79,15,7,5,11,181,23,204
8729351,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 809-10,서울특별시 강남구 강남대로,127.0255555,37.5031322,2020,9,신논현역,693.8400586,87,79,15,7,5,11,181,23,204
8736085,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 681,서울특별시 강남구 봉은사로,127.0403528,37.50902009,2020,2,선정릉역,412.7731989,87,79,15,7,5,11,181,23,204
8725994,스타벅스,11290,성북구,1129013400,길음동,서울특별시 성북구 길음동 20-1,서울특별시 성북구 동소문로,127.0287256,37.60839154,2020,4,길음역,670.5119973,15,3,0,10,0,7,18,17,35
20831001,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 735-3,서울특별시 강남구 테헤란로,127.0337924,37.49937038,2020,1,동오역,155.4724923,87,79,15,7,5,11,181,23,204
20308953,스타벅스,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 104-30,서울특별시 성북구 인촌로24길,127.029689,37.58391819,2020,2,안암역,243.5953831,15,3,0,10,0,7,18,17,35
20282898,스타벅스,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 712,서울특별시 노원구 동일로,127.0600017,37.65475991,2020,1,노원역,155.6656953,11,3,0,12,2,6,14,20,34
26261077,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 97-7,서울특별시 송파구 송파대로30길,127.1187684,37.49488077,2020,0,가락시장역,223.5201706,33,17,1,8,6,10,51,24,75
16585109,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 592,서울특별시 강남구 논현로,127.0286028,37.52282728,2020,2,압구정역,83.09691519,87,79,15,7,5,11,181,23,204
16591510,스타벅스,11710,송파구,1171010400,송파동,서울특별시 송파구 송파동 59-9,서울특별시 송파구 오금로,127.1102559,37.51081979,2020,2,송파나루역,220.9620672,33,17,1,8,6,10,51,24,75
16588483,스타벅스,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7-19,서울특별시 송파구 올림픽로,127.1024963,37.51460861,2020,2,잠실역,70.73390919,33,17,1,8,6,10,51,24,75
16591394,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 44-3,서울특별시 송파구 위례성대로,127.113137,37.5168335,2020,2,몽촌토성역,209.5968776,33,17,1,8,6,10,51,24,75
20028264,스타벅스,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 360-6,서울특별시 노원구 중계로,127.0759774,37.65049809,2020,4,상계역,1192.232862,11,3,0,12,2,6,14,20,34
17269411,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 702-10,서울특별시 강남구 테헤란로,127.0448427,37.50374026,2020,2,선릉역,318.4302316,87,79,15,7,5,11,181,23,204
20010511,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1657-5,서울특별시 서초구 서초중앙로,127.014217,37.49238766,2020,2,교대역,394.3164355,45,34,9,5,1,9,88,15,103
23210644,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1464-22,서울특별시 서초구 남부순환로,127.0123471,37.48066733,2020,3,남부터미널역,715.4540037,45,34,9,5,1,9,88,15,103
23447206,스타벅스,11710,송파구,1171010600,삼전동,서울특별시 송파구 삼전동 130-2,서울특별시 송파구 석촌호수로,127.0966117,37.50636412,2020,0,석촌고분역,352.3536538,33,17,1,8,6,10,51,24,75
22580385,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1001-8,서울특별시 강남구 영동대로86길,127.0651728,37.50781348,2020,3,봉은사역,791.102333,87,79,15,7,5,11,181,23,204
23498986,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 37-7,서울특별시 서초구 강남대로,127.0206276,37.51153431,2020,2,신사역,913.5060927,45,34,9,5,1,9,88,15,103
23312129,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 52-6,서울특별시 서초구 서초중앙로,127.0115392,37.50165515,2020,5,사평역,366.1098587,45,34,9,5,1,9,88,15,103
20385995,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 736-1,서울특별시 강남구 테헤란로,127.0349412,37.49974019,2020,2,동오역,71.73484192,87,79,15,7,5,11,181,23,204
20017045,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 679,서울특별시 강남구 논현로,127.0372774,37.50188574,2020,3,동오역,323.9438103,87,79,15,7,5,11,181,23,204
20847208,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,2020,3,고속터미널역,243.5394872,45,34,9,5,1,9,88,15,103
22646116,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 705-19,서울특별시 강남구 테헤란로,127.0482229,37.50474969,2020,2,선릉역,180.7278611,87,79,15,7,5,11,181,23,204
20027174,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-28,서울특별시 강남구 테헤란로4길,127.0300745,37.4965196,2020,0,강남역,465.0978067,87,79,15,7,5,11,181,23,204
20017448,커피빈,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 118-17,서울특별시 강남구 압구정로,127.0472158,37.52524956,2020,0,강남구청역,781.1283324,87,79,15,7,5,11,181,23,204
20023467,커피빈,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 76,서울특별시 강남구 삼성로,127.0500215,37.51990189,2020,2,강남구청역,309.2290587,87,79,15,7,5,11,181,23,204
20486773,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 142-43,서울특별시 강남구 테헤란로,127.0521674,37.50586267,2020,1,선릉역,453.4802666,87,79,15,7,5,11,181,23,204
20010357,커피빈,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 92-12,서울특별시 강남구 도산대로67길,127.0444085,37.52448802,2020,3,압구정로데오역,616.085004,87,79,15,7,5,11,181,23,204
20016170,커피빈,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 1141,서울특별시 서초구 신반포로,126.9872107,37.50173741,2020,1,구반포역,90.14244523,45,34,9,5,1,9,88,15,103
20687168,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 735-32,서울특별시 강남구 테헤란로20길,127.0341242,37.49907574,2020,1,동오역,128.702901,87,79,15,7,5,11,181,23,204
16203378,커피빈,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 303,서울특별시 송파구 도곡로64길,127.0788577,37.50514574,2020,1,종합운동장역,774.3370574,33,17,1,8,6,10,51,24,75
20497137,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 705-1,서울특별시 강남구 테헤란로,127.0472097,37.5043811,2020,0,선릉역,172.5806015,87,79,15,7,5,11,181,23,204
25933914,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 580-5,서울특별시 강남구 논현로175길,127.0279007,37.52636264,2020,3,압구정역,315.2646628,87,79,15,7,5,11,181,23,204
23191870,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 646-18,서울특별시 강남구 테헤란로,127.0348844,37.50064078,2020,1,동오역,158.7378017,87,79,15,7,5,11,181,23,204
20385889,커피빈,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 242-9,서울특별시 송파구 석촌호수로,127.0900046,37.50743072,2020,4,잠실새내역,462.344364,33,17,1,8,6,10,51,24,75
8972360,커피빈,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 88,서울특별시 강남구 선릉로158길,127.0408215,37.52542307,2020,1,압구정로데오역,447.9203285,87,79,15,7,5,11,181,23,204
20017083,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1365-9,서울특별시 서초구 남부순환로,127.0313147,37.48455474,2020,5,양재역,185.2065875,45,34,9,5,1,9,88,15,103
20594675,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1685-8,서울특별시 서초구 서초중앙로24길,127.0163934,37.49544236,2020,3,교대역,106.6123968,45,34,9,5,1,9,88,15,103
12229526,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1553-3,서울특별시 서초구 서초대로,127.0092578,37.49199476,2020,2,서초역,163.1843462,45,34,9,5,1,9,88,15,103
25992546,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159-1,서울특별시 강남구 영동대로,127.0610126,37.51034849,2020,2,봉은사역,529.8211609,87,79,15,7,5,11,181,23,204
20027749,커피빈,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 359-11,서울특별시 노원구 한글비석로,127.076456,37.65120464,2020,5,상계역,1123.719923,11,3,0,12,2,6,14,20,34
20611988,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 663-24,서울특별시 강남구 선릉로157길,127.0389913,37.52611101,2020,1,압구정로데오역,421.0059069,87,79,15,7,5,11,181,23,204
20027234,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 653,서울특별시 강남구 남부순환로,127.057935,37.49241999,2020,1,도곡역,326.3090267,87,79,15,7,5,11,181,23,204
20027501,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 650-9,서울특별시 강남구 논현로,127.0349403,37.50684049,2020,4,언주역,159.9714459,87,79,15,7,5,11,181,23,204
20027192,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 893,서울특별시 강남구 삼성로85길,127.0561648,37.50458815,2020,0,한티역,721.5613646,87,79,15,7,5,11,181,23,204
12228541,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 718-20,서울특별시 강남구 테헤란로34길,127.0398667,37.50105081,2020,2,역삼역,67.86576823,87,79,15,7,5,11,181,23,204
20390997,커피빈,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 418,서울특별시 강남구 논현로38길,127.0450402,37.48556754,2020,7,매봉역,216.0275989,87,79,15,7,5,11,181,23,204
20382185,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036665,37.50993618,2020,2,언주역,471.5877598,87,79,15,7,5,11,181,23,204
12425938,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1328-7,서울특별시 서초구 강남대로,127.0283372,37.49531593,2020,8,강남역,389.7987798,45,34,9,5,1,9,88,15,103
20608022,커피빈,11680,강남구,1168011500,수서동,서울특별시 강남구 수서동 724,서울특별시 강남구 광평로,127.1030943,37.48731104,2020,6,수서역,245.728894,87,79,15,7,5,11,181,23,204
12433922,커피빈,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 40-4,서울특별시 서초구 신반포로47길,127.0194363,37.51094776,2020,2,잠원역,717.9577144,45,34,9,5,1,9,88,15,103
12425775,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1451-81,서울특별시 서초구 반포대로,127.0131653,37.4812148,2020,4,남부터미널역,633.6537426,45,34,9,5,1,9,88,15,103
20024243,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 101-24,서울특별시 강남구 선릉로,127.039458,37.52147439,2020,2,압구정로데오역,898.7810278,87,79,15,7,5,11,181,23,204
19911397,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 696-42,서울특별시 강남구 선릉로93길,127.0478832,37.50567504,2020,2,선릉역,286.1469498,87,79,15,7,5,11,181,23,204
25745854,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1320-10,서울특별시 서초구 서초대로74길,127.0268953,37.49662862,2020,7,강남역,581.9890295,45,34,9,5,1,9,88,15,103
15994470,커피빈,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 206-11,서울특별시 송파구 양재대로71길,127.1257809,37.50934084,2020,2,방이역,148.5120186,33,17,1,8,6,10,51,24,75
11793480,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 895-1,서울특별시 강남구 삼성로85길,127.0542693,37.50422158,2020,0,한티역,605.13821,87,79,15,7,5,11,181,23,204
25610496,커피빈,11680,강남구,1168011500,수서동,서울특별시 강남구 수서동 724,서울특별시 강남구 광평로,127.1030943,37.48731104,2020,6,수서역,245.728894,87,79,15,7,5,11,181,23,204
16749819,커피빈,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 51-7,서울특별시 서초구 서초중앙로,127.0118058,37.5003058,2020,4,사평역,488.7237434,45,34,9,5,1,9,88,15,103
25782820,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1602-5,서울특별시 서초구 서초중앙로,127.0155622,37.48553283,2020,4,남부터미널역,125.0873979,45,34,9,5,1,9,88,15,103
25740575,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-14,서울특별시 강남구 강남대로,127.0297769,37.49504844,2020,7,강남역,309.7255705,87,79,15,7,5,11,181,23,204
16728129,커피빈,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 731-5,서울특별시 노원구 동일로,127.0601608,37.6538241,2020,3,노원역,67.69980899,11,3,0,12,2,6,14,20,34
16728641,커피빈,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 479,서울특별시 송파구 송파대로,127.1025188,37.49760579,2020,0,석촌고분역,791.9957813,33,17,1,8,6,10,51,24,75
20025444,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 599,서울특별시 강남구 논현로,127.0287117,37.52402658,2020,2,압구정역,63.80237595,87,79,15,7,5,11,181,23,204
20696225,커피빈,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 909-8,서울특별시 서초구 효령로,126.9969256,37.48145648,2020,9,방배역,20.71341878,45,34,9,5,1,9,88,15,103
20093809,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 889-74,서울특별시 강남구 선릉로86길,127.0505138,37.50336248,2020,3,선릉역,192.24023,87,79,15,7,5,11,181,23,204
25873274,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1307-18,서울특별시 서초구 강남대로65길,127.0253102,37.5002468,2020,9,신논현역,927.6367904,45,34,9,5,1,9,88,15,103
25769287,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 507-1,서울특별시 강남구 남부순환로,127.0623075,37.49363516,2020,4,대치역,129.4843284,87,79,15,7,5,11,181,23,204
23201658,커피빈,11680,강남구,1168011000,압구정동,서울특별시 강남구 압구정동 442,서울특별시 강남구 압구정로29길,127.0269816,37.53179742,2020,0,압구정역,923.8802857,87,79,15,7,5,11,181,23,204
23415742,커피빈,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 425,서울특별시 강남구 논현로,127.0432328,37.48187659,2020,3,매봉역,645.8089635,87,79,15,7,5,11,181,23,204
12491626,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 822-5,서울특별시 강남구 테헤란로,127.0292638,37.49887371,2020,2,동오역,557.9138125,87,79,15,7,5,11,181,23,204
11926876,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1307-18,서울특별시 서초구 강남대로65길,127.0253102,37.5002468,2020,9,신논현역,927.6367904,45,34,9,5,1,9,88,15,103
11921205,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-28,서울특별시 강남구 테헤란로4길,127.0300745,37.4965196,2020,0,강남역,465.0978067,87,79,15,7,5,11,181,23,204
12579030,커피빈,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 44-2,서울특별시 송파구 위례성대로,127.1127514,37.51692071,2020,1,몽촌토성역,174.9640293,33,17,1,8,6,10,51,24,75
12553985,커피빈,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 191-70,서울특별시 강북구 한천로139길,127.0257085,37.63910102,2020,6,수유역,664.7202693,5,2,0,9,0,2,7,11,18
11921207,커피빈,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 761-6,서울특별시 서초구 방배중앙로,126.9855167,37.49570384,2020,2,구반포역,662.5090015,45,34,9,5,1,9,88,15,103
12582976,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 634,서울특별시 송파구 충민로,127.124941,37.47760822,2020,1,장지역,149.0020225,33,17,1,8,6,10,51,24,75
12597914,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 201-5,서울특별시 강남구 강남대로112길,127.0260336,37.50550591,2020,2,신논현역,545.4656217,87,79,15,7,5,11,181,23,204
25226698,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1361-1,서울특별시 서초구 강남대로,127.0323214,37.48715803,2020,5,양재역,279.75868,45,34,9,5,1,9,88,15,103
25627454,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 108-12,서울특별시 강남구 봉은사로103길,127.0617574,37.51500386,2020,2,봉은사역,134.7495163,87,79,15,7,5,11,181,23,204
20384590,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1338-11,서울특별시 서초구 강남대로51길,127.0302441,37.49127685,2020,5,강남역,127.3974083,45,34,9,5,1,9,88,15,103
20379539,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 4-2,서울특별시 강남구 도산대로,127.0223894,37.51695522,2020,2,신사역,436.4485472,87,79,15,7,5,11,181,23,204
20389890,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 158-10,서울특별시 강남구 테헤란로87길,127.0583295,37.50873226,2020,0,봉은사역,799.6704005,87,79,15,7,5,11,181,23,204
