,year,id,gu,pop,index,,평균,최소,최대,,id_popul,id_구,구,평균_유동인구_수,연도
2842,2020,11,동대문구,7087694,2842,,,,,,,,,,
2843,2020,11,동대문구,6023697,2843,,,,,,,,,,
2844,2020,25,중랑구,4267618,2844,,,,,,,,,,
2845,2020,25,중랑구,4156757,2845,,,,,,,,,,
2846,2020,25,중랑구,3095159,2846,,,,,,,,,,
2847,2020,11,동대문구,3925338,2847,,,,,,,,,,
2848,2020,11,동대문구,2883252,2848,,,,,,,,,,
2849,2020,11,동대문구,5487837,2849,,,,,,,,,,
2850,2020,11,동대문구,3835465,2850,,,,,,,,,,
2851,2020,11,동대문구,2956725,2851,,,,,,,,,,
2852,2020,11,동대문구,4042657,2852,,,,,,,,,,
2853,2020,11,동대문구,3093991,2853,,,,,,,,,,
2854,2020,11,동대문구,4571487,2854,,,,,,,,,,
2855,2020,11,동대문구,4207766,2855,,,,,,,,,,
2856,2020,11,동대문구,4067508,2856,,,,,,,,,,
2857,2020,11,동대문구,3935040,2857,,,,,,,,,,
2858,2020,11,동대문구,5464083,2858,,,,,,,,,,
2859,2020,11,동대문구,4723293,2859,,,,,,,,,,
2860,2020,24,중구,3442918,2860,,,,,,,,,,
2861,2020,11,동대문구,5389583,2861,,,,,,,,,,
2862,2020,11,동대문구,3989010,2862,,,,,,,,,,
2863,2020,6,광진구,7024654,2863,,,,,,,,,,
2864,2020,6,광진구,5810099,2864,,,,,,,,,,
2865,2020,6,광진구,5055779,2865,,,,,,,,,,
2866,2020,6,광진구,5513074,2866,,,,,,,,,,
2867,2020,6,광진구,5998030,2867,,,,,,,,,,
2868,2020,6,광진구,5244038,2868,,,,,,,,,,
2869,2020,6,광진구,5320725,2869,,,,,,,,,,
2870,2020,6,광진구,8102483,2870,,,,,,,,,,
2871,2020,6,광진구,6466046,2871,,,,,,,,,,
2872,2020,6,광진구,7589642,2872,,,,,,,,,,
2873,2020,6,광진구,4849269,2873,,,,,,,,,,
2874,2020,6,광진구,6395710,2874,,,,,,,,,,
2875,2020,6,광진구,2072311,2875,,,,,,,,,,
2876,2020,6,광진구,6772172,2876,,,,,,,,,,
2877,2020,6,광진구,6731109,2877,,,,,,,,,,
2878,2020,6,광진구,4827896,2878,,,,,,,,,,
2879,2020,6,광진구,8103597,2879,,,,,,,,,,
2880,2020,6,광진구,5239394,2880,,,,,,,,,,
2881,2020,16,성동구,2638436,2881,,,,,,,,,,
2882,2020,16,성동구,4220029,2882,,,,,,,,,,
2883,2020,16,성동구,3720021,2883,,,,,,,,,,
2884,2020,16,성동구,5919621,2884,,,,,,,,,,
2885,2020,16,성동구,5464603,2885,,,,,,,,,,
2886,2020,16,성동구,6679244,2886,,,,,,,,,,
2887,2020,16,성동구,6263251,2887,,,,,,,,,,
2888,2020,16,성동구,6255038,2888,,,,,,,,,,
2889,2020,6,광진구,6776294,2889,,,,,,,,,,
2890,2020,6,광진구,6514195,2890,,,,,,,,,,
2891,2020,6,광진구,4196712,2891,,,,,,,,,,
2892,2020,6,광진구,5051443,2892,,,,,,,,,,
2893,2020,6,광진구,7539933,2893,,,,,,,,,,
2894,2020,6,광진구,5253706,2894,,,,,,,,,,
2895,2020,6,광진구,4087115,2895,,,,,,,,,,
2896,2020,6,광진구,5584884,2896,,,,,,,,,,
2897,2020,6,광진구,7365029,2897,,,,,,,,,,
2898,2020,6,광진구,7094265,2898,,,,,,,,,,
2899,2020,6,광진구,6103309,2899,,,,,,,,,,
2900,2020,6,광진구,3207834,2900,,,,,,,,,,
2901,2020,6,광진구,5230855,2901,,,,,,,,,,
2902,2020,6,광진구,1664840,2902,,,,,,,,,,
2903,2020,6,광진구,5856975,2903,,,,,,,,,,
2904,2020,16,성동구,2290164,2904,,,,,,,,,,
2905,2020,16,성동구,2588469,2905,,,,,,,,,,
2906,2020,16,성동구,2840588,2906,,,,,,,,,,
2907,2020,16,성동구,4802608,2907,,,,,,,,,,
2908,2020,16,성동구,3060609,2908,,,,,,,,,,
2909,2020,16,성동구,4633913,2909,,,,,,,,,,
2910,2020,16,성동구,5130756,2910,,,,,,,,,,
2911,2020,16,성동구,5116538,2911,,,,,,,,,,
2912,2020,16,성동구,4965414,2912,,,,,,,,,,
2913,2020,16,성동구,4666839,2913,,,,,,,,,,
2914,2020,16,성동구,4739083,2914,,,,,,,,,,
2915,2020,6,광진구,3976858,2915,,,,,,,,,,
2916,2020,6,광진구,3852775,2916,,,,,,,,,,
2917,2020,6,광진구,2269929,2917,,,,,,,,,,
2918,2020,16,성동구,3914808,2918,,,,,,,,,,
2919,2020,16,성동구,3240978,2919,,,,,,,,,,
2920,2020,16,성동구,3854785,2920,,,,,,,,,,
2921,2020,16,성동구,2905914,2921,,,,,,,,,,
2922,2020,16,성동구,3670173,2922,,,,,,,,,,
2923,2020,16,성동구,2456558,2923,,,,,,,,,,
2924,2020,16,성동구,5060426,2924,,,,,,,,,,
2925,2020,16,성동구,3350717,2925,,,,,,,,,,
2926,2020,16,성동구,4114018,2926,,,,,,,,,,
2927,2020,16,성동구,2627301,2927,,,,,,,,,,
2928,2020,16,성동구,2523737,2928,,,,,,,,,,
2929,2020,24,중구,5423335,2929,,,,,,,,,,
2930,2020,24,중구,3630139,2930,,,,,,,,,,
2931,2020,11,동대문구,4370637,2931,,,,,,,,,,
2932,2020,16,성동구,4799493,2932,,,,,,,,,,
2933,2020,16,성동구,4050248,2933,,,,,,,,,,
2934,2020,16,성동구,2906525,2934,,,,,,,,,,
2935,2020,16,성동구,2911816,2935,,,,,,,,,,
2936,2020,16,성동구,2584882,2936,,,,,,,,,,
2937,2020,16,성동구,3619680,2937,,,,,,,,,,
2938,2020,16,성동구,2859589,2938,,,,,,,,,,
2939,2020,16,성동구,3096352,2939,,,,,,,,,,
2940,2020,16,성동구,5461567,2940,,,,,,,,,,
2941,2020,16,성동구,4938597,2941,,,,,,,,,,
2942,2020,16,성동구,5175839,2942,,,,,,,,,,
2943,2020,21,용산구,3423480,2943,,,,,,,,,,
2944,2020,21,용산구,4596414,2944,,,,,,,,,,
2945,2020,21,용산구,3372498,2945,,,,,,,,,,
2946,2020,21,용산구,1317161,2946,,,,,,,,,,
2947,2020,21,용산구,1180905,2947,,,,,,,,,,
2948,2020,21,용산구,1860637,2948,,,,,,,,,,
2949,2020,21,용산구,1749139,2949,,,,,,,,,,
2950,2020,21,용산구,1464713,2950,,,,,,,,,,
2951,2020,21,용산구,1827857,2951,,,,,,,,,,
2952,2020,21,용산구,1228583,2952,,,,,,,,,,
2953,2020,21,용산구,3502391,2953,,,,,,,,,,
2954,2020,21,용산구,3763158,2954,,,,,,,,,,
2955,2020,21,용산구,6419788,2955,,,,,,,,,,
2956,2020,21,용산구,4729375,2956,,,,,,,,,,
2957,2020,21,용산구,3533391,2957,,,,,,,,,,
2958,2020,21,용산구,4402486,2958,,,,,,,,,,
2959,2020,21,용산구,2118023,2959,,,,,,,,,,
2960,2020,21,용산구,2815173,2960,,,,,,,,,,
2961,2020,21,용산구,1705685,2961,,,,,,,,,,
2962,2020,21,용산구,4430316,2962,,,,,,,,,,
2963,2020,21,용산구,4583006,2963,,,,,,,,,,
2964,2020,21,용산구,2828284,2964,,,,,,,,,,
2965,2020,21,용산구,2847903,2965,,,,,,,,,,
2966,2020,21,용산구,3577124,2966,,,,,,,,,,
2967,2020,21,용산구,2985883,2967,,,,,,,,,,
2968,2020,21,용산구,4920718,2968,,,,,,,,,,
2969,2020,21,용산구,3361581,2969,,,,,,,,,,
2970,2020,21,용산구,3499808,2970,,,,,,,,,,
2971,2020,21,용산구,1454410,2971,,,,,,,,,,
2972,2020,21,용산구,4825519,2972,,,,,,,,,,
2973,2020,21,용산구,5838651,2973,,,,,,,,,,
2974,2020,21,용산구,3769318,2974,,,,,,,,,,
2975,2020,21,용산구,3168666,2975,,,,,,,,,,
2976,2020,21,용산구,2370434,2976,,,,,,,,,,
2977,2020,21,용산구,1582172,2977,,,,,,,,,,
2978,2020,21,용산구,1476281,2978,,,,,,,,,,
2979,2020,21,용산구,1856237,2979,,,,,,,,,,
2980,2020,21,용산구,905592,2980,,,,,,,,,,
2981,2020,24,중구,7016202,2981,,,,,,,,,,
2982,2020,24,중구,1930422,2982,,,,,,,,,,
2983,2020,24,중구,2701706,2983,,,,,,,,,,
2984,2020,24,중구,2559908,2984,,,,,,,,,,
2985,2020,24,중구,1038821,2985,,,,,,,,,,
2986,2020,24,중구,1577853,2986,,,,,,,,,,
2987,2020,24,중구,4804210,2987,,,,,,,,,,
2988,2020,24,중구,4721711,2988,,,,,,,,,,
2989,2020,24,중구,3696290,2989,,,,,,,,,,
2990,2020,24,중구,2244300,2990,,,,,,,,,,
2991,2020,24,중구,2868114,2991,,,,,,,,,,
2992,2020,24,중구,4224018,2992,,,,,,,,,,
2993,2020,24,중구,4168179,2993,,,,,,,,,,
2994,2020,24,중구,4005542,2994,,,,,,,,,,
2995,2020,24,중구,3468985,2995,,,,,,,,,,
2996,2020,24,중구,5749350,2996,,,,,,,,,,
2997,2020,24,중구,5126175,2997,,,,,,,,,,
2998,2020,24,중구,5873177,2998,,,,,,,,,,
2999,2020,24,중구,4734741,2999,,,,,,,,,,
3000,2020,24,중구,5713948,3000,,,,,,,,,,
3001,2020,24,중구,4546123,3001,,,,,,,,,,
3002,2020,24,중구,6327356,3002,,,,,,,,,,
3003,2020,23,종로구,2983166,3003,,,,,,,,,,
3004,2020,23,종로구,191198,3004,,,,,,,,,,
3005,2020,23,종로구,3214238,3005,,,,,,,,,,
3006,2020,23,종로구,6966990,3006,,,,,,,,,,
3007,2020,23,종로구,5871514,3007,,,,,,,,,,
3008,2020,23,종로구,5718718,3008,,,,,,,,,,
3009,2020,23,종로구,3396045,3009,,,,,,,,,,
3010,2020,23,종로구,5796542,3010,,,,,,,,,,
3011,2020,23,종로구,7015492,3011,,,,,,,,,,
3012,2020,23,종로구,3913785,3012,,,,,,,,,,
3013,2020,23,종로구,1466096,3013,,,,,,,,,,
3014,2020,23,종로구,2852574,3014,,,,,,,,,,
3015,2020,23,종로구,4260328,3015,,,,,,,,,,
3016,2020,23,종로구,3120841,3016,,,,,,,,,,
3017,2020,23,종로구,1204403,3017,,,,,,,,,,
3018,2020,23,종로구,2589327,3018,,,,,,,,,,
3019,2020,23,종로구,5265870,3019,,,,,,,,,,
3020,2020,23,종로구,2812389,3020,,,,,,,,,,
3021,2020,23,종로구,523839,3021,,,,,,,,,,
3022,2020,23,종로구,517529,3022,,,,,,,,,,
3023,2020,23,종로구,897548,3023,,,,,,,,,,
3024,2020,23,종로구,1084789,3024,,,,,,,,,,
3025,2020,23,종로구,497428,3025,,,,,,,,,,
3026,2020,23,종로구,3030723,3026,,,,,,,,,,
3027,2020,23,종로구,1821741,3027,,,,,,,,,,
3028,2020,23,종로구,3840240,3028,,,,,,,,,,
3029,2020,23,종로구,1141014,3029,,,,,,,,,,
3030,2020,18,송파구,9706419,3030,,,,,,,,,,
3031,2020,2,강동구,8939566,3031,,,,,,,,,,
3032,2020,2,강동구,7187092,3032,,,,,,,,,,
3033,2020,2,강동구,1251285,3033,,,,,,,,,,
3034,2020,2,강동구,5808811,3034,,,,,,,,,,
3035,2020,2,강동구,6480064,3035,,,,,,,,,,
3036,2020,2,강동구,11302392,3036,,,,,,,,,,
3037,2020,2,강동구,10226761,3037,,,,,,,,,,
3038,2020,2,강동구,7931081,3038,,,,,,,,,,
3039,2020,2,강동구,10043402,3039,,,,,,,,,,
3040,2020,2,강동구,6019117,3040,,,,,,,,,,
3041,2020,2,강동구,10934932,3041,,,,,,,,,,
3042,2020,18,송파구,8056127,3042,,,,,,,,,,
3043,2020,18,송파구,4355801,3043,,,,,,,,,,
3044,2020,18,송파구,4106665,3044,,,,,,,,,,
3045,2020,18,송파구,5477491,3045,,,,,,,,,,
3046,2020,18,송파구,5372449,3046,,,,,,,,,,
3047,2020,18,송파구,3759687,3047,,,,,,,,,,
3048,2020,15,서초구,7117580,3048,,,,,,,,,,
3050,2020,15,서초구,7175063,3050,,,,,,,,,,
3052,2020,15,서초구,7798521,3052,,,,,,,,,,
3053,2020,15,서초구,5491943,3053,,,,,,,,,,
3055,2020,2,강동구,15363600,3055,,,,,,,,,,
3056,2020,2,강동구,4657419,3056,,,,,,,,,,
3057,2020,2,강동구,8641329,3057,,,,,,,,,,
3058,2020,2,강동구,1345306,3058,,,,,,,,,,
3059,2020,2,강동구,5260672,3059,,,,,,,,,,
3060,2020,2,강동구,5612379,3060,,,,,,,,,,
3061,2020,2,강동구,5586714,3061,,,,,,,,,,
3062,2020,2,강동구,6668764,3062,,,,,,,,,,
3063,2020,2,강동구,6562785,3063,,,,,,,,,,
3064,2020,18,송파구,1381094,3064,,,,,,,,,,
3065,2020,18,송파구,838544,3065,,,,,,,,,,
3066,2020,18,송파구,1069890,3066,,,,,,,,,,
3067,2020,2,강동구,19237347,3067,,,,,,,,,,
3068,2020,2,강동구,15283480,3068,,,,,,,,,,
3069,2020,2,강동구,8935194,3069,,,,,,,,,,
3070,2020,2,강동구,1321704,3070,,,,,,,,,,
3071,2020,2,강동구,2229633,3071,,,,,,,,,,
3072,2020,2,강동구,5878039,3072,,,,,,,,,,
3073,2020,2,강동구,3974802,3073,,,,,,,,,,
3074,2020,18,송파구,6461927,3074,,,,,,,,,,
3075,2020,18,송파구,5943507,3075,,,,,,,,,,
3076,2020,18,송파구,4184722,3076,,,,,,,,,,
3077,2020,18,송파구,6788009,3077,,,,,,,,,,
3078,2020,15,서초구,3557969,3078,,,,,,,,,,
3079,2020,15,서초구,3904663,3079,,,,,,,,,,
3080,2020,15,서초구,5387333,3080,,,,,,,,,,
3081,2020,15,서초구,3578289,3081,,,,,,,,,,
3082,2020,18,송파구,4576473,3082,,,,,,,,,,
3083,2020,18,송파구,4717755,3083,,,,,,,,,,
3084,2020,18,송파구,5809763,3084,,,,,,,,,,
3085,2020,18,송파구,4877981,3085,,,,,,,,,,
3086,2020,18,송파구,8317408,3086,,,,,,,,,,
3087,2020,18,송파구,5756131,3087,,,,,,,,,,
3088,2020,18,송파구,5280115,3088,,,,,,,,,,
3089,2020,18,송파구,6107313,3089,,,,,,,,,,
3090,2020,18,송파구,4690377,3090,,,,,,,,,,
3091,2020,18,송파구,4175114,3091,,,,,,,,,,
3092,2020,18,송파구,5600681,3092,,,,,,,,,,
3093,2020,18,송파구,5991631,3093,,,,,,,,,,
3094,2020,18,송파구,4474669,3094,,,,,,,,,,
3095,2020,18,송파구,7626650,3095,,,,,,,,,,
3096,2020,18,송파구,4450796,3096,,,,,,,,,,
3097,2020,18,송파구,6078370,3097,,,,,,,,,,
3098,2020,18,송파구,4983852,3098,,,,,,,,,,
3099,2020,18,송파구,5418450,3099,,,,,,,,,,
3100,2020,18,송파구,5654666,3100,,,,,,,,,,
3101,2020,1,강남구,4029150,3101,,,,,,,,,,
3102,2020,1,강남구,4780512,3102,,,,,,,,,,
3103,2020,1,강남구,6484706,3103,,,,,,,,,,
3104,2020,1,강남구,3471466,3104,,,,,,,,,,
3105,2020,1,강남구,2611115,3105,,,,,,,,,,
3106,2020,1,강남구,3640229,3106,,,,,,,,,,
3107,2020,1,강남구,3921371,3107,,,,,,,,,,
3108,2020,1,강남구,4424087,3108,,,,,,,,,,
3109,2020,1,강남구,1946001,3109,,,,,,,,,,
3110,2020,1,강남구,6906984,3110,,,,,,,,,,
3111,2020,1,강남구,3564963,3111,,,,,,,,,,
3112,2020,1,강남구,899197,3112,,,,,,,,,,
3113,2020,1,강남구,4086951,3113,,,,,,,,,,
3114,2020,1,강남구,5197462,3114,,,,,,,,,,
3115,2020,1,강남구,7026087,3115,,,,,,,,,,
3116,2020,1,강남구,5241249,3116,,,,,,,,,,
3117,2020,1,강남구,7316423,3117,,,,,,,,,,
3118,2020,1,강남구,6711279,3118,,,,,,,,,,
3119,2020,1,강남구,3876310,3119,,,,,,,,,,
3120,2020,1,강남구,6167564,3120,,,,,,,,,,
3121,2020,1,강남구,5093248,3121,,,,,,,,,,
3122,2020,1,강남구,3908012,3122,,,,,,,,,,
3123,2020,1,강남구,4275558,3123,,,,,,,,,,
3124,2020,1,강남구,3958634,3124,,,,,,,,,,
3125,2020,1,강남구,3950420,3125,,,,,,,,,,
3126,2020,1,강남구,5961769,3126,,,,,,,,,,
3127,2020,1,강남구,5808258,3127,,,,,,,,,,
3128,2020,1,강남구,2259479,3128,,,,,,,,,,
3129,2020,1,강남구,2788989,3129,,,,,,,,,,
3130,2020,1,강남구,2780885,3130,,,,,,,,,,
3131,2020,1,강남구,4764229,3131,,,,,,,,,,
3132,2020,1,강남구,2614992,3132,,,,,,,,,,
3133,2020,1,강남구,2898408,3133,,,,,,,,,,
3134,2020,1,강남구,3676382,3134,,,,,,,,,,
3135,2020,1,강남구,3779891,3135,,,,,,,,,,
3136,2020,1,강남구,6157677,3136,,,,,,,,,,
3137,2020,1,강남구,2090986,3137,,,,,,,,,,
3138,2020,1,강남구,4739364,3138,,,,,,,,,,
3139,2020,1,강남구,2906597,3139,,,,,,,,,,
3140,2020,1,강남구,2872199,3140,,,,,,,,,,
3141,2020,1,강남구,3633453,3141,,,,,,,,,,
3142,2020,1,강남구,3947109,3142,,,,,,,,,,
3143,2020,1,강남구,4203793,3143,,,,,,,,,,
3144,2020,1,강남구,6502269,3144,,,,,,,,,,
3145,2020,1,강남구,3390450,3145,,,,,,,,,,
3146,2020,1,강남구,4149939,3146,,,,,,,,,,
3147,2020,18,송파구,4287709,3147,,,,,,,,,,
3148,2020,1,강남구,686904,3148,,,,,,,,,,
3149,2020,1,강남구,2577260,3149,,,,,,,,,,
3150,2020,1,강남구,3677867,3150,,,,,,,,,,
3151,2020,1,강남구,2789566,3151,,,,,,,,,,
3152,2020,1,강남구,3468252,3152,,,,,,,,,,
3153,2020,1,강남구,4670476,3153,,,,,,,,,,
3154,2020,1,강남구,5225168,3154,,,,,,,,,,
3155,2020,15,서초구,4575423,3155,,,,,,,,,,
3156,2020,15,서초구,4837216,3156,,,,,,,,,,
3157,2020,15,서초구,3335737,3157,,,,,,,,,,
3158,2020,15,서초구,2050743,3158,,,,,,,,,,
3159,2020,15,서초구,3958403,3159,,,,,,,,,,
3160,2020,15,서초구,3712489,3160,,,,,,,,,,
3161,2020,15,서초구,5227521,3161,,,,,,,,,,
3162,2020,15,서초구,5773427,3162,,,,,,,,,,
3163,2020,15,서초구,5230859,3163,,,,,,,,,,
3164,2020,15,서초구,2633372,3164,,,,,,,,,,
3165,2020,15,서초구,4446211,3165,,,,,,,,,,
3166,2020,15,서초구,3419463,3166,,,,,,,,,,
3167,2020,15,서초구,3530305,3167,,,,,,,,,,
3168,2020,15,서초구,5217997,3168,,,,,,,,,,
3169,2020,15,서초구,4808028,3169,,,,,,,,,,
3170,2020,15,서초구,4135938,3170,,,,,,,,,,
3171,2020,15,서초구,4055447,3171,,,,,,,,,,
3172,2020,15,서초구,5516020,3172,,,,,,,,,,
3173,2020,15,서초구,2139538,3173,,,,,,,,,,
3174,2020,15,서초구,3215828,3174,,,,,,,,,,
3175,2020,15,서초구,4422869,3175,,,,,,,,,,
3176,2020,15,서초구,3218226,3176,,,,,,,,,,
3177,2020,15,서초구,4686393,3177,,,,,,,,,,
3178,2020,15,서초구,3482556,3178,,,,,,,,,,
3179,2020,15,서초구,2785802,3179,,,,,,,,,,
3180,2020,15,서초구,3495332,3180,,,,,,,,,,
3181,2020,15,서초구,2376194,3181,,,,,,,,,,
3182,2020,15,서초구,4327996,3182,,,,,,,,,,
3183,2020,15,서초구,3492298,3183,,,,,,,,,,
3184,2020,15,서초구,2833283,3184,,,,,,,,,,
3185,2020,15,서초구,3294855,3185,,,,,,,,,,
3186,2020,15,서초구,4880499,3186,,,,,,,,,,
3187,2020,15,서초구,6215737,3187,,,,,,,,,,
3188,2020,1,강남구,2871130,3188,,,,,,,,,,
3189,2020,1,강남구,3250752,3189,,,,,,,,,,
3190,2020,15,서초구,2774311,3190,,,,,,,,,,
3191,2020,15,서초구,3287586,3191,,,,,,,,,,
3192,2020,15,서초구,3443719,3192,,,,,,,,,,
3193,2020,15,서초구,2846663,3193,,,,,,,,,,
3194,2020,1,강남구,2995023,3194,,,,,,,,,,
3195,2020,1,강남구,3624857,3195,,,,,,,,,,
3196,2020,1,강남구,1378294,3196,,,,,,,,,,
3197,2020,1,강남구,7328270,3197,,,,,,,,,,
3198,2020,5,관악구,3204548,3198,,,,,,,,,,
3199,2020,5,관악구,3883280,3199,,,,,,,,,,
3200,2020,5,관악구,3531433,3200,,,,,,,,,,
3201,2020,5,관악구,8322213,3201,,,,,,,,,,
3202,2020,5,관악구,8289267,3202,,,,,,,,,,
3203,2020,5,관악구,8169918,3203,,,,,,,,,,
3204,2020,5,관악구,8414633,3204,,,,,,,,,,
3205,2020,5,관악구,6051268,3205,,,,,,,,,,
3206,2020,5,관악구,7803634,3206,,,,,,,,,,
3207,2020,5,관악구,7550766,3207,,,,,,,,,,
3208,2020,19,양천구,10030549,3208,,,,,,,,,,
3209,2020,5,관악구,5447823,3209,,,,,,,,,,
3210,2020,5,관악구,4738043,3210,,,,,,,,,,
3211,2020,5,관악구,6144148,3211,,,,,,,,,,
3212,2020,5,관악구,5719109,3212,,,,,,,,,,
3213,2020,5,관악구,6744608,3213,,,,,,,,,,
3214,2020,5,관악구,5091420,3214,,,,,,,,,,
3215,2020,5,관악구,4196770,3215,,,,,,,,,,
3216,2020,5,관악구,9128332,3216,,,,,,,,,,
3217,2020,5,관악구,8375795,3217,,,,,,,,,,
3218,2020,5,관악구,4416691,3218,,,,,,,,,,
3219,2020,5,관악구,9098336,3219,,,,,,,,,,
3220,2020,5,관악구,6354892,3220,,,,,,,,,,
3221,2020,5,관악구,3921103,3221,,,,,,,,,,
3222,2020,5,관악구,4865536,3222,,,,,,,,,,
3223,2020,5,관악구,6469578,3223,,,,,,,,,,
3224,2020,5,관악구,5670495,3224,,,,,,,,,,
3225,2020,5,관악구,8880433,3225,,,,,,,,,,
3226,2020,5,관악구,5014441,3226,,,,,,,,,,
3227,2020,5,관악구,4505098,3227,,,,,,,,,,
3228,2020,5,관악구,7602597,3228,,,,,,,,,,
3229,2020,5,관악구,5199175,3229,,,,,,,,,,
3230,2020,5,관악구,5591122,3230,,,,,,,,,,
3231,2020,5,관악구,5063474,3231,,,,,,,,,,
3232,2020,5,관악구,5578369,3232,,,,,,,,,,
3233,2020,5,관악구,4808930,3233,,,,,,,,,,
3234,2020,5,관악구,6323762,3234,,,,,,,,,,
3235,2020,5,관악구,4641443,3235,,,,,,,,,,
3236,2020,19,양천구,4343361,3236,,,,,,,,,,
3237,2020,5,관악구,6496538,3237,,,,,,,,,,
3238,2020,5,관악구,6688331,3238,,,,,,,,,,
3239,2020,5,관악구,7814910,3239,,,,,,,,,,
3240,2020,5,관악구,4880121,3240,,,,,,,,,,
3241,2020,5,관악구,4366958,3241,,,,,,,,,,
3242,2020,5,관악구,6451363,3242,,,,,,,,,,
3243,2020,5,관악구,5651896,3243,,,,,,,,,,
3244,2020,5,관악구,5222479,3244,,,,,,,,,,
3245,2020,5,관악구,4178593,3245,,,,,,,,,,
3246,2020,5,관악구,1378568,3246,,,,,,,,,,
3247,2020,5,관악구,5811239,3247,,,,,,,,,,
3248,2020,5,관악구,5214574,3248,,,,,,,,,,
3249,2020,5,관악구,4793449,3249,,,,,,,,,,
3250,2020,5,관악구,3734475,3250,,,,,,,,,,
3251,2020,5,관악구,2858097,3251,,,,,,,,,,
3252,2020,5,관악구,6089425,3252,,,,,,,,,,
3253,2020,5,관악구,5700656,3253,,,,,,,,,,
3254,2020,5,관악구,3571582,3254,,,,,,,,,,
3255,2020,5,관악구,7023882,3255,,,,,,,,,,
3256,2020,5,관악구,6815273,3256,,,,,,,,,,
3257,2020,5,관악구,5170046,3257,,,,,,,,,,
3258,2020,5,관악구,5056638,3258,,,,,,,,,,
3259,2020,5,관악구,6668180,3259,,,,,,,,,,
3260,2020,5,관악구,5063134,3260,,,,,,,,,,
3261,2020,12,동작구,2478553,3261,,,,,,,,,,
3262,2020,12,동작구,2490388,3262,,,,,,,,,,
3263,2020,12,동작구,5612687,3263,,,,,,,,,,
3264,2020,12,동작구,5877667,3264,,,,,,,,,,
3265,2020,12,동작구,5004968,3265,,,,,,,,,,
3266,2020,12,동작구,2827764,3266,,,,,,,,,,
3267,2020,12,동작구,3763262,3267,,,,,,,,,,
3268,2020,12,동작구,4604593,3268,,,,,,,,,,
3269,2020,12,동작구,2681610,3269,,,,,,,,,,
3270,2020,12,동작구,3570170,3270,,,,,,,,,,
3271,2020,12,동작구,3697526,3271,,,,,,,,,,
3272,2020,12,동작구,3355556,3272,,,,,,,,,,
3273,2020,12,동작구,5693664,3273,,,,,,,,,,
3274,2020,12,동작구,4809985,3274,,,,,,,,,,
3275,2020,12,동작구,3821353,3275,,,,,,,,,,
3276,2020,12,동작구,2224112,3276,,,,,,,,,,
3277,2020,12,동작구,2827291,3277,,,,,,,,,,
3278,2020,12,동작구,4069846,3278,,,,,,,,,,
3279,2020,12,동작구,5477485,3279,,,,,,,,,,
3280,2020,12,동작구,4267441,3280,,,,,,,,,,
3281,2020,12,동작구,4450170,3281,,,,,,,,,,
3282,2020,12,동작구,4200826,3282,,,,,,,,,,
3283,2020,12,동작구,6567629,3283,,,,,,,,,,
3284,2020,12,동작구,6048060,3284,,,,,,,,,,
3285,2020,12,동작구,4220067,3285,,,,,,,,,,
3286,2020,12,동작구,2809312,3286,,,,,,,,,,
3287,2020,12,동작구,5349400,3287,,,,,,,,,,
3288,2020,12,동작구,5268613,3288,,,,,,,,,,
3289,2020,12,동작구,2911402,3289,,,,,,,,,,
3290,2020,12,동작구,3392827,3290,,,,,,,,,,
3291,2020,12,동작구,5339169,3291,,,,,,,,,,
3292,2020,12,동작구,6629280,3292,,,,,,,,,,
3293,2020,12,동작구,5847373,3293,,,,,,,,,,
3294,2020,12,동작구,6432426,3294,,,,,,,,,,
3295,2020,12,동작구,4517327,3295,,,,,,,,,,
3296,2020,12,동작구,3272018,3296,,,,,,,,,,
3297,2020,12,동작구,7612699,3297,,,,,,,,,,
3298,2020,12,동작구,5130008,3298,,,,,,,,,,
3299,2020,12,동작구,6595814,3299,,,,,,,,,,
3300,2020,12,동작구,4388606,3300,,,,,,,,,,
3301,2020,12,동작구,5114329,3301,,,,,,,,,,
3302,2020,12,동작구,3274245,3302,,,,,,,,,,
3303,2020,12,동작구,2914905,3303,,,,,,,,,,
3304,2020,12,동작구,5687920,3304,,,,,,,,,,
3305,2020,12,동작구,5772570,3305,,,,,,,,,,
3306,2020,12,동작구,4404915,3306,,,,,,,,,,
3307,2020,12,동작구,5316312,3307,,,,,,,,,,
3308,2020,20,영등포구,5938625,3308,,,,,,,,,,
3309,2020,20,영등포구,5029800,3309,,,,,,,,,,
3310,2020,20,영등포구,4963409,3310,,,,,,,,,,
3311,2020,20,영등포구,3952238,3311,,,,,,,,,,
3312,2020,20,영등포구,3982195,3312,,,,,,,,,,
3313,2020,20,영등포구,4809841,3313,,,,,,,,,,
3314,2020,20,영등포구,4112477,3314,,,,,,,,,,
3315,2020,20,영등포구,2509613,3315,,,,,,,,,,
3316,2020,20,영등포구,4746895,3316,,,,,,,,,,
3317,2020,20,영등포구,2566624,3317,,,,,,,,,,
3318,2020,20,영등포구,4386316,3318,,,,,,,,,,
3319,2020,20,영등포구,1370884,3319,,,,,,,,,,
3320,2020,20,영등포구,1851169,3320,,,,,,,,,,
3321,2020,20,영등포구,3416112,3321,,,,,,,,,,
3322,2020,20,영등포구,5622520,3322,,,,,,,,,,
3323,2020,20,영등포구,5046446,3323,,,,,,,,,,
3324,2020,20,영등포구,7113965,3324,,,,,,,,,,
