표준ID,ARS-ID,정류소명,X좌표,Y좌표,NUMPOINTS
"100000001","1001",종로2가사거리,126.9877861534,37.5697641508,"0"
"100000002","1002",창경궁.서울대학교병원,126.9965201597,37.5791788583,"0"
"100000003","1003",명륜3가.성대입구,126.9982901625,37.5827088189,"0"
"100000004","1004",종로2가.삼일교,126.9875072018,37.5685822333,"0"
"100000005","1005",혜화동로터리.여운형활동터,127.0016943494,37.5862299819,"0"
"101000305","1006",서대문역사거리,126.966960795,37.5662075233,"0"
"100000380","1007",서울역사박물관.경희궁앞,126.9704199006,37.569098089,"0"
"100000379","1008",서울역사박물관.경희궁앞,126.970441967,37.5693360157,"0"
"100000384","1009",광화문,126.9752405641,37.5700507533,"0"
"100000385","1010",광화문,126.9780908549,37.5702957096,"0"
"100000386","1011",종로1가,126.981,37.570072,"0"
"100000387","1012",종로1가,126.9813905902,37.5702666069,"0"
"100000388","1013",종로2가,126.985541114,37.570087252,"0"
"100000389","1014",종로2가,126.9862540445,37.5702679499,"0"
"100000390","1015",종로3가.탑골공원,126.9895689652,37.5701875394,"0"
"100000391","1016",종로3가.탑골공원,126.9899682503,37.5703886931,"0"
"100000392","1017",종로4가.종묘,126.9947286676,37.5704168801,"0"
"100000393","1018",종로4가.종묘,126.9952769536,37.5706002885,"0"
"100000394","1019",종로5가.광장시장,126.9988533013,37.5707157083,"0"
"100000395","1020",종로5가.광장시장,126.9993198827,37.5709076392,"0"
"100000396","1021",종로6가.동대문종합시장,127.0034688409,37.5709177804,"0"
"100000397","1022",종로6가.동대문종합시장,127.0057093611,37.571151812,"0"
"100000398","1023",동대문역.흥인지문,127.0134620695,37.5722800814,"0"
"100000365","1037",동대문(흥인지문),127.0124927764,37.5721671928,"0"
"100000366","1041",동묘앞,127.017533,37.573432,"0"
"100000367","1044",동묘앞,127.0196389758,37.57430372,"0"
"100000006","1101",경기상고,126.9694326007,37.5875738987,"0"
"100000007","1102",신교동,126.9703409831,37.5833029548,"0"
"100000008","1103",경기상고,126.9696701141,37.5871710777,"0"
"100000009","1104",경복고교,126.9710437135,37.5851124767,"0"
"100000010","1105",청운중학교,126.9725944389,37.5879008533,"0"
"100000011","1106",자하문고개.윤동주문학관,126.9671282401,37.5921935787,"0"
"100000012","1107",자하문고개.윤동주문학관,126.9671676756,37.5922574065,"0"
"100000013","1108",청운중학교,126.9724614507,37.5881286565,"0"
"100000014","1109",경복고교,126.9711479623,37.5850459315,"0"
"100000015","1110",통인시장종로구보건소,126.9711088601,37.5803317347,"0"
"100000016","1111",통인시장종로구보건소,126.971244042,37.5804892941,"0"
"100000017","1112",효자동,126.9705347538,37.5830818402,"0"
"100000018","1113",사직단.어린이도서관,126.9680206454,37.5751125217,"0"
"100000019","1114",사직동주민센터,126.971317861,37.5760900645,"0"
"100000020","1115",경복궁역,126.9722922115,37.5768887748,"0"
"100000021","1116",경복궁역,126.9721843535,37.5776406417,"0"
"100000022","1117",경복궁,126.9787904859,37.5757714873,"0"
"100000023","1118",KT광화문지사,126.9772022826,37.5724045047,"0"
"100000025","1120",광화문,126.9764106652,37.5700398187,"0"
"100000028","1123",서울역사박물관.경교장.강북삼성병원,126.9713844203,37.5699306396,"0"
"100000029","1124",광화문.금호아시아나본관앞,126.9731310593,37.5702090071,"0"
"100000030","1125",광화문,126.9757675414,37.5702390837,"0"
"100000031","1126",세종문화회관,126.9767121653,37.5726609499,"0"
"100000032","1127",서울지방경찰청.경복궁역,126.9714954531,37.5759010413,"0"
"100000033","1128",사직단,126.9680704944,37.5749465941,"0"
"100000034","1129",광화문광화문빌딩,126.9768398269,37.5696924869,"0"
"100000035","1130",덕성여중고,126.9819731191,37.5757394332,"0"
"100000036","1131",안국역.종로경찰서.인사동,126.984096286,37.5759711778,"0"
"100000037","1132",국민은행세검정지점,126.960969,37.604688,"0"
"100000038","1133",세검정초등학교,126.9612835938,37.6024879601,"0"
"100000039","1134",세검정.상명대,126.9587714965,37.6006650163,"0"
"100000040","1135",상명대입구.석파랑,126.958688,37.599605,"0"
"100000041","1136",하림각,126.9618276217,37.5982689981,"0"
"100000042","1137",자하문터널입구.석파정,126.9637111581,37.5955802677,"0"
"100000043","1138",부암동주민센터.무계원,126.964027,37.592874,"0"
"100000044","1139",부암동주민센터.무계원,126.9651309715,37.5927575406,"0"
"100000045","1140",자하문터널입구.석파정,126.9638097255,37.5955917876,"0"
"100000046","1141",하림각,126.9622117002,37.5981436329,"0"
"100000047","1142",상명대입구.세검정교회,126.9592185771,37.5995597419,"0"
"100000048","1143",세검정.상명대,126.9588889836,37.6006149939,"0"
"100000049","1144",세검정초등학교,126.961331061,37.6022912367,"0"
"100000051","1146",국민은행세검정지점,126.9611311347,37.6047041061,"0"
"100000053","1148",승가사입구,126.9563453023,37.6115873346,"0"
"100000054","1149",구기동현대빌라,126.956472597,37.6100359327,"0"
"100000055","1150",구기터널.삼성출판박물관,126.956183962,37.608540394,"0"
"100000056","1151",구기터널.삼성출판박물관,126.9564398314,37.6083597993,"0"
"100000057","1152",구기동,126.9585967697,37.6070445065,"0"
"100000058","1153",구기동,126.9590555591,37.6069542341,"0"
"100000059","1154",승가사입구,126.9564593194,37.6114399205,"0"
"100000060","1155",갑을씨티텔앞,126.9635570904,37.6043236614,"0"
"100000061","1156",평창파출소,126.9660715643,37.6052849029,"0"
"100000062","1157",평창동주민센터,126.9695657901,37.6066085153,"0"
"100000063","1158",일성아파트,126.972938181,37.6088011743,"0"
"100000064","1159",롯데아파트,126.9764903684,37.6103923328,"0"
"100000065","1160",롯데아파트,126.97608754,37.6100941102,"0"
"100000066","1161",벽산평창힐스아파트,126.9727676987,37.6082771069,"0"
"100000067","1162",예능교회,126.9700286792,37.6066269493,"0"
"100000068","1163",서울예술고등학교.평창동주민센터,126.9675554877,37.6058704536,"0"
"100000069","1164",화정박물관,126.9647520438,37.6045928919,"0"
"100000376","1165",강북삼성병원,126.9687255308,37.5680683964,"0"
"100000072","1167",독립문역.서대문형무소역사관,126.9593699374,37.5731514316,"0"
"100000073","1168",서대문.서울시교육청,126.9644319566,37.5681995005,"0"
"100000368","1169",서대문역사거리.적십자병원,126.9684410002,37.567780077,"0"
"100000075","1171",독립문,126.9614824815,37.571119893,"0"
"100000076","1172",창덕궁.서울돈화문국악당,126.9886004441,37.5774213234,"0"
"100000077","1173",무교동,126.9802557033,37.5691427552,"0"
"100000078","1174",청계1가.광교,126.9849078726,37.5686078815,"0"
"100000079","1175",청계2가.수표교,126.990686,37.568322,"0"
"100000080","1176",청계4가.세운교,126.9964924987,37.5688576315,"0"
"100000081","1177",청계5가.광장시장,126.9998214525,37.5693781242,"0"
"100000102","1198",원남동,126.9973383362,37.5745325055,"0"
"100000103","1199",창덕궁.우리소리박물관,126.9878760418,37.5772909819,"0"
"100000104","1200",안국역.종로경찰서.인사동,126.9841842323,37.5758656523,"0"
"100000105","1201",조계사,126.9830699963,37.5723608203,"0"
"100000106","1202",조계사,126.9828944772,37.5724880557,"0"
"100000107","1203",안국동,126.982783677,37.5746126493,"0"
"100000108","1204",종로5가.효제동.김상옥의거터,127.0021111571,37.5744636711,"0"
"100000109","1205",종로5가.효제초등학교,127.0020279531,37.5728818279,"0"
"100000414","1209",창덕궁.돈화문국악당,126.991061212,37.5774776278,"0"
"100000116","1212",종로5가,127.0020674817,37.5705560731,"0"
"100000117","1213",청계6가.동대문시장,127.0028494203,37.5697520006,"0"
"100000118","1214",동대문,127.0085128985,37.5717853606,"0"
"100000119","1215",충신동,127.006331,37.574106,"0"
"100000121","1217",충신동,127.0062426155,37.5744023584,"0"
"100000122","1218",현대그룹빌딩,127.0005178806,37.5759190979,"0"
"100000123","1219",방송통신대.이화장,127.0022981851,37.5781239863,"0"
"100000124","1220",혜화역.마로니에공원,127.0021325403,37.5811068753,"0"
"100000125","1221",혜화역.서울대병원입구,127.001921073,37.5810621214,"0"
"100000126","1222",방송통신대.이화장,127.0020798079,37.5781308016,"0"
"100000127","1223",이화동(이화장),127.0007063654,37.5760580629,"0"
"100000128","1224",창경궁.서울대학교병원,126.9967378562,37.5788183311,"0"
"100000129","1225",이화동(이화장),127.0032823109,37.5760347544,"0"
"100000130","1226",혜화동로터리,127.0008280557,37.5857259848,"0"
"100000131","1227",명륜동2가.성균관대입구,126.9992936097,37.5834067263,"0"
"100000132","1228",혜화역.서울연극센터(장면총리가옥),127.0014345133,37.584037766,"0"
"100000133","1229",혜화역.동성중고(장면총리가옥),127.0015280585,37.5845415827,"0"
"100000135","1231",종로구민회관.창신동두산아파트,127.0155867992,37.5740922328,"0"
"100000139","1235",동묘역앞,127.0156381868,37.5716870314,"0"
"100000140","1236",동묘역앞,127.0157698082,37.5718915756,"0"
"101000307","1237",청계2가교차로,126.9878778705,37.5684809008,"0"
"100000142","1238",창신3동주민센터,127.0151880645,37.5787743807,"0"
"100000143","1239",숭인1동주민센터,127.0152404443,37.5787517073,"0"
"100000144","1240",동묘역.롯데캐슬천지인,127.0156640117,37.5741819196,"0"
"100000147","1243",신설동로터리,127.0229468784,37.5758561421,"0"
"100000364","1245",동묘앞,127.017840741,37.5736846482,"0"
"100000150","1246",구기동현대빌라,126.9565956763,37.609642432,"0"
"100000151","1247",광장시장,126.9978384311,37.5695021129,"0"
"100000153","1249",혜화경찰서,126.9975710333,37.5725842353,"0"
"100000154","1250",서울역사박물관.김구집무실(경교장),126.9721427974,37.5700297892,"0"
"100000155","1251",청계3가.관수교,126.9937893395,37.5686091615,"0"
"100000156","1252",청계6가.버들다리,127.0080442227,37.5698382937,"0"
"100000157","1253",청계7가.맑은내다리,127.0129568654,37.5699186017,"0"
"100000158","1254",청계8가.영도교,127.0182740454,37.5708946343,"0"
"100000159","1256",원남동사거리,126.9982123686,37.5757861716,"0"
"100000165","1262",숭인동,127.0203787429,37.5743812645,"0"
"100000169","1267",조계사,126.9830466419,37.5727970374,"0"
"100000174","1272",세종문화회관,126.9766820992,37.5733428706,"0"
"100000179","1277",이화동(이화장),127.0029997189,37.5761871952,"0"
"100000180","1278",상명대정문,126.9550658958,37.6016661222,"0"
"100000181","1279",이북오도청,126.9558929899,37.6130517492,"0"
"100000188","1286",상명대입구.세검정교회,126.9597659183,37.5993933923,"0"
"100000189","1287",상명대입구.석파랑,126.9583524446,37.5997667554,"0"
"100000190","1288",종로중부새마을금고,127.006501742,37.5723926096,"0"
"100000191","1289",신설동로터리.신한은행앞.서울풍물시장,127.0232019754,37.5743885428,"0"
"100000192","1291",청계2가.삼일교,126.9872038194,37.5682710519,"0"
"100000193","1292",청계8가.황학교,127.0227587436,37.5720242074,"0"
"100000355","1293",평창동삼성아파트,126.9786582849,37.6111447141,"0"
"100000370","1294",안국역.종로경찰서.인사동,126.9854590464,37.5764424624,"0"
"100000369","1295",안국역.종로경찰서.인사동,126.9848481735,37.5763115855,"0"
"100000413","1297",남인사마당,126.9875496939,37.5713121046,"0"
"100900047","1500",평창파출소,126.9668406523,37.6056506192,"0"
"100900178","1501",삼청공원,126.9816830935,37.5882052194,"0"
"100900041","1502",수성동계곡,126.9642468056,37.582079256,"0"
"100900040","1503",명륜3가종점,126.9928619763,37.5909474119,"0"
"100900197","1504",명륜새마을금고,126.996701,37.587775,"0"
"100900044","1505",서대문3번출구,126.96617073,37.5663869527,"0"
"100900039","1506",낙산공원,127.0087266593,37.5804315002,"0"
"100900037","1507",인사미술공간.세탁소,126.9893927673,37.5814087002,"0"
"100900036","1508",화정박물관,126.9648998631,37.6047771434,"0"
"100900035","1509",금융연수원,126.9816318175,37.5865972134,"0"
"100900034","1510",박노수미술관,126.9666083377,37.581023839,"0"
"100900032","1511",샘미용실,126.9932462126,37.5903199403,"0"
"100900031","1512",서울국제고등학교,126.9972253431,37.5890947727,"0"
"100900029","1513",화정박물관,126.9652221138,37.6050002996,"0"
"100900188","1514",적십자병원후문앞,126.9651081997,37.5674610509,"0"
"100900202","1515",서울성곽.성대후문,126.9896241881,37.5893682771,"0"
"100900026","1516",빨래터.고희동미술관,126.9893434653,37.5826520181,"0"
"100900025","1517",세검초등학교,126.9613773877,37.6042163468,"0"
"100900024","1518",삼청동주민센터,126.9819214379,37.5842622386,"0"
"100900020","1519",통인시장,126.9687475247,37.5804505598,"0"
"100900021","1520",양현관,126.9936155639,37.5897963848,"0"
"100900017","1521",국민생활관,126.99888615,37.5898299497,"0"
"100900016","1522",오거리,126.9622896284,37.6070850345,"0"
"100900015","1523",경희궁자이2.3단지,126.9639580128,37.5687281289,"0"
"100900013","1524",창신쌍용2단지.한성대후문,127.012764,37.581314,"0"
"100900045","1525",통일부,126.9856443966,37.5875737686,"0"
"100900011","1526",원서고개,126.9878078276,37.5831392865,"0"
"100900009","1528",종로5가입구.혜화경찰서,126.9976354074,37.5717519731,"0"
"100900007","1529",삼청파출소,126.9812526796,37.5818129472,"0"
"100900005","1530",오거리.한옥마을입구,126.969546811,37.5794991106,"0"
"100900046","1531",명륜시장.성대후문,126.9952894617,37.5885243498,"0"
"100900003","1532",혜화초등학교,126.999881725,37.5872586093,"0"
"100900072","1533",청련사입구,126.9624033159,37.6080241273,"0"
"100900071","1534",영천시장,126.9627338788,37.5699374908,"0"
"100900070","1535",명신초.삼선푸르지오.힐스테이트,127.0145302942,37.5821474738,"0"
"100900069","1536",감사원,126.9853527235,37.586300211,"0"
"100900068","1537",중앙중고,126.986964643,37.5831301356,"0"
"100900067","1538",인왕빌딩,126.9576747675,37.6078776053,"0"
"100900066","1539",종로4가.종묘공원,126.9933353879,37.5705349348,"0"
"100900174","1540",국립민속박물관,126.9795529385,37.5792552245,"0"
"100900065","1541",광화문새마을금고,126.9711439779,37.579429898,"0"
"100900064","1542",새마을금고,126.996533,37.587764,"0"
"100900063","1543",혜화우체국,127.0006520186,37.5860600483,"0"
"100900062","1544",언덕앞,126.9637501759,37.6089778424,"0"
"100900061","1545",경희궁자이4단지,126.9620022341,37.5706271812,"0"
"100900060","1546",종로센트레빌후문.e편한세상보문아파트,127.0161804993,37.5818155069,"0"
"100900059","1547",사우디대사관앞.경남빌라,126.9850108305,37.5841060522,"0"
"100900058","1548",안국선원.삼거리,126.9849936691,37.582790982,"0"
"100900182","1549",구기터널입구,126.9568022595,37.6082474751,"0"
"100900057","1550",종로3가.1.3.5호선,126.9920672899,37.5710576982,"0"
"100900056","1551",경복궁,126.9794156341,37.5769491923,"0"
"100900055","1552",경복궁역,126.9723618984,37.5766970929,"0"
"100900054","1553",소나무집,126.9641242035,37.6113353268,"0"
"100900186","1554",독립문역3번출구,126.9596864458,37.5728405557,"0"
"100900053","1555",청룡사.보문파크뷰자이아파트,127.0170513118,37.5800194741,"0"
"100900052","1556",북촌한옥마을입구.정세권활동터,126.984979219,37.5815994494,"0"
"100900217","1557",종로1.2.3.4가동주민센터,126.9910278513,37.5743637018,"0"
"100900051","1558",창덕궁,126.9905175979,37.5760697805,"0"
"100900050","1561",아름다운실버,126.965434339,37.6120220057,"0"
"100900049","1562",독립문초등학교,126.9607061207,37.5738598134,"0"
"100900206","1563",종로센트레빌아파트,127.0156406862,37.5803496894,"0"
"100900048","1564",가회동주민센터,126.9849330874,37.5799374011,"0"
"100900097","1565",문방구,126.9579491594,37.6062969015,"0"
"100900096","1566",원남로터리,126.9973507275,37.576224864,"0"
"100900095","1567",보현산신각,126.9657636563,37.6134764117,"0"
"100900094","1568",천사유치원,126.9618149025,37.5746770486,"0"
"100900093","1569",쌍용아파트입구.창신역,127.015000669,37.5805106317,"0"
"100900092","1570",아름다운가게.정독도서관,126.9850931533,37.5789193765,"0"
"100900091","1571",산정빌라,126.9574984945,37.6051527285,"0"
"100900090","1572",이화사거리,127.0021146635,37.5764712733,"0"
"100900089","1573",박종화고택입구,126.9676636826,37.6143323789,"0"
"100900088","1574",무악현대아파트후문,126.9619725305,37.5763082198,"0"
"100900086","1576",헌법재판소.안국역,126.9857195563,37.5775732679,"0"
"100900184","1577",청구빌라,126.9569707206,37.6046124743,"0"
"100900085","1578",서울대어린이병원응급실.갑상선센터,126.9994855913,37.5781545815,"0"
"100900083","1580",화인빌라,126.968548374,37.6129750944,"0"
"100900082","1581",넓은마당,126.9628884426,37.5752729661,"0"
"100900207","1582",창신초등학교,127.0153870046,37.5769031178,"0"
"100900081","1583",수운회관,126.9866594846,37.5751924623,"0"
"100900080","1584",상명대후문,126.9573503086,37.6040312016,"0"
"100900079","1586",힐탑,126.9690414211,37.6116396375,"0"
"100900187","1587",신학대학교총회본부,126.963443511,37.5739759776,"0"
"100900078","1589",낙원상가,126.987422783,37.5737257903,"0"
"100900077","1590",완성빌라,126.9575212198,37.6034067236,"0"
"100900076","1591",서울대병원장례식장,126.997425207,37.5805363861,"0"
"100900075","1592",혜화역1번출구,127.0017605774,37.5834355871,"0"
"100900074","1593",감나무골공원,126.9699424574,37.6124056849,"0"
"100900073","1594",한국사회과학자료원,126.9640914803,37.5736515486,"0"
"100900205","1595",동묘역,127.0142449326,37.5726953027,"0"
"100900121","1596",금강제화,126.9875700098,37.5705509581,"0"
"100900120","1597",경진빌라,126.9578485124,37.601990957,"0"
"100900198","1598",성균관대학교앞,126.9992643769,37.5833795256,"0"
"100900176","1599",kt광화문지사,126.9772155872,37.571900094,"0"
"100900119","1607",EN갤러리,126.9706925648,37.6134476936,"0"
"100900118","1667",종로문화센터,126.9645715447,37.5746630197,"0"
"100900117","1682",동대문역.2번출구,127.0117451146,37.5719880517,"0"
"100900116","1683",종각역YMCA,126.9853306315,37.5702769422,"0"
"100900115","1684",서교빌라,126.9571666115,37.6020376855,"0"
"100900177","1685",경복궁역,126.9723959832,37.5770552749,"0"
"100900195","1686",연건동,127.000756418,37.5760635377,"0"
"100900199","1697",성대입구,126.9989020621,37.5832326513,"0"
"100900114","1698",무애사,126.9718334824,37.6139007744,"0"
"100900113","1699",단군성전앞,126.9652997161,37.5755877298,"0"
"100900192","1702",동대문종합시장,127.0062452076,37.5711646171,"0"
"100900112","1714",상명초등학교,126.9566832472,37.6009368253,"0"
"100900179","1720",법련사,126.9795902866,37.5765892665,"0"
"100900111","1721",광화문새마을금고,126.9710253248,37.5795471405,"0"
"100900110","1722",성균관대학교,126.9971586573,37.5850173186,"0"
"100900109","1723",참샘골공원,126.9741218742,37.6146083208,"0"
"100900108","1724",활터앞,126.9653645968,37.5768524783,"0"
"100900107","1725",종로5가.3번출구,127.0019716625,37.5714220587,"0"
"100900106","1727",인사동들머리.3.1독립선언터,126.9832650777,37.5720296764,"0"
"100900105","1728",정독도서관,126.9800442138,37.580217717,"0"
"100900104","1729",오거리.한옥마을입구,126.9697373674,37.5795113176,"0"
"100900103","1732",밀알기도원,126.9757356724,37.6163974196,"0"
"100000330","1763",종로1가,126.9804546746,37.5702649981,"0"
"100900102","1776",종로도서관,126.9670811749,37.5765433371,"0"
"100900101","1790",종로사우나,126.9875872057,37.5737413187,"0"
"100900180","1791",엄마분식,126.9557384547,37.6012662353,"0"
"100900100","1792",삼청파출소,126.9812397979,37.5816827285,"0"
"100900099","1793",통인시장.종로구보건소,126.9686739966,37.5803270229,"0"
"100900191","1794",종로5가역,127.0000158599,37.5707777845,"0"
"100900098","1795",평창공원지킴터입구,126.9770156594,37.6172703612,"0"
"100900145","1796",배화여중고,126.9678404333,37.5767653931,"0"
"100900143","1797",대학로입구.이화사거리,127.0025920596,37.5760857672,"0"
"100900144","1798",운현궁,126.9868070503,37.5752320419,"0"
"100900142","1799",상명대입구,126.9570082781,37.6000343037,"0"
"100900141","1800",삼청동주민센터,126.9820670354,37.5847005101,"0"
"100900140","1801",박노수미술관,126.9669162112,37.5810715032,"0"
"100900139","1802",김창열.윤명로화실,126.9783838676,37.6163425637,"0"
"100900138","1803",사직동주민센터,126.9689265111,37.5762630284,"0"
"100900137","1804",충신시장,127.0054957128,37.5750215615,"0"
"100900189","1805",안국역2번출구앞,126.9860701417,37.577156405,"0"
"100900135","1807",금융연수원,126.9817788105,37.5858665158,"0"
"100900134","1809",감람산기도원,126.9798977194,37.6159485888,"0"
"100900133","1810",카센터.터널앞,126.9658958893,37.5740915367,"0"
"100900131","1812",재동초등학교,126.9852803168,37.5787678704,"0"
"100900129","1814",삼청공원삼거리.옥호정터,126.981711424,37.5874176662,"0"
"100900128","1815",이화사거리,127.0021612506,37.575324436,"0"
"100900127","1816",연화정사,126.9795064106,37.6146506734,"0"
"100900126","1817",대신중고,126.9616840763,37.5724834461,"0"
"100900125","1819",현대사거리,126.9866292861,37.5792737665,"0"
"100900215","1820",교남동주민센터,126.9613244496,37.5721865287,"0"
"100900181","1821",부암동주민센터.무계원,126.9639626251,37.5929702925,"0"
"100900124","1823",형제봉입구,126.9816903604,37.6128678545,"0"
"100900123","1824",교남동새마을금고,126.9623511123,37.5715471715,"0"
"100900122","1825",창신초교,127.0155599726,37.5760028897,"0"
"100900168","1826",가회동주민센터,126.9850462575,37.5799442565,"0"
"100900167","1827",볼링장,126.9879587338,37.5792882137,"0"
"100900166","1829",부암슈퍼,126.9637118429,37.5947504113,"0"
"100900165","1830",지구촌교회,126.9793713925,37.6130836459,"0"
"100900164","1831",월암공원,126.9640608772,37.5712016733,"0"
"100900163","1832",숭인1동주민센터,127.0154152355,37.5774068265,"0"
"100900162","1833",북촌한옥마을입구.정세권활동터,126.985087441,37.5812823454,"0"
"100900161","1835",하림각,126.962935749,37.5976611837,"0"
"100900160","1836",보현빌라,126.9782676847,37.6152734185,"0"
"100900159","1837",스위스대사관,126.9658537057,37.5700201439,"0"
"100900157","1839",안국선원.삼거리,126.9851065205,37.5827441387,"0"
"100900156","1840",세검정교회,126.959437574,37.5994997517,"0"
"100900200","1841",혜화동로터리,127.001025,37.585841,"0"
"100900155","1842",김종영미술관,126.978167405,37.6132845834,"0"
"100900154","1843",서울시교육청,126.966867,37.569301,"0"
"100900210","1844",창신쌍용1단지.종로센트레빌아파트,127.0155933426,37.5803236367,"0"
"100900153","1845",사우디대사관,126.9851203668,37.5838643051,"0"
"100900152","1846",상명대입구,126.9573862743,37.5998416021,"0"
"100900151","1847",혜화초등학교,126.9999339318,37.5873791565,"0"
"100900150","1848",북악파크,126.9778837661,37.6109648679,"0"
"100900149","1849",강북삼성병원,126.968377426,37.5685509192,"0"
"100900148","1850",청룡사.보문파크뷰자이아파트,127.0170715626,37.5798074224,"0"
"100900147","1851",감사원,126.9855847062,37.5863002551,"0"
"100900201","1852",국민생활관,126.999259493,37.5896185675,"0"
"100900146","1853",귀빈예식장,126.9732873122,37.6090469166,"0"
"100900173","1855",종로센트레빌후문.e편한세상보문아파트,127.0162426655,37.5819267884,"0"
"100900172","1856",통일부,126.9862356221,37.5875046072,"0"
"100900171","1858",서울국제고등학교,126.997135718,37.5890764237,"0"
"100900203","1860",성대후문.와룡공원,126.9898018201,37.5890441361,"0"
"100900170","1861",상명초등학교,126.9568039885,37.6009103208,"0"
"100900169","1862",새마을금고,126.996591,37.587869,"0"
"100900002","1863",경진빌라,126.9579112589,37.6018900247,"0"
"100900004","1864",명륜시장.성대후문,126.9952573617,37.5887411963,"0"
"100900006","1865",완성빌라,126.9576705646,37.6033409051,"0"
"100900008","1866",양현관,126.9937844716,37.5897776871,"0"
"100900010","1868",상명대후문,126.9574659368,37.6040725499,"0"
"100900012","1869",샘미용실,126.993432173,37.590265093,"0"
"100900014","1870",산정빌라,126.9575840685,37.6052849819,"0"
"100900018","1872",문방구,126.957956179,37.6061570242,"0"
"100900019","1873",마트앞,126.9587519429,37.606703668,"0"
"100900022","1874",국민은행.세검정지점,126.9608711635,37.6049105807,"0"
"100900023","1875",화정박물관,126.9656123196,37.604962425,"0"
"100900027","1876",혜화역4번출구,127.0015413078,37.583472298,"0"
"100900028","1877",방송통신대앞,127.0020672577,37.578698356,"0"
"100900030","1878",서울대치과대학,126.9977684058,37.5773944493,"0"
"100900033","1879",효제초교.연동교회.김마리아활동터,127.0020640035,37.5736466069,"0"
"100900204","1881",성균관대학교,126.9900098022,37.5884673455,"0"
"100900214","1882",독립문역,126.9593030074,37.573216716,"0"
"100900038","1883",서울대치과대학,126.9978352684,37.5775507621,"0"
"100900043","1886",이화사거리,127.0021043976,37.5769496232,"0"
"100900042","1887",서울대학교병원현관.암병원현관,126.9981605421,37.5789652398,"0"
"100900211","1888",종각.공평유적전시관,126.9830861139,37.5715945112,"0"
"100900213","1889",조계사,126.9829895135,37.5738610302,"0"
"100000407","1902",대학로,127.0020227893,37.5818869883,"0"
"100000408","1903",창경궁,126.9965211601,37.5791691849,"0"
"100000409","1904",창덕궁,126.9902059736,37.5774370421,"0"
"100000410","1905",인사동.북촌,126.9838223896,37.5758549481,"0"
"100000411","1906",경복궁.국립민속박물관,126.9798460174,37.5801955967,"0"
"100000412","1907",세종문화회관,126.9767655261,37.5711339781,"0"
"100000401","1910",통인시장,126.9713415228,37.5791206246,"0"
"100000402","1911",세종문화회관,126.9767311479,37.5721093364,"0"
"101000313","1912",종각역,126.9829140886,37.5693783276,"0"
"100000403","1913",인사동.탑골공원,126.988797953,37.5701446228,"0"
"100000404","1914",종묘.세운상가,126.9941936743,37.5703916012,"0"
"100000405","1915",광장시장,126.9996619273,37.5707588859,"0"
"100000406","1916",동묘.숭인동도깨비시장,127.0179931239,37.573572777,"0"
"105000553","1917",서울풍물시장,127.0232491024,37.5733420366,"0"
"100000400","1918",청와대,126.9737046951,37.5826838766,"0"
"101000001","2001",남대문세무서.서울백병원,126.9874579937,37.5649827048,"0"
"101000002","2002",서울백병원.국가인권위.안중근활동터,126.9878514335,37.5643504512,"0"
"101000003","2003",서울역버스환승센터,126.9725910246,37.5550390603,"0"
"101000004","2004",서울역버스환승센터,126.9725522061,37.5554776389,"0"
"101000005","2005",서울역버스환승센터,126.9725602947,37.555376237,"0"
"101000006","2006",서울역버스환승센터,126.9727726582,37.5554752628,"0"
"101000007","2007",서울역버스환승센터.강우규의거터,126.9727726576,37.5554664032,"0"
"101000008","2008",숭례문,126.9737882686,37.5586333183,"0"
"101000303","2100",서울시청,126.9806329774,37.5660640631,"0"
"101000009","2101",만리동고개,126.9625260855,37.5517028711,"0"
"101000010","2102",손기정체육공원입구,126.9662684319,37.5543899838,"0"
"101000011","2103","서울의료보건고등학교,서울역서부",126.9683794719,37.5563010952,"0"
"101000012","2104",서울역서부,126.9691952084,37.5563197504,"0"
"101000013","2105",서울역서부,126.969185906,37.5569643623,"0"
"101000014","2106",중림동교차로,126.969210225,37.5583873391,"0"
"101000015","2107",종근당.충정로역,126.9643899703,37.5596102082,"0"
"101000016","2108",한국경제신문사.서소문역사공원,126.9678361628,37.5604606714,"0"
"101000017","2109","한국경제신문사,서소문역사공원",126.9679822505,37.5605834918,"0"
"101000018","2110",경찰청.동북아역사재단,126.9690060167,37.5629931372,"0"
"101000020","2113",서대문경찰서.농협은행.유관순활동터,126.9676562745,37.5648478757,"0"
"101000021","2116",염천교,126.9733638501,37.5598374617,"0"
"101000022","2117",숭례문,126.9732327954,37.5580109516,"0"
"101000023","2118",숭례문.한국일보,126.9738534689,37.5587064564,"0"
"101000025","2120",후암삼거리,126.9760729676,37.5533291272,"0"
"101000026","2121",숭례문,126.9742235154,37.5588415096,"0"
"101000027","2122",숭례문,126.9740061243,37.5585974617,"0"
"101000028","2123",숭례문,126.9735239586,37.558058134,"0"
"101000029","2124",남대문시장악세사리전문상가,126.9759991814,37.558573168,"0"
"101000030","2125",숭례문남산방향,126.9758030142,37.5585906691,"0"
"101000031","2126",남대문시장,126.9800196252,37.5613289437,"0"
"101000032","2127",북창동.남대문시장,126.9779334764,37.5610812855,"0"
"101000033","2128",시청앞,126.97648724,37.5626069098,"0"
"101000034","2131",삼성본관앞,126.9760490964,37.5620176777,"0"
"101000035","2132",시청앞,126.9763191308,37.562723356,"0"
"101000036","2133",서소문,126.9748278571,37.5633054584,"0"
