code,cafe_nm,gu_code,gu,dong_cd,dong,gibun,road,lng,lat,year,NUMPOINTS,HubName,HubDist,cafe_cd,,high_count,low_count,high_bus_sum,low_bus_sum,high_sub_average,low_sub_average,high_count,low_count,high_bus_sum,low_bus_sum,high_sub_average,low_sub_average,high_count,low_count,high_bus_sum,low_bus_sum,high_sub_average,low_sub_average
23784909,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 59-8,서울특별시 강남구 논현로,127.0286278,37.5191512,2018,2,압구정역,488.0782294,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
11931405,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2018,2,학동역,304.1309253,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
25467314,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 1-3,서울특별시 강남구 도산대로,127.0206347,37.5161838,2019,4,신사역,416.5568483,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20391638,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 241-7,서울특별시 강남구 선릉로,127.0412398,37.51660516,2019,4,강남구청역,559.672791,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
23482258,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 238-5,서울특별시 강남구 언주로,127.0357413,37.51491147,2019,5,학동역,357.7660352,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20430267,스타벅스논현힐탑,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2019,2,학동역,304.1309253,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20028664,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 87,서울특별시 강남구 논현로,127.0307455,37.51460026,2019,5,학동역,96.4758744,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
6660863,스타벅스커리학동사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 93-2,서울특별시 강남구 도산대로,127.0379529,37.52239022,2019,2,압구정로데오역,835.8182999,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20540030,스타벅스차병원사거리,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 235-11,서울특별시 강남구 봉은사로,127.0353547,37.50804228,2019,2,언주역,243.0355443,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
8736083,스타벅스차병원사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 235-11,서울특별시 강남구 봉은사로,127.0353547,37.50804228,2019,2,언주역,243.0355443,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
25585003,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 5-1,서울특별시 강남구 도산대로,127.0233685,37.51734176,2019,0,신사역,479.266333,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
23784909,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 59-8,서울특별시 강남구 논현로,127.0286278,37.5191512,2019,2,압구정역,488.0782294,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
11931405,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2019,2,학동역,304.1309253,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20430267,스타벅스논현힐탑,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2020,2,학동역,304.1309253,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
25467314,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 1-3,서울특별시 강남구 도산대로,127.0206347,37.5161838,2020,4,신사역,416.5568483,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20391638,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 241-7,서울특별시 강남구 선릉로,127.0412398,37.51660516,2020,4,강남구청역,559.672791,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
25585003,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 5-1,서울특별시 강남구 도산대로,127.0233685,37.51734176,2020,0,신사역,479.266333,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
11931405,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2020,2,학동역,304.1309253,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
8736083,스타벅스차병원사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 235-11,서울특별시 강남구 봉은사로,127.0353547,37.50804228,2020,2,언주역,243.0355443,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20540030,스타벅스차병원사거리,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 235-11,서울특별시 강남구 봉은사로,127.0353547,37.50804228,2020,2,언주역,243.0355443,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20028664,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 87,서울특별시 강남구 논현로,127.0307455,37.51460026,2020,5,학동역,96.4758744,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
23784909,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 59-8,서울특별시 강남구 논현로,127.0286278,37.5191512,2020,2,압구정역,488.0782294,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
23482258,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 238-5,서울특별시 강남구 언주로,127.0357413,37.51491147,2020,5,학동역,357.7660352,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
6660863,스타벅스커리학동사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 93-2,서울특별시 강남구 도산대로,127.0379529,37.52239022,2020,2,압구정로데오역,835.8182999,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20379539,커피빈코리아신사점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 4-2,서울특별시 강남구 도산대로,127.0223894,37.51695522,2018,2,신사역,436.4451131,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
25426701,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 234-25,서울특별시 강남구 봉은사로,127.0346447,37.50783825,2018,4,언주역,179.9600818,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20380167,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 34-21,서울특별시 강남구 논현로,127.0295177,37.51595077,2018,3,학동역,270.6603963,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
26445960,커피빈코리아논현동팍스타워,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036665,37.50993618,2018,2,언주역,471.5870431,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20024243,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 101-24,서울특별시 강남구 선릉로,127.039458,37.52147439,2018,2,압구정로데오역,898.781633,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20701159,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 88-9,서울특별시 강남구 학동로,127.0320341,37.5146739,2018,0,학동역,47.89067576,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20382185,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036665,37.50993618,2018,2,언주역,471.5870431,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
12597914,커피빈코리아논현2015번지점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 201-5,서울특별시 강남구 강남대로112길,127.0260336,37.50550591,2018,2,신논현역,545.4666814,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20379539,커피빈코리아신사점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 4-2,서울특별시 강남구 도산대로,127.0223894,37.51695522,2019,2,신사역,436.4451131,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
25426701,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 234-25,서울특별시 강남구 봉은사로,127.0346447,37.50783825,2019,4,언주역,179.9600818,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20380167,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 34-21,서울특별시 강남구 논현로,127.0295177,37.51595077,2019,3,학동역,270.6603963,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
26445960,커피빈코리아논현동팍스타워,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036665,37.50993618,2019,2,언주역,471.5870431,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20024243,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 101-24,서울특별시 강남구 선릉로,127.039458,37.52147439,2019,2,압구정로데오역,898.781633,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20701159,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 88-9,서울특별시 강남구 학동로,127.0320341,37.5146739,2019,0,학동역,47.89067576,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20382185,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036665,37.50993618,2019,2,언주역,471.5870431,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
12597914,커피빈코리아논현2015번지점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 201-5,서울특별시 강남구 강남대로112길,127.0260336,37.50550591,2019,2,신논현역,545.4666814,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20382185,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036665,37.50993618,2020,2,언주역,471.5870431,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20024243,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 101-24,서울특별시 강남구 선릉로,127.039458,37.52147439,2020,2,압구정로데오역,898.781633,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
12597914,커피빈코리아논현2015번지점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 201-5,서울특별시 강남구 강남대로112길,127.0260336,37.50550591,2020,2,신논현역,545.4666814,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20379539,커피빈코리아신사점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 4-2,서울특별시 강남구 도산대로,127.0223894,37.51695522,2020,2,신사역,436.4451131,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
16964697,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 278-22,서울특별시 강남구 봉은사로,127.0429609,37.51027569,2020,3,선정릉역,149.1024155,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20380167,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 34-21,서울특별시 강남구 논현로,127.0295177,37.51595077,2020,3,학동역,270.6603963,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
25426701,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 234-25,서울특별시 강남구 봉은사로,127.0346447,37.50783825,2020,4,언주역,179.9600818,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
26445960,커피빈코리아논현동팍스타워,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036665,37.50993618,2020,2,언주역,471.5870431,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
20701159,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 88-9,서울특별시 강남구 학동로,127.0320341,37.5146739,2020,0,학동역,47.89067576,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
23793027,폴바셋서울세관사거리,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 115-13,서울특별시 강남구 언주로,127.0357298,37.51581243,2018,4,학동역,388.4538048,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
23323417,폴바셋현대모터스튜디오서울점서울점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 91,서울특별시 강남구 언주로,127.0343472,37.52127052,2018,3,압구정역,589.1845322,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
23793027,폴바셋서울세관사거리,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 115-13,서울특별시 강남구 언주로,127.0357298,37.51581243,2019,4,학동역,388.4538048,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
23323417,폴바셋현대모터스튜디오서울점서울점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 91,서울특별시 강남구 언주로,127.0343472,37.52127052,2019,3,압구정역,589.1845322,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
26487873,폴바셋서울세관사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 115-13,서울특별시 강남구 언주로,127.0357298,37.51581243,2019,4,학동역,388.4538048,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
26487873,폴바셋서울세관사거리점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 115-13,서울특별시 강남구 언주로,127.0357298,37.51581243,2020,4,학동역,388.4538048,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
23793027,폴바셋서울세관사거리,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 115-13,서울특별시 강남구 언주로,127.0357298,37.51581243,2020,4,학동역,388.4538048,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
23323417,폴바셋현대모터스튜디오서울점서울점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 91,서울특별시 강남구 언주로,127.0343472,37.52127052,2020,3,압구정역,589.1845322,1,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
16258142,MEGAGEN,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 268-15,서울특별시 강남구 선릉로,127.0432671,37.51109813,2018,2,선정릉역,134.4009504,0,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
25719537,빽다방논현본점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 165-15,서울특별시 강남구 봉은사로1길,127.0240347,37.5070122,2018,5,신논현역,707.8182626,0,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
25719537,빽다방논현본점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 165-15,서울특별시 강남구 봉은사로1길,127.0240347,37.5070122,2019,5,신논현역,707.8182626,0,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
17089236,컴포즈커피,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 166,서울특별시 강남구 강남대로122길,127.0240605,37.50763414,2020,3,신논현역,712.6303681,0,,20,2,52,7,419.2474405,421.1096065,22,1,58,5,409.8380982,707.8182626,23,1,61,3,398.5017641,712.6303681
23271125,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1024,서울특별시 강남구 도곡로,127.0552134,37.4966152,2018,2,한티역,430.3567195,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
20607525,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 507,서울특별시 강남구 남부순환로,127.0619041,37.49334362,2018,4,대치역,177.3609075,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
20028995,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 942-5,서울특별시 강남구 삼성로86길,127.0579257,37.50576457,2018,0,한티역,918.6587958,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
22580385,스타벅스삼성교점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1001-8,서울특별시 강남구 영동대로86길,127.0651728,37.50781348,2018,3,봉은사역,791.1022279,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
20484259,스타벅스학여울점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 994-10,서울특별시 강남구 영동대로,127.0685071,37.49799127,2018,2,학여울역,324.7326738,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
20028687,스타벅스대치점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 988-17,서울특별시 강남구 도곡로,127.0622213,37.49962651,2018,1,대치역,573.7856003,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
23498613,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 651,서울특별시 강남구 남부순환로,127.0573953,37.4921724,2018,3,도곡역,271.5420936,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
20681728,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 889-70,서울특별시 강남구 테헤란로64길,127.0511761,37.50376427,2018,3,선릉역,258.8940039,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
12042236,스타벅스대치은마사거리점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 941-19,서울특별시 강남구 도곡로,127.0601595,37.49899741,2018,2,대치역,567.1478876,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
11931313,스타벅스대치사거리점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 960-5,서울특별시 강남구 삼성로,127.0588155,37.50335683,2018,2,한티역,787.7550379,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
23271125,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1024,서울특별시 강남구 도곡로,127.0552134,37.4966152,2019,2,한티역,430.3567195,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
20607525,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 507,서울특별시 강남구 남부순환로,127.0619041,37.49334362,2019,4,대치역,177.3609075,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
20028995,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 942-5,서울특별시 강남구 삼성로86길,127.0579257,37.50576457,2019,0,한티역,918.6587958,1,,26,3,45,4,514.5925852,565.141633,31,6,57,10,499.7366861,480.0363126,33,5,64,7,491.2768598,512.2297519
