field_1,상가업소번호,상호명,시군구코드,시군구명,법정동코드,법정동명,지번주소,도로명,경도,위도,year,NUMPOINTS
"134","28520216",스타벅스미아사거리역점,"11305",강북구,"1130510100",미아동,서울특별시 강북구 미아동 35-30,서울특별시 강북구 도봉로,127.030685494292,37.6118406150505,"2019","32"
"135","12076165",스타벅스송파방이DT점,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.120508852575,37.5065444620512,"2019","11"
"136","25928281",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 52-17,서울특별시 강남구 삼성로,127.051146995902,37.5176763205093,"2019","10"
"137","11757465",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 812-2,서울특별시 서초구 방배로,126.99050928001,37.4919441682448,"2019","24"
"138","11798770",스타벅스역삼럭키점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.039391664754,37.4922256105997,"2019","13"
"139","11707694",스타벅스종암점,"11290",성북구,"1129013500",종암동,서울특별시 성북구 종암동 3-686,서울특별시 성북구 종암로,127.033983452137,37.6011813308853,"2019","32"
"140","11765466",스타벅스포스코사거리점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 157-36,서울특별시 강남구 테헤란로,127.057428066223,37.5075627123392,"2019","13"
"141","25637642",스타벅스,"11710",송파구,"1171010700",가락동,서울특별시 송파구 가락동 125-6,서울특별시 송파구 동남로,127.126233039197,37.4918996397466,"2019","17"
"142","11869893",스타벅스청계산입구역점,"11650",서초구,"1165011100",신원동,서울특별시 서초구 신원동 205-1,서울특별시 서초구 청계산로,127.056252426389,37.4472723955747,"2019","9"
"143","11931405",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255003449,37.5115850987019,"2019","17"
"144","11931313",스타벅스대치사거리점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 960-5,서울특별시 강남구 삼성로,127.058815537065,37.5033568327036,"2019","13"
"145","11836610",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 신반포로,127.011922479411,37.5086144884618,"2019","14"
"146","12104846",스타벅스강남우성점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 832-3,서울특별시 강남구 강남대로,127.030693855019,37.4923527985882,"2019","32"
"147","11978034",스타벅스성신여대정문,"11290",성북구,"1129011700",동선동2가,서울특별시 성북구 동선동2가 134,서울특별시 성북구 보문로34길,127.018842126834,37.5908296207397,"2019","25"
"148","12064739",스타벅스,"11305",강북구,"1130510100",미아동,서울특별시 강북구 미아동 812-2,서울특별시 강북구 삼양로,127.021108114965,37.6183841817231,"2019","19"
"149","11970460",스타벅스압구정점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 609,서울특별시 강남구 압구정로30길,127.029541735527,37.5263220722528,"2019","10"
"150","12042236",스타벅스대치은마사거리점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 941-19,서울특별시 강남구 도곡로,127.060159533829,37.4989974073525,"2019","14"
"151","12478338",스타벅스,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.120565823608,37.5065088438119,"2019","10"
"152","12421780",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 777-11,서울특별시 서초구 방배중앙로,126.986552647513,37.493523177117,"2019","31"
"153","12338982",스타벅스,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 89-4,서울특별시 강남구 도산대로57길,127.041819329691,37.5252509543256,"2019","15"
"154","12431198",스타벅스청담영동대로점,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 132-1,서울특별시 강남구 영동대로,127.056440999381,37.5221789486327,"2019","8"
"155","12514290",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 736-2,서울특별시 서초구 강남대로85길,127.022582353053,37.507360608756,"2019","18"
"156","12434847",스타벅스신사가로수점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 533-11,서울특별시 강남구 압구정로12길,127.022506036871,37.5218849410754,"2019","8"
"157","12129375",스타벅스송파구청점,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 22-5,서울특별시 송파구 오금로,127.107405691887,37.5146007564183,"2019","10"
"158","12657109",스타벅스이수역사거리점,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 3001-2,서울특별시 서초구 서초대로,126.983047389605,37.4859872810427,"2019","27"
"159","12521573",스타벅스커피강남대로신사,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019520989445,37.5148500163394,"2019","14"
"160","12637945",스타벅스공릉역점,"11350",노원구,"1135010300",공릉동,서울특별시 노원구 공릉동 379-27,서울특별시 노원구 동일로,127.072254551413,37.6263661213083,"2019","32"
"161","12611340",스타벅스송파위례점,"11710",송파구,"1171010900",장지동,서울특별시 송파구 장지동 884,서울특별시 송파구 위례광장로,127.143743892245,37.478547924507,"2019","15"
"162","12510878",스타벅스,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 44-12,서울특별시 강남구 학동로,127.045958023572,37.5183012998145,"2019","9"
"163","12584840",스타벅스문정하비오점,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.124872301331,37.4796170833121,"2019","20"
"164","12520814",스타벅스잠실대교남단점,"11710",송파구,"1171010200",신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 올림픽로35길,127.098885013703,37.5157795174384,"2019","14"
"165","12521939",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 19-4,서울특별시 서초구 신반포로,127.00681633008,37.5064271601893,"2019","18"
"166","12563750",스타벅스,"11710",송파구,"1171010200",신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 송파대로,127.098885013703,37.5157795174384,"2019","14"
"167","12573377",스타벅스문정역점,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 651,서울특별시 송파구 송파대로,127.120744114354,37.4845512962666,"2019","8"
"168","12576496",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019520989445,37.5148500163394,"2019","14"
"169","12553778",스타벅스,"11290",성북구,"1129013600",하월곡동,서울특별시 성북구 하월곡동 89-7,서울특별시 성북구 동소문로,127.029301985316,37.6076123821039,"2019","26"
"170","12665937",스타벅스강남점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 825,서울특별시 강남구 강남대로,127.028564755794,37.4978317500288,"2019","38"
"171","12666554",스타벅스강남오거리점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 813-17,서울특별시 강남구 봉은사로2길,127.026643378379,37.5020959446628,"2019","38"
"172","14057308",스타벅스노원마들역점,"11350",노원구,"1135010500",상계동,서울특별시 노원구 상계동 694,서울특별시 노원구 노원로,127.057078652885,37.6609627165363,"2019","21"
"173","16109325",스타벅스,"11710",송파구,"1171011200",오금동,서울특별시 송파구 오금동 20-17,서울특별시 송파구 마천로7길,127.128171659166,37.5089890769025,"2019","18"
"174","16196627",스타벅스,"11650",서초구,"1165010200",양재동,서울특별시 서초구 양재동 307-2,서울특별시 서초구 언남10길,127.044106392345,37.4736569936191,"2019","15"
"175","16009661",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1329-7,서울특별시 서초구 강남대로,127.029220063815,37.4935120699427,"2019","38"
"176","16209256",스타벅스,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 621-1,서울특별시 강남구 언주로,127.033091753681,37.527387399188,"2019","11"
"177","16242201",스타벅스,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 55-6,서울특별시 송파구 송파대로,127.123075719073,37.4862896561624,"2019","13"
"178","16252691",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1303-22,서울특별시 서초구 강남대로,127.024088422942,37.5037508251603,"2019","36"
"179","16206207",스타벅스,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 642,서울특별시 송파구 송파대로,127.120580668252,37.4878840133883,"2019","8"
"180","16219813",스타벅스,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 956,서울특별시 강남구 남부순환로,127.036608959864,37.4852467893652,"2019","22"
"181","16059494",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1365-23,서울특별시 서초구 남부순환로,127.030049982544,37.4844272247247,"2019","15"
"182","16095836",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 114-9,서울특별시 강남구 봉은사로,127.048500978939,37.5113566651683,"2019","8"
"183","16129812",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 907-1,서울특별시 서초구 방배로,126.996073072997,37.4843326178498,"2019","31"
"184","16113431",스타벅스,"11710",송파구,"1171010700",가락동,서울특별시 송파구 가락동 174-14,서울특별시 송파구 오금로,127.13626162278,37.4969832953838,"2019","19"
"185","16279533",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 944-31,서울특별시 강남구 테헤란로,127.060560942124,37.5075786596138,"2019","21"
"186","16308823",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 599,서울특별시 강남구 남부순환로,127.062646457685,37.494565941597,"2019","16"
"187","20847208",STARBUCKSCOFFEE,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.00239321346,37.5039300142165,"2019","20"
"0","20680373",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 28-1,서울특별시 서초구 강남대로,127.019762756075,37.5136626341355,"2019","17"
"1","20288646",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 168-26,서울특별시 강남구 테헤란로103길,127.063878213052,37.5100378471739,"2019","21"
"2","25467314",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 1-3,서울특별시 강남구 도산대로,127.020634740018,37.5161838031466,"2019","11"
"3","25576902",스타벅스올림픽평화의문점,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 180-8,서울특별시 송파구 위례성대로,127.116316775923,37.5157850739286,"2019","11"
"4","5133712",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.057100286394,37.5129393969289,"2019","10"
"5","20545007",스타벅스가락시장역점,"11710",송파구,"1171010700",가락동,서울특별시 송파구 가락동 79,서울특별시 송파구 중대로,127.121533304074,37.4944057821458,"2019","21"
"6","20003237",스타벅스석촌역,"11710",송파구,"1171010500",석촌동,서울특별시 송파구 석촌동 286-9,서울특별시 송파구 백제고분로,127.106013406608,37.5042460725183,"2019","12"
"7","20706065",스타벅스,"11290",성북구,"1129013600",하월곡동,서울특별시 성북구 하월곡동 46-73,서울특별시 성북구 화랑로,127.040441763055,37.6018196933437,"2019","21"
"8","20009393",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1318-8,서울특별시 서초구 강남대로,127.026828896545,37.4982589797032,"2019","45"
"9","23271125",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 1024,서울특별시 강남구 도곡로,127.055213389641,37.496615204091,"2019","13"
"10","20325090",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 53,서울특별시 강남구 학동로,127.051439622604,37.518687851269,"2019","10"
"11","20082320",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1439-14,서울특별시 서초구 남부순환로339길,127.021572760891,37.4859161526789,"2019","19"
"12","20488763",스타벅스압구정로데오역,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.040513119755,37.5265378643378,"2019","14"
"13","20006883",스타벅스강남삼성타운점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1327-5,서울특별시 서초구 서초대로78길,127.027735014225,37.4955362431632,"2019","41"
"14","20391638",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 241-7,서울특별시 강남구 선릉로,127.041239849867,37.5166051560388,"2019","11"
"15","23321462",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 830-69,서울특별시 강남구 역삼로,127.033000493348,37.494128761553,"2019","21"
"16","20250808",스타벅스,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 92,서울특별시 성북구 인촌로,127.030747660126,37.5860984036961,"2019","21"
"17","20093795",스타벅스,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 175,서울특별시 송파구 백제고분로,127.079029120505,37.510526383519,"2019","8"
"18","20607525",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 507,서울특별시 강남구 남부순환로,127.06190405786,37.4933436201599,"2019","12"
"19","23310463",스타벅스삼선교점,"11290",성북구,"1129010500",동소문동2가,서울특별시 성북구 동소문동2가 11,서울특별시 성북구 동소문로,127.007320332261,37.5887239609069,"2019","29"
"20","23288567",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 851-1,서울특별시 서초구 방배로,126.99245761598,37.4900145248382,"2019","29"
"21","19993461",스타벅스,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 1-2,서울특별시 성북구 안암로,127.031701809695,37.5884849860916,"2019","15"
"22","20600882",스타벅스,"11710",송파구,"1171010200",신천동,서울특별시 송파구 신천동 7-17,서울특별시 송파구 송파대로,127.099535260634,37.5153249372707,"2019","15"
"23","20014593",스타벅스방배카페입구,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.985676893834,37.4972370082012,"2019","20"
"24","23514101",스타벅스이수역점,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 3000-1,서울특별시 서초구 동작대로,126.982689936644,37.4864978042431,"2019","28"
"25","20026883",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 51,서울특별시 강남구 삼성로,127.052704674305,37.5134718899824,"2019","8"
"26","20014851",스타벅스,"11680",강남구,"1168011500",수서동,서울특별시 강남구 수서동 713,서울특별시 강남구 밤고개로1길,127.101842066177,37.4880133628924,"2019","14"
"27","23482258",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 238-5,서울특별시 강남구 언주로,127.035741342646,37.5149114670439,"2019","11"
"28","20831001",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 735-3,서울특별시 강남구 테헤란로,127.033792423212,37.4993703754632,"2019","7"
"29","23220273",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 748-1,서울특별시 서초구 강남대로,127.023626959081,37.5053148456229,"2019","30"
"30","20291002",스타벅스중계역점,"11350",노원구,"1135010500",상계동,서울특별시 노원구 상계동 763-3,서울특별시 노원구 동일로,127.06215871021,37.6481544698442,"2019","24"
"31","20016436",스타벅스,"11305",강북구,"1130510200",번동,서울특별시 강북구 번동 418-17,서울특별시 강북구 도봉로,127.026107842176,37.6380230767307,"2019","37"
"32","20010719",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 92-1,서울특별시 서초구 서래로,126.998542320991,37.4992570081851,"2019","17"
"33","20385995",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 736-1,서울특별시 강남구 테헤란로,127.034941231236,37.4997401884001,"2019","8"
"34","23210644",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1464-22,서울특별시 서초구 남부순환로,127.012347140463,37.4806673259512,"2019","19"
"35","20015708",스타벅스남부터미널2점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1457-1,서울특별시 서초구 효령로,127.014197798445,37.4843861241449,"2019","35"
"36","23517515",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 118-3,서울특별시 서초구 사평대로,127.007826111215,37.5044803619627,"2019","21"
"37","22934175",스타벅스,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 529-10,서울특별시 강남구 논현로175길,127.021629292234,37.5231842055575,"2019","5"
"38","23224039",스타벅스,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 52-1,서울특별시 강남구 도산대로,127.051571721037,37.5243385164378,"2019","7"
"39","20385969",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 70-1,서울특별시 서초구 잠원로,127.006957982903,37.5102488124166,"2019","17"
"40","20482725",스타벅스,"11680",강남구,"1168010300",개포동,서울특별시 강남구 개포동 1229-1,서울특별시 강남구 논현로,127.045116281379,37.4778100339866,"2019","21"
"41","20430267",스타벅스논현힐탑,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255003449,37.5115850987019,"2019","17"
"42","20803626",스타벅스삼성도심공항점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 154-10,서울특별시 강남구 테헤란로87길,127.057908690998,37.5098191857712,"2019","22"
"43","25292064",스타벅스선정릉역점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 37-17,서울특별시 강남구 봉은사로,127.044549435311,37.5107751239617,"2019","12"
"44","20028664",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 87,서울특별시 강남구 논현로,127.030745538681,37.5146002603752,"2019","12"
"45","20028264",스타벅스,"11350",노원구,"1135010600",중계동,서울특별시 노원구 중계동 360-6,서울특별시 노원구 중계로,127.075977431142,37.6504980859283,"2019","23"
"46","20286267",스타벅스선릉로점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 697-45,서울특별시 강남구 선릉로93길,127.046716041969,37.5049537931293,"2019","10"
"47","20028995",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 942-5,서울특별시 강남구 삼성로86길,127.057925714358,37.5057645704233,"2019","16"
"48","20248022",스타벅스미아역점,"11305",강북구,"1130510100",미아동,서울특별시 강북구 미아동 121-19,서울특별시 강북구 도봉로,127.026557543462,37.626133124926,"2019","21"
"49","20308953",스타벅스,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 104-30,서울특별시 성북구 인촌로24길,127.029688991151,37.58391819363,"2019","19"
"50","20282898",스타벅스,"11350",노원구,"1135010500",상계동,서울특별시 노원구 상계동 712,서울특별시 노원구 동일로,127.060001689909,37.6547599052796,"2019","24"
"51","20307826",스타벅스역삼럭키,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.039391664754,37.4922256105997,"2019","13"
"52","20017045",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 679,서울특별시 강남구 논현로,127.037277378321,37.5018857412981,"2019","9"
"53","23197283",스타벅스교대역점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1693-3,서울특별시 서초구 서초중앙로,127.01395530164,37.4942326373696,"2019","17"
"54","23498986",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 37-7,서울특별시 서초구 강남대로,127.020627628152,37.5115343141544,"2019","13"
"55","22580385",스타벅스삼성교점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 1001-8,서울특별시 강남구 영동대로86길,127.065172799171,37.5078134808243,"2019","18"
"56","6660863",스타벅스커리학동사거리점,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 93-2,서울특별시 강남구 도산대로,127.037952943537,37.5223902189029,"2019","11"
"57","20680170",스타벅스서울교대점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1623-1,서울특별시 서초구 서초중앙로,127.015152866623,37.4874306484335,"2019","28"
"58","20010511",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1657-5,서울특별시 서초구 서초중앙로,127.014217033954,37.4923876590647,"2019","22"
"59","20388439",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 708-6,서울특별시 강남구 테헤란로,127.048515927976,37.5039411013992,"2019","16"
"60","23312129",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 52-6,서울특별시 서초구 서초중앙로,127.011539185408,37.5016551524635,"2019","17"
"61","25240856",스타벅스강북구청사거리점,"11305",강북구,"1130510300",수유동,서울특별시 강북구 수유동 174-13,서울특별시 강북구 도봉로,127.02732798436,37.6400334380793,"2019","26"
"62","23311558",스타벅스청담사거리점,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 6-5,서울특별시 강남구 도산대로,127.046850137088,37.5237598736832,"2019","11"
"63","23248292",스타벅스방이역점,"11710",송파구,"1171011200",오금동,서울특별시 송파구 오금동 17-8,서울특별시 송파구 마천로,127.126638532343,37.5085452424071,"2019","12"
"64","23196601",스타벅스서초파라곤점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1327-29,서울특별시 서초구 서초대로74길,127.027403494967,37.494938817542,"2019","41"
"65","20691915",스타벅스,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 583-3,서울특별시 강남구 논현로,127.027896853364,37.5240469060232,"2019","10"
"66","20378251",스타벅스신압구정점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 639-7,서울특별시 강남구 언주로174길,127.036420025086,37.5281084112342,"2019","11"
"67","23454449",스타벅스,"11650",서초구,"1165010200",양재동,서울특별시 서초구 양재동 14-4,서울특별시 서초구 강남대로,127.036850060857,37.4823203167867,"2019","27"
"68","23513141",스타벅스올림픽공원남문점,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 181,서울특별시 송파구 위례성대로,127.122996982138,37.5133299197545,"2019","14"
"69","20007418",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1307-19,서울특별시 서초구 서초대로77길,127.025481611828,37.5001130565393,"2019","43"
"70","20691462",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 908-10,서울특별시 서초구 방배로,126.997630905934,37.4819850802876,"2019","29"
"71","20540030",스타벅스차병원사거리,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 235-11,서울특별시 강남구 봉은사로,127.035354656802,37.5080422802738,"2019","17"
"72","19984883",스타벅스,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 40,서울특별시 송파구 올림픽로,127.094467266876,37.5106637669365,"2019","12"
"73","20012839",스타벅스예술의전당점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1451-95,서울특별시 서초구 남부순환로323길,127.013483063726,37.4811273444246,"2019","22"
"74","20484259",스타벅스학여울점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 994-10,서울특별시 강남구 영동대로,127.068507100293,37.4979912661689,"2019","12"
"75","25313530",스타벅스사당로데오점,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 444-7,서울특별시 서초구 방배천로,126.982147054224,37.4773384162976,"2019","22"
"76","23186849",스타벅스신천역점,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 181,서울특별시 송파구 올림픽로,127.081200820667,37.5114533637489,"2019","7"
"77","26268835",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 831-25,서울특별시 강남구 강남대로78길,127.030536634875,37.4948924865489,"2019","30"
"78","8730737",스타벅스가든파이브,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 628,서울특별시 송파구 충민로,127.119370608348,37.4782606521025,"2019","6"
"79","8736083",스타벅스차병원사거리점,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 235-11,서울특별시 강남구 봉은사로,127.035354656802,37.5080422802738,"2019","17"
"80","8735684",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 677-25,서울특별시 강남구 테헤란로,127.040652567424,37.5023907598919,"2019","11"
"81","25285303",스타벅스,"11290",성북구,"1129013500",종암동,서울특별시 성북구 종암동 3-1297,서울특별시 성북구 종암로28길,127.034276237521,37.6013098726705,"2019","31"
"82","8732182",스타벅스뱅뱅사거리점,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 946-14,서울특별시 강남구 강남대로,127.032473020123,37.4885559134485,"2019","25"
"83","26261077",스타벅스,"11710",송파구,"1171010700",가락동,서울특별시 송파구 가락동 97-7,서울특별시 송파구 송파대로30길,127.118768373869,37.4948807737535,"2019","22"
"84","8736085",스타벅스경복아파트점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 681,서울특별시 강남구 봉은사로,127.040352822046,37.5090200893742,"2019","15"
"85","8729351",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 809-10,서울특별시 강남구 강남대로,127.025555471117,37.5031321984073,"2019","35"
"86","8725994",스타벅스,"11290",성북구,"1129013400",길음동,서울특별시 성북구 길음동 20-1,서울특별시 성북구 동소문로,127.028725560472,37.6083915431599,"2019","28"
"87","8732314",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 678-39,서울특별시 강남구 테헤란로,127.039222819099,37.5018745487421,"2019","10"
"88","23447206",스타벅스석촌서호점,"11710",송파구,"1171010600",삼전동,서울특별시 송파구 삼전동 130-2,서울특별시 송파구 석촌호수로,127.096611664662,37.5063641179998,"2019","10"
"89","25456593",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1445-4,서울특별시 서초구 서초중앙로,127.0169304208,37.484670199789,"2019","26"
"90","9780390",스타벅스월계이마트점,"11350",노원구,"1135010200",월계동,서울특별시 노원구 월계동 333-1,서울특별시 노원구 마들로3길,127.061966366957,37.6265010290164,"2019","14"
"91","20880708",스타벅스잠실점,"11710",송파구,"1171010200",신천동,서울특별시 송파구 신천동 11-4,서울특별시 송파구 올림픽로35가길,127.103446561974,37.5174361339672,"2019","8"
"92","20009577",스타벅스,"11650",서초구,"1165010200",양재동,서울특별시 서초구 양재동 4-3,서울특별시 서초구 논현로,127.042575597088,37.4819884081853,"2019","23"
"93","20699038",스타벅스,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 635-13,서울특별시 강남구 압구정로42길,127.034716758462,37.5268330299984,"2019","13"
"94","22800473",스타벅스노원케이티점,"11350",노원구,"1135010500",상계동,서울특별시 노원구 상계동 723,서울특별시 노원구 노해로,127.063825860056,37.6543668305308,"2019","29"
"95","20389010",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 701-7,서울특별시 강남구 테헤란로,127.043762069759,37.5033350490038,"2019","6"
"96","23208222",스타벅스,"11320",도봉구,"1132010700",창동,서울특별시 도봉구 창동 659-5,서울특별시 도봉구 도봉로,127.034868675382,37.6483488366145,"2019","25"
"97","25683194",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 70-2,서울특별시 서초구 잠원로,127.007423858098,37.5092345394587,"2019","19"
"98","25694521",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.00239321346,37.5039300142165,"2019","20"
"99","11516500",스타벅스,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 126-1,서울특별시 성북구 인촌로,127.026341469346,37.5870983380348,"2019","18"
"100","20295450",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1699-3,서울특별시 서초구 서초중앙로,127.013361956833,37.4963541721937,"2019","18"
"101","20028687",스타벅스대치점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 988-17,서울특별시 강남구 도곡로,127.062221296007,37.4996265116081,"2019","12"
