field_1,code,cafe_nm,gu_code,gu,dong_cd,dong,gibun,road,lng,lat,year,NUMPOINTS,HubName,HubDist,cafe_cd,star,coffee,paul,mega,paik,com,high,low,total
1029,17074682,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 323-13,서울특별시 노원구 노해로,127.0645382,37.65539966,2019,6,노원역,388.4030101,0,13,4,0,13,4,2,17,19,36
1030,17051958,메가커피,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 90-1,서울특별시 노원구 노원로1길,127.086421,37.62221474,2019,2,화랑대역,376.7382889,0,6,0,0,2,2,0,6,4,10
1031,12667550,메가커피,11305,강북구,1130510400,우이동,서울특별시 강북구 우이동 100-34,서울특별시 강북구 삼양로149길,127.0121725,37.65419788,2019,2,솔밭공원역,231.5648587,0,0,0,0,8,0,0,0,8,8
1032,17065303,메가커피,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 938,서울특별시 강남구 도곡로,127.0546263,37.49743047,2019,2,한티역,332.9042821,0,39,48,3,6,6,2,90,14,104
1033,17050981,메가커피,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 154-22,서울특별시 노원구 덕릉로83길,127.074396,37.66012676,2019,3,상계역,125.3794102,0,3,3,0,6,2,0,6,8,14
1034,17075288,메가커피,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 46-1,서울특별시 노원구 화랑로,127.065155,37.6152273,2019,9,석계역,75.72021828,0,7,0,0,4,2,0,7,6,13
1035,17132452,메가커피,11320,도봉구,1132010600,방학동,서울특별시 도봉구 방학동 715-9,서울특별시 도봉구 도봉로150길,127.0453432,37.66576092,2019,3,방학역,79.7759621,0,0,0,0,6,0,0,0,6,6
1036,16111201,메가커피,11290,성북구,1129011900,동선동4가,서울특별시 성북구 동선동4가 42,서울특별시 성북구 아리랑로,127.0163777,37.59396275,2019,3,성신여대입구역,101.8764413,0,0,0,0,3,0,0,0,3,3
1037,17122634,메가커피,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 173-6,서울특별시 강북구 도봉로,127.0284254,37.64103362,2019,4,수유역,658.2019113,0,3,3,0,6,2,0,6,8,14
1038,17127268,메가커피,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 838-62,서울특별시 강북구 솔샘로,127.0164738,37.62021079,2019,4,솔샘역,273.1204623,0,9,0,0,7,0,0,9,7,16
1039,16685140,메가커피,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 582-3,서울특별시 강남구 압구정로28길,127.027819,37.52481216,2019,3,압구정역,147.8378457,0,22,22,7,2,6,1,51,9,60
1040,17112121,메가커피,11320,도봉구,1132010500,쌍문동,서울특별시 도봉구 쌍문동 19-15,서울특별시 도봉구 도당로,127.0351438,37.65948785,2019,5,쌍문역,1157.77049,0,0,0,0,4,0,0,0,4,4
1041,12594558,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 1267,서울특별시 노원구 동일로,127.0558038,37.68018053,2019,3,수락산역,303.7040123,0,13,4,0,13,4,2,17,19,36
1042,12492744,메가커피,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 101-2,서울특별시 성북구 인촌로27길,127.0296944,37.58699079,2019,4,안암역,101.978829,0,15,8,0,3,2,0,23,5,28
1043,16047773,메가커피,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 645,서울특별시 송파구 법원로11길,127.1162166,37.48494102,2019,0,문정역,564.6921559,0,15,13,0,7,2,4,28,13,41
1044,17140897,메가커피,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 18-14,서울특별시 성북구 화랑로13길,127.0425235,37.60374681,2019,4,월곡역,241.0052195,0,6,0,0,4,2,0,6,6,12
1045,16951879,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 749-5,서울특별시 노원구 동일로,127.062189,37.65025412,2019,2,노원역,381.9006574,0,13,4,0,13,4,2,17,19,36
1046,16243503,메가커피,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1716-3,서울특별시 서초구 서초대로,127.0114,37.49333726,2019,1,서초역,377.3097144,0,52,62,14,5,6,1,128,14,142
1047,16570528,메가커피,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1716-3,서울특별시 서초구 서초대로,127.0114,37.49333726,2019,1,서초역,377.3097144,0,52,62,14,5,6,1,128,14,142
1048,17168473,메가커피,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 68-17,서울특별시 서초구 신반포로,127.0050321,37.50621391,2019,2,고속터미널역,152.1151453,0,23,4,3,2,0,0,30,2,32
1049,17179227,메가커피,11290,성북구,1129013300,정릉동,서울특별시 성북구 정릉동 45-72,서울특별시 성북구 북악산로,127.018373,37.59896211,2019,2,성신여대입구역,665.1346917,0,0,0,0,4,2,0,0,6,6
1050,15954955,메가커피,11305,강북구,1130510400,우이동,서울특별시 강북구 우이동 100-34,서울특별시 강북구 삼양로149길,127.0122181,37.65417123,2019,2,솔밭공원역,233.1106849,0,0,0,0,8,0,0,0,8,8
1051,16592013,메가커피,11320,도봉구,1132010700,창동,서울특별시 도봉구 창동 569-85,서울특별시 도봉구 덕릉로,127.0386386,37.63896381,2019,3,수유역,678.8990037,0,4,0,0,2,0,0,4,2,6
1052,16586287,메가커피,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 97-5,서울특별시 송파구 중대로9길,127.1189823,37.49496346,2019,0,가락시장역,237.1589278,0,13,1,0,4,4,2,14,10,24
1053,17158063,메가커피,11680,강남구,1168010300,개포동,서울특별시 강남구 개포동 186-4,서울특별시 강남구 개포로82길,127.0677411,37.48865026,2019,3,개포동역,224.1385656,0,3,0,0,4,0,0,3,4,7
1054,17178583,메가커피,11710,송파구,1171010300,풍납동,서울특별시 송파구 풍납동 405-3,서울특별시 송파구 토성로,127.1167472,37.529169,2019,1,강동구청역,458.5896621,0,0,0,0,2,0,0,0,2,2
1055,15658387,메가커피,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 821,서울특별시 강남구 테헤란로,127.0280225,37.49865626,2019,2,강남역,738.2969968,0,71,59,3,3,9,0,134,12,146
1056,16590045,메가커피,11680,강남구,1168010300,개포동,서울특별시 강남구 개포동 186-4,서울특별시 강남구 개포로82길,127.0677411,37.48865026,2019,3,개포동역,224.1385656,0,3,0,0,4,0,0,3,4,7
1057,17264349,메가커피,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 366-9,서울특별시 노원구 한글비석로,127.0773808,37.65156328,2019,4,상계역,1106.585566,0,3,3,0,6,2,0,6,8,14
1058,17261984,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 749-5,서울특별시 노원구 동일로,127.0622498,37.64992122,2019,2,노원역,418.7106539,0,13,4,0,13,4,2,17,19,36
1059,17201313,메가커피,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 279-124,서울특별시 강북구 삼양로,127.0143088,37.64862034,2019,4,가오리역,801.7736198,0,3,3,0,6,2,0,6,8,14
1060,17091435,메가커피,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 941-32,서울특별시 강남구 도곡로77길,127.0587262,37.49876073,2019,2,대치역,617.8723745,0,39,48,3,6,6,2,90,14,104
1061,17098514,메가커피,11290,성북구,1129013400,길음동,서울특별시 성북구 길음동 1284,서울특별시 성북구 길음로,127.0220757,37.60504783,2019,4,길음역,317.6714915,0,4,0,0,2,2,0,4,4,8
1062,16989239,메가커피,11290,성북구,1129010400,동소문동1가,서울특별시 성북구 동소문동1가 27,서울특별시 성북구 동소문로,127.0070208,37.58910889,2019,7,한성대입구역,69.3654099,0,0,0,0,3,0,0,0,3,3
1063,17143792,메가커피,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 410-7,서울특별시 노원구 석계로,127.0606984,37.62283273,2019,7,광운대역,153.1127635,0,7,0,0,4,2,0,7,6,13
1064,17143685,메가커피,11320,도봉구,1132010500,쌍문동,서울특별시 도봉구 쌍문동 96-43,서울특별시 도봉구 도봉로,127.0332347,37.64676766,2019,2,쌍문역,302.6569014,0,0,0,0,4,0,0,0,4,4
1065,17086360,메가커피,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1575-9,서울특별시 서초구 서초중앙로,127.0137658,37.4914468,2019,2,서초역,435.7336029,0,52,62,14,5,6,1,128,14,142
1066,17138794,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 456-136,서울특별시 노원구 한글비석로,127.066566,37.66451616,2019,9,상계역,730.5993745,0,13,4,0,13,4,2,17,19,36
1067,17229873,메가커피,11290,성북구,1129013900,석관동,서울특별시 성북구 석관동 332-573,서울특별시 성북구 돌곶이로,127.0609569,37.60677825,2019,3,돌곶이역,541.4193326,0,0,0,0,2,0,0,0,2,2
1068,16128620,메가커피,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 217-109,서울특별시 강북구 솔매로45길,127.0236953,37.63016414,2020,3,미아역,122.5741837,0,9,0,0,7,0,0,9,7,16
1069,16666043,메가커피,11320,도봉구,1132010600,방학동,서울특별시 도봉구 방학동 661-1,서울특별시 도봉구 도당로,127.0360002,37.6651353,2020,5,방학역,748.2446837,0,0,0,0,6,0,0,0,6,6
1070,16657992,메가커피,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 97-5,서울특별시 송파구 중대로9길,127.1189823,37.49496346,2020,0,가락시장역,237.1589278,0,13,1,0,4,4,2,14,10,24
1071,16657946,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 709-2,서울특별시 노원구 노해로,127.0589769,37.65424716,2020,4,노원역,182.0295559,0,13,4,0,13,4,2,17,19,36
1072,16724403,메가커피,11290,성북구,1129013800,장위동,서울특별시 성북구 장위동 231-25,서울특별시 성북구 장위로,127.0427678,37.61384944,2020,5,상월곡역,975.8170594,0,0,0,0,2,0,0,0,2,2
1073,16594595,메가커피,11320,도봉구,1132010600,방학동,서울특별시 도봉구 방학동 661-1,서울특별시 도봉구 도당로,127.0360002,37.6651353,2020,5,방학역,748.2446837,0,0,0,0,6,0,0,0,6,6
1074,16948385,메가커피,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 897-33,서울특별시 강남구 선릉로86길,127.0510015,37.50325827,2020,2,선릉역,234.01632,0,39,48,3,6,6,2,90,14,104
1075,16767636,메가커피,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 222,서울특별시 성북구 오패산로,127.038693,37.60746399,2020,1,월곡역,677.9990895,0,6,0,0,4,2,0,6,6,12
1076,16674342,메가커피,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 189-32,서울특별시 강북구 한천로,127.0247177,37.64121927,2020,1,가오리역,686.3068188,0,3,3,0,6,2,0,6,8,14
1077,16681460,메가커피,11305,강북구,1130510400,우이동,서울특별시 강북구 우이동 100-34,서울특별시 강북구 삼양로149길,127.0121972,37.65404491,2020,2,솔밭공원역,247.0442229,0,0,0,0,8,0,0,0,8,8
1078,17011301,메가커피,11710,송파구,1171010600,삼전동,서울특별시 송파구 삼전동 22-2,서울특별시 송파구 석촌호수로,127.0924868,37.50700829,2020,1,잠실새내역,580.516682,0,3,0,0,2,0,0,3,2,5
1079,17005025,메가커피,11710,송파구,1171010900,장지동,서울특별시 송파구 장지동 895,서울특별시 송파구 위례광장로,127.1436591,37.47706055,2020,3,장지역,1507.813878,0,3,3,0,2,2,0,6,4,10
1080,17004065,메가커피,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 366-9,서울특별시 노원구 한글비석로,127.0773808,37.65156328,2020,4,상계역,1106.585566,0,3,3,0,6,2,0,6,8,14
1081,16991346,메가커피,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 652-5,서울특별시 송파구 법원로4길,127.1220933,37.48230867,2020,0,문정역,608.1212994,0,15,13,0,7,2,4,28,13,41
1082,16973347,메가커피,11290,성북구,1129013300,정릉동,서울특별시 성북구 정릉동 409-51,서울특별시 성북구 보국문로,127.0104664,37.60766319,2020,4,북한산보국문역,526.5438949,0,0,0,0,4,2,0,0,6,6
1083,16773145,메가커피,11320,도봉구,1132010800,도봉동,서울특별시 도봉구 도봉동 600-1,서울특별시 도봉구 도봉로,127.0446159,37.67740536,2020,6,도봉역,246.4024434,0,0,0,0,2,0,0,0,2,2
1084,16966375,메가커피,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 441-1,서울특별시 서초구 동작대로,126.9821962,37.4803844,2020,1,이수역,539.2119321,0,31,10,1,2,2,0,42,4,46
1085,17055730,메가커피,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 209-3,서울특별시 강북구 도봉로,127.0255991,37.62665682,2020,6,미아역,319.6114492,0,9,0,0,7,0,0,9,7,16
1086,17074682,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 323-13,서울특별시 노원구 노해로,127.0645382,37.65539966,2020,6,노원역,388.4030101,0,13,4,0,13,4,2,17,19,36
1087,17051958,메가커피,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 90-1,서울특별시 노원구 노원로1길,127.086421,37.62221474,2020,2,화랑대역,376.7382889,0,6,0,0,2,2,0,6,4,10
1088,12667550,메가커피,11305,강북구,1130510400,우이동,서울특별시 강북구 우이동 100-34,서울특별시 강북구 삼양로149길,127.0121725,37.65419788,2020,2,솔밭공원역,231.5648587,0,0,0,0,8,0,0,0,8,8
1089,17065303,메가커피,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 938,서울특별시 강남구 도곡로,127.0546263,37.49743047,2020,2,한티역,332.9042821,0,39,48,3,6,6,2,90,14,104
1090,17050981,메가커피,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 154-22,서울특별시 노원구 덕릉로83길,127.074396,37.66012676,2020,3,상계역,125.3794102,0,3,3,0,6,2,0,6,8,14
1091,17075288,메가커피,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 46-1,서울특별시 노원구 화랑로,127.065155,37.6152273,2020,9,석계역,75.72021828,0,7,0,0,4,2,0,7,6,13
1092,17132452,메가커피,11320,도봉구,1132010600,방학동,서울특별시 도봉구 방학동 715-9,서울특별시 도봉구 도봉로150길,127.0453432,37.66576092,2020,3,방학역,79.7759621,0,0,0,0,6,0,0,0,6,6
1093,16111201,메가커피,11290,성북구,1129011900,동선동4가,서울특별시 성북구 동선동4가 42,서울특별시 성북구 아리랑로,127.0163777,37.59396275,2020,3,성신여대입구역,101.8764413,0,0,0,0,3,0,0,0,3,3
1094,17122634,메가커피,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 173-6,서울특별시 강북구 도봉로,127.0284254,37.64103362,2020,4,수유역,658.2019113,0,3,3,0,6,2,0,6,8,14
1095,17127268,메가커피,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 838-62,서울특별시 강북구 솔샘로,127.0164738,37.62021079,2020,4,솔샘역,273.1204623,0,9,0,0,7,0,0,9,7,16
1096,16685140,메가커피,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 582-3,서울특별시 강남구 압구정로28길,127.027819,37.52481216,2020,3,압구정역,147.8378457,0,22,22,7,2,6,1,51,9,60
1097,17112121,메가커피,11320,도봉구,1132010500,쌍문동,서울특별시 도봉구 쌍문동 19-15,서울특별시 도봉구 도당로,127.0351438,37.65948785,2020,5,쌍문역,1157.77049,0,0,0,0,4,0,0,0,4,4
1098,12594558,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 1267,서울특별시 노원구 동일로,127.0558038,37.68018053,2020,3,수락산역,303.7040123,0,13,4,0,13,4,2,17,19,36
1099,12492744,메가커피,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 101-2,서울특별시 성북구 인촌로27길,127.0296944,37.58699079,2020,4,안암역,101.978829,0,15,8,0,3,2,0,23,5,28
1100,16047773,메가커피,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 645,서울특별시 송파구 법원로11길,127.1162166,37.48494102,2020,0,문정역,564.6921559,0,15,13,0,7,2,4,28,13,41
1101,17140897,메가커피,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 18-14,서울특별시 성북구 화랑로13길,127.0425235,37.60374681,2020,4,월곡역,241.0052195,0,6,0,0,4,2,0,6,6,12
1102,16951879,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 749-5,서울특별시 노원구 동일로,127.062189,37.65025412,2020,2,노원역,381.9006574,0,13,4,0,13,4,2,17,19,36
1103,16243503,메가커피,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1716-3,서울특별시 서초구 서초대로,127.0114,37.49333726,2020,1,서초역,377.3097144,0,52,62,14,5,6,1,128,14,142
1104,16270087,메가커피,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 8,서울특별시 송파구 올림픽로,127.1002947,37.51331236,2020,4,잠실역,177.9505836,0,9,9,3,1,4,0,21,5,26
1105,16570528,메가커피,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1716-3,서울특별시 서초구 서초대로,127.0114,37.49333726,2020,1,서초역,377.3097144,0,52,62,14,5,6,1,128,14,142
1106,17168473,메가커피,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 68-17,서울특별시 서초구 신반포로,127.0050321,37.50621391,2020,2,고속터미널역,152.1151453,0,23,4,3,2,0,0,30,2,32
1107,17179227,메가커피,11290,성북구,1129013300,정릉동,서울특별시 성북구 정릉동 45-72,서울특별시 성북구 북악산로,127.018373,37.59896211,2020,2,성신여대입구역,665.1346917,0,0,0,0,4,2,0,0,6,6
1108,15954955,메가커피,11305,강북구,1130510400,우이동,서울특별시 강북구 우이동 100-34,서울특별시 강북구 삼양로149길,127.0122181,37.65417123,2020,2,솔밭공원역,233.1106849,0,0,0,0,8,0,0,0,8,8
1109,16592013,메가커피,11320,도봉구,1132010700,창동,서울특별시 도봉구 창동 569-85,서울특별시 도봉구 덕릉로,127.0386386,37.63896381,2020,3,수유역,678.8990037,0,4,0,0,2,0,0,4,2,6
1110,16586287,메가커피,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 97-5,서울특별시 송파구 중대로9길,127.1189823,37.49496346,2020,0,가락시장역,237.1589278,0,13,1,0,4,4,2,14,10,24
1111,17158063,메가커피,11680,강남구,1168010300,개포동,서울특별시 강남구 개포동 186-4,서울특별시 강남구 개포로82길,127.0677411,37.48865026,2020,3,개포동역,224.1385656,0,3,0,0,4,0,0,3,4,7
1112,17178583,메가커피,11710,송파구,1171010300,풍납동,서울특별시 송파구 풍납동 405-3,서울특별시 송파구 토성로,127.1167472,37.529169,2020,1,강동구청역,458.5896621,0,0,0,0,2,0,0,0,2,2
1113,15658387,메가커피,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 821,서울특별시 강남구 테헤란로,127.0280225,37.49865626,2020,2,강남역,738.2969968,0,71,59,3,3,9,0,134,12,146
1114,16590045,메가커피,11680,강남구,1168010300,개포동,서울특별시 강남구 개포동 186-4,서울특별시 강남구 개포로82길,127.0677411,37.48865026,2020,3,개포동역,224.1385656,0,3,0,0,4,0,0,3,4,7
1115,17264349,메가커피,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 366-9,서울특별시 노원구 한글비석로,127.0773808,37.65156328,2020,4,상계역,1106.585566,0,3,3,0,6,2,0,6,8,14
1116,17261984,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 749-5,서울특별시 노원구 동일로,127.0622498,37.64992122,2020,2,노원역,418.7106539,0,13,4,0,13,4,2,17,19,36
1117,17201313,메가커피,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 279-124,서울특별시 강북구 삼양로,127.0143088,37.64862034,2020,4,가오리역,801.7736198,0,3,3,0,6,2,0,6,8,14
1118,17091435,메가커피,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 941-32,서울특별시 강남구 도곡로77길,127.0587262,37.49876073,2020,2,대치역,617.8723745,0,39,48,3,6,6,2,90,14,104
1119,17098514,메가커피,11290,성북구,1129013400,길음동,서울특별시 성북구 길음동 1284,서울특별시 성북구 길음로,127.0220757,37.60504783,2020,4,길음역,317.6714915,0,4,0,0,2,2,0,4,4,8
1120,16989239,메가커피,11290,성북구,1129010400,동소문동1가,서울특별시 성북구 동소문동1가 27,서울특별시 성북구 동소문로,127.0070208,37.58910889,2020,7,한성대입구역,69.3654099,0,0,0,0,3,0,0,0,3,3
1121,17143792,메가커피,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 410-7,서울특별시 노원구 석계로,127.0606984,37.62283273,2020,7,광운대역,153.1127635,0,7,0,0,4,2,0,7,6,13
1122,17143685,메가커피,11320,도봉구,1132010500,쌍문동,서울특별시 도봉구 쌍문동 96-43,서울특별시 도봉구 도봉로,127.0332347,37.64676766,2020,2,쌍문역,302.6569014,0,0,0,0,4,0,0,0,4,4
1123,17086360,메가커피,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1575-9,서울특별시 서초구 서초중앙로,127.0137658,37.4914468,2020,2,서초역,435.7336029,0,52,62,14,5,6,1,128,14,142
1124,17138794,메가커피,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 456-136,서울특별시 노원구 한글비석로,127.066566,37.66451616,2020,9,상계역,730.5993745,0,13,4,0,13,4,2,17,19,36
1125,17229873,메가커피,11290,성북구,1129013900,석관동,서울특별시 성북구 석관동 332-573,서울특별시 성북구 돌곶이로,127.0609569,37.60677825,2020,3,돌곶이역,541.4193326,0,0,0,0,2,0,0,0,2,2
1126,25452162,빽다방,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1671-5,서울특별시 서초구 서초중앙로22길,127.0154469,37.49346116,2018,5,교대역,233.3221859,0,52,62,14,5,6,1,128,14,142
1127,25230845,빽다방,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 8,서울특별시 송파구 오금로,127.1261052,37.50287363,2018,2,오금역,61.59256646,0,13,1,0,4,4,2,14,10,24
1128,25368024,빽다방,11290,성북구,1129011600,동선동1가,서울특별시 성북구 동선동1가 2-12,서울특별시 성북구 동소문로20나길,127.0167663,37.59196568,2018,3,성신여대입구역,126.3517485,0,0,0,0,0,2,0,0,2,2
1129,23370656,빽다방,11305,강북구,1130510300,수유동,서울특별시 강북구 수유동 221-22,서울특별시 강북구 도봉로87길,127.02326,37.6391889,2018,1,가오리역,622.0901597,0,3,3,0,6,2,0,6,8,14
1130,25341402,빽다방,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 893,서울특별시 강남구 삼성로85길,127.0561648,37.50458815,2018,0,한티역,721.5605197,0,39,48,3,6,6,2,90,14,104
1131,25346931,빽다방,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1329-9,서울특별시 서초구 사임당로,127.0293055,37.4930262,2018,7,강남역,145.1823879,0,52,62,14,5,6,1,128,14,142
1132,25298868,빽다방,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 938-24,서울특별시 강남구 도곡로,127.0546499,37.49735857,2018,2,한티역,339.3407176,0,39,48,3,6,6,2,90,14,104
1133,7155897,빽다방,11680,강남구,1168011500,수서동,서울특별시 강남구 수서동 713,서울특별시 강남구 밤고개로1길,127.1018421,37.48801336,2018,7,수서역,114.5366135,0,3,7,0,0,2,0,10,4,14
1134,25233906,빽다방,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 80,서울특별시 송파구 송파대로28길,127.1200802,37.49488154,2018,0,가락시장역,273.3456934,0,13,1,0,4,4,2,14,10,24
1135,25246852,빽다방,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 8,서울특별시 송파구 올림픽로,127.1005744,37.51356678,2018,4,잠실역,143.4194186,0,9,9,3,1,4,0,21,5,26
1136,25253498,빽다방,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 727,서울특별시 노원구 노해로,127.0616965,37.65426882,2018,4,노원역,113.207225,0,13,4,0,13,4,2,17,19,36
1137,25275058,빽다방,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 662-1,서울특별시 강남구 선릉로161길,127.0383637,37.52740341,2018,3,압구정로데오역,342.2253719,0,22,22,7,2,6,1,51,9,60
1138,25250881,빽다방,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 941,서울특별시 강남구 도곡로77길,127.058634,37.49889516,2018,2,대치역,634.5236616,0,39,48,3,6,6,2,90,14,104
1139,25259337,빽다방,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 627-6,서울특별시 강남구 언주로159길,127.0326234,37.52422988,2018,0,압구정역,387.7158406,0,22,22,7,2,6,1,51,9,60
1140,25252055,빽다방,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-4,서울특별시 서초구 신반포로,127.0068163,37.50642716,2018,2,고속터미널역,244.1040668,0,21,10,5,0,8,0,38,8,46
1141,25344968,빽다방,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 183-3,서울특별시 송파구 백제고분로7길,127.083922,37.51092485,2018,2,잠실새내역,474.5441579,0,9,9,3,1,4,0,21,5,26
1142,25323728,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 705,서울특별시 강남구 테헤란로51길,127.0469559,37.50476651,2018,0,선릉역,220.4743415,0,71,59,3,3,9,0,134,12,146
1143,28450254,빽다방,11350,노원구,1135010600,중계동,서울특별시 노원구 중계동 360-11,서울특별시 노원구 한글비석로,127.0763272,37.64878886,2018,4,상계역,1384.42069,0,3,3,0,6,2,0,6,8,14
1144,27951583,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 858,서울특별시 강남구 강남대로,127.0282892,37.49815386,2018,3,강남역,677.9246571,0,71,59,3,3,9,0,134,12,146
1145,25719537,빽다방,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 165-15,서울특별시 강남구 봉은사로1길,127.0240347,37.5070122,2018,5,신논현역,707.8182626,0,32,25,8,1,2,1,65,4,69
1146,11804327,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 828-21,서울특별시 강남구 테헤란로10길,127.0330013,37.4975708,2018,0,동오역,296.8337282,0,71,59,3,3,9,0,134,12,146
1147,11775767,빽다방,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 669-9,서울특별시 강남구 봉은사로30길,127.0371055,37.50293858,2018,1,동오역,425.3602673,0,71,59,3,3,9,0,134,12,146
1148,11797256,빽다방,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,2018,3,고속터미널역,243.5382104,0,21,10,5,0,8,0,38,8,46
1149,11806194,빽다방,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 40-2,서울특별시 강남구 선릉로,127.0408464,37.51906184,2018,2,강남구청역,573.1077694,0,21,15,9,0,2,0,45,2,47
1150,11804350,빽다방,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 128-4,서울특별시 서초구 신반포로,127.0050321,37.50621391,2018,2,고속터미널역,152.1151453,0,21,10,5,0,8,0,38,8,46
1151,11797358,빽다방,11290,성북구,1129013300,정릉동,서울특별시 성북구 정릉동 401-46,서울특별시 성북구 보국문로,127.0100655,37.60885821,2018,4,북한산보국문역,390.3259933,0,0,0,0,4,2,0,0,6,6
1152,11797259,빽다방,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 153-23,서울특별시 강남구 삼성로100길,127.0571819,37.51004766,2018,0,봉은사역,750.7241388,0,41,19,12,0,3,1,72,4,76
1153,11795267,빽다방,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 393-14,서울특별시 노원구 광운로,127.0589953,37.62134145,2018,1,광운대역,369.5545938,0,7,0,0,4,2,0,7,6,13
1154,11776418,빽다방,11290,성북구,1129013400,길음동,서울특별시 성북구 길음동 1276,서울특별시 성북구 동소문로,127.0235872,37.60291588,2018,11,길음역,114.3318205,0,4,0,0,2,2,0,4,4,8
