구,동,전용면적,년,월,거래금액(,면적금액,층,건축년도,도로명
노원구,공릉동,77.76,2018,10,29950,385,5,2006,노원구 동일로177길 12-18
노원구,공릉동,34.44,2018,1,19300,560,7,1994,노원구 섬밭로 156
노원구,공릉동,39.6,2018,2,21750,549,9,1994,노원구 동일로198가길 149
노원구,공릉동,39.6,2018,1,21900,553,9,1994,노원구 섬밭로 123
노원구,공릉동,84.71,2018,9,37000,437,7,2003,노원구 동일로193길 8
노원구,공릉동,81.2768,2018,1,45500,560,11,2002,노원구 동일로191가길 59
노원구,공릉동,84.55,2018,1,29800,352,6,1995,노원구 동일로191길 36
노원구,공릉동,84.996,2018,1,40000,471,4,2004,노원구 공릉로42길 13-14
노원구,공릉동,59.59,2018,1,29500,495,10,2000,노원구 동일로192나길 26
노원구,공릉동,83.76,2018,9,29500,352,2,2002,노원구 동일로173가길 140
노원구,공릉동,72.51,2018,3,26000,359,3,2006,노원구 동일로179길 12-32
노원구,공릉동,74.97,2018,3,25000,333,3,2003,노원구 동일로193가길 27
노원구,공릉동,49.6,2018,1,26200,528,5,2006,노원구 동일로197길 85
노원구,공릉동,60.502,2018,1,35800,592,3,2000,노원구 노원로 58
노원구,공릉동,84.75,2018,3,29500,348,7,2005,노원구 동일로179길 12-11
노원구,공릉동,83.74,2018,3,29400,351,2,2005,노원구 동일로179길 12-7
노원구,공릉동,13.9092,2018,4,8700,625,3,2012,노원구 동일로190길 7
노원구,공릉동,84.09,2018,8,25600,304,4,2003,노원구 동일로178길 39-3
노원구,공릉동,67.5682,2018,1,32000,474,5,2012,노원구 동일로190길 11
노원구,공릉동,83.4,2018,4,29800,357,2,2003,노원구 동일로191가길 33-5
노원구,공릉동,64.18,2018,10,25000,390,7,2003,노원구 동일로191가길 33-3
노원구,공릉동,84.65,2018,1,40500,478,5,2000,노원구 노원로1가길 10
노원구,공릉동,84.85,2018,1,44000,519,12,2000,노원구 노원로1길 21
노원구,공릉동,98.51,2018,5,33500,340,4,2005,노원구 노원로1길 121
노원구,공릉동,84.9,2018,1,30800,363,4,2004,노원구 동일로173가길 90
노원구,공릉동,83.68,2018,7,36900,441,14,2006,노원구 섬밭로 5
노원구,공릉동,49.6,2018,1,27300,550,7,1999,노원구 공릉로34길 62
노원구,공릉동,84.97,2018,1,40500,477,1,1985,노원구 노원로 29
노원구,공릉동,82.97,2018,2,32000,386,7,2009,노원구 공릉로51길 14-8
노원구,공릉동,59.94,2018,1,36470,608,1,2001,노원구 섬밭로 139
노원구,공릉동,31.32,2018,1,20000,639,9,2001,노원구 섬밭로 134
노원구,공릉동,74.09,2018,3,32900,444,6,2004,노원구 동일로178길 53
노원구,공릉동,84.79,2018,1,33000,389,5,2007,노원구 공릉로 168-6
노원구,공릉동,13.62,2018,1,13200,969,8,2013,노원구 화랑로 421
노원구,공릉동,84.85,2018,9,33500,395,3,2007,노원구 공릉로41가길 19
노원구,공릉동,78.1,2018,7,34000,435,8,1999,노원구 동일로176길 39-12
노원구,공릉동,59.98,2018,1,30900,515,6,2000,노원구 공릉로27길 110
노원구,공릉동,86,2018,1,41000,477,1,1984,노원구 공릉로34길 74
노원구,공릉동,84.65,2018,1,50850,601,8,2000,노원구 화랑로51길 17
노원구,공릉동,126.78,2018,1,47000,371,8,1999,노원구 공릉로34길 45
노원구,공릉동,73.18,2018,1,37300,510,4,1995,노원구 화랑로 556
노원구,상계동,59.76,2018,3,25000,418,14,2003,노원구 덕릉로115다길 40
노원구,상계동,124.23,2018,7,43918,354,4,2005,노원구 덕릉로98길 15
노원구,상계동,84.514,2018,1,45000,532,12,2000,노원구 동일로246길 39
노원구,상계동,84.54,2018,2,33000,390,5,1995,노원구 한글비석로46나길 10
노원구,상계동,139.28,2018,1,52000,373,4,2009,노원구 상계로23다길 13-8
노원구,상계동,84.88,2018,5,42000,495,15,1992,노원구 상계로7길 18
노원구,상계동,84.78,2018,1,50400,594,12,1997,노원구 상계로3길 50
노원구,상계동,84.78,2018,3,51500,607,10,1997,노원구 상계로3길 53
노원구,상계동,48.925,2018,6,28220,577,6,2007,노원구 덕릉로106길 20-3
노원구,상계동,114.72,2018,1,52000,453,19,2001,노원구 상계로26길 20
노원구,상계동,138.42,2018,6,38000,275,1,1999,노원구 동일로230길 26
노원구,상계동,93.75,2018,1,57800,617,10,1988,노원구 동일로221길 22
노원구,상계동,84.4909,2018,1,44500,527,15,2003,노원구 동일로242라길 27
노원구,상계동,84.8577,2018,3,36800,434,7,2002,노원구 수락산로 246
노원구,상계동,84.9,2018,1,37500,442,5,1999,노원구 덕릉로 780
노원구,상계동,84.88,2018,1,54400,641,12,2003,노원구 상계로5길 12
노원구,상계동,62.04,2018,3,26000,419,4,2006,노원구 동일로231나길 14
노원구,상계동,41.85,2018,1,21000,502,1,1994,노원구 동일로241길 53
노원구,상계동,42.76,2018,5,19800,463,3,2003,노원구 노원로26나길 20
노원구,상계동,87.57,2018,1,45850,524,12,1988,노원구 덕릉로 459-18
노원구,상계동,60,2018,1,26000,433,15,2006,노원구 덕릉로127길 25
노원구,상계동,75.03,2018,1,34000,453,9,1989,노원구 한글비석로 396
노원구,상계동,59.9,2018,1,28500,476,3,1989,노원구 한글비석로 399
노원구,상계동,54.59,2018,1,29000,531,13,1988,노원구 한글비석로 479
노원구,상계동,79.25,2018,1,37700,476,15,1988,노원구 한글비석로 480
노원구,상계동,134.8,2018,5,40000,297,6,1999,노원구 동일로237마길 23
노원구,상계동,84.95,2018,3,29000,341,4,1996,노원구 동일로237바길 17
노원구,상계동,60.16,2018,3,25900,431,5,2002,노원구 덕릉로118길 17
노원구,상계동,84.9,2018,1,45000,530,19,1999,노원구 덕릉로118길 29
노원구,상계동,84.18,2018,5,43000,511,9,2005,노원구 동일로242라길 21-11
노원구,상계동,84.978,2018,2,45600,537,10,2005,노원구 상계로1길 82-14
노원구,상계동,79.73,2018,4,24000,301,5,2003,노원구 동일로236길 42
노원구,상계동,59.82,2018,1,35400,592,19,1997,노원구 노원로28길 15
노원구,상계동,59.82,2018,1,34500,577,20,1998,노원구 노원로 428
노원구,상계동,84.91,2018,1,42000,495,4,1989,노원구 상계로 193-14
노원구,상계동,83.87,2018,1,37900,452,4,2002,노원구 동일로239길 68
노원구,상계동,59.22,2018,1,33300,562,9,2000,노원구 덕릉로94길 21
노원구,상계동,84.99,2018,2,37000,435,6,1995,노원구 한글비석로52길 66
노원구,상계동,59.4,2018,4,28800,485,11,1995,노원구 한글비석로52길 54
노원구,상계동,84.94,2018,2,35700,420,1,2000,노원구 동일로230가길 15
노원구,상계동,41.3,2018,1,28500,690,10,1988,노원구 동일로213길 21
노원구,상계동,68.86,2018,1,38000,552,9,1988,노원구 덕릉로 459-21
노원구,상계동,59.39,2018,1,40000,674,4,1988,노원구 노원로 564
노원구,상계동,41.3,2018,1,28500,690,8,1988,노원구 동일로227길 25
노원구,상계동,60.5,2018,1,35500,587,10,1988,노원구 동일로227길 85
노원구,상계동,49.94,2018,1,31900,639,9,1988,노원구 한글비석로 530
노원구,상계동,49.94,2018,1,25900,519,6,1989,노원구 한글비석로54길 92
노원구,상계동,49.94,2018,1,31000,621,4,1989,노원구 동일로228길 23
노원구,상계동,45.55,2018,1,23800,523,14,1989,노원구 수락산로 174
노원구,상계동,45.77,2018,1,24800,542,3,1988,노원구 동일로227길 86
노원구,상계동,58.01,2018,1,40000,690,10,1987,노원구 동일로215길 23
노원구,상계동,37.46,2018,8,30400,812,5,1987,노원구 동일로 1361
노원구,상계동,84.38,2018,1,57000,676,5,1987,노원구 동일로215길 48
노원구,상계동,37.46,2018,4,31000,828,5,1987,노원구 동일로 1389
노원구,상계동,38,2018,6,32000,842,3,1987,노원구 동일로 1383
노원구,상계동,59.2,2018,1,28000,473,1,1988,노원구 동일로214길 21
노원구,상계동,37.46,2018,2,24700,659,4,1988,노원구 동일로 1356
노원구,상계동,37.46,2018,3,27900,745,7,1988,노원구 동일로 1362
노원구,상계동,31.98,2018,1,33000,1032,4,1987,노원구 동일로216길 47
노원구,상계동,41.3,2018,1,32250,781,7,1988,노원구 노해로 508
노원구,상계동,38,2018,3,30200,795,7,1988,노원구 동일로 1390
노원구,상계동,37.46,2018,6,30500,814,8,1988,노원구 동일로 1384
노원구,상계동,41.3,2018,1,31500,763,10,1988,노원구 동일로 1456
노원구,상계동,58.01,2018,1,43000,741,12,1988,노원구 상계로1길 92
노원구,상계동,41.3,2018,1,27000,654,14,1988,노원구 노원로 532
노원구,상계동,83.92,2018,3,31400,374,10,1993,노원구 동일로237길 41
노원구,상계동,84.98,2018,1,36900,434,11,1999,노원구 수락산로 234
노원구,상계동,53.656,2018,2,27500,513,8,2002,노원구 동일로239나길 31
노원구,상계동,77.257,2018,5,33700,436,4,2002,노원구 동일로241길 84
노원구,상계동,84.99,2018,2,39500,465,13,1999,노원구 노원로34길 34
노원구,상계동,122.37,2018,11,34200,279,3,2005,노원구 덕릉로 845
노원구,상계동,14.65,2018,1,13350,911,10,2014,노원구 노해로85길 10-55
노원구,상계동,76.12,2018,8,27400,360,7,2004,노원구 동일로237마길 56
노원구,상계동,84.81,2018,1,38000,448,13,2009,노원구 누원로 28
노원구,상계동,59.9,2018,1,35500,593,8,2009,노원구 누원로 18
노원구,상계동,123.44,2018,1,53000,429,3,2009,노원구 동일로242나길 20
노원구,상계동,114.92,2018,2,57000,496,3,2000,노원구 동일로250길 18
노원구,상계동,114.82,2018,1,57500,501,13,2001,노원구 동일로248길 16
노원구,상계동,84.95,2018,1,35500,418,2,1997,노원구 동일로242길 80
노원구,상계동,84.87,2018,2,37000,436,12,1995,노원구 동일로242길 95
노원구,상계동,84.9231,2018,1,33500,394,1,2002,노원구 노원로28길 38
노원구,상계동,79.4198,2018,1,41000,516,2,2002,노원구 노원로30길 74
노원구,상계동,79.4198,2018,1,43000,541,5,2002,노원구 노원로30길 81
노원구,상계동,84.569,2018,1,45000,532,9,2004,노원구 동일로238길 33
노원구,상계동,84.726,2018,1,45350,535,10,2004,노원구 동일로230가길 71
노원구,상계동,39.7,2018,1,23000,579,7,1998,노원구 동일로245길 162
노원구,상계동,39.7,2018,1,24000,605,13,1998,노원구 동일로245가길 41
노원구,상계동,106.25,2018,1,59600,561,7,1989,노원구 노원로 569
노원구,상계동,84.53,2018,1,52300,619,12,2016,노원구 덕릉로70가길 21
노원구,상계동,59.99,2018,9,26500,442,2,1996,노원구 동일로231길 72
노원구,상계동,84.8,2018,1,43000,507,17,2001,노원구 덕릉로112길 24
노원구,상계동,49.77,2018,1,26200,526,13,2001,노원구 덕릉로94가길 20
노원구,상계동,77.94,2018,6,27800,357,3,2006,노원구 상계로23길 64
노원구,상계동,59.94,2018,1,31250,521,3,1997,노원구 노원로26가길 7
노원구,상계동,101.41,2018,3,40500,399,6,2006,노원구 덕릉로123길 53
노원구,상계동,45.44,2018,1,20000,440,8,1987,노원구 한글비석로46가길 16
노원구,상계동,45.92,2018,1,20000,436,13,1988,노원구 한글비석로48길 6
노원구,상계동,84.59,2018,1,36000,426,5,1990,노원구 한글비석로46가길 34
노원구,상계동,84.84,2018,2,32400,382,9,1995,노원구 동일로230길 63
노원구,상계동,87.49,2018,1,44800,512,1,1988,노원구 동일로216길 92
노원구,상계동,59.877,2018,1,37800,631,14,2005,노원구 노원로28길 62
노원구,상계동,105.65,2018,4,38000,360,9,2003,노원구 수락산로 250
노원구,상계동,82.68,2018,1,32500,393,3,1993,노원구 동일로231길 86
노원구,상계동,84.99,2018,1,32000,377,13,1995,노원구 동일로231다길 23
노원구,상계동,59.73,2018,4,24000,402,5,1997,노원구 수락산로 190
노원구,월계동,84.659,2018,2,41200,487,22,2003,노원구 화랑로45길 42-18
노원구,월계동,83.31,2018,8,29000,348,1,1996,노원구 덕릉로60길 288
노원구,월계동,59.92,2018,1,45000,751,13,2016,노원구 월계로42길 97
노원구,월계동,59.7828,2018,2,39500,661,7,2017,노원구 마들로5길 25
노원구,월계동,59.76,2018,2,31000,519,2,1997,노원구 광운로 46
노원구,월계동,134.64,2018,1,45000,334,10,1998,노원구 초안산로5길 22
노원구,월계동,71.77,2018,2,31800,443,8,1983,노원구 광운로2나길 30
노원구,월계동,59.854,2018,1,33500,560,13,2005,노원구 월계로53길 21
노원구,월계동,84.985,2018,1,49200,579,8,2006,노원구 월계로45길 21
노원구,월계동,51.48,2018,1,35000,680,3,1986,노원구 마들로 111
노원구,월계동,50.14,2018,1,33500,668,13,1986,노원구 마들로 59
노원구,월계동,39.6,2018,1,20800,525,2,1995,노원구 월계로55길 15
노원구,월계동,84.91,2018,12,44500,524,7,2006,노원구 석계로18길 23
노원구,월계동,94.36,2018,1,34500,366,10,1984,노원구 광운로2가길 22
노원구,월계동,56.59,2018,1,28000,495,11,1984,노원구 광운로2나길 50
노원구,월계동,50.18,2018,1,30150,601,2,1987,노원구 마들로 127
노원구,월계동,84.61,2018,2,40000,473,12,1994,노원구 마들로1길 44
노원구,월계동,65.35,2018,1,29900,458,1,1976,노원구 석계로 107
노원구,월계동,84.9565,2018,3,40500,477,11,2005,노원구 광운로19길 38
노원구,월계동,39.6,2018,1,21000,530,14,1995,노원구 마들로3길 37
노원구,월계동,84.957,2018,7,42900,505,11,2005,노원구 석계로13길 35
노원구,월계동,44.97,2018,9,21000,467,5,2004,노원구 광운로3길 20-5
노원구,월계동,82.13,2018,9,50800,619,2,1984,노원구 화랑로43길 34
노원구,월계동,84.73,2018,1,41000,484,9,2001,노원구 화랑로 355
노원구,월계동,84.97,2018,1,39000,459,4,2006,노원구 초안산로2길 91
노원구,월계동,84.5133,2018,3,38000,450,7,2005,노원구 광운로 132
노원구,월계동,84.91,2018,3,37800,445,7,2004,노원구 우이천로2나길 14
노원구,월계동,59.93,2018,5,25200,420,14,1998,노원구 덕릉로60길 252
노원구,월계동,81.8788,2018,1,36300,443,3,2002,노원구 석계로13길 6-9
노원구,월계동,38.64,2018,1,18100,468,12,1992,노원구 초안산로1길 18
노원구,월계동,49.77,2018,1,24000,482,14,1998,노원구 월계로45가길 89
노원구,월계동,59.4,2018,1,26200,441,13,1998,노원구 월계로45가길 94
노원구,월계동,49.6,2018,1,20700,417,1,1998,노원구 덕릉로60길 185
노원구,월계동,49.6,2018,1,22700,458,6,1997,노원구 우이천로 102
노원구,월계동,59.92,2018,3,33900,566,7,2006,노원구 덕릉로60길 222
노원구,월계동,59.149,2018,1,43900,742,7,2005,노원구 화랑로47길 38
노원구,월계동,84.942,2018,1,40500,477,10,1999,노원구 석계로15길 25
노원구,월계동,84.846,2018,2,40500,477,9,2000,노원구 석계로13길 6-10
노원구,월계동,59.94,2018,1,40000,667,2,2002,노원구 마들로 31
노원구,월계동,59.95,2018,1,36500,609,8,2000,노원구 석계로 49
노원구,중계동,75.02,2018,1,37000,493,7,1991,노원구 덕릉로 517
노원구,중계동,84.9,2018,1,62700,739,10,1995,노원구 노원로22길 71
노원구,중계동,114.75,2018,2,40500,353,2,1998,노원구 덕릉로 718
노원구,중계동,50.97,2018,1,31000,608,6,1989,노원구 섬밭로 265
노원구,중계동,92.522,2018,1,42500,459,8,2002,노원구 덕릉로94길 10
노원구,중계동,79.098,2018,3,42500,537,18,2002,노원구 덕릉로94길 6
노원구,중계동,84.97,2018,5,38500,453,8,2005,노원구 중계로 107
노원구,중계동,59.52,2018,1,31500,529,4,1997,노원구 중계로12길 24
노원구,중계동,114.39,2018,1,75500,660,6,1993,노원구 한글비석로8길 20
노원구,중계동,59.98,2018,1,29500,492,19,2000,노원구 한글비석로 384
노원구,중계동,84.983,2018,4,50600,595,7,2005,노원구 한글비석로19길 15
노원구,중계동,47.61,2018,4,15400,323,3,1988,노원구 중계로16나길 11
노원구,중계동,115.65,2018,1,71000,614,9,1993,노원구 중계로 184
노원구,중계동,101.88,2018,1,63500,623,3,1993,노원구 노원로22길 34
노원구,중계동,84.985,2018,1,44800,527,15,2005,노원구 덕릉로82길 13
노원구,중계동,59.9,2018,1,29900,499,9,1999,노원구 중계로14나길 25
노원구,중계동,84.66,2018,1,37000,437,8,1997,노원구 한글비석로 383
노원구,중계동,84.78,2018,1,49500,584,22,1996,노원구 덕릉로71길 5
노원구,중계동,56.97,2018,2,25900,455,15,1995,노원구 덕릉로89길 8
노원구,중계동,84.93,2018,1,52800,622,9,1999,노원구 덕릉로 595
노원구,중계동,134.74,2018,1,75800,563,9,1993,노원구 중계로 195
노원구,중계동,84.94,2018,1,35000,412,12,1998,노원구 한글비석로 366
노원구,중계동,59.88,2018,1,40600,678,3,1998,노원구 덕릉로71길 30
노원구,중계동,114.81,2018,1,63200,550,9,1999,노원구 덕릉로73길 28
노원구,중계동,84.5,2018,1,40000,473,2,1996,노원구 덕릉로79길 23
노원구,중계동,154.27,2018,8,49000,318,3,2003,노원구 중계로12길 39
노원구,중계동,84.95,2018,1,32000,377,11,2008,노원구 덕릉로 721
노원구,중계동,58.14,2018,1,40800,702,6,1995,노원구 노원로22길 53
노원구,중계동,44.52,2018,1,20800,467,4,1992,노원구 한글비석로14길 8
노원구,중계동,59.39,2018,1,29000,488,1,1991,노원구 덕릉로76길 29
노원구,중계동,84.79,2018,1,57000,672,7,1992,노원구 중계로 230
노원구,중계동,44.1,2018,1,24700,560,5,1993,노원구 한글비석로8길 41
노원구,중계동,44.1,2018,1,23000,522,15,1993,노원구 한글비석로8길 42
노원구,중계동,49.72,2018,1,30700,617,14,1993,노원구 한글비석로5길 62
노원구,중계동,59.88,2018,1,31000,518,4,1999,노원구 덕릉로77길 5
노원구,중계동,84.87,2018,1,45400,535,12,1999,노원구 덕릉로 613
노원구,중계동,59.22,2018,1,35000,591,10,1990,노원구 동일로207길 17
노원구,중계동,49.5,2018,1,30000,606,12,1990,노원구 섬밭로 285
노원구,중계동,39.78,2018,1,24500,616,6,1990,노원구 동일로207길 18
노원구,중계동,39.82,2018,1,23900,600,4,1991,노원구 동일로208길 20
노원구,중계동,49.54,2018,1,30500,616,3,1991,노원구 동일로208길 19
노원구,중계동,84.832,2018,3,42800,505,5,2005,노원구 한글비석로14길 36
노원구,중계동,84.34,2018,1,38000,451,2,1991,노원구 한글비석로15길 51
노원구,중계동,84.71,2018,1,42500,502,15,1998,노원구 덕릉로84길 7
노원구,중계동,84.53,2018,1,40800,483,16,1998,노원구 한글비석로14길 37
노원구,중계동,84.21,2018,1,37000,439,12,1998,노원구 한글비석로14길 42
노원구,중계동,84.71,2018,5,39900,471,3,1998,노원구 덕릉로84길 33
노원구,중계동,59.04,2018,1,27500,466,5,1992,노원구 중계로14가길 5
노원구,중계동,84.77,2018,1,66500,784,13,1996,노원구 중계로 233
노원구,중계동,84.536,2018,1,41800,494,7,2003,노원구 덕릉로86길 70
노원구,중계동,84.89,2018,2,30000,353,3,2008,노원구 한글비석로20길 67
노원구,중계동,125.027,2018,1,61500,492,2,2005,노원구 중계로8길 29
노원구,중계동,84.97,2018,1,59000,694,21,2014,노원구 덕릉로83길 9-7
노원구,중계동,84.35,2018,1,44400,526,9,1992,노원구 중계로 172-13
노원구,중계동,59.84,2018,1,28750,480,1,2018,노원구 중계로8길 20
노원구,중계동,77.15,2018,1,32000,415,6,1993,노원구 중계로8길 106
노원구,중계동,84.3,2018,1,34000,403,2,1993,노원구 중계로8길 103
노원구,중계동,84.99,2018,2,35000,412,1,1998,노원구 중계로8길 39
노원구,중계동,59.34,2018,8,23900,403,6,1994,노원구 중계로 160
노원구,하계동,53.14,2018,1,32000,602,12,1988,노원구 섬밭로 229
노원구,하계동,118.52,2018,1,55000,464,9,1989,노원구 공릉로59길 28
노원구,하계동,134.19,2018,1,63500,473,14,1993,노원구 노원로 214
노원구,하계동,46.65,2018,1,15500,332,2,2002,노원구 공릉로58길 111
노원구,하계동,104.83,2018,1,48900,466,11,1999,노원구 공릉로58길 176
노원구,하계동,127.22,2018,1,60000,472,1,1988,노원구 섬밭로 232
노원구,하계동,43.56,2018,1,23000,528,5,1989,노원구 섬밭로 196
노원구,하계동,84.97,2018,1,48600,572,14,1988,노원구 공릉로 351
노원구,하계동,84.99,2018,2,42000,494,1,1996,노원구 노원로11길 23
노원구,하계동,49.5,2018,1,28150,569,4,1989,노원구 공릉로59길 25
노원구,하계동,84.6,2018,1,54600,645,6,1997,노원구 한글비석로 91
노원구,하계동,75.35,2018,1,43800,581,11,1997,노원구 노원로18길 19
노원구,하계동,113.51,2018,1,58000,511,15,1999,노원구 동일로207길 186
노원구,하계동,138.29,2018,1,59900,433,13,1993,노원구 한글비석로 151
도봉구,도봉동,84.83,2018,3,29500,348,11,1991,도봉구 도봉로180길 77
도봉구,도봉동,84.58,2018,3,28500,337,3,2004,도봉구 도봉로181길 74-30
도봉구,도봉동,84.354,2018,2,37900,449,7,2002,도봉구 마들로 835
도봉구,도봉동,84.163,2018,1,36700,436,2,2002,도봉구 마들로 891
도봉구,도봉동,84.967,2018,1,38500,453,20,2003,도봉구 도봉로180길 6-23
도봉구,도봉동,59.25,2018,1,35000,591,3,2005,도봉구 도봉로170길 40
도봉구,도봉동,84.86,2018,1,32300,381,5,1992,도봉구 도봉로169길 31
도봉구,도봉동,73.89,2018,1,32400,438,8,1987,도봉구 도봉로180길 6-83
도봉구,도봉동,59.91,2018,1,27000,451,5,1999,도봉구 마들로 770
도봉구,도봉동,75.33,2018,1,26900,357,5,1987,도봉구 도봉산길 35
도봉구,도봉동,49.77,2018,1,22300,448,17,1996,도봉구 마들로 684-19
도봉구,도봉동,49.77,2018,1,22300,448,9,1996,도봉구 마들로 684-20
도봉구,도봉동,84.92,2018,1,35500,418,5,2005,도봉구 도봉로180나길 20
도봉구,도봉동,71.27,2018,1,18000,253,1,2004,도봉구 도봉산길 17
도봉구,도봉동,84.93,2018,1,32700,385,6,1990,도봉구 도봉로180길 50
도봉구,도봉동,84.951,2018,2,33000,388,10,2004,도봉구 도봉로180가길 32
도봉구,도봉동,84.94,2018,1,32700,385,7,1995,도봉구 마들로 859-19
도봉구,도봉동,84.46,2018,1,37000,438,8,2010,도봉구 마들로 724
도봉구,도봉동,59.92,2018,1,26300,439,5,1998,도봉구 마들로 735-8
도봉구,방학동,59.99,2018,1,26900,448,1,1994,도봉구 도당로 116
도봉구,방학동,84.935,2018,1,31000,365,5,1993,도봉구 시루봉로11길 25-8
도봉구,방학동,59.611,2018,6,34800,584,6,2005,도봉구 도봉로150바길 26
도봉구,방학동,84.78,2018,1,50600,597,13,2001,도봉구 마들로 616
도봉구,방학동,46.86,2018,1,16500,352,11,1987,도봉구 방학로 212-11
도봉구,방학동,119.3,2018,1,47600,399,8,2005,도봉구 방학로 120
도봉구,방학동,84.569,2018,2,41700,493,8,2005,도봉구 방학로 112-9
도봉구,방학동,84.9696,2018,1,38500,453,10,2004,도봉구 시루봉로 166
도봉구,방학동,14.79,2018,2,13130,888,10,2018,도봉구 도봉로150다길 28
도봉구,방학동,84.98,2018,1,39700,467,5,2003,도봉구 마들로 657
도봉구,방학동,84.98,2018,1,40000,471,20,2003,도봉구 도봉로150길 43
도봉구,방학동,84.87,2018,3,39350,464,7,2004,도봉구 도봉로150길 31
도봉구,방학동,118.381,2018,1,56900,481,17,2002,도봉구 마들로 646
도봉구,방학동,84.937,2018,1,48000,565,5,2002,도봉구 도봉로150길 42
도봉구,방학동,52.36,2018,1,22400,428,12,1991,도봉구 방학로11길 36
도봉구,방학동,59.581,2018,2,24500,411,1,1998,도봉구 시루봉로5길 48
도봉구,방학동,80.1,2018,1,24000,300,2,2003,도봉구 시루봉로 192-6
도봉구,방학동,84.9,2018,2,39700,468,3,2003,도봉구 도봉로146길 36
도봉구,방학동,58.77,2018,1,24500,417,9,1988,도봉구 도당로 37
도봉구,방학동,112.55,2018,3,30000,267,4,1996,도봉구 해등로 318
도봉구,방학동,115.41,2018,3,30000,260,4,1998,도봉구 방학로7길 30
도봉구,방학동,84.54,2018,1,32500,384,12,1996,도봉구 방학로7길 15
도봉구,방학동,59.94,2018,1,24500,409,5,1996,도봉구 방학로7길 16
도봉구,방학동,59.94,2018,8,24000,400,4,1996,도봉구 도당로6길 14-6
도봉구,방학동,59.94,2018,8,27000,450,3,1996,도봉구 도당로6길 14-5
도봉구,방학동,51.021,2018,1,25000,490,6,2016,도봉구 도당로15길 36
도봉구,방학동,51.27,2018,1,22650,442,5,1986,도봉구 방학로 193
도봉구,방학동,112.49,2018,1,39700,353,4,1986,도봉구 시루봉로 107
도봉구,방학동,147.48,2018,1,47600,323,3,1992,도봉구 방학로15길 40
도봉구,방학동,84.86,2018,3,31500,371,6,1992,도봉구 방학로15길 26-7
도봉구,방학동,59.92,2018,1,23900,399,8,1995,도봉구 방학로 200
도봉구,방학동,59.4,2018,1,24700,416,14,1998,도봉구 방학로12길 53
도봉구,방학동,84.74,2018,3,28000,330,3,1997,도봉구 방학로 210
도봉구,방학동,45.135,2018,4,14000,310,6,2003,도봉구 방학로8길 29
도봉구,방학동,72.06,2018,1,28400,394,5,1992,도봉구 해등로 295
도봉구,방학동,83.85,2018,1,31000,370,11,1992,도봉구 해등로 286-5
도봉구,방학동,84.98,2018,2,32150,378,8,1993,도봉구 해등로 307
도봉구,방학동,67.971,2018,2,35250,519,10,2003,도봉구 도봉로146길 48
도봉구,방학동,84.97,2018,1,35500,418,10,1994,도봉구 시루봉로 71
도봉구,방학동,84.97,2018,1,31500,371,2,1994,도봉구 해등로 264
도봉구,방학동,83.73,2018,1,24000,287,2,2004,도봉구 도당로7길 34
도봉구,방학동,83.49,2018,9,31500,377,9,2008,도봉구 방학로 55
도봉구,방학동,62.12,2018,7,21900,353,8,2008,도봉구 방학로 57
도봉구,방학동,67.83,2018,3,18700,276,3,2004,도봉구 시루봉로15다길 22
도봉구,방학동,13.6794,2018,5,9800,716,6,2013,도봉구 도봉로150가길 27
도봉구,방학동,59.88,2018,1,23800,397,3,1996,도봉구 방학로11길 10
도봉구,방학동,84.87,2018,3,32500,383,6,2002,도봉구 방학로11길 33
도봉구,쌍문동,84.978,2018,1,43900,517,13,2007,도봉구 노해로41가길 16
도봉구,쌍문동,44.5,2018,1,17200,387,12,1988,도봉구 도봉로129길 45-12
도봉구,쌍문동,84.9,2018,1,31800,375,7,1996,도봉구 노해로45길 26
도봉구,쌍문동,62.39,2018,3,18800,301,4,2002,도봉구 노해로41길 17
도봉구,쌍문동,54.48,2018,1,25850,474,13,1990,도봉구 해등로26길 20
도봉구,쌍문동,84.46,2018,2,34600,410,3,1991,도봉구 해등로 241-14
도봉구,쌍문동,44.37,2018,2,14500,327,2,1988,도봉구 노해로57길 85
도봉구,쌍문동,41.31,2018,2,13800,334,4,1988,도봉구 도봉로127길 43-10
도봉구,쌍문동,84.955,2018,1,41500,488,3,2004,도봉구 시루봉로 8
도봉구,쌍문동,52.02,2018,3,17000,327,1,1989,도봉구 도당로 18
도봉구,쌍문동,64.0803,2018,8,33700,526,2,2018,도봉구 방학로5길 33
도봉구,쌍문동,91.16,2018,2,25000,274,4,2002,도봉구 해등로17길 10-5
도봉구,쌍문동,65.42,2018,1,21900,335,1,1987,도봉구 우이천로32길 67
도봉구,쌍문동,84.97,2018,3,31100,366,13,1995,도봉구 시루봉로2길 62
도봉구,쌍문동,56.73,2018,6,19700,347,2,1981,도봉구 노해로38길 15
도봉구,쌍문동,59.98,2018,1,37500,625,1,2014,도봉구 우이천로 367
도봉구,쌍문동,82.69,2018,2,50500,611,8,2005,도봉구 삼양로 566
도봉구,쌍문동,84.97,2018,2,42800,504,9,2006,도봉구 노해로40길 71
도봉구,쌍문동,64.04,2018,6,16600,259,6,2003,도봉구 우이천로38길 99
도봉구,쌍문동,58.77,2018,1,25500,434,14,1988,도봉구 해등로 195
도봉구,쌍문동,84.98,2018,1,30000,353,4,1989,도봉구 해등로 242-11
