상권_코드,상권_코드_명,id,구,총_유동인구_수,2020_총_유동인구_수_합격(상권코드),2019_총_유동인구_수_합격(상권코드),2018_총_유동인구_수_합격(상권코드)
1000433,통일로87길,14,서대문구,7413980,30008149,29806315,8693753
1000432,통일로78길,14,서대문구,4709860,19323942,18057738,5889790
1000431,통일로69길,14,서대문구,6162535,25329770,26040672,10270434
1000430,진흥로1길,14,서대문구,9473561,37298234,34732288,9638052
1000429,진흥로12길,14,서대문구,7080094,29288108,31104565,10715012
1000428,증산서길,14,서대문구,2514000,11164588,11658505,2724610
1000427,증산로9길,14,서대문구,3506648,13897497,12001432,1733187
1000426,증산로5길,14,서대문구,2698169,11488252,11363000,1725789
1000425,증산로21길,14,서대문구,8168707,32763748,33046955,9780006
1000424,증산로17길,14,서대문구,4691567,19001314,18171289,4177077
1000423,증산로15길,14,서대문구,3901344,15653285,14694883,2523938
1000422,증산로13길,14,서대문구,5968769,23921912,21836536,5066600
1000421,응암로34길,14,서대문구,8144171,32141360,28001733,9545261
1000420,응암로22길,14,서대문구,6094843,24371350,21178216,6799863
1000419,응암로14길,14,서대문구,5686583,22786984,22397787,8095962
1000418,응암로13길,14,서대문구,5563339,22717903,22885082,7365606
1000417,응암로12길,14,서대문구,5464391,22121786,24285193,7986723
1000416,은평로8길,14,서대문구,9856299,38734591,36936900,14891741
1000415,은평로3길,14,서대문구,7884576,32104701,33665076,11468230
1000414,은평로20길,14,서대문구,2941190,10959126,9235535,2771123
1000413,은평로13길,14,서대문구,5948480,23530624,23129817,7767435
1000412,은평로10길,14,서대문구,5534603,21684408,20507363,7099899
1000411,연서로5길,14,서대문구,7271864,29312560,26759750,6220435
1000410,연서로41길,14,서대문구,4600967,18655658,18560371,4160550
1000409,연서로3길,14,서대문구,6103675,24869357,24094206,6230101
1000408,연서로34길,14,서대문구,4915128,20077266,19882265,5358655
1000407,연서로33길,14,서대문구,4488088,18021820,17184899,5108162
1000406,연서로29길,14,서대문구,6427412,26406526,27863711,16429710
1000405,연서로28길,14,서대문구,6307263,26588393,27901094,23609076
1000404,연서로27길,14,서대문구,8454333,35261452,37161912,24865661
1000403,연서로21길,14,서대문구,6174042,25447125,24143879,9542566
1000402,연서로17길,14,서대문구,5917467,23919139,22911258,9385932
1000401,연서로16길,14,서대문구,7399215,30083651,30577508,10225920
1000400,연서로13길,14,서대문구,6325233,25587259,23051383,7559413
1000399,연서로11길,14,서대문구,6249313,25995147,24065451,5894222
1000398,역말로9길,14,서대문구,6849250,28358173,27959593,8669341
1000397,수색로18길,14,서대문구,1532897,5638250,5603891,2142208
1000396,서오릉로8길,14,서대문구,6288562,25393750,26911180,7312467
1000395,서오릉로21길,14,서대문구,4209899,16758645,15563265,3603292
1000394,불광천길,14,서대문구,8058698,32087631,32413131,10973285
1000393,갈현로7길,22,은평구,6151598,25303999,25174026,6365262
1000392,갈현로41길,22,은평구,6015238,24083666,22560810,4531665
1000391,갈현로33길,22,은평구,6298167,25613717,25851885,5327837
1000390,갈현로1길,22,은평구,6103641,24876369,21252033,4293450
1000389,가좌로7길,22,은평구,8973431,36667085,38971896,9735151
1000388,한글비석로44길,25,중랑구,5823311,24415563,22549533,6060223
1000387,한글비석로24길,25,중랑구,6520297,27084464,25493402,8835911
1000386,한글비석로22길,25,중랑구,4097425,16879260,16578469,6856058
1000385,석계로1길,25,중랑구,3435950,13927199,14026383,6005673
1000384,상계로9가길,25,중랑구,8437020,34920469,33627289,11532973
1000383,상계로1길,25,중랑구,5645493,23736802,25537108,14196993
1000382,상계로12길,25,중랑구,10063718,40596484,38556162,10457249
1000381,동일로242길,25,중랑구,2640965,11058742,10264089,3557559
1000380,동일로192길,25,중랑구,9194783,36844829,35476989,15690586
1000379,동일로173가길,3,강북구,6477250,26841294,25726881,11162941
1000378,공릉로58길,3,강북구,1632519,6320046,6583146,3075434
1000377,해등로16길,3,강북구,4334437,18156619,19204156,5089268
1000376,우이천로4다길,3,강북구,4909590,20375302,19607663,2620799
1000375,우이천로32길,3,강북구,3647234,15102549,15591446,3086770
1000374,시루봉로23길,3,강북구,2148755,8547198,7743454,2275257
1000373,삼양로144길,3,강북구,2171355,8494661,8727895,2075717
1000372,방학로6가길,3,강북구,4718062,19086315,21327474,7018561
1000371,방학로5길,3,강북구,5697181,23093957,22346909,6843053
1000370,방학로15길,3,강북구,2014401,8934699,8326635,1947653
1000369,방학로10길,3,강북구,3464084,14223099,15212185,4811561
1000368,도봉산길,3,강북구,1324682,5295756,4767034,1048106
1000367,도봉산4길,3,강북구,355592,1417660,1484502,386351
1000366,도봉로181길,3,강북구,2005652,7941810,6930792,1725397
1000365,도봉로169나길,3,강북구,1604102,6312776,6160512,1227969
1000364,도봉로156길,3,강북구,1808053,6886727,7035783,2201360
1000363,도봉로152가길,3,강북구,1945319,7404624,7855980,1456824
1000362,도봉로147길,3,강북구,4746324,19169458,19514046,5595348
1000361,도봉로143길,3,강북구,3371597,13841482,15440852,4525139
1000360,도봉로114길,3,강북구,9162726,36546463,36786403,11837258
1000359,도봉로109길,3,강북구,7256883,29387705,29533094,8639633
1000358,도당로29길,3,강북구,4501977,18180821,14728776,4357719
1000357,도당로19길,3,강북구,4404061,17718113,17009933,4157933
1000356,도당로13바길,3,강북구,4000669,16256535,18494931,5010964
1000355,도당로13가길,3,강북구,4124219,16710438,19098358,5860584
1000354,덕릉로60길,3,강북구,4914896,20705313,19803023,2552015
1000353,노해로63다길,3,강북구,2502718,10895200,13101973,2716320
1000352,노해로60길,3,강북구,7927747,32265241,33301570,11196726
1000351,한천로140길,3,강북구,5918761,22764511,21947284,8368491
1000350,한천로139가길,3,강북구,5403466,22540828,24425437,12167927
1000349,한천로132길,3,강북구,7484470,29422812,28608998,12551170
1000348,한천로130길,3,강북구,6500531,25437193,23503005,7235441
1000347,한천로124나길,3,강북구,5830763,23527262,22905943,8091821
1000346,한천로109길,3,강북구,3834693,15853250,14915429,3205918
1000345,인수봉로79길,3,강북구,2326316,9312765,8811355,1774558
1000344,인수봉로72길,3,강북구,5256790,21379302,20478189,4366889
1000343,인수봉로56길,3,강북구,5167303,20828876,20022598,4195832
1000342,오패산로67길,9,노원구,6058694,25455568,26376880,14588774
1000341,오패산로52길,9,노원구,5388790,21280900,20889560,4376494
1000340,오패산로30길,9,노원구,4762664,19270359,18650748,5596056
1000339,수유로12길,9,노원구,6646079,26960603,26997538,9353023
1000338,솔샘로65길,9,노원구,6341303,27150134,25277801,5896166
1000337,솔매로50길,9,노원구,6856791,28457404,27586855,9422961
1000336,솔매로45길,9,노원구,3925736,16134499,15304148,6011431
1000335,솔매로41길,9,노원구,6327764,25666757,23651398,7643153
1000334,삼양로93길,9,노원구,5692833,23243582,22976864,4984730
1000333,삼양로77길,9,노원구,5434582,21418283,19999370,3617845
1000332,삼양로54길,9,노원구,5315173,21927280,22320427,6018326
1000331,삼양로41길,9,노원구,6645187,26992176,30667755,10254832
1000330,삼양로27길,9,노원구,5035273,20076508,21210770,7574266
1000329,삼양로24길,9,노원구,7181099,29590771,27954429,6361431
1000328,삼양로20길,9,노원구,6360039,25739806,24174340,5297488
1000327,삼각산로28길,17,성북구,6672582,27887518,29963548,11968434
1000326,도봉로99길,10,도봉구,4486466,17328165,16131359,5442664
1000325,도봉로8길,10,도봉구,2951328,12470857,13586563,7307021
1000324,도봉로76길,10,도봉구,5732589,23718916,23884125,9665745
1000323,도봉로67길,10,도봉구,5069614,20441604,19298167,5595617
1000322,도봉로45길,10,도봉구,4795615,20070524,19194553,6936454
1000321,도봉로18길,10,도봉구,5445490,21911235,21439727,4965806
1000320,도봉로13길,10,도봉구,5236279,21177090,21882810,5508419
1000319,덕릉로41길,10,도봉구,6562927,27366681,28826840,14846061
1000318,덕릉로40길,10,도봉구,2624733,10646825,11444263,2716623
1000317,노해로33길,10,도봉구,4348808,18878448,18974901,5043188
1000316,노해로23길,10,도봉구,4763873,20279917,19751016,5349910
1000315,노해로17길,10,도봉구,6106691,25397645,27119992,8153874
1000314,화랑로40길,10,도봉구,3082859,12598468,13092865,5633663
1000313,화랑로32길,10,도봉구,4832799,18964196,18504585,5363867
1000312,화랑로1길,10,도봉구,6977685,27199750,23595737,7191619
1000311,화랑로19길,10,도봉구,4930737,20434555,19620146,4708579
1000310,화랑로14길,10,도봉구,3524016,15843053,15874916,6068667
1000309,화랑로13길,10,도봉구,3843885,16805021,16633648,6942396
1000308,한천로76길,9,노원구,3562140,14308463,14931814,5036272
1000307,한천로101가길,10,도봉구,2950889,12080031,11666912,2159735
1000306,창경궁로43길,10,도봉구,2962426,11857530,12982504,5723140
1000305,지봉로20길,17,성북구,4484571,18790898,18881948,5721722
1000304,종암로5길,17,성북구,2620135,10633123,11320362,3499442
1000303,종암로24가길,17,성북구,4285043,16474998,14539162,3560017
1000302,종암로21길,17,성북구,3995321,15535704,15516250,4371948
1000301,종암로19길,17,성북구,4663892,18754647,17123286,4295717
1000300,종암로16길,17,성북구,6081509,23964075,21631565,5025657
1000299,정릉로8길,3,강북구,419652,1675738,1992963,806719
1000298,정릉로27길,3,강북구,6202277,24335439,23899089,6319416
1000297,정릉로26길,23,종로구,3114463,12363868,12163850,2759654
1000296,장위로50길,23,종로구,2662310,10930446,10589883,2954179
1000295,장월로1길,17,성북구,3690379,15565083,15425288,5836303
1000294,인촌로6길,17,성북구,4242320,17296782,17272963,6123915
1000293,인촌로5길,17,성북구,4270118,18206337,20699813,9854098
1000292,인촌로24길,17,성북구,3499645,13883952,15568747,11715254
1000291,개운사길,17,성북구,1705426,6868526,8477154,7511594
1000290,인촌로1길,17,성북구,5516948,23026273,24943443,10703001
1000289,인촌로17가길,17,성북구,2941588,11989765,13700131,4983400
1000288,오패산로4길,17,성북구,5951743,25626057,23057575,8316399
1000287,오패산로3길,17,성북구,5734344,22543188,20268356,6150303
1000286,오패산로19길,17,성북구,4509551,19083617,18790007,6754183
1000285,안암로5길,17,성북구,4892156,19390952,19831219,7119218
1000284,아리랑로4길,17,성북구,6392980,25222046,27316568,13179771
1000283,솔샘로6길,17,성북구,2520040,10190423,9682720,3180005
1000282,성북로8길,17,성북구,2591668,10958858,11688944,3973136
1000281,삼양로8길,17,성북구,5138059,20954683,20930924,5804383
1000280,삼선교로16가길,17,성북구,3139371,13400724,14090337,7253486
1000279,삼선교로10다길,17,성북구,3127612,13178362,14768115,8231588
1000278,삼선교로10길,17,성북구,3919587,16440245,18455238,9749686
1000277,보문로32길,17,성북구,4977514,21429946,25874836,13686199
1000276,보문로31길,17,성북구,5295908,21666764,23503051,9704580
1000275,보문로26길,17,성북구,4057281,16746392,18223656,7344802
1000274,보문로13길,17,성북구,5304532,21905623,23314234,6398910
1000273,보국문로16길,17,성북구,3423833,13745993,13627952,3507892
1000272,동소문로6길,3,강북구,3113924,13195808,14291964,7060560
1000271,동소문로2길,17,성북구,3323387,13720080,14967714,7850328
1000270,동소문로26가길,17,성북구,5350276,22052347,24435951,13463998
1000269,동소문로15길,17,성북구,4980803,19395454,21956324,12042503
1000268,동소문로13길,17,성북구,5640522,22413502,26306758,12306111
1000267,돌곶이로8길,17,성북구,4840492,19105604,17810787,4103791
1000266,돌곶이로41길,17,성북구,3175650,12977582,13988141,2769789
1000265,돌곶이로28길,17,성북구,3605044,14963459,14308655,4053525
1000264,돌곶이로27길,17,성북구,4722872,19971891,20178138,4738831
1000263,돌곶이로22길,17,성북구,4234181,17184299,16926025,5648150
1000262,돌곶이로14길,17,성북구,4924777,19450011,18712825,4877082
1000261,길음로7길,17,성북구,3128286,12660134,13570262,4284511
1000260,중랑천로10길,17,성북구,4947120,19367661,19529782,7204710
1000259,용마산로94길,17,성북구,3409847,13700973,13501143,3161748
1000258,용마산로118길,17,성북구,5330564,22095170,20952780,4789605
1000257,용마산로112길,17,성북구,4168001,17230165,16437380,3653046
1000256,용마산로100길,17,성북구,3951712,15788542,14629001,2538025
1000255,신내로7가길,17,성북구,5227494,20843037,21773756,5335336
1000254,사가정로54길,17,성북구,6526264,26744090,25825203,8697917
1000253,사가정로42길,17,성북구,6272619,24681268,22781372,6516544
1000252,봉화산로56길,25,중랑구,6422545,25310286,23212538,6887338
1000251,봉화산로4길,25,중랑구,5619682,23215523,20229500,5976022
1000250,봉화산로30길,25,중랑구,7246224,28641117,25633072,6194206
1000249,봉우재로33길,25,중랑구,5537831,22823185,23626419,10166686
1000248,면목로78길,25,중랑구,8168835,33030383,31449084,9467707
1000247,면목로56길,25,중랑구,5237285,21428897,24131223,6677361
1000246,면목로55길,25,중랑구,4364881,18643065,18406247,5432370
1000245,면목로49길,25,중랑구,5443018,22470509,23085050,9325391
1000244,면목로48길,25,중랑구,5287689,21904699,23313182,7470899
1000243,면목로45길,25,중랑구,5313204,21341865,21935315,9710169
1000242,면목로33길,25,중랑구,5852777,23840744,21824528,4605664
1000241,면목로21길,25,중랑구,4587716,18716025,18234211,4348488
1000240,망우로73길,25,중랑구,3123448,13122971,12412408,3005586
1000239,망우로68길,25,중랑구,5796330,22350029,21408915,5500322
1000238,동일로163길,25,중랑구,4953540,20431829,18654434,5966865
1000237,동일로157길,25,중랑구,7996242,32563242,29996916,9603725
1000236,동일로149길,25,중랑구,3420332,14052207,14665369,3867797
1000235,동일로140길,25,중랑구,4905210,19677175,20295694,5798267
1000234,동일로139길,25,중랑구,3445149,14137498,15408129,4863523
1000233,동일로139가길,25,중랑구,4817587,19819378,20853044,6402988
1000232,동일로130길,25,중랑구,6951561,27572240,25717867,7216836
1000231,동일로123길,25,중랑구,6046851,24179582,23019704,7994759
1000230,동일로112길,25,중랑구,6096677,24856218,26752838,9406103
1000229,동일로101길,25,중랑구,5471883,21974378,19656587,6589998
1000228,동일로100길,25,중랑구,5843862,24260435,23304096,5987001
1000227,답십리로75길,11,동대문구,4766349,19407226,18501995,4248958
1000226,공릉로2길,9,노원구,5306972,21835977,19639481,6269548
1000225,공릉로12가길,9,노원구,2504029,9395149,11523033,2948984
1000224,겸재로54길,25,중랑구,8143855,32946285,34961014,9672908
1000223,겸재로36길,25,중랑구,5388951,22440899,22288573,7368351
1000222,겸재로29길,25,중랑구,5601771,22766740,22018288,7354400
1000221,휘경로3길,11,동대문구,5868801,23571658,25098749,11331242
1000220,휘경로2길,11,동대문구,4607650,18643580,19782587,9532499
1000219,휘경로23길,11,동대문구,5197988,21022839,20025577,5497584
1000218,휘경로14길,11,동대문구,5534275,23637747,23793707,8762311
1000217,한천로46길,11,동대문구,2751206,11291285,10051771,1797052
1000216,한천로40길,11,동대문구,4096574,16498799,15889315,4019908
1000215,한천로33길,11,동대문구,3324297,13336804,12260234,2910159
1000214,한천로14길,11,동대문구,5195969,21248962,20681208,6817142
1000213,천호대로97길,11,동대문구,2710984,11386080,10986985,2591030
1000212,천호대로77길,11,동대문구,3171686,13182383,13745758,5368814
1000211,천호대로45길,11,동대문구,3658452,14904139,15162739,6263766
1000210,천호대로17길,11,동대문구,5554762,21904372,20364935,7328704
1000209,천호대로12길,11,동대문구,2793839,11379478,10711056,3858283
1000208,천장산로7길,11,동대문구,1953866,7448444,9077040,4720830
1000207,제기로5길,11,동대문구,2950439,11687708,12432281,5522208
1000206,제기로21길,11,동대문구,3768790,15416170,15001727,3070804
1000205,전농로4길,11,동대문구,5494374,22391327,20680893,7201126
1000204,전농로3길,11,동대문구,6096348,25190997,23294331,7490506
1000203,전농로29길,11,동대문구,6017012,23947201,24279337,6907077
1000202,장한로8길,11,동대문구,3700258,15607636,15519955,4832399
1000201,장한로5길,11,동대문구,4719598,19520879,19630613,7063940
1000200,장한로27길,11,동대문구,4281094,17623696,16582574,8254008
1000199,장한로27가길,11,동대문구,4192712,17087997,16586902,6690799
1000198,장한로26길,11,동대문구,3273106,13152410,13519044,7399085
1000197,장한로26가길,11,동대문구,4292317,17108975,16982427,8118321
1000196,장한로25길,11,동대문구,4105836,16719542,16203914,8444372
1000195,장한로14길,11,동대문구,3106728,12707790,11773714,2859719
1000194,이문로42길,11,동대문구,5106795,20449521,21041570,5759846
1000193,왕산로43길,11,동대문구,5222659,21499407,21822019,6974046
1000192,왕산로33길,11,동대문구,3185112,13046092,15467206,7739645
1000191,왕산로32길,11,동대문구,3333340,13697756,13822470,4988697
1000190,약령시로17길,11,동대문구,4512301,18697560,19214802,5974402
1000189,서울시립대로4길,11,동대문구,5598223,22369654,20445975,7967498
1000188,서울시립대로29길,11,동대문구,7217978,28309284,27738724,8432010
1000187,서울시립대로16길,11,동대문구,6054151,24253603,24809393,8254480
1000186,사가정로2길,25,중랑구,4133979,16936069,17115814,7638004
1000185,사가정로23가길,25,중랑구,4071203,16447195,15424094,3210684
1000184,사가정로13길,25,중랑구,3077926,12270268,11088383,3077448
1000183,무학로45길,11,동대문구,3967205,15322407,15796810,6797083
1000182,무학로16길,11,동대문구,2828748,11413803,10869620,2654888
1000181,망우로21길,11,동대문구,4933328,21093472,22534028,7475804
1000180,망우로18길,11,동대문구,3444710,14676895,15860186,5777387
1000179,망우로18가길,11,동대문구,2702151,11337524,12127453,4415933
1000178,답십리로72길,11,동대문구,3998626,16150251,16055581,7166743
1000177,답십리로69길,11,동대문구,3097012,12323196,12173658,4210057
1000176,답십리로68길,11,동대문구,4535935,18354866,18258071,8472017
1000175,답십리로64길,11,동대문구,4139250,16838646,16415452,6433230
1000174,답십리로63길,11,동대문구,3975438,16160059,14896858,5526074
1000173,답십리로60길,11,동대문구,3974008,16037542,14797066,4361422
1000172,답십리로56길,11,동대문구,5322678,21868537,20715422,4913176
1000171,답십리로23길,11,동대문구,4749668,19088970,19730344,7758513
1000170,난계로30길,24,중구,3276850,13440945,13381304,7597455
1000169,경희대로4길,11,동대문구,5277896,20913644,21714167,14388028
1000168,경희대로3길,11,동대문구,3833592,15382291,16010347,10811849
1000167,천호대로129길,6,광진구,6631397,27502185,27465620,7304927
1000166,천호대로123길,6,광진구,5589642,23046603,23009989,7171357
1000165,천호대로109길,6,광진구,4949254,20103153,18976891,8940949
1000164,자양번영로3길,6,광진구,5380657,22146307,21580891,5064126
1000163,자양로53길,6,광진구,5932038,23893506,23969789,6932500
1000162,자양로50길,6,광진구,4785778,20213685,20290141,4646370
1000161,자양로45길,6,광진구,5182600,21050319,21137503,6335654
1000160,자양로26길,6,광진구,8256913,30920460,27897061,7367371
1000159,자양로15길,6,광진구,6364143,26061017,27694604,9204850
1000158,자양로11길,6,광진구,7563569,30689812,31438497,10032282
1000157,용마산로3길,6,광진구,4560270,19061210,18738689,7744550
1000156,용마산로21길,6,광진구,6325298,25513106,25179607,8345086
1000155,아차산로78길,6,광진구,2056290,8266362,9200059,3180195
1000154,아차산로65길,6,광진구,6701233,26788759,27344360,7696671
1000153,아차산로55길,6,광진구,6779335,26014153,25390871,7682041
1000152,아차산로51길,6,광진구,4692771,18693576,18774753,5715048
1000151,아차산로40길,6,광진구,7827015,32101929,32973970,9477833
1000150,면목로17길,6,광진구,5167491,21061505,21504203,5477641
1000149,뚝섬로64길,16,성동구,2534687,10496730,11434427,3377485
1000148,뚝섬로58길,16,성동구,4136619,16920805,17214031,4741914
1000147,뚝섬로54길,16,성동구,3644117,14904276,14416379,3785727
1000146,뚝섬로48길,16,성동구,5691044,23440564,22396480,6288698
1000145,뚝섬로24길,16,성동구,5321488,21671327,21120135,5754850
1000144,뚝섬로23길,16,성동구,6385243,26176886,26036405,8910698
1000143,동일로24길,16,성동구,6020525,24976638,26824341,12562209
1000142,동일로18길,16,성동구,5942251,24461309,25206110,11237354
1000141,능동로4길,6,광진구,6658410,27120028,25318839,6455623
1000140,능동로3길,6,광진구,6389392,25923316,24115536,6785933
1000139,능동로34길,6,광진구,3959313,16515082,16451976,7586438
1000138,능동로19길,6,광진구,4850435,19811944,20839853,10072471
1000137,능동로13길,6,광진구,7343187,30267446,31944735,17496562
1000136,긴고랑로9길,6,광진구,5202729,21077543,21456846,6514205
1000135,긴고랑로8길,6,광진구,3977125,16249278,15098151,4591594
1000134,긴고랑로7길,6,광진구,5462880,22346978,22490920,6250542
1000133,긴고랑로20길,6,광진구,7124343,29190581,28480025,11128138
1000132,광나루로52길,6,광진구,7201416,27658784,28554190,9134097
1000131,광나루로40길,6,광진구,6316595,24324310,25829538,7165854
1000130,광나루로37길,6,광진구,3193370,13085344,14769161,3932633
1000129,광나루로36길,6,광진구,5383641,20582962,19832586,4713491
1000128,광나루로24길,6,광진구,1558628,6433608,7752044,4167644
1000127,광나루로12길,6,광진구,5898781,23752707,23545518,9540040
1000126,한림말길,16,성동구,2163098,9127384,10130829,4152586
1000125,한림말3길,16,성동구,2533175,10164584,10380534,4313193
1000124,청계천로10나길,16,성동구,2718975,11169641,11944152,3770721
1000123,장터길,16,성동구,4829309,19194875,17522474,6101681
1000122,용답중앙길,16,성동구,3093377,12413547,12997743,5275965
1000121,용답29길,16,성동구,4593513,18578173,19151388,7608636
1000120,왕십리로6길,16,성동구,4840686,20156847,18615749,7589194
1000119,왕십리로31길,16,성동구,4937191,20161927,17908184,5752128
1000118,왕십리로26길,16,성동구,4618390,20319775,22382573,10901344
1000117,왕십리로21길,16,성동구,4561311,19379566,22141037,6132287
1000116,왕십리로14길,16,성동구,4575074,18760650,17393655,6354126
1000115,아차산로5길,6,광진구,3763818,15229713,13192030,5891093
1000114,아차산로15길,6,광진구,4026086,16674970,16748340,6252946
1000113,아차산로11길,6,광진구,2379103,9818388,9556109,5155373
1000112,송정4가길,16,성동구,4151948,16529584,16009744,5516076
1000111,송정12라길,16,성동구,3360685,13251513,13725558,5061274
1000110,성수일로6길,16,성동구,3618119,15164958,14761889,7902694
1000109,성수이로7길,16,성동구,2852266,11555099,11728746,6734187
1000108,성수이로18길,16,성동구,3573024,14806581,14559037,7174128
1000107,성덕정길,16,성동구,2460319,9790955,9673496,2670405
1000106,성덕정17길,16,성동구,4876403,19807365,19057887,6732151
1000105,서울숲2길,16,성동구,3198632,13209347,11616918,4612395
1000104,상원길,16,성동구,3885676,16085622,15817619,5086955
1000103,상원12길,16,성동구,2522535,10345012,10370144,3013256
1000102,사근동길,16,성동구,2351983,9666206,9533745,4665501
1000101,무학봉길,24,중구,5400680,22070069,21355827,5738526
1000100,무학봉28길,24,중구,3446893,15189842,17388443,6501120
1000099,무학로6길,11,동대문구,4111357,17603715,17914082,8542583
1000098,무수막길,16,성동구,5246743,19913443,20697392,7190523
1000097,매봉길,16,성동구,4014131,16005507,14786807,3840026
1000096,마조로1길,16,성동구,2650057,11152267,11896310,8578254
1000095,마조로16길,16,성동구,2847373,11472284,12236345,5689699
1000094,마장로39길,16,성동구,2515671,10103423,10628369,4208567
1000093,마장로27길,16,성동구,3374472,14417020,15473653,6590235
1000092,뚝섬로5길,16,성동구,2752624,11461224,11974383,4945967
1000091,둘레9길,16,성동구,3046781,12135857,11082977,3935056
1000090,금호산길,16,성동구,5707193,22319251,23224562,8322527
1000089,금호산2길,16,성동구,4983466,20018710,19720638,6528421
1000088,고산자로6길,16,성동구,4891353,20723307,24263990,9306148
1000087,후암로28길,21,용산구,3364227,13567637,12710090,3725441
1000086,효창원로39길,21,용산구,4505911,18238809,18193347,5473593
1000085,회나무로13길,21,용산구,3306180,13465703,12834966,4749973
1000084,한남대로20길,21,용산구,1291572,5140768,4825960,4379806
1000083,한강대로88길,21,용산구,1129350,4698837,5349126,2655317
1000082,한강대로7길,21,용산구,1786236,7305991,6781711,1947331
1000081,한강대로62길,21,용산구,1803761,7201064,8544323,4177848
1000080,한강대로52길,21,용산구,1530387,6049606,6876204,4631742
1000079,한강대로43길,21,용산구,1900775,7518186,8424998,5261003
1000078,한강대로15길,21,용산구,1322658,5022398,4745704,1581112
1000077,한강대로104길,21,용산구,3407063,13898750,14312712,5426964
1000076,청파로73길,21,용산구,3559745,15021312,15249771,4588528
1000075,청파로71길,21,용산구,6084177,25177210,25423857,7229390
1000074,청파로47나길,21,용산구,4555912,18505086,19586614,8777745
1000073,청파로47길,21,용산구,3343610,13775241,15355521,7660687
1000072,장문로45길,21,용산구,4290144,17661864,17529171,5505350
1000071,이태원로54길,21,용산구,2035425,8531089,8423188,6574541
1000070,이태원로27길,21,용산구,2795087,11749369,14419358,10694051
1000069,이촌로22길,21,용산구,1370676,6386383,5828496,1292664
1000068,원효로89길,21,용산구,4264496,17407866,17087766,7232708
1000067,원효로53길,21,용산구,4567838,18308889,17967395,6467549
1000066,원효로41길,21,용산구,2732242,11143014,10390545,3396327
1000065,원효로19길,21,용산구,2780462,11338322,10409001,3344485
1000064,우사단로4길,21,용산구,3413587,14355993,14977646,6465730
1000063,우사단로14길,21,용산구,2878648,12113626,13213187,8897570
1000062,우사단로10길,21,용산구,4666584,19692089,19390621,9964977
1000061,신흥로20길,21,용산구,3338390,13473087,12712690,2966300
1000060,소월로20길,21,용산구,3483667,14057681,13437082,3409038
1000059,서빙고로71길,21,용산구,1381579,5718932,5467088,1142951
1000058,백범로90길,21,용산구,4699259,19206315,19602464,6990110
1000057,백범로79길,21,용산구,5812150,23188601,22119488,7265996
1000056,두텁바위로1길,21,용산구,3629553,14886404,15597201,6246388
1000055,대사관로34길,21,용산구,2912924,12417485,11188495,5635217
1000054,녹사평대로46길,21,용산구,2235287,9358991,9258424,3431478
1000053,녹사평대로40나길,21,용산구,1559179,6444189,8211896,4421332
1000052,녹사평대로32길,21,용산구,1495131,6125774,8346885,7159567
1000051,녹사평대로26길,21,용산구,1919021,7690358,9840239,8329537
1000050,녹사평대로11길,21,용산구,855160,3568554,3405053,535920
1000049,퇴계로90길,24,중구,6725344,27358059,25480934,9560661
1000048,퇴계로8길,24,중구,1819368,7664272,9839989,6835949
1000047,퇴계로56길,24,중구,2620712,10696126,13000031,6995805
1000046,퇴계로46길,24,중구,2489056,10111913,12100152,6333527
1000045,퇴계로18길,24,중구,1027269,4310696,6289036,3303553
1000044,퇴계로12길,24,중구,1517763,6364441,8728313,5060942
1000043,청구로1길,24,중구,4777046,19186352,18938391,4777105
1000042,청구로17길,24,중구,4547479,18778220,20623847,8778637
1000041,장충단로8길,24,중구,3578644,14634151,15211553,5547841
1000040,삼일대로4길,24,중구,2100315,8970470,10878786,9540998
1000039,명동길,24,중구,2712306,11619986,15616209,16969780
1000038,동호로8길,24,중구,4013090,16665115,17200780,8859753
1000037,동호로20길,24,중구,4047452,16615303,18106979,7268114
1000036,동호로15길,24,중구,3810410,15851828,17212824,9377281
1000035,동호로11길,24,중구,3391550,13797471,12687898,6051901
1000034,동호로10길,24,중구,5688932,23003844,24296863,9346394
1000033,다산로39길,24,중구,4970691,20336888,21532105,9311562
1000032,다산로38길,24,중구,5641165,23302482,23736920,10373649
1000031,다산로36길,24,중구,4436127,18579177,17601996,5524908
1000030,다산로33길,24,중구,5547630,22731997,22807787,9502076
1000029,난계로21길,24,중구,4349374,17592205,16407506,5718641
1000028,난계로11길,24,중구,5934501,24318315,24001097,8633901
1000027,필운대로1길,23,종로구,2894970,11717076,12120306,4756564
1000026,평창길,23,종로구,200988,774543,789799,265292
1000025,통일로12길,23,종로구,3251486,12968834,12448818,4706036
1000024,창신길,23,종로구,7111269,28016752,26544845,5174892
1000023,창신5길,23,종로구,5870667,23420119,23468361,7918729
1000022,창신2길,23,종로구,5699624,22746055,22799432,6114382
1000021,창경궁로35길,23,종로구,3535434,13781526,14858894,6558174
1000020,지봉로8길,23,종로구,5652069,22913247,23598444,8606405
1000019,종로65길,23,종로구,6824956,27854688,30008075,11954271
1000018,종로58가길,23,종로구,3769157,15282298,16793077,9436264
1000017,종로24길,23,종로구,1399951,5816206,7111343,6006993
1000016,자하문로7길,23,종로구,2741588,11189056,12473653,5972012
1000015,이화장길,23,종로구,4314945,17213169,17890807,9051553
1000014,율곡로16길,23,종로구,3160901,12531921,13097924,6863674
1000013,율곡로10길,23,종로구,1174738,4831022,6170692,4780291
