기준_년_코드,기준_분기_코드,상권_코드,상권_코드_명,id,구,총_유동인구_수,2020_총_유동인구_수_평균(상권코드),2019_총_유동인구_수_평균(상권코드),2018_총_유동인구_수_평균(상권코드)
2020,2,1000878,주흥길,15,서초구,5633689,5496365,5452622,2432623
2020,2,1000877,주흥15길,15,서초구,5109462,4983256,4997602,2384487
2020,2,1000876,언남길,15,서초구,2657651,2702929,2610229,848477
2020,2,1000875,신반포로45길,15,서초구,4525951,4419595,4516311,2126310
2020,2,1000874,서초대로8길,15,서초구,3391924,3412095,3496267,1345678
2020,2,1000873,서초대로64길,15,서초구,3415431,3394965,3906779,1381255
2020,2,1000872,서초대로4길,15,서초구,4813223,4805326,5206669,3196676
2020,2,1000871,서초대로25길,15,서초구,4684504,4731398,4696481,1732094
2020,2,1000870,서초대로23길,15,서초구,4060792,4089304,4118549,1591836
2020,2,1000869,서초대로15길,15,서초구,3962258,3931600,4026239,1479997
2020,2,1000868,사평대로57길,15,서초구,5327142,5237505,5268050,3057610
2020,2,1000867,사평대로26길,15,서초구,2213653,2175238,1973988,585474
2020,2,1000866,사평대로22길,15,서초구,3335940,3266693,3122468,802778
2020,2,1000865,사임당로17길,15,서초구,4311992,4241944,5025071,2796684
2020,2,1000864,방배로42길,15,서초구,3195336,3234934,3320274,1236494
2020,2,1000863,방배로35길,15,서초구,4595890,4604408,4554460,1591549
2020,2,1000862,방배로18길,15,서초구,3406231,3350045,3327009,1399572
2020,2,1000861,반포대로9길,15,서초구,2838396,2925074,2675778,928805
2020,2,1000860,바우뫼로39길,15,서초구,3437167,3402438,3280358,1332122
2020,2,1000859,마방로2길,15,서초구,2177812,2228898,2452033,749172
2020,2,1000858,방배천로4안길,15,서초구,4059196,4016263,4220505,2280501
2020,2,1000857,동산로19길,15,서초구,3678744,3624405,3387226,955373
2020,2,1000856,동산로10길,15,서초구,2828239,2792039,2881731,739653
2020,2,1000855,동광로39길,15,서초구,3373684,3298854,2940056,771998
2020,2,1000854,동광로1길,15,서초구,4802273,4792388,4692877,1034504
2020,2,1000853,동광로12길,15,서초구,6042642,5925288,6128117,3711155
2020,2,1000852,논현로27길,1,강남구,2849243,2802541,2719180,1237627
2020,2,1000851,논현로1길,1,강남구,3301301,3274685,3182192,733681
2020,2,1000850,남부순환로339길,15,서초구,2634743,2643618,2891958,906653
2020,2,1000849,남부순환로325길,15,서초구,3315947,3270210,3263954,1821084
2020,2,1000848,남부순환로317길,15,서초구,3456893,3484553,3369675,1512670
2020,2,1000847,고무래로8길,15,서초구,2823454,2847778,2896068,1003159
2020,2,1000846,강남대로8길,1,강남구,2956570,2894679,3068544,846148
2020,2,1000845,강남대로34길,1,강남구,3532653,3529768,3572288,1661531
2020,2,1000844,강남대로23길,1,강남구,1389878,1314541,1308633,557801
2020,2,1000843,소담길,1,강남구,6650192,6968525,6052521,1470735
2020,2,1000842,원신길,5,관악구,3139962,3106473,2999566,590694
2020,2,1000841,양지길,5,관악구,3778974,3710836,3982579,1331809
2020,2,1000840,양산길,5,관악구,3409611,3322526,3663124,1183486
2020,2,1000839,호암로24길,5,관악구,8158964,7892707,8800520,3450175
2020,2,1000838,호암로20길,5,관악구,8185266,7893760,8182292,2949159
2020,2,1000837,행운길,5,관악구,8178670,8003120,8210777,2999483
2020,2,1000836,행운1길,5,관악구,7784243,7766896,8021310,3464701
2020,2,1000835,청림3길,5,관악구,6091814,6048487,5437543,1135306
2020,2,1000834,청룡길,5,관악구,8171191,8005274,7467046,3119316
2020,2,1000833,청룡8길,5,관악구,6429498,6807418,6607705,1943170
2020,2,1000832,중앙길,19,양천구,9119698,9365656,8623067,2740635
2020,2,1000831,조원중앙로2길,5,관악구,5416148,5402967,5407040,1466813
2020,2,1000830,조원로18길,5,관악구,4494143,4561663,4830687,1519851
2020,2,1000829,조원로10길,5,관악구,6009007,6079681,6419446,2858570
2020,2,1000828,장군봉2길,5,관악구,5070026,5184063,5397892,1495560
2020,2,1000827,장군봉1길,5,관악구,5860372,6093985,6256420,2053846
2020,2,1000826,인헌길,5,관악구,4789191,4863956,4206716,855976
2020,2,1000825,은천로25길,5,관악구,4176019,4309400,3986553,958816
2020,2,1000824,양녕로6길,5,관악구,8259367,8475259,7890353,2992148
2020,2,1000823,신원로3길,5,관악구,7634903,7697033,8069831,2946462
2020,2,1000822,신사로20길,5,관악구,4503447,4395264,4154288,861479
2020,2,1000821,신림로65길,5,관악구,8624250,8586569,9429901,4438175
2020,2,1000820,신림로64길,5,관악구,6346579,6281082,6545850,3526910
2020,2,1000819,신림로48길,5,관악구,3878154,3871051,3995097,865363
2020,2,1000818,신림로38길,5,관악구,4957380,4992408,3896365,883390
2020,2,1000817,신림로28길,5,관악구,6340495,6157745,6517484,2741059
2020,2,1000816,신림로11길,5,관악구,5789770,5569915,5808021,2237081
2020,2,1000815,신림동길,5,관악구,8659437,8579423,9040903,3707327
2020,2,1000814,승방길,5,관악구,4837035,4863098,4775863,1756497
2020,2,1000813,서림7길,5,관악구,4340493,4346186,4428573,1644218
2020,2,1000812,봉천로33길,5,관악구,7527612,7595914,7118727,2686085
2020,2,1000811,봉천로13길,5,관악구,5127918,5111082,5253908,1385002
2020,2,1000810,복은길,5,관악구,5563113,5582380,4962247,1329775
2020,2,1000809,법원단지길,5,관악구,4933479,4931875,4880831,1255344
2020,2,1000808,법원단지9길,5,관악구,5377637,5401164,5326166,1190304
2020,2,1000807,미성5길,5,관악구,4726394,4684775,4563999,1192507
2020,2,1000806,대학길,5,관악구,6478434,6199357,6359446,2275783
2020,2,1000805,대학14길,5,관악구,4764663,4594413,4576480,1251527
2020,2,1000804,당곡길,19,양천구,4297273,4250123,4270959,1490258
2020,2,1000803,남현길,5,관악구,6307855,6328888,6160549,1412521
2020,2,1000802,남현3길,5,관악구,6542983,6538289,6613405,2240927
2020,2,1000801,남현2길,5,관악구,7813313,7826577,7733851,1839726
2020,2,1000800,남부순환로248길,5,관악구,4607195,4654346,4339365,1160365
2020,2,1000799,남부순환로234길,5,관악구,4359657,4282443,4576272,1874588
2020,2,1000798,남부순환로172길,5,관악구,6135361,6131832,6538002,2114433
2020,2,1000797,남부순환로161길,5,관악구,5591910,5605876,5541070,1334985
2020,2,1000796,남부순환로151길,5,관악구,4899072,5024125,5408423,1558580
2020,2,1000795,남부순환로142길,5,관악구,4059884,4009739,4043689,1265020
2020,2,1000794,난향길,5,관악구,1386981,1384451,1321372,228558
2020,2,1000793,난우길,5,관악구,5686997,5631598,5440458,1173517
2020,2,1000792,난곡로74길,5,관악구,4925221,4975126,5343282,1311775
2020,2,1000791,난곡로34길,5,관악구,4705503,4694069,4659907,1215741
2020,2,1000790,난곡로26길,5,관악구,3715452,3701057,3643965,831518
2020,2,1000789,난곡로24길,5,관악구,2851372,2836477,2759297,388401
2020,2,1000788,낙성대역길,5,관악구,5986703,5905122,5700183,2321940
2020,2,1000787,국회단지길,5,관악구,5663409,5794905,5420380,1535670
2020,2,1000786,구암길,5,관악구,3429892,3480865,3726537,915808
2020,2,1000785,관천로22길,5,관악구,6973972,6863794,6739723,1967174
2020,2,1000784,관천로15길,5,관악구,6959101,6757089,6477721,1108313
2020,2,1000783,관악로30길,5,관악구,5116828,5150827,4672348,1105650
2020,2,1000782,관악로28길,5,관악구,4984185,4997376,4626789,1144662
2020,2,1000781,관악로14길,5,관악구,7107524,6838189,7541465,3752011
2020,2,1000780,관악로10길,5,관악구,5424349,5218710,5639264,2528758
2020,2,1000779,흑석로9길,12,동작구,2466883,2411548,2860712,3283897
2020,2,1000778,흑석로13길,12,동작구,2434368,2386024,2835231,3337369
2020,2,1000777,장승배기로27길,12,동작구,4894085,4923946,4998484,1973374
2020,2,1000776,장승배기로19길,12,동작구,4766307,4958307,4941705,1813872
2020,2,1000775,장승배기로10길,12,동작구,4782122,4718923,4704195,1824555
2020,2,1000774,여의대방로46길,12,동작구,2983742,2907822,2850650,1348301
2020,2,1000773,여의대방로24길,12,동작구,3820375,3726768,3738266,1372225
2020,2,1000772,여의대방로22카길,12,동작구,4906934,4643499,4688963,1512898
2020,2,1000771,여의대방로22나길,12,동작구,2617943,2592665,2583030,896854
2020,2,1000770,여의대방로22길,12,동작구,3514205,3431176,3432620,1034717
2020,2,1000769,양녕로26길,12,동작구,3628515,3612999,3287567,612580
2020,2,1000768,신대방길,12,동작구,3992038,3600626,3464487,1452835
2020,2,1000767,성대로29길,12,동작구,5600693,5537309,5224524,1231983
2020,2,1000766,성대로1길,12,동작구,4716013,4742894,4320210,1413892
2020,2,1000765,서달로8가길,12,동작구,3824489,3729197,3954072,3950774
2020,2,1000764,서달로15길,12,동작구,2139659,2085455,2553982,3743223
2020,2,1000763,서달로14길,12,동작구,2814013,2708704,2765397,2602214
2020,2,1000762,서달로10길,12,동작구,4090703,4068594,4141532,2328411
2020,2,1000761,상도로62길,12,동작구,5246532,5216545,5714187,1645617
2020,2,1000760,상도로61길,12,동작구,3984797,3956971,4272910,1259258
2020,2,1000759,상도로47길,12,동작구,4506699,4433681,4474833,1060939
2020,2,1000758,상도로37길,12,동작구,4346005,4253075,4246978,1201042
2020,2,1000757,상도로15길,12,동작구,5813074,5971600,5502552,2014419
2020,2,1000756,사당로8길,12,동작구,6087915,5932427,5480901,1310497
2020,2,1000755,사당로30길,12,동작구,3941315,3947145,4197185,2558074
2020,2,1000754,사당로2차길,12,동작구,3139417,2935637,2248030,558448
2020,2,1000753,사당로29길,12,동작구,4954897,4966597,5298223,3094685
2020,2,1000752,사당로26길,12,동작구,5059110,5099972,5321753,1998081
2020,2,1000751,사당로23나길,12,동작구,2693926,2728120,2811731,718652
2020,2,1000750,사당로23길,12,동작구,3152485,3185990,3178236,546469
2020,2,1000749,사당로20길,12,동작구,5291395,5304373,5541316,1614203
2020,2,1000748,사당로16길,12,동작구,6868672,6779743,6543068,1643965
2020,2,1000747,사당로16가길,12,동작구,5821582,5703000,5370826,1394622
2020,2,1000746,만양로8길,12,동작구,6272731,6086550,6345262,2334070
2020,2,1000745,만양로14길,12,동작구,4426346,4216136,4455175,2121594
2020,2,1000744,등용로14길,12,동작구,3065315,3087721,3012640,1092169
2020,2,1000743,동작대로7길,12,동작구,7511680,7455155,7691457,3348303
2020,2,1000742,동작대로35길,12,동작구,5075091,4997691,4834152,1245197
2020,2,1000741,동작대로33길,12,동작구,6395214,6341003,6513385,3101309
2020,2,1000740,동작대로29길,12,동작구,4401367,4371471,4593512,1909536
2020,2,1000739,동작대로17길,12,동작구,4794449,4789916,5236543,3169140
2020,2,1000738,대방동2길,12,동작구,3253877,3256420,3305029,1330341
2020,2,1000737,대방동27길,12,동작구,2817834,2859538,2903004,1014431
2020,2,1000736,노량진로6길,12,동작구,4591430,4824892,4627663,1369307
2020,2,1000735,국사봉길,12,동작구,7049388,6564664,6264400,1758381
2020,2,1000734,국사봉2길,12,동작구,4999448,4708611,4543376,1563943
2020,2,1000733,국사봉1길,12,동작구,6181961,5881506,5553081,2096118
2020,2,1000732,영신로9길,20,영등포구,5305284,5453166,6221619,1778379
2020,2,1000731,영등포로84길,20,영등포구,5129182,5125577,5049619,2133771
2020,2,1000730,영등포로80길,20,영등포구,4907464,4963974,4972705,2244498
2020,2,1000729,영등포로62길,20,영등포구,3691016,3734528,4325314,1153978
2020,2,1000728,영등포로35길,20,영등포구,3540839,3629729,4078943,2466024
2020,2,1000727,영등포로27길,20,영등포구,4147578,4280557,4401656,1292894
2020,2,1000726,영등포로25길,20,영등포구,3482996,3588695,3689839,1383848
2020,2,1000725,여의대방로61길,20,영등포구,2562639,2509298,2633356,1166552
2020,2,1000724,여의대방로43나길,20,영등포구,4775421,4793975,4500576,1469812
2020,2,1000723,여의대방로39길,20,영등포구,2465194,2477206,2281345,705167
2020,2,1000722,여의대방로35길,20,영등포구,4146472,4173805,4051524,1374536
2020,2,1000721,양평로28길,20,영등포구,1385987,1367504,1307006,352706
2020,2,1000720,양평로22라길,20,영등포구,1876604,1831149,1737031,625388
2020,2,1000719,양평로19길,20,영등포구,3095397,3131410,3187483,1212241
2020,2,1000718,신길로60길,20,영등포구,5406681,5443152,6017143,1785580
2020,2,1000717,신길로42길,20,영등포구,4596780,4764207,4668956,1230346
2020,2,1000716,신길로42가길,20,영등포구,6837780,6958909,6649461,2137938
2020,2,1000715,신길로39길,20,영등포구,5006977,5267428,5922483,1710893
2020,2,1000714,신길로17길,20,영등포구,4584671,4987531,4191681,1142955
2020,2,1000713,선유서로28길,20,영등포구,3040017,2955888,2794076,1093703
2020,2,1000712,선유서로25길,20,영등포구,2417722,2357200,2225302,732767
2020,2,1000711,선유서로24길,20,영등포구,3167713,3128702,3001256,1138157
2020,2,1000710,선유로55길,20,영등포구,2333081,2314611,2371921,972832
2020,2,1000709,디지털로74길,20,영등포구,5102533,5796062,4518957,1296218
2020,2,1000708,디지털로57길,20,영등포구,5735113,5863208,6041222,2450101
2020,2,1000707,디지털로37길,20,영등포구,5691202,5747420,6202089,2312341
2020,2,1000706,도신로62길,20,영등포구,5241209,5292196,5110706,2130065
2020,2,1000705,도신로60길,20,영등포구,4821701,4872413,4645614,1731450
2020,2,1000704,도신로29길,20,영등포구,4873534,5018773,5463685,1402472
2020,2,1000703,도신로15길,20,영등포구,5024783,4879679,4768859,1493326
2020,2,1000702,도림천로21길,20,영등포구,5378283,5316900,5264243,1916751
2020,2,1000701,도림로63길,20,영등포구,3987267,4014238,3971648,1314699
2020,2,1000700,도림로147길,20,영등포구,2400827,2369046,2359128,872540
2020,2,1000699,도림로112길,20,영등포구,5138152,5146119,5263697,1726737
2020,2,1000698,대림로8길,20,영등포구,5665783,5575571,4889689,2042352
2020,2,1000697,대림로7길,20,영등포구,3664118,3190751,3110591,1307734
2020,2,1000696,대림로44길,20,영등포구,3234241,3244877,3683623,1378529
2020,2,1000695,대림로34길,20,영등포구,3632040,3692021,3999797,1727788
2020,2,1000694,대림로31길,20,영등포구,3972930,3995610,4263520,1748255
2020,2,1000693,대림로29길,20,영등포구,5475770,5518145,6199493,2519501
2020,2,1000692,대림로22길,20,영등포구,6050857,6490911,5507223,1809565
2020,2,1000691,당산로46길,20,영등포구,2812335,2736665,2930250,1902449
2020,2,1000690,당산로38길,20,영등포구,3986293,4023144,3961416,1635447
2020,2,1000689,당산로37길,20,영등포구,4544781,4615608,4742332,1638294
2020,2,1000688,당산로31길,20,영등포구,3625494,3607379,3768615,1595437
2020,2,1000687,국회대로56길,20,영등포구,3014104,2989733,3232960,1683880
2020,2,1000686,경인로90길,20,영등포구,2195889,2179683,2452636,1089709
2020,2,1000685,경인로80길,20,영등포구,2634271,2541898,2535699,957450
2020,2,1000684,경인로77길,20,영등포구,2566811,2511705,2642953,961558
2020,2,1000683,가마산로61길,20,영등포구,4656143,4791067,4678175,1524040
2020,2,1000682,시흥대로94길,8,금천구,3561292,3805234,4189623,1112475
2020,2,1000681,시흥대로84길,8,금천구,4253527,4358381,4264392,897318
2020,2,1000680,시흥대로68길,8,금천구,4734693,4689344,4624778,1623306
2020,2,1000679,시흥대로63길,8,금천구,1910357,1891086,1825402,1196304
2020,2,1000678,시흥대로62가길,8,금천구,3991594,3920631,4105922,1544971
2020,2,1000677,시흥대로36길,8,금천구,1298389,1305124,1440082,224590
2020,2,1000676,시흥대로22길,8,금천구,1519890,1519901,1591495,163559
2020,2,1000675,시흥대로153길,8,금천구,3106944,3126131,2879152,1110796
2020,2,1000674,시흥대로150길,8,금천구,4621030,4567414,4318147,1135987
2020,2,1000673,시흥대로141길,8,금천구,3362789,3401593,3014158,1141945
2020,2,1000672,시흥대로138길,8,금천구,2461740,2502650,2438250,883549
2020,2,1000671,시흥대로120길,8,금천구,4220204,4207444,4073757,1283710
2020,2,1000670,벚꽃로56길,8,금천구,2130004,2192580,2207311,685488
2020,2,1000669,범안로17길,8,금천구,1676810,1686229,1970672,624276
2020,2,1000668,범안로11길,8,금천구,2009048,2027278,2211387,677318
2020,2,1000667,문성로5길,8,금천구,4765829,4718832,4679941,1100867
2020,2,1000666,독산로85길,8,금천구,3191522,3182793,3223153,1020493
2020,2,1000665,독산로78다길,8,금천구,5404713,5212920,4547601,982313
2020,2,1000664,독산로70길,8,금천구,5029454,4908399,4383395,962068
2020,2,1000663,독산로64길,8,금천구,3710213,3752012,3284529,685184
2020,2,1000662,독산로50길,8,금천구,2174804,2188350,2073806,220907
2020,2,1000661,독산로40길,8,금천구,3670941,3671133,3668302,543581
2020,2,1000660,독산로108길,8,금천구,4672800,4631076,4672735,1218507
2020,2,1000659,남부순환로112길,8,금천구,3475972,3506662,3240197,1381762
2020,2,1000658,금하로24길,8,금천구,2778311,2770932,2838106,799269
2020,2,1000657,금하로1길,8,금천구,558922,584981,583010,94901
2020,2,1000656,금하로14길,8,금천구,3188911,3159704,3417755,1435096
2020,2,1000655,가산로5길,8,금천구,2918060,3033585,2830252,1165619
2020,2,1000654,가산로3길,8,금천구,2098681,2136554,1999185,702976
2020,2,1000653,중앙로1길,7,구로구,2206191,2236636,2346272,1137120
2020,2,1000652,중앙로15길,7,구로구,3178975,3186608,3068338,736532
2020,2,1000651,우마길,7,구로구,3936275,4022491,4165653,1235198
2020,2,1000650,오류로8길,7,구로구,3626598,3591082,3536792,1196771
2020,2,1000649,신도림로13길,7,구로구,2178623,2187969,2033212,400403
2020,2,1000648,새말로18길,7,구로구,2857383,2802793,2964474,872426
2020,2,1000647,부일로1길,7,구로구,875099,875278,845590,205063
2020,2,1000646,부일로15길,7,구로구,1905150,1907537,2155505,224833
2020,2,1000645,부일로11길,7,구로구,2038536,2040124,2096675,180821
2020,2,1000644,디지털로32길,7,구로구,3923368,4007589,4316396,2453807
2020,2,1000643,디지털로32가길,7,구로구,3820076,3859849,3829723,2289437
2020,2,1000642,디지털로27길,7,구로구,4327507,4376137,4528277,1711603
2020,2,1000641,도림로6길,7,구로구,5282802,5362956,5403605,1600579
2020,2,1000640,도림로12길,7,구로구,5694631,5659334,5435300,1667287
2020,2,1000639,남부순환로97길,7,구로구,2261478,2257580,2344521,715064
2020,2,1000638,구로중앙로8길,7,구로구,4898593,4972224,5773900,2173852
2020,2,1000637,구로중앙로7길,7,구로구,4933350,4895759,4894668,1376042
2020,2,1000636,구로중앙로42길,7,구로구,2197052,2192852,2111677,524482
2020,2,1000635,구로중앙로34길,7,구로구,3449383,3524269,3773138,1522404
2020,2,1000634,구로중앙로28길,7,구로구,5116079,5121461,4992042,1797872
2020,2,1000633,구로중앙로19길,7,구로구,3577713,3514712,3339567,1149109
2020,2,1000632,구로동로8길,7,구로구,8300588,8342912,7933357,2387561
2020,2,1000631,구로동로7길,7,구로구,4987497,5203522,5168948,1551836
2020,2,1000630,구로동로42길,7,구로구,4554380,4463377,4565630,1354100
2020,2,1000629,구로동로41길,7,구로구,4092826,3926687,3549883,1090069
2020,2,1000628,구로동로38길,7,구로구,4661981,4490854,4120010,1303644
2020,2,1000627,구로동로28길,7,구로구,4452367,4428318,4183843,1511176
2020,2,1000626,구로동로15길,7,구로구,3295946,3411647,3297224,1084347
2020,2,1000625,공원로6가길,7,구로구,3686333,3650988,3741693,1170986
2020,2,1000624,고척로52길,7,구로구,3146500,3141010,3459264,585928
2020,2,1000623,고척로27다길,7,구로구,4117452,4151827,4051819,865170
2020,2,1000622,고척로27길,7,구로구,4590459,4623540,4389731,825704
2020,2,1000621,고척로21나길,7,구로구,4021124,4023532,3730206,574973
2020,2,1000620,경인로47길,7,구로구,3242243,3232939,3247897,1089374
2020,2,1000619,경인로35길,7,구로구,3409318,3397017,3590942,832566
2020,2,1000618,경인로31길,7,구로구,2984815,2977632,2969376,693203
2020,2,1000617,경인로15길,7,구로구,3185419,3169763,2833405,532389
2020,2,1000616,개봉로3길,7,구로구,2641860,2550563,2285520,936912
2020,2,1000615,개봉로2길,7,구로구,3002368,2885649,2859669,1209894
2020,2,1000614,개봉로23가길,7,구로구,2616559,2651864,2843708,909722
2020,2,1000613,개봉로20길,7,구로구,2797067,2771956,2928870,794725
2020,2,1000612,개봉로1길,7,구로구,1729160,1688233,1670989,614305
2020,2,1000611,개봉로17다길,7,구로구,4085436,4038385,3656798,1039237
2020,2,1000610,개봉로17길,7,구로구,3520534,3478379,3325769,885141
2020,2,1000609,개봉로11길,7,구로구,3943613,3827124,3278760,1144429
2020,2,1000608,화곡로64길,4,강서구,3995231,4011488,3797777,1606165
2020,2,1000607,화곡로59길,4,강서구,2575318,2554492,2662715,1678567
2020,2,1000606,화곡로44나길,4,강서구,4317503,4443771,4560972,1557143
2020,2,1000605,화곡로31길,4,강서구,6005719,6033320,6235089,2472869
2020,2,1000604,화곡로20길,4,강서구,5960951,5937807,5532620,1226613
2020,2,1000603,화곡로13길,4,강서구,4545426,4491426,4043789,915596
2020,2,1000602,초원로16길,4,강서구,4146322,4154394,4408816,1071416
2020,2,1000601,초록마을로8길,4,강서구,6548671,6507519,5927904,1006528
2020,2,1000600,초록마을로3길,4,강서구,5085074,5126561,4669043,1004309
2020,2,1000599,월정로20길,4,강서구,8273914,8356738,7100820,1601370
2020,2,1000598,우장산로6길,4,강서구,4273024,4474916,3754250,1072819
2020,2,1000597,양천로73가길,4,강서구,4887481,4846017,4765369,1395751
2020,2,1000596,양천로71길,4,강서구,4556057,4511512,4344404,1260040
2020,2,1000595,양천로49길,4,강서구,1062110,1047373,1080409,427234
2020,2,1000594,양천로26길,4,강서구,1794048,1801070,1803965,304838
2020,2,1000593,양천로24길,4,강서구,4651345,4568071,4221550,1012674
2020,2,1000592,양천로24가길,4,강서구,4478766,4405401,3983706,1123005
2020,2,1000591,양천로14길,4,강서구,4577462,4531363,4473392,931929
2020,2,1000590,방화대로6라길,4,강서구,1636250,1547283,1734491,413314
2020,2,1000589,방화대로21길,4,강서구,2775400,2815949,2800417,816645
2020,2,1000588,등촌로5길,4,강서구,5194696,4964577,4820470,1109079
2020,2,1000587,등촌로55길,4,강서구,3345990,3324875,3086890,889659
2020,2,1000586,등촌로51길,4,강서구,3748274,3732054,3529631,842698
2020,2,1000585,등촌로39길,4,강서구,3301640,3342775,3334519,600583
2020,2,1000584,등촌로13길,4,강서구,5470979,5167157,4789026,1037151
2020,2,1000583,남부순환로11길,4,강서구,2976147,2905223,2971855,701077
2020,2,1000582,까치산로4길,4,강서구,7803455,7797080,7368438,1565205
2020,2,1000581,국회대로7길,4,강서구,4912674,4941646,5354101,1160902
2020,2,1000580,공항대로8길,4,강서구,3104833,3108611,3268185,1028128
2020,2,1000579,공항대로61길,4,강서구,4753377,4696370,4362353,1596441
2020,2,1000578,공항대로59다길,4,강서구,5977988,5887286,5713812,2119116
2020,2,1000577,공항대로59길,4,강서구,4843993,4848546,4316759,1368411
2020,2,1000576,공항대로55길,4,강서구,3495552,3535310,3067873,652538
2020,2,1000575,공항대로42길,4,강서구,2868932,2682302,2870168,1207961
2020,2,1000574,공항대로38길,4,강서구,2179223,2032700,2342344,1284498
2020,2,1000573,곰달래로60길,4,강서구,4416710,4365757,4495259,1160181
2020,2,1000572,곰달래로53길,4,강서구,4698114,4569909,4202129,769354
2020,2,1000571,곰달래로47길,4,강서구,5109434,5058660,4882434,934053
2020,2,1000570,곰달래로31길,4,강서구,5807103,6020187,6405751,2098063
2020,2,1000569,곰달래로25길,4,강서구,7607429,8145803,8894227,3237780
2020,2,1000568,개화동로25길,4,강서구,3267085,3299034,3555495,649902
2020,2,1000567,개화동로23길,4,강서구,4261075,4263959,4553384,841902
2020,2,1000566,강서로8길,4,강서구,8094287,8806738,9767633,3598082
2020,2,1000565,강서로5라길,4,강서구,4721953,4888533,5504902,1387351
2020,2,1000564,강서로5나길,4,강서구,9143874,9529956,8467567,2313752
2020,2,1000563,강서로5가길,4,강서구,10271200,10977701,10780526,3563921
2020,2,1000562,강서로47라길,4,강서구,4518041,4514047,4392466,1128385
2020,2,1000561,강서로47길,4,강서구,5105133,5142344,4860391,1098638
2020,2,1000560,강서로45다길,4,강서구,4874277,4850382,4739556,1444566
2020,2,1000559,강서로45길,4,강서구,3527062,3463177,3386309,1040399
2020,2,1000558,강서로35길,4,강서구,5120210,5163718,5065050,1959798
2020,2,1000557,강서로29길,4,강서구,7408196,7445746,7161661,2096701
2020,2,1000556,강서로18길,4,강서구,9035361,9135179,8480630,1929682
2020,2,1000555,강서로17가길,4,강서구,7097054,7085544,6808899,1631272
2020,2,1000554,강서로15길,4,강서구,13792503,14056678,12976600,3363577
2020,2,1000553,가로공원로80길,4,강서구,6162371,6075936,5901122,966472
2020,2,1000552,가로공원로76가길,4,강서구,7390493,7189050,6908252,1448702
2020,2,1000551,화곡로4길,19,양천구,2300530,2224260,2300968,487968
2020,2,1000550,화곡로3길,19,양천구,1598756,1522882,1563936,262298
2020,2,1000549,지양로7길,19,양천구,2100607,2049102,2099647,345283
2020,2,1000548,중앙로55길,19,양천구,4995075,5093516,5299789,1168010
2020,2,1000547,중앙로51길,19,양천구,5606558,5620037,5561613,878860
2020,2,1000546,중앙로47길,19,양천구,4593346,4579778,4351665,976176
2020,2,1000545,중앙로45길,19,양천구,5120711,5147299,4861337,983614
2020,2,1000544,중앙로36길,19,양천구,2901546,2930688,2916400,1170608
2020,2,1000543,중앙로32길,19,양천구,2795628,2859202,2891307,968191
2020,2,1000542,중앙로25길,19,양천구,3377505,3338654,3162007,711416
2020,2,1000541,은행정로7길,19,양천구,5390198,5371912,5517017,1600613
2020,2,1000540,은행정로5길,19,양천구,3249762,3326901,3441371,1215743
2020,2,1000539,오목로5길,19,양천구,5392263,5423422,5710377,1049240
2020,2,1000538,오목로3길,19,양천구,5046835,5051797,4981851,882786
2020,2,1000537,오목로30길,19,양천구,6771253,6536536,6417668,1381494
2020,2,1000536,오목로23길,19,양천구,6132573,6099584,5980169,1577803
2020,2,1000535,신월로20길,19,양천구,4135232,4199720,3888905,846359
2020,2,1000534,신월로15길,19,양천구,5219245,5301302,5254280,1232923
2020,2,1000533,신목로6길,19,양천구,5270762,5220218,4856165,1592165
2020,2,1000532,신목로5길,19,양천구,3228562,3212669,2950415,867190
2020,2,1000531,신목로2길,19,양천구,4063677,4032053,3777148,1120404
2020,2,1000530,목동중앙서로8가길,19,양천구,3408843,3387282,3296683,965086
2020,2,1000529,목동중앙서로7길,19,양천구,6341508,6143787,5443919,1241569
2020,2,1000528,목동중앙북로8길,19,양천구,4568502,4590828,4473391,1348868
2020,2,1000527,목동중앙북로16길,19,양천구,4101321,4053145,3935783,854945
2020,2,1000526,목동중앙본로7길,19,양천구,7459128,7383573,7260671,1453997
2020,2,1000525,목동중앙로3길,19,양천구,5696597,5634654,5268098,1035037
2020,2,1000524,목동중앙로13나길,19,양천구,701111,689028,720821,177693
2020,2,1000523,목동중앙남로3가길,19,양천구,6446474,6215435,5977927,1099701
2020,2,1000522,목동로9길,19,양천구,4532668,4574433,4947554,1931796
2020,2,1000521,목동로19길,19,양천구,5159135,5161379,5404345,1960559
2020,2,1000520,목동동로8길,19,양천구,1930299,1945192,1806585,513179
2020,2,1000519,목동동로12길,19,양천구,4848863,4783703,4816484,1981100
2020,2,1000518,목동남로4길,19,양천구,1980470,1964571,1850632,478298
2020,2,1000517,남부순환로88길,19,양천구,1566014,1579894,1542112,334730
2020,2,1000516,남부순환로79길,19,양천구,3025592,3013136,2964071,841740
2020,2,1000515,남부순환로70길,19,양천구,3303884,3270439,3272994,620027
2020,2,1000514,남부순환로58길,19,양천구,2897375,2901708,2960988,577872
2020,2,1000513,남부순환로40길,19,양천구,3028643,3010327,3040021,468032
2020,2,1000512,남부순환로33길,19,양천구,3971197,3838889,3641859,784798
2020,2,1000511,곰달래로5길,19,양천구,4487116,4471925,4448578,972343
2020,2,1000510,곰달래로3길,19,양천구,4460372,4464667,4407517,950153
2020,2,1000509,곰달래로2길,19,양천구,3190392,3205210,3142500,609889
