No,year,seoul,gu,emd,pop_total,도로명,도로명_합,경도,위도,상태
105,2020,서울특별시,강남구,개포4동,2637301,개포로17길,서울특별시강남구개포로17길,127.0465809,37.47985449,인근좌표
106,2020,서울특별시,강남구,논현1동,3578456,강남대로140길,서울특별시강남구강남대로140길,127.0229061,37.51424944,인근좌표
107,2020,서울특별시,강남구,논현1동,4598487,강남대로136길,서울특별시강남구강남대로136길,127.0211994,37.5134462,인근좌표
108,2020,서울특별시,강남구,논현1동,5001211,강남대로118길,서울특별시강남구강남대로118길,127.0259677,37.50732695,인근좌표
109,2020,서울특별시,강남구,청담동,4004751,학동로77길,서울특별시강남구학동로77길,127.0484708,37.52038143,인근좌표
110,2020,서울특별시,강남구,논현1동,4554520,학동로6길,서울특별시강남구학동로6길,127.023558,37.51097969,인근좌표
111,2020,서울특별시,강남구,삼성2동,5879034,학동로56길,서울특별시강남구학동로56길,127.0428009,37.51563313,인근좌표
112,2020,서울특별시,강남구,논현2동,3456874,학동로38길,서울특별시강남구학동로38길,127.0344855,37.5133268,인근좌표
113,2020,서울특별시,강남구,삼성1동,2494213,테헤란로81길,서울특별시강남구테헤란로81길,127.0559234,37.51064948,인근좌표
114,2020,서울특별시,강남구,일원1동,3569515,일원로9길,서울특별시강남구일원로9길,127.0847752,37.49029792,인근좌표
115,2020,서울특별시,강남구,일원1동,3853838,일원로3길,서울특별시강남구일원로3길,127.0837362,37.49239428,인근좌표
116,2020,서울특별시,강남구,대치2동,4479056,영동대로65길,서울특별시강남구영동대로65길,127.0641207,37.50198703,인근좌표
117,2020,서울특별시,강남구,삼성1동,1931231,영동대로112길,서울특별시강남구영동대로112길,127.0629962,37.51547658,인근좌표
118,2020,서울특별시,강남구,역삼2동,6508444,언주로81길,서울특별시강남구언주로81길,127.0413139,37.49974411,인근좌표
119,2020,서울특별시,강남구,신사동,3625092,압구정로2길,서울특별시강남구압구정로2길,127.0204154,37.51965179,인근좌표
120,2020,서울특별시,강남구,개포2동,936788,선릉로18길,서울특별시강남구선릉로18길,127.0613325,37.48446017,인근좌표
121,2020,서울특별시,강남구,청담동,4422816,선릉로146길,서울특별시강남구선릉로146길,127.0422095,37.52230733,인근좌표
122,2020,서울특별시,강남구,논현2동,4712904,선릉로133길,서울특별시강남구선릉로133길,127.0396899,37.5180836,인근좌표
123,2020,서울특별시,강남구,청담동,6433845,선릉로132길,서울특별시강남구선릉로132길,127.0438014,37.51874708,인근좌표
124,2020,서울특별시,강남구,논현2동,5085292,선릉로121길,서울특별시강남구선릉로121길,127.0398045,37.51385912,인근좌표
125,2020,서울특별시,강남구,대치4동,7301115,삼성로75길,서울특별시강남구삼성로75길,127.0553669,37.50342157,인근좌표
126,2020,서울특별시,강남구,대치4동,6620864,삼성로69길,서울특별시강남구삼성로69길,127.0572305,37.5012363,인근좌표
127,2020,서울특별시,강남구,대치2동,4108064,삼성로64길,서울특별시강남구삼성로64길,127.0625099,37.50033287,인근좌표
128,2020,서울특별시,강남구,대치4동,6125555,삼성로63길,서울특별시강남구삼성로63길,127.0581754,37.50051453,인근좌표
129,2020,서울특별시,강남구,대치1동,5213720,삼성로57길,서울특별시강남구삼성로57길,127.0604077,37.49780195,인근좌표
130,2020,서울특별시,강남구,청담동,4070099,삼성로147길,서울특별시강남구삼성로147길,127.0466671,37.52077836,인근좌표
131,2020,서울특별시,강남구,삼성2동,4150175,삼성로115길,서울특별시강남구삼성로115길,127.0502003,37.51498219,인근좌표
132,2020,서울특별시,강남구,삼성2동,3821410,봉은사로68길,서울특별시강남구봉은사로68길,127.0491883,37.51126027,인근좌표
133,2020,서울특별시,강남구,삼성2동,3836763,봉은사로57길,서울특별시강남구봉은사로57길,127.0444267,37.51307945,인근좌표
134,2020,서울특별시,강남구,논현2동,5884800,봉은사로43길,서울특별시강남구봉은사로43길,127.0393694,37.51104299,인근좌표
135,2020,서울특별시,강남구,논현2동,5810064,봉은사로29길,서울특별시강남구봉은사로29길,127.0339859,37.50915273,인근좌표
136,2020,서울특별시,강남구,삼성1동,2199144,봉은사로109길,서울특별시강남구봉은사로109길,127.0634415,37.51868396,인근좌표
137,2020,서울특별시,강남구,청담동,2851004,도산대로89길,서울특별시강남구도산대로89길,127.0506448,37.52594525,인근좌표
138,2020,서울특별시,강남구,청담동,2841634,도산대로81길,서울특별시강남구도산대로81길,127.0469541,37.52669255,인근좌표
139,2020,서울특별시,강남구,논현2동,4194284,도산대로50길,서울특별시강남구도산대로50길,127.0376152,37.52065985,인근좌표
140,2020,서울특별시,강남구,논현2동,2449376,도산대로38길,서울특별시강남구도산대로38길,127.0327531,37.51883964,인근좌표
141,2020,서울특별시,강남구,논현2동,2682166,도산대로30길,서울특별시강남구도산대로30길,127.029468,37.5187617,인근좌표
142,2020,서울특별시,강남구,신사동,3636803,도산대로23길,서울특별시강남구도산대로23길,127.0258171,37.52055027,인근좌표
143,2020,서울특별시,강남구,신사동,3827762,도산대로15길,서울특별시강남구도산대로15길,127.0237522,37.5206596,인근좌표
144,2020,서울특별시,강남구,역삼2동,6034482,도곡로37길,서울특별시강남구도곡로37길,127.0449833,37.49556768,인근좌표
145,2020,서울특별시,강남구,개포4동,2100435,논현로8길,서울특별시강남구논현로8길,127.0533985,37.47461961,인근좌표
146,2020,서울특별시,강남구,역삼1동,4592168,논현로63길,서울특별시강남구논현로63길,127.0378986,37.49205905,인근좌표
147,2020,서울특별시,강남구,도곡2동,2892399,논현로28길,서울특별시강남구논현로28길,127.0444696,37.48358545,인근좌표
148,2020,서울특별시,강남구,도곡2동,2832587,논현로26길,서울특별시강남구논현로26길,127.0448047,37.48254431,인근좌표
149,2020,서울특별시,강남구,신사동,3694609,논현로159길,서울특별시강남구논현로159길,127.0254515,37.52252247,인근좌표
150,2020,서울특별시,강남구,논현1동,3809070,논현로139길,서울특별시강남구논현로139길,127.0272146,37.51613802,인근좌표
151,2020,서울특별시,강남구,논현1동,4143050,논현로123길,서울특별시강남구논현로123길,127.029421,37.51135535,인근좌표
152,2020,서울특별시,강남구,논현1동,6290255,논현로115길,서울특별시강남구논현로115길,127.0282387,37.50861849,인근좌표
153,2020,서울특별시,강남구,개포4동,3361415,논현로10길,서울특별시강남구논현로10길,127.0498475,37.47444958,인근좌표
154,2020,서울특별시,강남구,역삼1동,4259131,논현로106길,서울특별시강남구논현로106길,127.0362115,37.50611818,인근좌표
155,2020,서울특별시,강남구,도곡1동,4218048,남부순환로365길,서울특별시강남구남부순환로365길,127.0395669,37.48730014,인근좌표
156,2020,서울특별시,강남구,개포2동,669915,개포로82길,서울특별시강남구개포로82길,127.0679117,37.48906763,인근좌표
157,2020,서울특별시,강남구,개포4동,2342051,개포로28길,서울특별시강남구개포로28길,127.0509711,37.47687347,인근좌표
158,2020,서울특별시,강남구,개포4동,3594554,개포로20길,서울특별시강남구개포로20길,127.0475071,37.47697141,인근좌표
159,2020,서울특별시,강남구,개포4동,2580720,개포로17길,서울특별시강남구개포로17길,127.0465809,37.47985449,인근좌표
160,2020,서울특별시,강남구,논현1동,3455511,강남대로140길,서울특별시강남구강남대로140길,127.0229061,37.51424944,인근좌표
161,2020,서울특별시,강남구,논현1동,4606110,강남대로136길,서울특별시강남구강남대로136길,127.0211994,37.5134462,인근좌표
162,2020,서울특별시,강남구,논현1동,4931397,강남대로118길,서울특별시강남구강남대로118길,127.0259677,37.50732695,인근좌표
163,2020,서울특별시,강남구,청담동,4029150,학동로77길,서울특별시강남구학동로77길,127.0484708,37.52038143,인근좌표
164,2020,서울특별시,강남구,논현1동,4780512,학동로6길,서울특별시강남구학동로6길,127.023558,37.51097969,인근좌표
165,2020,서울특별시,강남구,삼성2동,6484706,학동로56길,서울특별시강남구학동로56길,127.0428009,37.51563313,인근좌표
166,2020,서울특별시,강남구,논현2동,3471466,학동로38길,서울특별시강남구학동로38길,127.0344855,37.5133268,인근좌표
167,2020,서울특별시,강남구,삼성1동,2611115,테헤란로81길,서울특별시강남구테헤란로81길,127.0559234,37.51064948,인근좌표
168,2020,서울특별시,강남구,일원1동,3640229,일원로9길,서울특별시강남구일원로9길,127.0847752,37.49029792,인근좌표
169,2020,서울특별시,강남구,일원1동,3921371,일원로3길,서울특별시강남구일원로3길,127.0837362,37.49239428,인근좌표
170,2020,서울특별시,강남구,대치2동,4424087,영동대로65길,서울특별시강남구영동대로65길,127.0641207,37.50198703,인근좌표
171,2020,서울특별시,강남구,삼성1동,1946001,영동대로112길,서울특별시강남구영동대로112길,127.0629962,37.51547658,인근좌표
172,2020,서울특별시,강남구,역삼2동,6906984,언주로81길,서울특별시강남구언주로81길,127.0413139,37.49974411,인근좌표
173,2020,서울특별시,강남구,신사동,3564963,압구정로2길,서울특별시강남구압구정로2길,127.0204154,37.51965179,인근좌표
174,2020,서울특별시,강남구,개포2동,899197,선릉로18길,서울특별시강남구선릉로18길,127.0613325,37.48446017,인근좌표
175,2020,서울특별시,강남구,청담동,4086951,선릉로146길,서울특별시강남구선릉로146길,127.0422095,37.52230733,인근좌표
