,cafe_nm,gu_cd,gu_x,dong_cd,dong,gibun,road_x,lng,lat,year,bus_cnt,HubName,HubDist,cafe_cd,pop,pop_avg,gu_num,gu,apt_name,size,trade_year,month,day,trade,floor,byear,sizetrade,average_sizetrade
1040,커피빈코리아강남구청앞점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 45-4,서울특별시 강남구 학동로,127.0466127,37.51841471,2020,2,강남구청역,59.92794039,1,3909208,4092532,1,강남구,강변상지리츠빌,171,202010,10,26,307000,11,2001,1795.321637,1987.420771
1042,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 707-2,서울특별시 강남구 테헤란로,127.0450339,37.50293085,2020,2,선릉역,294.9059666,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
1043,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 827-65,서울특별시 강남구 테헤란로8길,127.032149,37.49614015,2020,0,강남역,438.1325497,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
1044,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 651-13,서울특별시 송파구 법원로6길,127.1222359,37.48365231,2020,0,문정역,461.2232781,1,4148942,5082128,1,송파구,건영1,77,202001,1,18,96000,11,1996,1246.753247,1407.326837
1045,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1321-15,서울특별시 서초구 서초대로74길,127.0256838,37.49673577,2020,4,강남역,658.8216711,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1046,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 34-21,서울특별시 강남구 논현로,127.0295177,37.51595077,2020,3,학동역,270.6598927,1,4204012,4429965,1,강남구,e-편한세상,129,202006,6,24,140000,4,2005,1085.271318,1554.149738
1047,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 994-14,서울특별시 강남구 영동대로,127.0688065,37.49756112,2020,2,학여울역,282.0349646,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
1048,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 924-9,서울특별시 강남구 선릉로64길,127.0541518,37.49829169,2020,0,한티역,248.1047867,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
1049,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1657-5,서울특별시 서초구 서초중앙로,127.014217,37.49238766,2020,2,교대역,394.3164355,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1050,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159-6,서울특별시 강남구 테헤란로87길,127.0594268,37.50962404,2020,0,봉은사역,664.3965144,1,6023917,3461443,1,강남구,LG선릉에클라트(A),36,202002,2,5,40500,4,2003,1125,1859.013645
1051,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 234-25,서울특별시 강남구 봉은사로,127.0346447,37.50783825,2020,4,언주역,179.9599297,1,4204012,4429965,1,강남구,e-편한세상,129,202006,6,24,140000,4,2005,1085.271318,1554.149738
1052,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1699-16,서울특별시 서초구 서초중앙로,127.0135186,37.49562563,2020,3,교대역,351.1305569,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1053,커피빈코리아테헤란로하이,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 890-60,서울특별시 강남구 테헤란로70길,127.0531431,37.50473517,2020,0,선릉역,459.1161841,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
1054,커피빈코리아테헤란로비,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 707-2,서울특별시 강남구 테헤란로,127.0450339,37.50293085,2020,2,선릉역,294.9059666,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
1055,커피빈코리아한티역디마크빌딩점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 1024,서울특별시 강남구 도곡로,127.0552134,37.4966152,2020,2,한티역,430.3577046,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
1056,커피빈코리아역삼역4,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 646-18,서울특별시 강남구 테헤란로,127.0348844,37.50064078,2020,1,동오역,158.7378017,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
1057,커피빈,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 748-12,서울특별시 서초구 강남대로,127.0238386,37.50469487,2020,3,신논현역,756.4614269,1,5198665,3900813,1,서초구,APELBAUM,180,202010,10,17,192000,3,2005,1066.666667,2736.054963
1058,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 150,서울특별시 송파구 중대로,127.1188873,37.49052953,2020,2,가락시장역,271.2517817,1,4148942,5082128,1,송파구,건영1,77,202001,1,18,96000,11,1996,1246.753247,1407.326837
1059,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 904-19,서울특별시 강남구 역삼로77길,127.0562645,37.50295804,2020,2,한티역,586.8404809,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
1061,커피빈코리아압구정로데오,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 663-24,서울특별시 강남구 선릉로157길,127.0389913,37.52611101,2020,1,압구정로데오역,421.0059069,1,3199302,3608339,1,강남구,Ruden House,73,202001,1,9,39000,-1,2007,534.2465753,1310.66642
1063,커피빈코리아뉴교보타워옆,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1304,서울특별시 서초구 강남대로,127.0248644,37.50235159,2020,12,신논현역,794.0852227,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1064,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 643-1,서울특별시 송파구 법원로,127.1209979,37.48604895,2020,0,문정역,196.5083243,1,4148942,5082128,1,송파구,건영1,77,202001,1,18,96000,11,1996,1246.753247,1407.326837
1065,커피빈코리아논현동팍스타워,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 231-9,서울특별시 강남구 언주로,127.036665,37.50993618,2020,2,언주역,471.5877598,1,4204012,4429965,1,강남구,e-편한세상,129,202006,6,24,140000,4,2005,1085.271318,1554.149738
1066,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 814-5,서울특별시 강남구 강남대로,127.0260445,37.50205497,2020,14,신논현역,736.1279633,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
1067,커피빈코리아국기원사거,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 827-65,서울특별시 강남구 테헤란로8길,127.032149,37.49614015,2020,0,강남역,438.1325497,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
1068,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1316-5,서울특별시 서초구 서초대로,127.0244987,37.49742881,2020,3,교대역,689.5732788,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1069,커피빈코리아선릉로86,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 889-74,서울특별시 강남구 선릉로86길,127.0505138,37.50336248,2020,3,선릉역,192.24023,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
1070,커피빈코리아대치포스코,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 893,서울특별시 강남구 삼성로85길,127.0561648,37.50458815,2020,0,한티역,721.5613646,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
1071,커피빈코리아서초우성아,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1330-8,서울특별시 서초구 사임당로,127.0283369,37.49272089,2020,4,강남역,214.4034625,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1072,커피빈코리아매헌역점,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 326-8,서울특별시 서초구 동산로,127.0401185,37.46900223,2020,3,양재시민의숲역,191.4902838,1,2741714,2856692,1,서초구,경희궁,83,202002,2,13,83000,2,2001,1000,1097.90184
1073,커피빈,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 181-3,서울특별시 송파구 올림픽로,127.0816764,37.51141201,2020,0,종합운동장역,652.7163808,1,7288863,7837714,1,송파구,갤러리아팰리스,152,202002,2,10,180000,41,2005,1184.210526,2379.483057
1074,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 627-17,서울특별시 강남구 언주로,127.0327819,37.52334815,2020,2,압구정역,394.726608,1,3199302,3608339,1,강남구,Ruden House,73,202001,1,9,39000,-1,2007,534.2465753,1310.66642
1075,커피빈,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 88,서울특별시 송파구 올림픽로,127.1157765,37.52034939,2020,2,한성백제역,486.0441626,1,6453146,5326692,1,송파구,(185-5),133,202005,5,2,105000,9,2002,789.4736842,1503.348835
1076,커피빈,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 88-9,서울특별시 강남구 학동로,127.0320341,37.5146739,2020,0,학동역,47.88920898,1,4204012,4429965,1,강남구,e-편한세상,129,202006,6,24,140000,4,2005,1085.271318,1554.149738
1077,커피빈코리아현대자동차강남오토스퀘어점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 831-21,서울특별시 강남구 강남대로,127.0299591,37.4940768,2020,7,강남역,201.9765948,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
1078,커피빈,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 851-4,서울특별시 서초구 방배로,126.992826,37.4895311,2020,4,내방역,159.3613754,1,4417652,4141028,1,서초구,SK리더스뷰(파스텔시티),84,202007,7,25,129000,9,2006,1535.714286,1473.273078
1079,커피빈코리아대치사거리점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 961,서울특별시 강남구 삼성로,127.0589896,37.50300681,2020,3,한티역,778.5651706,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
1080,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 648-12,서울특별시 강남구 도산대로49길,127.0369742,37.52372481,2020,1,압구정로데오역,739.4646231,1,3199302,3608339,1,강남구,Ruden House,73,202001,1,9,39000,-1,2007,534.2465753,1310.66642
1081,커피빈삼성역글라스타워뒷점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 947,서울특별시 강남구 영동대로85길,127.0628745,37.50708344,2020,4,봉은사역,854.3920891,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
1082,커피빈,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 736-17,서울특별시 서초구 강남대로,127.0228039,37.50684884,2020,4,신논현역,815.8494655,1,5198665,3900813,1,서초구,APELBAUM,180,202010,10,17,192000,3,2005,1066.666667,2736.054963
1083,커피빈코리아도곡동지오빌딩점,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 543-1,서울특별시 강남구 도곡로,127.0416529,37.492262,2020,4,매봉역,734.6631927,1,2753984,3305493,1,강남구,SK허브프리모,33,202003,3,2,37500,17,2006,1136.363636,2029.138322
1084,커피빈,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.1248723,37.47961708,2020,4,장지역,273.2397237,1,4148942,5082128,1,송파구,건영1,77,202001,1,18,96000,11,1996,1246.753247,1407.326837
1085,커피빈코리아노원역점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 724-1,서울특별시 노원구 노해로,127.0623975,37.65440054,2020,4,노원역,169.6871775,1,5823311,6381849,0,노원구,D.S,64,202005,5,9,22700,4,2007,354.6875,850.2505836
1086,커피빈코리아수유역점,11305,강북구,1130510200,번동,서울특별시 강북구 번동 418-3,서울특별시 강북구 도봉로,127.0270285,37.63867041,2020,6,수유역,541.47927,1,7484470,5632485,0,강북구,기산그린,59,202001,1,3,28300,5,2000,479.6610169,669.1581301
1087,커피빈,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 737,서울특별시 강남구 테헤란로,127.0364871,37.50001411,2020,2,동오역,113.7913741,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
1088,커피빈코리아방이점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 24-3,서울특별시 송파구 오금로11길,127.1079493,37.5145508,2020,2,몽촌토성역,368.1592722,1,6453146,5326692,1,송파구,(185-5),133,202005,5,2,105000,9,2002,789.4736842,1503.348835
1089,커피빈코리아강남역먹자골목점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 816-6,서울특별시 강남구 테헤란로1길,127.02728,37.50010085,2020,8,신논현역,840.9913484,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
1090,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1572-7,서울특별시 서초구 서초대로,127.0123549,37.49295779,2020,2,서초역,401.7641711,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1091,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1304,서울특별시 서초구 강남대로,127.0248644,37.50235159,2020,12,신논현역,794.0852227,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1092,커피빈,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 570-12,서울특별시 강남구 논현로167길,127.0274056,37.52441229,2020,1,압구정역,126.1233222,1,3199302,3608339,1,강남구,Ruden House,73,202001,1,9,39000,-1,2007,534.2465753,1310.66642
1093,커피빈,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 761-6,서울특별시 서초구 방배중앙로,126.9855167,37.49570384,2020,2,구반포역,662.5090015,1,4417652,4141028,1,서초구,SK리더스뷰(파스텔시티),84,202007,7,25,129000,9,2006,1535.714286,1473.273078
1094,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 77-11,서울특별시 강남구 영동대로,127.0594668,37.51455313,2020,4,봉은사역,335.7638057,1,6023917,3461443,1,강남구,LG선릉에클라트(A),36,202002,2,5,40500,4,2003,1125,1859.013645
1095,커피빈,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 890-60,서울특별시 강남구 테헤란로70길,127.0531431,37.50473517,2020,0,선릉역,459.1161841,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
1096,커피빈,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 162-2,서울특별시 강남구 봉은사로,127.0641485,37.5146624,2020,2,봉은사역,80.03790158,1,6023917,3461443,1,강남구,LG선릉에클라트(A),36,202002,2,5,40500,4,2003,1125,1859.013645
1098,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1306-2,서울특별시 서초구 강남대로,127.0257958,37.50030487,2020,11,신논현역,895.6557409,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1099,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1317-31,서울특별시 서초구 서초대로73길,127.025717,37.49853815,2020,5,강남역,815.9203215,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1101,커피빈코리아강남역먹자,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 816-6,서울특별시 강남구 테헤란로1길,127.02728,37.50010085,2020,8,신논현역,840.9913484,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
1102,커피빈,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 467-19,서울특별시 강남구 언주로30길,127.0513045,37.48735705,2020,2,매봉역,409.7248244,1,2753984,3305493,1,강남구,SK허브프리모,33,202003,3,2,37500,17,2006,1136.363636,2029.138322
1104,커피빈코리아포스코옆삼성로86길점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 942-16,서울특별시 강남구 삼성로86길,127.0582863,37.50587557,2020,1,한티역,948.0310089,1,4175568,5611518,1,강남구,개포우성1,127,202004,4,24,295000,13,1983,2322.834646,2340.773948
1105,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1328-3,서울특별시 서초구 강남대로,127.0281972,37.49564817,2020,9,강남역,427.6220361,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1106,커피빈코리아역삼점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 668-17,서울특별시 강남구 논현로,127.0365025,37.50233896,2020,2,동오역,346.3479421,1,6387206,5328653,1,강남구,(633-22)로얄팰리스,105,202006,6,10,90000,1,2003,857.1428571,1835.192123
1108,커피빈,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 37-1,서울특별시 서초구 강남대로,127.0204187,37.51193806,2020,1,신사역,866.1657856,1,4282863,4419595,1,서초구,강변,84,202005,5,6,154000,2,1987,1833.333333,2557.576967
1109,커피빈코리아압구정에스점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 660-1,서울특별시 강남구 압구정로46길,127.0368931,37.52827446,2020,2,압구정로데오역,407.8125626,1,3199302,3608339,1,강남구,Ruden House,73,202001,1,9,39000,-1,2007,534.2465753,1310.66642
1110,커피빈,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1582-12,서울특별시 서초구 반포대로,127.0105152,37.48668907,2020,3,서초역,448.928669,1,4100128,3440839,1,서초구,N-Suite 102동(1511-3),120,202006,6,29,120000,3,2004,1000,1551.448845
1111,커피빈삼성로점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 120-13,서울특별시 강남구 삼성로,127.054131,37.51069906,2020,2,중앙역,506.7923043,1,6023917,3461443,1,강남구,LG선릉에클라트(A),36,202002,2,5,40500,4,2003,1125,1859.013645
1112,커피빈코리아올림픽공원,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 88,서울특별시 송파구 올림픽로,127.1157765,37.52034939,2020,2,한성백제역,486.0441626,1,6453146,5326692,1,송파구,(185-5),133,202005,5,2,105000,9,2002,789.4736842,1503.348835
1113,COFFEEBEAN영동2교사거리점,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 425,서울특별시 강남구 논현로,127.0432328,37.48187659,2020,3,매봉역,645.8089635,1,2753984,3305493,1,강남구,SK허브프리모,33,202003,3,2,37500,17,2006,1136.363636,2029.138322
1114,폴바셋서울세관사거리,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 115-13,서울특별시 강남구 언주로,127.0357298,37.51581243,2018,4,학동역,388.457989,1,1386987,2002405,1,강남구,e-편한세상,129,201803,3,30,88700,1,2005,687.5968992,1199.528213
1115,폴바셋강남구청역점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 41-2,서울특별시 강남구 학동로,127.0416233,37.51758141,2018,4,강남구청역,501.5125885,1,1202416,1480536,1,강남구,강변상지리츠빌,171,201801,1,9,230000,4,2001,1345.02924,1690.052161
1116,폴바셋,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 575,서울특별시 강남구 압구정로,127.0260332,37.52555433,2018,2,압구정역,301.4206815,1,1943382,1819852,1,강남구,Ruden House,84,201803,3,12,79000,1,2007,940.4761905,1089.923219
1117,폴바셋,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 142-35,서울특별시 강남구 테헤란로,127.0508489,37.50548265,2018,3,선릉역,341.8966668,1,2836411,1542360,1,강남구,LG선릉에클라트(A),36,201802,2,10,36000,4,2003,1000,1773.421078
1118,폴바셋현대모터스튜디오서울점서울점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 91,서울특별시 강남구 언주로,127.0343472,37.52127052,2018,3,압구정역,589.1823642,1,1386987,2002405,1,강남구,e-편한세상,129,201803,3,30,88700,1,2005,687.5968992,1199.528213
1119,폴바셋코엑스몰점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0591391,37.51182033,2018,0,봉은사역,489.8535662,1,2836411,1542360,1,강남구,LG선릉에클라트(A),36,201802,2,10,36000,4,2003,1000,1773.421078
1120,폴바셋,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 40-1,서울특별시 송파구 올림픽로,127.0981244,37.51130447,2018,1,잠실역,464.5525024,1,2768448,2816561,1,송파구,갤러리아팰리스,176,201801,1,4,161000,7,2005,914.7727273,1920.396177
1121,폴바셋양재점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1361-10,서울특별시 서초구 강남대로,127.0326118,37.48656571,2018,3,양재역,209.2178232,1,1760812,1569786,1,서초구,(1617-21),82,201806,6,18,66500,5,2007,810.9756098,1184.745723
1122,폴바셋,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 107,서울특별시 강남구 영동대로,127.0606881,37.51458087,2018,3,봉은사역,227.9088597,1,2836411,1542360,1,강남구,LG선릉에클라트(A),36,201802,2,10,36000,4,2003,1000,1773.421078
1123,폴바셋,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 158-16,서울특별시 강남구 테헤란로,127.0581945,37.50777607,2018,2,봉은사역,896.4581366,1,2836411,1542360,1,강남구,LG선릉에클라트(A),36,201802,2,10,36000,4,2003,1000,1773.421078
1124,폴바셋역삼점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 736-17,서울특별시 강남구 테헤란로20길,127.03453,37.49917817,2018,2,동오역,91.33480295,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
1125,폴바셋청담역점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 76-2,서울특별시 강남구 삼성로,127.0501391,37.51955142,2018,3,강남구청역,296.2444148,1,1202416,1480536,1,강남구,강변상지리츠빌,171,201801,1,9,230000,4,2001,1345.02924,1690.052161
1126,폴바셋,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1715-9,서울특별시 서초구 서초대로,127.0130005,37.4937471,2018,3,교대역,407.6410104,1,1760812,1569786,1,서초구,(1617-21),82,201806,6,18,66500,5,2007,810.9756098,1184.745723
1127,폴바셋압구정2호점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 615-4,서울특별시 강남구 압구정로36길,127.0313083,37.52794045,2018,2,압구정역,554.9130621,1,1943382,1819852,1,강남구,Ruden House,84,201803,3,12,79000,1,2007,940.4761905,1089.923219
1128,폴바셋청담점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 99-5,서울특별시 강남구 도산대로75길,127.0457958,37.52570664,2018,2,압구정로데오역,576.387698,1,1202416,1480536,1,강남구,강변상지리츠빌,171,201801,1,9,230000,4,2001,1345.02924,1690.052161
1129,폴바셋,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,2018,3,고속터미널역,243.5394872,1,2446508,1576875,1,서초구,APELBAUM,180,201808,8,10,148500,2,2005,825,2178.668139
1130,폴바셋롯데강남점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 937,서울특별시 강남구 도곡로,127.0532526,37.49695993,2018,3,한티역,289.224165,1,1778436,2275593,1,강남구,개포우성1,127,201801,1,1,265000,11,1983,2086.614173,1929.110361
1131,폴바셋뉴코아강남점,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 70-1,서울특별시 서초구 잠원로,127.006958,37.51024881,2018,4,반포역,482.2761921,1,2131041,2126310,1,서초구,강변,84,201801,1,6,137500,5,1987,1636.904762,1896.8602
1132,폴바셋롯데마트,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1498-5,서울특별시 서초구 서초대로38길,127.0051933,37.49065408,2018,1,서초역,334.334618,1,1760812,1569786,1,서초구,(1617-21),82,201806,6,18,66500,5,2007,810.9756098,1184.745723
1133,폴바셋,11680,강남구,1168011400,일원동,서울특별시 강남구 일원동 717,서울특별시 강남구 일원로,127.0844309,37.48406823,2018,3,일원역,7.668902205,1,1140300,1175478,1,강남구,가람,75,201801,1,13,128500,1,1993,1713.333333,1634.041831
1134,폴바셋,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1317-23,서울특별시 서초구 서초대로,127.0259036,37.49809817,2018,5,강남역,766.0452352,1,1760812,1569786,1,서초구,(1617-21),82,201806,6,18,66500,5,2007,810.9756098,1184.745723
1135,PaulBassett,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 736-17,서울특별시 강남구 테헤란로20길,127.03453,37.49917817,2018,2,동오역,91.33480295,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
1136,폴바셋서울세관사거리,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 115-13,서울특별시 강남구 언주로,127.0357298,37.51581243,2019,4,학동역,388.457989,1,4821883,4358954,1,강남구,e-편한세상,84,201911,11,5,103700,3,2005,1234.52381,1352.569954
1137,폴바셋강남구청역점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 41-2,서울특별시 강남구 학동로,127.0416233,37.51758141,2019,4,강남구청역,501.5125885,1,3978718,3847604,1,강남구,골든아트빌,178,201911,11,13,151000,8,2000,848.3146067,1912.007224
1138,폴바셋,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 575,서울특별시 강남구 압구정로,127.0260332,37.52555433,2019,2,압구정역,301.4206815,1,3729212,3658522,1,강남구,Ruden House,84,201904,4,24,75000,7,2007,892.8571429,1211.551705
1139,폴바셋,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 142-35,서울특별시 강남구 테헤란로,127.0508489,37.50548265,2019,3,선릉역,341.8966668,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
1140,폴바셋현대모터스튜디오서울점서울점,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 91,서울특별시 강남구 언주로,127.0343472,37.52127052,2019,3,압구정역,589.1823642,1,4821883,4358954,1,강남구,e-편한세상,84,201911,11,5,103700,3,2005,1234.52381,1352.569954
1141,폴바셋코엑스몰점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0591391,37.51182033,2019,0,봉은사역,489.8535662,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
1142,폴바셋,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 40-1,서울특별시 송파구 올림픽로,127.0981244,37.51130447,2019,1,잠실역,464.5525024,1,8092951,8211541,1,송파구,갤러리아팰리스,151,201901,1,2,162000,27,2005,1072.847682,2097.699456
