,cafe_nm,gu_cd,gu_x,dong_cd,dong,gibun,road_x,lng,lat,year,bus_cnt,HubName,HubDist,cafe_cd,pop,pop_avg,gu_num,gu,apt_name,size,trade_year,month,day,trade,floor,byear,sizetrade,average_sizetrade
268,스타벅스,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 4-3,서울특별시 서초구 논현로,127.0425756,37.48198841,2019,6,매봉역,664.881267,1,2647559,2846241,1,서초구,(66-3),203,201910,10,30,152000,3,2006,748.7684729,1065.099185
269,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 635-13,서울특별시 강남구 압구정로42길,127.0347168,37.52683303,2019,0,압구정로데오역,647.4336657,1,3729212,3658522,1,강남구,Ruden House,84,201904,4,24,75000,7,2007,892.8571429,1211.551705
270,스타벅스노원케이티점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 723,서울특별시 노원구 노해로,127.0638259,37.65436683,2019,3,노원역,280.9447354,1,5720615,6164502,0,노원구,건영,59,201909,9,30,29700,4,2003,503.3898305,708.0721203
271,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 701-7,서울특별시 강남구 테헤란로,127.0437621,37.50333505,2019,2,역삼역,391.9664849,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
272,스타벅스,11320,도봉구,1132010700,창동,서울특별시 도봉구 창동 659-5,서울특별시 도봉구 도봉로,127.0348687,37.64834884,2019,5,쌍문역,81.13411121,1,4717244,5543762,0,도봉구,DK포시즌,77,201904,4,29,24500,6,2003,318.1818182,727.0568837
273,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 70-2,서울특별시 서초구 잠원로,127.0074239,37.50923454,2019,3,반포역,403.4108373,1,4463550,4516311,1,서초구,강변,66,201906,6,18,128800,1,1987,1951.515152,2195.161706
274,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,2019,3,고속터미널역,243.5394872,1,5601795,3807265,1,서초구,그린피아,81,201911,11,2,59000,5,2003,728.3950617,2525.146243
276,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1699-3,서울특별시 서초구 서초중앙로,127.013362,37.49635417,2019,2,교대역,390.7206732,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
277,스타벅스대치점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 988-17,서울특별시 강남구 도곡로,127.0622213,37.49962651,2019,1,대치역,573.7853677,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
278,스타벅스광운대점,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 410-1,서울특별시 노원구 석계로,127.0607054,37.62317518,2019,6,광운대역,140.7357031,1,3614463,4228676,0,노원구,건양노블레스빌,84,201909,9,12,50700,22,2003,603.5714286,735.4433222
279,스타벅스,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 126,서울특별시 노원구 화랑로,127.088969,37.62877599,2019,0,화랑대역,1104.210813,1,8883887,7650484,0,노원구,6.7디벨리움,17,201905,5,13,17500,8,2016,1029.411765,667.9926339
280,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-26,서울특별시 강남구 테헤란로2길,127.0296792,37.49648032,2019,3,강남역,466.3858573,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
281,스타벅스석촌호수점,11710,송파구,1171010400,송파동,서울특별시 송파구 송파동 7-4,서울특별시 송파구 석촌호수로,127.1052164,37.50943014,2019,0,잠실역,585.3557016,1,5095614,5195866,1,송파구,2차한양아파트,64,201901,1,4,89800,2,1984,1403.125,1190.897966
282,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 5-1,서울특별시 강남구 도산대로,127.0233685,37.51734176,2019,0,신사역,479.2690266,1,4821883,4358954,1,강남구,e-편한세상,84,201911,11,5,103700,3,2005,1234.52381,1352.569954
283,스타벅스역삼역점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 646-15,서울특별시 강남구 테헤란로,127.0351776,37.50070625,2019,1,동오역,158.1703565,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
284,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159-6,서울특별시 강남구 테헤란로87길,127.0594268,37.50962404,2019,0,봉은사역,664.3965144,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
285,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 747-21,서울특별시 강남구 논현로,127.0388807,37.49591579,2019,3,동오역,478.4249724,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
286,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1317-23,서울특별시 서초구 서초대로,127.0259036,37.49809817,2019,5,강남역,766.0452352,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
287,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 996-9,서울특별시 강남구 테헤란로104길,127.065231,37.50858885,2019,2,봉은사역,708.5392871,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
288,스타벅스,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 467-17,서울특별시 강남구 언주로30길,127.0541634,37.48929922,2019,2,도곡역,171.163384,1,2843080,3266265,1,강남구,SK허브프리모,33,201901,1,7,37000,17,2006,1121.212121,1735.652185
289,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 나루터로4길,127.013448,37.50958236,2019,0,반포역,201.6544684,1,4463550,4516311,1,서초구,강변,66,201906,6,18,128800,1,1987,1951.515152,2195.161706
290,스타벅스한성대입구역점,11290,성북구,1129010200,성북동1가,서울특별시 성북구 성북동1가 35-1,서울특별시 성북구 성북로,127.0049043,37.58904601,2019,5,한성대입구역,252.4509408,1,3178594,3480175,0,성북구,스타팰리스,151,201904,4,11,109000,6,2006,721.8543046,1017.779912
291,스타벅스송파사거리점,11710,송파구,1171010400,송파동,서울특별시 송파구 송파동 96-7,서울특별시 송파구 송파대로,127.1103348,37.50226933,2019,2,석촌역,127.5640618,1,5095614,5195866,1,송파구,2차한양아파트,64,201901,1,4,89800,2,1984,1403.125,1190.897966
292,스타벅스강남에비뉴점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1303-16,서울특별시 서초구 서초대로77길,127.0238869,37.50272196,2019,4,신논현역,842.5284559,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
293,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 651,서울특별시 강남구 남부순환로,127.0573953,37.4921724,2019,3,도곡역,271.5395004,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
294,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 144-25,서울특별시 강남구 테헤란로,127.0555809,37.50694425,2019,4,선릉역,766.3550335,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
295,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 679-4,서울특별시 강남구 테헤란로,127.0377338,37.50157409,2019,4,역삼역,265.1995969,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
296,스타벅스압구정로데오역점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.0405131,37.52653786,2019,0,압구정로데오역,329.2740261,1,3978718,3847604,1,강남구,골든아트빌,178,201911,11,13,151000,8,2000,848.3146067,1912.007224
297,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 837-36,서울특별시 강남구 강남대로,127.0318013,37.49065888,2019,3,강남역,211.7447532,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
299,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 755,서울특별시 강남구 역삼로,127.0484061,37.49922769,2019,2,한티역,281.5968919,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
300,스타벅스,11680,강남구,1168011400,일원동,서울특별시 강남구 일원동 50,서울특별시 강남구 일원로,127.0895788,37.49033434,2019,0,일원역,835.8181512,1,3715517,3873882,1,강남구,가람,84,201902,2,16,146000,4,1993,1738.095238,1845.202396
301,스타벅스코엑스사거리점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 91-31,서울특별시 강남구 영동대로,127.0601934,37.51524372,2019,2,봉은사역,275.5584005,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
302,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 157,서울특별시 강남구 삼성로,127.056219,37.50836401,2019,3,중앙역,771.6822599,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
303,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 889-70,서울특별시 강남구 테헤란로64길,127.0511761,37.50376427,2019,3,선릉역,258.8975039,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
304,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0591391,37.51182033,2019,0,봉은사역,489.8535662,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
305,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 168-21,서울특별시 강남구 영동대로96길,127.063193,37.51056404,2019,6,봉은사역,467.4610894,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
306,스타벅스방배카페입구점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,2019,2,구반포역,491.7656392,1,4767660,4216612,1,서초구,(932-34),41,201912,12,18,43000,4,2012,1048.780488,1383.469488
307,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 59-8,서울특별시 강남구 논현로,127.0286278,37.5191512,2019,2,압구정역,488.0780698,1,4821883,4358954,1,강남구,e-편한세상,84,201911,11,5,103700,3,2005,1234.52381,1352.569954
308,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 820-8,서울특별시 강남구 강남대로,127.0275177,37.49921076,2019,6,강남역,811.2672157,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
309,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 936-15,서울특별시 강남구 선릉로64길,127.0537151,37.49794579,2019,2,한티역,234.1068249,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
310,스타벅스미아사거리역점,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 35-30,서울특별시 강북구 도봉로,127.0306855,37.61184062,2019,6,미아사거리역,355.3941609,1,5025053,5543738,0,강북구,경남아너스빌,84,201901,1,18,51000,12,2008,607.1428571,726.8358235
311,스타벅스송파방이DT점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.1205089,37.50654446,2019,2,방이역,467.4251687,1,6871731,5390824,1,송파구,(185-5),133,201912,12,11,85000,4,2002,639.0977444,1391.856587
312,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 52-17,서울특별시 강남구 삼성로,127.051147,37.51767632,2019,2,강남구청역,350.3978899,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
313,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 812-2,서울특별시 서초구 방배로,126.9905093,37.49194417,2019,5,내방역,486.5214322,1,4767660,4216612,1,서초구,(932-34),41,201912,12,18,43000,4,2012,1048.780488,1383.469488
314,스타벅스역삼럭키점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.0393917,37.49222561,2019,2,동오역,856.7836136,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
315,스타벅스종암점,11290,성북구,1129013500,종암동,서울특별시 성북구 종암동 3-686,서울특별시 성북구 종암로,127.0339835,37.60118133,2019,3,월곡역,660.7604414,1,2786507,4006531,0,성북구,고려,87,201901,1,5,24500,1,1983,281.6091954,842.9869618
316,스타벅스포스코사거리점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 157-36,서울특별시 강남구 테헤란로,127.0574281,37.50756271,2019,3,봉은사역,951.9492086,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
317,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 125-6,서울특별시 송파구 동남로,127.126233,37.49189964,2019,2,문정역,619.3329099,1,5511838,4688107,1,송파구,sk파크타워,108,201904,4,30,78000,7,2003,722.2222222,1160.098416
319,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2019,2,학동역,304.1307396,1,4821883,4358954,1,강남구,e-편한세상,84,201911,11,5,103700,3,2005,1234.52381,1352.569954
320,스타벅스대치사거리점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 960-5,서울특별시 강남구 삼성로,127.0588155,37.50335683,2019,2,한티역,787.7522044,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
321,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 신반포로,127.0119225,37.50861449,2019,2,반포역,35.85507252,1,4463550,4516311,1,서초구,강변,66,201906,6,18,128800,1,1987,1951.515152,2195.161706
322,스타벅스강남우성점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 832-3,서울특별시 강남구 강남대로,127.0306939,37.4923528,2019,5,강남역,2.366076004,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
324,스타벅스,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 812-2,서울특별시 강북구 삼양로,127.0211081,37.61838418,2019,5,삼양사거리역,334.0011211,1,5025053,5543738,0,강북구,경남아너스빌,84,201901,1,18,51000,12,2008,607.1428571,726.8358235
325,스타벅스압구정점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 609,서울특별시 강남구 압구정로30길,127.0295417,37.52632207,2019,2,압구정역,326.8022247,1,3729212,3658522,1,강남구,Ruden House,84,201904,4,24,75000,7,2007,892.8571429,1211.551705
326,스타벅스대치은마사거리점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 941-19,서울특별시 강남구 도곡로,127.0601595,37.49899741,2019,2,대치역,567.1495898,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
327,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.1205658,37.50650884,2019,2,방이역,464.1415312,1,6871731,5390824,1,송파구,(185-5),133,201912,12,11,85000,4,2002,639.0977444,1391.856587
328,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 777-11,서울특별시 서초구 방배중앙로,126.9865526,37.49352318,2019,2,구반포역,902.3405603,1,4767660,4216612,1,서초구,(932-34),41,201912,12,18,43000,4,2012,1048.780488,1383.469488
329,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 89-4,서울특별시 강남구 도산대로57길,127.0418193,37.52525095,2019,0,압구정로데오역,467.8398667,1,3978718,3847604,1,강남구,골든아트빌,178,201911,11,13,151000,8,2000,848.3146067,1912.007224
330,스타벅스청담영동대로점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 132-1,서울특별시 강남구 영동대로,127.056441,37.52217895,2019,5,청담역,271.9543456,1,3978718,3847604,1,강남구,골든아트빌,178,201911,11,13,151000,8,2000,848.3146067,1912.007224
331,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 736-2,서울특별시 서초구 강남대로85길,127.0225824,37.50736061,2019,2,사평역,840.7106178,1,5601795,3807265,1,서초구,그린피아,81,201911,11,2,59000,5,2003,728.3950617,2525.146243
332,스타벅스신사가로수점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 533-11,서울특별시 강남구 압구정로12길,127.022506,37.52188494,2019,0,신사역,414.1726225,1,3729212,3658522,1,강남구,Ruden House,84,201904,4,24,75000,7,2007,892.8571429,1211.551705
333,스타벅스송파구청점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 22-5,서울특별시 송파구 오금로,127.1074057,37.51460076,2019,1,몽촌토성역,398.6035408,1,6871731,5390824,1,송파구,(185-5),133,201912,12,11,85000,4,2002,639.0977444,1391.856587
334,스타벅스이수역사거리점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 3001-2,서울특별시 서초구 서초대로,126.9830474,37.48598728,2019,5,이수역,189.1648741,1,4767660,4216612,1,서초구,(932-34),41,201912,12,18,43000,4,2012,1048.780488,1383.469488
335,스타벅스커피강남대로신사,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2019,4,신사역,534.7680189,1,4463550,4516311,1,서초구,강변,66,201906,6,18,128800,1,1987,1951.515152,2195.161706
336,스타벅스공릉역점,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 379-27,서울특별시 노원구 동일로,127.0722546,37.62636612,2019,9,공릉역,80.07628335,1,8883887,7650484,0,노원구,6.7디벨리움,17,201905,5,13,17500,8,2016,1029.411765,667.9926339
338,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 44-12,서울특별시 강남구 학동로,127.045958,37.5183013,2019,1,강남구청역,113.8406876,1,3978718,3847604,1,강남구,골든아트빌,178,201911,11,13,151000,8,2000,848.3146067,1912.007224
339,스타벅스문정하비오점,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.1248723,37.47961708,2019,4,장지역,273.2397237,1,4787587,5205780,1,송파구,건영1,84,201901,1,10,88000,10,1996,1047.619048,1202.009909
341,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-4,서울특별시 서초구 신반포로,127.0068163,37.50642716,2019,2,고속터미널역,244.1022009,1,5601795,3807265,1,서초구,그린피아,81,201911,11,2,59000,5,2003,728.3950617,2525.146243
343,스타벅스문정역점,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 651,서울특별시 송파구 송파대로,127.1207441,37.4845513,2019,0,문정역,363.7381875,1,4787587,5205780,1,송파구,건영1,84,201901,1,10,88000,10,1996,1047.619048,1202.009909
344,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2019,4,신사역,534.7680189,1,4463550,4516311,1,서초구,강변,66,201906,6,18,128800,1,1987,1951.515152,2195.161706
345,스타벅스,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 89-7,서울특별시 성북구 동소문로,127.029302,37.60761238,2019,5,길음역,628.5979132,1,6550050,4925843,0,성북구,광남캐스빌,84,201903,3,15,50000,9,2008,595.2380952,769.0470092
346,스타벅스강남점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 825,서울특별시 강남구 강남대로,127.0285648,37.49783175,2019,4,강남역,636.4013209,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
347,스타벅스강남오거리점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 813-17,서울특별시 강남구 봉은사로2길,127.0266434,37.50209594,2019,12,신논현역,695.7146292,1,6853022,5222073,1,강남구,(633-22)로얄팰리스,137,201907,7,22,108500,2,2003,791.9708029,1889.298801
348,스타벅스노원마들역점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 694,서울특별시 노원구 노원로,127.0570787,37.66096272,2019,2,마들역,739.0032885,1,5720615,6164502,0,노원구,건영,59,201909,9,30,29700,4,2003,503.3898305,708.0721203
349,스타벅스,11710,송파구,1171011200,오금동,서울특별시 송파구 오금동 20-17,서울특별시 송파구 마천로7길,127.1281717,37.50898908,2019,2,방이역,262.6847972,1,3452324,3237593,1,송파구,그랑밸리(119-27),52,201903,3,6,35000,7,2012,673.0769231,1064.06023
350,스타벅스,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 307-2,서울특별시 서초구 언남10길,127.0441064,37.47365699,2019,1,양재시민의숲역,654.2504791,1,2647559,2846241,1,서초구,(66-3),203,201910,10,30,152000,3,2006,748.7684729,1065.099185
351,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1329-7,서울특별시 서초구 강남대로,127.0292201,37.49351207,2019,9,강남역,184.1142638,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
352,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 621-1,서울특별시 강남구 언주로,127.0330918,37.5273874,2019,1,압구정역,599.8520638,1,3729212,3658522,1,강남구,Ruden House,84,201904,4,24,75000,7,2007,892.8571429,1211.551705
353,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 55-6,서울특별시 송파구 송파대로,127.1230757,37.48628966,2019,2,문정역,213.9785765,1,4787587,5205780,1,송파구,건영1,84,201901,1,10,88000,10,1996,1047.619048,1202.009909
354,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1303-22,서울특별시 서초구 강남대로,127.0240884,37.50375083,2019,4,신논현역,773.0276331,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
355,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 642,서울특별시 송파구 송파대로,127.1205807,37.48788401,2019,2,문정역,84.42069178,1,4787587,5205780,1,송파구,건영1,84,201901,1,10,88000,10,1996,1047.619048,1202.009909
356,스타벅스,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 956,서울특별시 강남구 남부순환로,127.036609,37.48524679,2019,7,양재역,289.3841629,1,2843080,3266265,1,강남구,SK허브프리모,33,201901,1,7,37000,17,2006,1121.212121,1735.652185
357,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1365-23,서울특별시 서초구 남부순환로,127.03005,37.48442722,2019,4,양재역,297.9475544,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
358,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 114-9,서울특별시 강남구 봉은사로,127.048501,37.51135667,2019,1,중앙역,31.89276591,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
359,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 907-1,서울특별시 서초구 방배로,126.9960731,37.48433262,2019,4,방배역,348.1819014,1,4767660,4216612,1,서초구,(932-34),41,201912,12,18,43000,4,2012,1048.780488,1383.469488
360,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 174-14,서울특별시 송파구 오금로,127.1362616,37.4969833,2019,3,개롱역,279.4516481,1,5511838,4688107,1,송파구,sk파크타워,108,201904,4,30,78000,7,2003,722.2222222,1160.098416
361,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 944-31,서울특별시 강남구 테헤란로,127.0605609,37.50757866,2019,1,봉은사역,833.5113204,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
362,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 599,서울특별시 강남구 남부순환로,127.0626465,37.49456594,2019,5,대치역,54.23283841,1,4224242,5485301,1,강남구,개포우성1,127,201903,3,8,263000,9,1983,2070.866142,2243.137717
363,STARBUCKSCOFFEE,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,2019,3,고속터미널역,243.5394872,1,5601795,3807265,1,서초구,그린피아,81,201911,11,2,59000,5,2003,728.3950617,2525.146243
364,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 28-1,서울특별시 서초구 강남대로,127.0197628,37.51366263,2019,4,신사역,668.2040768,1,4463550,4516311,1,서초구,강변,66,201906,6,18,128800,1,1987,1951.515152,2195.161706
365,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 168-26,서울특별시 강남구 테헤란로103길,127.0638782,37.51003785,2019,4,봉은사역,528.7142159,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
366,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 1-3,서울특별시 강남구 도산대로,127.0206347,37.5161838,2019,4,신사역,416.5557704,1,4821883,4358954,1,강남구,e-편한세상,84,201911,11,5,103700,3,2005,1234.52381,1352.569954
367,스타벅스올림픽평화의문점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 180-8,서울특별시 송파구 위례성대로,127.1163168,37.51578507,2019,1,한성백제역,128.2706625,1,6871731,5390824,1,송파구,(185-5),133,201912,12,11,85000,4,2002,639.0977444,1391.856587
368,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0571003,37.5129394,2019,2,봉은사역,580.9937226,1,6203246,3519992,1,강남구,LG선릉에클라트(A),36,201907,7,5,33000,6,2003,916.6666667,2009.326252
369,스타벅스가락시장역점,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 79,서울특별시 송파구 중대로,127.1215333,37.49440578,2019,4,가락시장역,336.5374226,1,5511838,4688107,1,송파구,sk파크타워,108,201904,4,30,78000,7,2003,722.2222222,1160.098416
370,스타벅스석촌역,11710,송파구,1171010500,석촌동,서울특별시 송파구 석촌동 286-9,서울특별시 송파구 백제고분로,127.1060134,37.50424607,2019,2,석촌역,410.1456636,1,4282765,4919907,1,송파구,(54-31),73,201904,4,13,47900,3,2011,656.1643836,1255.201327
371,스타벅스,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 46-73,서울특별시 성북구 화랑로,127.0404418,37.60181969,2019,2,월곡역,87.6379335,1,6550050,4925843,0,성북구,광남캐스빌,84,201903,3,15,50000,9,2008,595.2380952,769.0470092
372,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1318-8,서울특별시 서초구 강남대로,127.0268289,37.49825898,2019,6,강남역,739.5168793,1,4729947,3663215,1,서초구,N-Suite(1513-2),114,201905,5,10,93000,4,2004,815.7894737,1430.183586
