year,road,pop,gu,dong,pop_avg
2018,양재대로72길,926269,송파구,오금동,966751
2018,양재대로71길,1168851,송파구,방이동,1780476.333
2018,양재대로64길,1708048,송파구,가락동,1462972.857
2018,양재대로62길,1164918,송파구,가락동,1462972.857
2018,송파대로30길,1600231,송파구,가락동,1462972.857
2018,송이로36길,1216122,송파구,문정동,1597754.5
2018,송이로32길,1470116,송파구,문정동,1597754.5
2018,송이로23길,1320098,송파구,가락동,1462972.857
2018,삼전로13길,2677437,송파구,잠실동,2816561
2018,백제고분로50길,1404800,송파구,방이동,1780476.333
2018,백제고분로46길,1591667,송파구,송파동,1728181.25
2018,백제고분로45길,1790170,송파구,송파동,1728181.25
2018,백제고분로42길,1383811,송파구,송파동,1728181.25
2018,백제고분로39길,1349560,송파구,석촌동,1234030.583
2018,백제고분로34길,943596,송파구,석촌동,1234030.583
2018,백제고분로33길,1385367,송파구,석촌동,1234030.583
2018,백제고분로32길,817060,송파구,삼전동,1474302.313
2018,백제고분로31길,2185790,송파구,삼전동,1474302.313
2018,백제고분로22길,778359,송파구,삼전동,1474302.313
2018,백제고분로21길,1883210,송파구,삼전동,1474302.313
2018,마천로51길,818731,송파구,마천동,1034683
2018,동남로20길,1430958,송파구,가락동,1462972.857
2018,거마로20길,981704,송파구,마천동,1034683
2018,학동로77길,1206765,강남구,청담동,1480536.292
2018,학동로6길,1611156,강남구,논현동,2002405.05
2018,학동로56길,2848052,강남구,삼성동,1542359.75
2018,학동로38길,1492605,강남구,논현동,2002405.05
2018,테헤란로81길,1693364,강남구,삼성동,1542359.75
2018,일원로9길,1111390,강남구,일원동,1175477.875
2018,일원로3길,1239690,강남구,일원동,1175477.875
2018,영동대로65길,1689937,강남구,대치동,2275592.792
2018,영동대로112길,1061235,강남구,삼성동,1542359.75
2018,언주로81길,3150564,강남구,역삼동,2373122.688
2018,압구정로2길,1945905,강남구,신사동,1819852.5
2018,선릉로18길,208314,강남구,개포동,626308.1786
2018,선릉로146길,1650712,강남구,청담동,1480536.292
2018,선릉로133길,2459792,강남구,논현동,2002405.05
2018,선릉로132길,2764060,강남구,청담동,1480536.292
2018,선릉로121길,2410471,강남구,논현동,2002405.05
2018,삼성로75길,3051774,강남구,대치동,2275592.792
2018,삼성로69길,2281578,강남구,대치동,2275592.792
2018,삼성로64길,1573801,강남구,대치동,2275592.792
2018,삼성로63길,2451396,강남구,대치동,2275592.792
2018,삼성로57길,2018248,강남구,대치동,2275592.792
2018,삼성로147길,1364698,강남구,청담동,1480536.292
2018,삼성로115길,1050353,강남구,삼성동,1542359.75
2018,봉은사로68길,1484086,강남구,삼성동,1542359.75
2018,봉은사로57길,1403929,강남구,삼성동,1542359.75
2018,봉은사로43길,2277036,강남구,논현동,2002405.05
2018,봉은사로29길,2912288,강남구,논현동,2002405.05
2018,봉은사로109길,984472,강남구,삼성동,1542359.75
2018,도산대로89길,760053,강남구,청담동,1480536.292
2018,도산대로81길,1021951,강남구,청담동,1480536.292
2018,도산대로50길,2212397,강남구,논현동,2002405.05
2018,도산대로38길,1258017,강남구,논현동,2002405.05
2018,도산대로30길,1266536,강남구,논현동,2002405.05
2018,도산대로23길,1637352,강남구,신사동,1819852.5
2018,도산대로15길,1654396,강남구,신사동,1819852.5
2018,도곡로37길,1904083,강남구,역삼동,2373122.688
2018,논현로8길,427820,강남구,개포동,626308.1786
2018,논현로63길,1675502,강남구,역삼동,2373122.688
2018,논현로28길,1149802,강남구,도곡동,1288200.667
2018,논현로26길,1200908,강남구,도곡동,1288200.667
2018,논현로159길,1836326,강남구,신사동,1819852.5
2018,논현로139길,1877841,강남구,논현동,2002405.05
2018,논현로123길,1005167,강남구,논현동,2002405.05
2018,논현로115길,2858464,강남구,논현동,2002405.05
2018,논현로10길,738215,강남구,개포동,626308.1786
2018,논현로106길,2600550,강남구,역삼동,2373122.688
2018,남부순환로365길,1352608,강남구,도곡동,1288200.667
2018,개포로82길,139339,강남구,개포동,626308.1786
2018,개포로28길,800018,강남구,개포동,626308.1786
2018,개포로20길,1029365,강남구,개포동,626308.1786
2018,개포로17길,985431,강남구,개포동,626308.1786
2018,강남대로140길,2265360,강남구,논현동,2002405.05
2018,강남대로136길,2252861,강남구,논현동,2002405.05
2018,강남대로118길,1738121,강남구,논현동,2002405.05
2018,서초중앙로8길,1867720,서초구,서초동,1569786.063
2018,방배중앙로21길,1416064,서초구,방배동,1765567.156
2018,효령로72길,1519831,서초구,서초동,1569786.063
2018,효령로34길,1003425,서초구,방배동,1765567.156
2018,효령로31길,1716041,서초구,방배동,1765567.156
2018,효령로23길,1362492,서초구,방배동,1765567.156
2018,청두곶길,1359930,서초구,방배동,1765567.156
2018,주흥길,2388943,서초구,반포동,1576875.286
2018,주흥15길,2366017,서초구,반포동,1576875.286
2018,언남길,698320,서초구,양재동,966158.4
2018,신반포로45길,1965740,서초구,잠원동,2126309.5
2018,서초대로8길,1129810,서초구,방배동,1765567.156
2018,서초대로64길,1432022,서초구,서초동,1569786.063
2018,서초대로4길,2772025,서초구,방배동,1765567.156
2018,서초대로25길,1715520,서초구,방배동,1765567.156
2018,서초대로23길,1569440,서초구,방배동,1765567.156
2018,서초대로15길,1412694,서초구,방배동,1765567.156
2018,사평대로57길,3156535,서초구,반포동,1576875.286
2018,사평대로26길,536562,서초구,반포동,1576875.286
2018,사평대로22길,693584,서초구,반포동,1576875.286
2018,사임당로17길,2821686,서초구,서초동,1569786.063
2018,방배로42길,1142279,서초구,방배동,1765567.156
2018,방배로35길,1501095,서초구,방배동,1765567.156
2018,방배로18길,1576867,서초구,방배동,1765567.156
2018,반포대로9길,943287,서초구,서초동,1569786.063
2018,바우뫼로39길,1330853,서초구,양재동,966158.4
2018,마방로2길,636281,서초구,양재동,966158.4
2018,방배천로4안길,1732764,서초구,방배동,1765567.156
2018,동산로19길,816253,서초구,양재동,966158.4
2018,동산로10길,633627,서초구,양재동,966158.4
2018,동광로39길,696913,서초구,반포동,1576875.286
2018,동광로1길,962942,서초구,방배동,1765567.156
2018,동광로12길,3700676,서초구,방배동,1765567.156
2018,논현로27길,1181844,서초구,양재동,966158.4
2018,논현로1길,639950,서초구,양재동,966158.4
2018,남부순환로339길,1014883,서초구,서초동,1569786.063
2018,남부순환로325길,2072124,서초구,서초동,1569786.063
2018,남부순환로317길,1563307,서초구,서초동,1569786.063
2018,고무래로8길,875259,서초구,반포동,1576875.286
2018,강남대로8길,748507,서초구,양재동,966158.4
2018,강남대로34길,1550243,서초구,양재동,966158.4
2018,강남대로23길,479663,서초구,양재동,966158.4
2018,한글비석로44길,1543666,노원구,상계동,2196320.214
2018,한글비석로24길,2080471,노원구,상계동,2196320.214
2018,한글비석로22길,1460110,노원구,상계동,2196320.214
2018,석계로1길,1543763,노원구,월계동,1069711
2018,상계로9가길,2396293,노원구,상계동,2196320.214
2018,상계로1길,3463380,노원구,상계동,2196320.214
2018,상계로12길,1968832,노원구,상계동,2196320.214
2018,동일로242길,754503,노원구,상계동,2196320.214
2018,동일로192길,3760695,노원구,공릉동,3356690.875
2018,동일로173가길,2384510,노원구,공릉동,3356690.875
2018,공릉로58길,877332,노원구,하계동,768858.5
2018,해등로16길,1249578,도봉구,창동,1391477.813
2018,우이천로4다길,640168,도봉구,창동,1391477.813
2018,우이천로32길,746717,도봉구,쌍문동,1562427.875
2018,시루봉로23길,589136,도봉구,방학동,1190994.818
2018,삼양로144길,472481,도봉구,쌍문동,1562427.875
2018,방학로6가길,1543829,도봉구,방학동,1190994.818
2018,방학로5길,1722052,도봉구,방학동,1190994.818
2018,방학로15길,337150,도봉구,방학동,1190994.818
2018,방학로10길,998278,도봉구,방학동,1190994.818
2018,도봉산길,239037,도봉구,도봉동,335250.2917
2018,도봉산4길,72352,도봉구,도봉동,335250.2917
2018,도봉로181길,412913,도봉구,도봉동,335250.2917
2018,도봉로169나길,296282,도봉구,도봉동,335250.2917
2018,도봉로156길,509609,도봉구,도봉동,335250.2917
2018,도봉로152가길,392987,도봉구,도봉동,335250.2917
2018,도봉로147길,1278772,도봉구,방학동,1190994.818
2018,도봉로143길,1198339,도봉구,방학동,1190994.818
2018,도봉로114길,2617933,도봉구,창동,1391477.813
2018,도봉로109길,1850572,도봉구,쌍문동,1562427.875
2018,도당로29길,897141,도봉구,방학동,1190994.818
2018,도당로19길,764814,도봉구,방학동,1190994.818
2018,도당로13바길,845548,도봉구,방학동,1190994.818
2018,도당로13가길,994342,도봉구,방학동,1190994.818
2018,덕릉로60길,613639,노원구,월계동,1069711
2018,노해로63다길,702624,도봉구,창동,1391477.813
2018,노해로60길,2405625,도봉구,쌍문동,1562427.875
2018,한천로140길,1871276,강북구,수유동,1630526.25
2018,한천로139가길,2967201,강북구,수유동,1630526.25
2018,한천로132길,2967104,강북구,번동,2258421.714
2018,한천로130길,1787261,강북구,번동,2258421.714
2018,한천로124나길,1921452,강북구,번동,2258421.714
2018,한천로109길,820256,강북구,번동,2258421.714
2018,인수봉로79길,386411,강북구,수유동,1630526.25
2018,인수봉로72길,1027920,강북구,수유동,1630526.25
2018,인수봉로56길,1025409,강북구,수유동,1630526.25
2018,오패산로67길,3469192,강북구,번동,2258421.714
2018,오패산로52길,1052996,강북구,미아동,1682818.618
2018,오패산로30길,1380852,강북구,미아동,1682818.618
2018,수유로12길,2228845,강북구,수유동,1630526.25
2018,솔샘로65길,1347668,강북구,미아동,1682818.618
2018,솔매로50길,2222954,강북구,미아동,1682818.618
2018,솔매로45길,1420656,강북구,미아동,1682818.618
2018,솔매로41길,1848223,강북구,미아동,1682818.618
2018,삼양로93길,1207338,강북구,수유동,1630526.25
2018,삼양로77길,859764,강북구,수유동,1630526.25
2018,삼양로54길,1340077,강북구,미아동,1682818.618
2018,삼양로41길,2457748,강북구,미아동,1682818.618
2018,삼양로27길,1859983,강북구,미아동,1682818.618
2018,삼양로24길,1525394,강북구,미아동,1682818.618
2018,삼양로20길,1306594,강북구,미아동,1682818.618
2018,삼각산로28길,2926993,강북구,수유동,1630526.25
2018,도봉로99길,1161342,강북구,수유동,1630526.25
2018,도봉로8길,1747433,강북구,미아동,1682818.618
2018,도봉로76길,2226009,강북구,미아동,1682818.618
2018,도봉로67길,1333670,강북구,미아동,1682818.618
2018,도봉로45길,1548272,강북구,미아동,1682818.618
2018,도봉로18길,1148179,강북구,미아동,1682818.618
2018,도봉로13길,1291536,강북구,미아동,1682818.618
2018,덕릉로41길,3532379,강북구,번동,2258421.714
2018,덕릉로40길,608662,강북구,번동,2258421.714
2018,노해로33길,1207627,강북구,수유동,1630526.25
2018,노해로23길,1303268,강북구,수유동,1630526.25
2018,노해로17길,1975347,강북구,수유동,1630526.25
2018,화랑로40길,1214462,성북구,석관동,1264947.9
2018,화랑로1길,1601311,성북구,하월곡동,1725981.958
2018,화랑로19길,1205329,성북구,상월곡동,1318110.25
2018,화랑로14길,1639278,성북구,하월곡동,1725981.958
2018,화랑로13길,1817406,성북구,하월곡동,1725981.958
2018,한천로76길,1004564,성북구,석관동,1264947.9
2018,한천로101가길,575803,성북구,장위동,833802.95
2018,창경궁로43길,1498079,성북구,성북동1가,1535164.25
2018,지봉로20길,1396517,성북구,보문동3가,1430430.5
2018,종암로5길,849265,성북구,종암동,1037639.05
2018,종암로24가길,865680,성북구,종암동,1037639.05
2018,종암로21길,1032884,성북구,종암동,1037639.05
2018,종암로19길,1040272,성북구,종암동,1037639.05
2018,종암로16길,1218769,성북구,종암동,1037639.05
2018,정릉로8길,193646,성북구,정릉동,828684.3
2018,정릉로27길,1495828,성북구,정릉동,828684.3
2018,정릉로26길,640383,성북구,정릉동,828684.3
2018,장위로50길,801699,성북구,장위동,833802.95
2018,장월로1길,1578007,성북구,상월곡동,1318110.25
2018,인촌로6길,1371107,성북구,보문동,2223417.833
2018,인촌로5길,2523436,성북구,보문동,2223417.833
2018,인촌로24길,2788151,성북구,안암동,2087331.75
2018,개운사길,1881860,성북구,안암동5가,1877898.5
2018,인촌로1길,2549134,성북구,보문동,2223417.833
2018,인촌로17가길,1388733,성북구,안암동,2087331.75
2018,오패산로4길,2181209,성북구,하월곡동,1725981.958
2018,오패산로3길,1402498,성북구,하월곡동,1725981.958
2018,오패산로19길,1578219,성북구,하월곡동,1725981.958
2018,안암로5길,1566342,성북구,안암동4가,1779804.5
2018,아리랑로4길,2824749,성북구,동선동5가,3294942.75
2018,솔샘로6길,791844,성북구,정릉동,828684.3
2018,성북로8길,990459,성북구,성북동,993284
2018,삼양로8길,1430051,성북구,길음동,1261111.75
2018,삼선교로16가길,1652978,성북구,삼선동2가,2125396.5
2018,삼선교로10다길,1908760,성북구,삼선동1가,2057897
2018,삼선교로10길,2289979,성북구,삼선동2가,2125396.5
2018,보문로32길,3210371,성북구,삼선동5가,2923847.375
2018,보문로31길,2321338,성북구,삼선동5가,2923847.375
2018,보문로26길,2017190,성북구,보문동1가,1836200.5
2018,보문로13길,1362886,성북구,보문동7가,1599727.5
2018,보국문로16길,776298,성북구,정릉동,828684.3
2018,동소문로6길,1760225,성북구,동소문동2가,1863861
2018,동소문로2길,1809565,성북구,동소문동2가,1863861
2018,동소문로26가길,2960108,성북구,동선동3가,3365999.5
2018,동소문로15길,2314331,성북구,동소문동6가,3043576.75
2018,동소문로13길,2268712,성북구,동소문동6가,3043576.75
2018,돌곶이로8길,945910,성북구,석관동,1264947.9
2018,돌곶이로41길,661778,성북구,장위동,833802.95
2018,돌곶이로28길,890501,성북구,장위동,833802.95
2018,돌곶이로27길,1048077,성북구,장위동,833802.95
2018,돌곶이로22길,1246151,성북구,석관동,1264947.9
2018,돌곶이로14길,1096871,성북구,석관동,1264947.9
2018,길음로7길,966764,성북구,길음동,1261111.75
2018,창경궁로35길,1625912,성북구,성북동1가,1535164.25
2019,풍성로25길,6718394,송파구,풍납동,6830385.75
2019,오금로46길,5511838,송파구,가락동,4688107.429
2019,오금로36길,4155501,송파구,가락동,4688107.429
2019,오금로11길,6871731,송파구,방이동,5390823.583
2019,양재대로72길,3452324,송파구,오금동,3237592.75
2019,양재대로71길,3938257,송파구,방이동,5390823.583
2019,양재대로64길,5246551,송파구,가락동,4688107.429
2019,양재대로62길,3527424,송파구,가락동,4688107.429
2019,송파대로30길,4531842,송파구,가락동,4688107.429
2019,송이로36길,4787587,송파구,문정동,5205779.75
2019,송이로32길,5670742,송파구,문정동,5205779.75
2019,송이로23길,4936512,송파구,가락동,4688107.429
2019,삼전로13길,8092951,송파구,잠실동,8211541
2019,백제고분로50길,5628527,송파구,방이동,5390823.583
2019,백제고분로46길,5095614,송파구,송파동,5195866.167
2019,백제고분로45길,6247363,송파구,송파동,5195866.167
2019,백제고분로42길,4688607,송파구,송파동,5195866.167
2019,백제고분로39길,4282765,송파구,석촌동,4919906.75
2019,백제고분로34길,5326904,송파구,석촌동,4919906.75
2019,백제고분로33길,5915689,송파구,석촌동,4919906.75
2019,백제고분로32길,4281512,송파구,삼전동,5209704.438
2019,백제고분로31길,7279299,송파구,삼전동,5209704.438
2019,백제고분로22길,4143545,송파구,삼전동,5209704.438
2019,백제고분로21길,5761200,송파구,삼전동,5209704.438
2019,마천로51길,4840151,송파구,마천동,5112599.375
2019,동남로20길,5303742,송파구,가락동,4688107.429
2019,거마로20길,5441225,송파구,마천동,5112599.375
2019,학동로77길,3978718,강남구,청담동,3847604
2019,학동로6길,4821883,강남구,논현동,4358954.467
2019,학동로56길,6203246,강남구,삼성동,3519992.429
2019,학동로38길,3503467,강남구,논현동,4358954.467
2019,테헤란로81길,2877956,강남구,삼성동,3519992.429
2019,일원로9길,3715517,강남구,일원동,3873881.625
2019,일원로3길,3956706,강남구,일원동,3873881.625
2019,영동대로65길,4224242,강남구,대치동,5485300.667
2019,영동대로112길,2037993,강남구,삼성동,3519992.429
2019,언주로81길,6853022,강남구,역삼동,5222072.938
2019,압구정로2길,3729212,강남구,신사동,3658521.688
2019,선릉로18길,1009044,강남구,개포동,2266556.643
2019,선릉로146길,4172965,강남구,청담동,3847604
2019,선릉로133길,5080010,강남구,논현동,4358954.467
2019,선릉로132길,6770355,강남구,청담동,3847604
2019,선릉로121길,5119135,강남구,논현동,4358954.467
2019,삼성로75길,6929460,강남구,대치동,5485300.667
2019,삼성로69길,6271034,강남구,대치동,5485300.667
2019,삼성로64길,3735886,강남구,대치동,5485300.667
2019,삼성로63길,5839945,강남구,대치동,5485300.667
2019,삼성로57길,4843729,강남구,대치동,5485300.667
2019,삼성로147길,3920017,강남구,청담동,3847604
2019,삼성로115길,4098523,강남구,삼성동,3519992.429
2019,봉은사로68길,3865961,강남구,삼성동,3519992.429
2019,봉은사로57길,3929739,강남구,삼성동,3519992.429
2019,봉은사로43길,5819835,강남구,논현동,4358954.467
2019,봉은사로29길,5652600,강남구,논현동,4358954.467
2019,봉은사로109길,2370905,강남구,삼성동,3519992.429
2019,도산대로89길,2641599,강남구,청담동,3847604
2019,도산대로81길,2746398,강남구,청담동,3847604
2019,도산대로50길,4757733,강남구,논현동,4358954.467
2019,도산대로38길,2584478,강남구,논현동,4358954.467
2019,도산대로30길,2857729,강남구,논현동,4358954.467
2019,도산대로23길,3728234,강남구,신사동,3658521.688
2019,도산대로15길,3838757,강남구,신사동,3658521.688
2019,도곡로37길,5967899,강남구,역삼동,5222072.938
2019,논현로8길,2002815,강남구,개포동,2266556.643
2019,논현로63길,4539131,강남구,역삼동,5222072.938
2019,논현로28길,2843080,강남구,도곡동,3266264.917
2019,논현로26길,2802809,강남구,도곡동,3266264.917
2019,논현로159길,3763046,강남구,신사동,3658521.688
2019,논현로139길,3845222,강남구,논현동,4358954.467
2019,논현로123길,4150200,강남구,논현동,4358954.467
2019,논현로115길,6412013,강남구,논현동,4358954.467
2019,논현로10길,3334795,강남구,개포동,2266556.643
2019,논현로106길,4029505,강남구,역삼동,5222072.938
2019,남부순환로365길,4176869,강남구,도곡동,3266264.917
2019,개포로82길,614127,강남구,개포동,2266556.643
2019,개포로28길,2654843,강남구,개포동,2266556.643
2019,개포로20길,3682520,강남구,개포동,2266556.643
2019,개포로17길,2838415,강남구,개포동,2266556.643
2019,강남대로140길,3454059,강남구,논현동,4358954.467
2019,강남대로136길,4479590,강남구,논현동,4358954.467
2019,강남대로118길,5283161,강남구,논현동,4358954.467
2019,서초중앙로8길,4729947,서초구,서초동,3663214.938
2019,방배중앙로21길,4767660,서초구,방배동,4216611.766
2019,효령로72길,3551065,서초구,서초동,3663214.938
2019,효령로34길,2187842,서초구,방배동,4216611.766
2019,효령로31길,4106155,서초구,방배동,4216611.766
2019,효령로23길,3900707,서초구,방배동,4216611.766
2019,청두곶길,5204549,서초구,방배동,4216611.766
2019,주흥길,5601795,서초구,반포동,3807264.821
2019,주흥15길,5169154,서초구,반포동,3807264.821
2019,언남길,2647559,서초구,양재동,2846241.4
2019,신반포로45길,4463550,서초구,잠원동,4516311
2019,서초대로8길,3391517,서초구,방배동,4216611.766
2019,서초대로64길,3797459,서초구,서초동,3663214.938
2019,서초대로4길,5110296,서초구,방배동,4216611.766
2019,서초대로25길,4693242,서초구,방배동,4216611.766
2019,서초대로23길,4180732,서초구,방배동,4216611.766
2019,서초대로15길,4147650,서초구,방배동,4216611.766
2019,사평대로57길,5467219,서초구,반포동,3807264.821
2019,사평대로26길,2127291,서초구,반포동,3807264.821
2019,사평대로22길,3204513,서초구,반포동,3807264.821
2019,사임당로17길,4849971,서초구,서초동,3663214.938
2019,방배로42길,3104391,서초구,방배동,4216611.766
2019,방배로35길,4583284,서초구,방배동,4216611.766
2019,방배로18길,3264820,서초구,방배동,4216611.766
2019,반포대로9길,2704351,서초구,서초동,3663214.938
2019,바우뫼로39길,3397307,서초구,양재동,2846241.4
2019,마방로2길,2471666,서초구,양재동,2846241.4
2019,방배천로4안길,4313104,서초구,방배동,4216611.766
2019,동산로19길,3383720,서초구,양재동,2846241.4
2019,동산로10길,2805190,서초구,양재동,2846241.4
2019,동광로39길,3193776,서초구,반포동,3807264.821
2019,동광로1길,4829254,서초구,방배동,4216611.766
2019,동광로12길,6317100,서초구,방배동,4216611.766
2019,논현로27길,2735460,서초구,양재동,2846241.4
2019,논현로1길,3147796,서초구,양재동,2846241.4
2019,남부순환로339길,2876804,서초구,서초동,3663214.938
2019,남부순환로325길,3409649,서초구,서초동,3663214.938
2019,남부순환로317길,3439984,서초구,서초동,3663214.938
2019,고무래로8길,3005047,서초구,반포동,3807264.821
2019,강남대로8길,3063632,서초구,양재동,2846241.4
2019,강남대로34길,3661802,서초구,양재동,2846241.4
2019,강남대로23길,1348106,서초구,양재동,2846241.4
2019,한글비석로44길,5720615,노원구,상계동,6164501.857
2019,한글비석로24길,6502667,노원구,상계동,6164501.857
2019,한글비석로22길,4240955,노원구,상계동,6164501.857
2019,석계로1길,3614463,노원구,월계동,4228675.75
2019,상계로9가길,9105455,노원구,상계동,6164501.857
2019,상계로1길,6586359,노원구,상계동,6164501.857
2019,상계로12길,10216663,노원구,상계동,6164501.857
2019,동일로242길,2690289,노원구,상계동,6164501.857
2019,동일로192길,8883887,노원구,공릉동,7650483.75
2019,동일로173가길,6684653,노원구,공릉동,7650483.75
2019,공릉로58길,1593195,노원구,하계동,1645786.5
2019,해등로16길,4717244,도봉구,창동,5543762.188
2019,우이천로4다길,5166224,도봉구,창동,5543762.188
2019,우이천로32길,3910857,도봉구,쌍문동,5447125.313
2019,시루봉로23길,2113615,도봉구,방학동,4073717.114
2019,삼양로144길,2189909,도봉구,쌍문동,5447125.313
2019,방학로6가길,4819900,도봉구,방학동,4073717.114
2019,방학로5길,5756347,도봉구,방학동,4073717.114
2019,방학로15길,2079054,도봉구,방학동,4073717.114
2019,방학로10길,3804585,도봉구,방학동,4073717.114
2019,도봉산길,1249068,도봉구,도봉동,1426441.792
2019,도봉산4길,373922,도봉구,도봉동,1426441.792
2019,도봉로181길,1710630,도봉구,도봉동,1426441.792
2019,도봉로169나길,1556884,도봉구,도봉동,1426441.792
2019,도봉로156길,1783326,도봉구,도봉동,1426441.792
2019,도봉로152가길,1969698,도봉구,도봉동,1426441.792
2019,도봉로147길,4703633,도봉구,방학동,4073717.114
2019,도봉로143길,3546167,도봉구,방학동,4073717.114
2019,도봉로114길,9652461,도봉구,창동,5543762.188
2019,도봉로109길,7430126,도봉구,쌍문동,5447125.313
2019,도당로29길,4269642,도봉구,방학동,4073717.114
2019,도당로19길,4284280,도봉구,방학동,4073717.114
2019,도당로13바길,4235305,도봉구,방학동,4073717.114
2019,도당로13가길,4254025,도봉구,방학동,4073717.114
2019,덕릉로60길,5146187,노원구,월계동,4228675.75
2019,노해로63다길,2973451,도봉구,창동,5543762.188
2019,노해로60길,8682715,도봉구,쌍문동,5447125.313
2019,한천로140길,5717580,강북구,수유동,5338450.981
2019,한천로139가길,6145725,강북구,수유동,5338450.981
2019,한천로132길,7337041,강북구,번동,5592191.357
2019,한천로130길,6173860,강북구,번동,5592191.357
2019,한천로124나길,5942654,강북구,번동,5592191.357
2019,한천로109길,3913903,강북구,번동,5592191.357
2019,인수봉로79길,2200326,강북구,수유동,5338450.981
2019,인수봉로72길,5181403,강북구,수유동,5338450.981
2019,인수봉로56길,5093182,강북구,수유동,5338450.981
2019,오패산로67길,6529387,강북구,번동,5592191.357
2019,오패산로52길,5025053,강북구,미아동,5543737.882
2019,오패산로30길,4775788,강북구,미아동,5543737.882
2019,수유로12길,6744413,강북구,수유동,5338450.981
2019,솔샘로65길,6985205,강북구,미아동,5543737.882
2019,솔매로50길,7089770,강북구,미아동,5543737.882
2019,솔매로45길,3971738,강북구,미아동,5543737.882
2019,솔매로41길,5918669,강북구,미아동,5543737.882
2019,삼양로93길,5822067,강북구,수유동,5338450.981
2019,삼양로77길,4895455,강북구,수유동,5338450.981
2019,삼양로54길,5770859,강북구,미아동,5543737.882
2019,삼양로41길,7485374,강북구,미아동,5543737.882
2019,삼양로27길,5178283,강북구,미아동,5543737.882
2019,삼양로24길,7103248,강북구,미아동,5543737.882
2019,삼양로20길,5892136,강북구,미아동,5543737.882
2019,삼각산로28길,7599205,강북구,수유동,5338450.981
2019,도봉로99길,4230095,강북구,수유동,5338450.981
2019,도봉로8길,3506368,강북구,미아동,5543737.882
2019,도봉로76길,5932061,강북구,미아동,5543737.882
2019,도봉로67길,4860035,강북구,미아동,5543737.882
2019,도봉로45길,5095944,강북구,미아동,5543737.882
2019,도봉로18길,5410436,강북구,미아동,5543737.882
2019,도봉로13길,5120913,강북구,미아동,5543737.882
2019,덕릉로41길,7154821,강북구,번동,5592191.357
2019,덕릉로40길,2761886,강북구,번동,5592191.357
2019,노해로33길,4938449,강북구,수유동,5338450.981
2019,노해로23길,5153165,강북구,수유동,5338450.981
2019,노해로17길,6872890,강북구,수유동,5338450.981
2019,화랑로40길,3072220,성북구,석관동,4073715.8
2019,화랑로1길,6550050,성북구,하월곡동,4925843.292
2019,화랑로19길,4859034,성북구,상월곡동,4380679.25
2019,화랑로14길,4322470,성북구,하월곡동,4925843.292
2019,화랑로13길,4473773,성북구,하월곡동,4925843.292
2019,한천로76길,3557852,성북구,석관동,4073715.8
2019,한천로101가길,2784474,성북구,장위동,3536586.45
2019,창경궁로43길,3178594,성북구,성북동1가,3480174.75
2019,지봉로20길,5128819,성북구,보문동3가,4720487
2019,종암로5길,2786507,성북구,종암동,4006531.25
2019,종암로24가길,3845892,성북구,종암동,4006531.25
2019,종암로21길,3689680,성북구,종암동,4006531.25
2019,종암로19길,4425650,성북구,종암동,4006531.25
2019,종암로16길,5616212,성북구,종암동,4006531.25
2019,정릉로8길,510762,성북구,정릉동,3068328.7
2019,정릉로27길,5928762,성북구,정릉동,3068328.7
2019,정릉로26길,3075137,성북구,정릉동,3068328.7
2019,장위로50길,2784629,성북구,장위동,3536586.45
2019,장월로1길,4086158,성북구,상월곡동,4380679.25
2019,인촌로6길,4382734,성북구,보문동,5243018.25
2019,인촌로5길,5102365,성북구,보문동,5243018.25
2019,인촌로24길,3973377,성북구,안암동,3658609.75
2019,개운사길,2279917,성북구,안암동5가,2119288.5
2019,인촌로1길,6305798,성북구,보문동,5243018.25
2019,인촌로17가길,3355143,성북구,안암동,3658609.75
2019,오패산로4길,6437746,성북구,하월곡동,4925843.292
2019,오패산로3길,5500099,성북구,하월곡동,4925843.292
2019,오패산로19길,4805001,성북구,하월곡동,4925843.292
2019,안암로5길,5008732,성북구,안암동4가,4957804.75
2019,아리랑로4길,6882213,성북구,동선동5가,6829142
2019,솔샘로6길,2513875,성북구,정릉동,3068328.7
2019,성북로8길,2962091,성북구,성북동,2922236
2019,삼양로8길,5214504,성북구,길음동,4312648.25
2019,삼선교로16가길,3635474,성북구,삼선동2가,4068196.875
2019,삼선교로10다길,3694462,성북구,삼선동1가,3692028.75
2019,삼선교로10길,4459572,성북구,삼선동2가,4068196.875
2019,보문로32길,6353400,성북구,삼선동5가,6172235.875
2019,보문로31길,6000612,성북구,삼선동5가,6172235.875
2019,보문로26길,4509217,성북구,보문동1가,4555914
2019,보문로13길,6050710,성북구,보문동7가,5828558.5
2019,보국문로16길,3418295,성북구,정릉동,3068328.7
2019,동소문로6길,3563152,성북구,동소문동2가,3657459.75
2019,동소문로2길,3678400,성북구,동소문동2가,3657459.75
2019,동소문로26가길,6210828,성북구,동선동3가,6108987.75
2019,동소문로15길,5484688,성북구,동소문동6가,6032885.25
2019,동소문로13길,6394855,성북구,동소문동6가,6032885.25
2019,돌곶이로8길,4698604,성북구,석관동,4073715.8
2019,돌곶이로41길,3185415,성북구,장위동,3536586.45
2019,돌곶이로28길,3729359,성북구,장위동,3536586.45
2019,돌곶이로27길,5216217,성북구,장위동,3536586.45
2019,돌곶이로22길,4280671,성북구,석관동,4073715.8
2019,돌곶이로14길,4840918,성북구,석관동,4073715.8
2019,길음로7길,3430420,성북구,길음동,4312648.25
